,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
141,,,,,4.5,0.8,-4.5,0.87,136.5,0.83,136.5,0.83,136.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,19.0,1.0,20180721013425.0,11077.0,0.0,0.0
142,,,,,4.5,0.8,-4.5,0.87,136.5,0.83,136.5,0.83,136.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,19.0,1.0,20180721013425.0,11077.0,0.0,0.0
143,,,,,4.5,0.8,-4.5,0.87,136.5,0.83,136.5,0.83,136.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,18.0,1.0,20180721013425.0,11077.0,0.0,0.0
144,,,,,4.5,0.8,-4.5,0.87,136.5,0.8,136.5,0.87,136.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,18.0,1.0,20180721013429.0,11077.0,0.0,0.0
145,,,,,4.5,0.8,-4.5,0.87,136.5,0.8,136.5,0.87,136.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,13.0,1.0,20180721013429.0,11077.0,0.0,0.0
146,,,,,4.5,0.8,-4.5,0.87,135.5,0.87,136.5,0.8,135.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,13.0,1.0,20180721013429.0,11077.0,0.0,0.0
147,,,,,4.5,0.8,-4.5,0.87,135.5,0.87,135.5,0.8,135.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013432.0,11077.0,0.0,0.0
148,,,,,4.5,0.8,-4.5,0.87,135.5,0.87,135.5,0.8,135.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013432.0,11077.0,0.0,0.0
149,,,,,4.5,0.8,-4.5,0.87,135.5,0.87,135.5,0.8,135.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013438.0,11077.0,0.0,0.0
150,,,,,4.5,0.8,-4.5,0.87,135.5,0.87,135.5,0.8,135.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013438.0,11077.0,0.0,0.0
151,,,,,4.5,0.8,-4.5,0.87,135.5,0.87,135.5,0.8,135.5,,0.45,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013440.0,11077.0,0.0,0.0
152,,,,,4.5,0.8,-4.5,0.87,136.5,0.87,135.5,0.8,136.5,,1.75,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013440.0,21086.0,0.0,0.0
153,,,,,4.5,0.8,-4.5,0.87,136.5,0.87,136.5,0.8,136.5,,0.0,,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013443.0,21086.0,0.0,0.0
154,,,,,4.5,0.87,-4.5,0.8,136.5,0.87,136.5,0.8,136.5,,0.0,1:2,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013443.0,11078.0,0.0,0.0
155,,,,,4.5,0.87,-4.5,0.8,136.5,0.83,136.5,0.83,136.5,,0.0,1:2,,2,10.0,6,3.0,1,,5,3.0,2,,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013507.0,11078.0,0.0,0.0
156,,,,,4.5,0.8,-4.5,0.87,137.5,0.8,136.5,0.83,137.5,,0.0,1:2^2:2,,2,10.0,6,3.0,1,,5,3.0,2,75.0,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013507.0,11080^11078,0.0,0.0
157,,,,,4.5,0.8,-4.5,0.87,137.5,0.8,137.5,0.87,137.5,,1.7,1:2^2:2,,2,10.0,6,3.0,1,,5,3.0,2,75.0,100.0,29.0,29,29.0,0.0,1,2.0,9.0,0.0,20180721013507.0,11080^11078,0.0,0.0
158,,,,,4.5,0.8,-4.5,0.87,137.5,0.8,137.5,0.87,137.5,,0.0,1:2^2:2,,2,10.0,6,3.0,1,,5,3.0,2,75.0,100.0,30.0,30,29.0,0.0,1,2.0,9.0,0.0,20180721013510.0,11080^11078,0.0,0.0
159,,,,,4.5,0.83,-4.5,0.83,137.5,0.8,137.5,0.87,137.5,,0.0,2:2^,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,2.0,9.0,0.0,20180721013510.0,11079^21077,0.0,0.0
160,,,,,4.5,0.83,-4.5,0.83,137.5,0.8,137.5,0.87,137.5,,0.0,2:2^,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,2.0,9.0,0.0,20180721013511.0,11079^21077,0.0,0.0
161,,,,,4.5,0.83,-4.5,0.83,137.5,0.8,137.5,0.87,137.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,2.0,9.0,0.0,20180721013511.0,21077.0,0.0,0.0
162,,,,,4.5,0.83,-4.5,0.83,137.5,0.8,137.5,0.87,137.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,2.0,9.0,1.0,20180721013512.0,21077.0,0.0,0.0
163,,,,,4.5,0.83,-4.5,0.83,136.5,0.83,137.5,0.83,136.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,2.0,9.0,1.0,20180721013512.0,21077.0,0.0,0.0
164,,,,,4.5,0.83,-4.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,59.0,1.0,20180721013520.0,21077.0,0.0,0.0
165,,,,,4.5,0.83,-4.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,59.0,1.0,20180721013520.0,21077.0,0.0,0.0
166,,,,,4.5,0.83,-4.5,0.83,136.5,0.83,136.5,0.83,136.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,59.0,1.0,20180721013521.0,21077.0,0.0,0.0
167,,,,,4.5,0.83,-4.5,0.83,135.5,0.87,136.5,0.8,135.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,59.0,1.0,20180721013521.0,21077.0,0.0,0.0
168,,,,,4.5,0.83,-4.5,0.83,135.5,0.87,135.5,0.8,135.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,51.0,1.0,20180721013529.0,21077.0,0.0,0.0
169,,,,,4.5,0.83,-4.5,0.83,135.5,0.87,135.5,0.8,135.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,51.0,1.0,20180721013529.0,21077.0,0.0,0.0
170,,,,,4.5,0.83,-4.5,0.83,135.5,0.87,135.5,0.8,135.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,50.0,1.0,20180721013530.0,21077.0,0.0,0.0
171,,,,,4.5,0.83,-4.5,0.83,135.5,0.83,135.5,0.83,135.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,50.0,1.0,20180721013530.0,21095.0,0.0,0.0
172,,,,,4.5,0.83,-4.5,0.83,135.5,0.83,135.5,0.83,135.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,43.0,1.0,20180721013536.0,21095.0,0.0,0.0
173,,,,,4.5,0.87,-4.5,0.8,134.5,0.87,135.5,0.8,134.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,43.0,1.0,20180721013536.0,11077.0,0.0,0.0
174,,,,,4.5,0.87,-4.5,0.8,134.5,0.87,134.5,0.8,134.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,38.0,1.0,20180721013542.0,11077.0,0.0,0.0
175,,,,,4.5,0.87,-4.5,0.8,134.5,0.83,134.5,0.83,134.5,,1.7,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,38.0,1.0,20180721013542.0,11095.0,0.0,0.0
176,,,,,4.5,0.87,-4.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,34.0,1.0,20180721013545.0,11095.0,0.0,0.0
177,,,,,4.5,0.83,-4.5,0.83,134.5,0.8,134.5,0.87,134.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,34.0,1.0,20180721013545.0,21077.0,0.0,0.0
178,,,,,4.5,0.83,-4.5,0.83,134.5,0.8,134.5,0.87,134.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,26.0,1.0,20180721013553.0,21077.0,0.0,0.0
179,,,,,4.5,0.83,-4.5,0.83,133.5,0.87,134.5,0.87,133.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,26.0,1.0,20180721013553.0,21094.0,0.0,0.0
180,,,,,4.5,0.83,-4.5,0.83,133.5,0.87,133.5,0.8,133.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,24.0,1.0,20180721013555.0,21094.0,0.0,0.0
181,,,,,4.5,0.87,-4.5,0.8,135.5,0.87,133.5,0.8,135.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,30.0,30,29.0,0.0,1,1.0,24.0,1.0,20180721013555.0,11077.0,0.0,0.0
182,,,,,4.5,0.87,-4.5,0.8,135.5,0.87,135.5,0.8,135.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,19.0,1.0,20180721013601.0,11077.0,0.0,0.0
183,,,,,6.5,0.77,-6.5,0.8,135.5,0.87,135.5,0.8,6.5,,0.0,,,2,10.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,19.0,1.0,20180721013601.0,11077.0,0.0,0.0
184,,,,,6.5,0.77,-6.5,0.91,135.5,0.87,135.5,0.8,-6.5,,0.0,^,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,19.0,1.0,20180721013601.0,11074^21077,0.0,0.0
185,,,,,6.5,0.77,-6.5,0.91,135.5,0.83,135.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,11.0,1.0,20180721013607.0,21077.0,0.0,0.0
186,,,,,5.5,0.91,-5.5,0.91,135.5,0.83,135.5,0.83,5.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,11.0,1.0,20180721013607.0,21077.0,0.0,0.0
187,,,,,5.5,0.91,-5.5,0.77,135.5,0.83,135.5,0.83,-5.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,9.0,1.0,20180721013608.0,21077.0,0.0,0.0
188,,,,,5.5,0.91,-5.5,0.77,134.5,0.83,135.5,0.83,134.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,9.0,1.0,20180721013608.0,21077.0,0.0,0.0
189,,,,,5.5,0.91,-5.5,0.77,134.5,0.83,134.5,0.83,134.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,1.0,1.0,20180721013616.0,21077.0,0.0,0.0
190,,,,,5.5,0.87,-5.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,1.0,1.0,1.0,20180721013616.0,21077.0,0.0,0.0
191,,,,,5.5,0.87,-5.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,57.0,1.0,20180721013620.0,21077.0,0.0,0.0
192,,,,,5.5,0.87,-5.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,57.0,1.0,20180721013620.0,21094.0,0.0,0.0
193,,,,,5.5,0.87,-5.5,0.8,134.5,0.83,134.5,0.83,134.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,55.0,1.0,20180721013621.0,21094.0,0.0,0.0
194,,,,,6.5,0.83,-6.5,0.8,134.5,0.83,134.5,0.83,6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,55.0,1.0,20180721013621.0,21094.0,0.0,0.0
195,,,,,6.5,0.83,-6.5,0.83,134.5,0.83,134.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,55.0,1.0,20180721013621.0,11077.0,0.0,0.0
196,,,,,6.5,0.83,-6.5,0.83,133.5,0.83,134.5,0.83,133.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,55.0,1.0,20180721013621.0,11077.0,0.0,0.0
197,,,,,6.5,0.83,-6.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,47.0,1.0,20180721013630.0,11077.0,0.0,0.0
198,,,,,6.5,0.83,-6.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,47.0,1.0,20180721013630.0,11077.0,0.0,0.0
199,,,,,6.5,0.83,-6.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,41.0,1.0,20180721013636.0,11077.0,0.0,0.0
200,,,,,6.5,0.83,-6.5,0.83,133.5,0.8,133.5,0.87,133.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,41.0,1.0,20180721013636.0,11095.0,0.0,0.0
201,,,,,6.5,0.83,-6.5,0.83,133.5,0.8,133.5,0.87,133.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,37.0,1.0,20180721013639.0,11095.0,0.0,0.0
202,,,,,5.5,0.87,-5.5,0.83,133.5,0.8,133.5,0.87,5.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,37.0,1.0,20180721013639.0,11095.0,0.0,0.0
203,,,,,5.5,0.87,-5.5,0.8,133.5,0.83,133.5,0.87,-5.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,37.0,1.0,20180721013639.0,21077.0,0.0,0.0
204,,,,,5.5,0.87,-5.5,0.8,132.5,0.83,133.5,0.83,132.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,37.0,1.0,20180721013639.0,21077.0,0.0,0.0
205,,,,,5.5,0.87,-5.5,0.8,132.5,0.83,132.5,0.83,132.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,31.0,1.0,20180721013646.0,21077.0,0.0,0.0
206,,,,,6.5,0.83,-6.5,0.8,132.5,0.83,132.5,0.83,6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,31.0,1.0,20180721013646.0,21077.0,0.0,0.0
207,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,31.0,1.0,20180721013650.0,11077.0,0.0,0.0
208,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,31.0,1.0,20180721013650.0,11077.0,0.0,0.0
209,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,25.0,0.0,20180721013651.0,11077.0,0.0,0.0
210,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,25.0,0.0,20180721013651.0,11077.0,0.0,0.0
211,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,25.0,0.0,20180721013659.0,11077.0,0.0,0.0
212,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,25.0,0.0,20180721013659.0,11077.0,0.0,0.0
213,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,25.0,0.0,20180721013703.0,11077.0,0.0,0.0
214,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,1.0,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,25.0,0.0,20180721013703.0,21086.0,0.0,0.0
215,,,,,6.5,0.83,-6.5,0.83,132.5,0.83,132.5,0.83,-6.5,,0.0,,1.0,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,25.0,1.0,20180721013735.0,21086.0,0.0,0.0
216,,,,,6.5,0.83,-6.5,0.83,134.5,0.8,132.5,0.87,134.5,,0.0,,1.0,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,32.0,32,29.0,0.0,1,0.0,25.0,1.0,20180721013735.0,21086.0,0.0,0.0
217,,,,,6.5,0.83,-6.5,0.83,134.5,0.8,134.5,0.87,134.5,,0.0,,1.0,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,18.0,1.0,20180721013742.0,21086.0,0.0,0.0
218,,,,,7.5,0.83,-7.5,0.83,134.5,0.8,134.5,0.87,7.5,,0.0,,1.0,2,11.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,18.0,1.0,20180721013742.0,21086.0,0.0,0.0
219,,,,,7.5,0.83,-7.5,0.83,134.5,0.8,134.5,0.87,-7.5,,0.0,^,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,18.0,1.0,20180721013742.0,11074^21077,0.0,0.0
220,,,,,7.5,0.83,-7.5,0.83,133.5,0.83,134.5,0.83,133.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,18.0,1.0,20180721013742.0,21077.0,0.0,0.0
221,,,,,7.5,0.83,-7.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,10.0,1.0,20180721013750.0,21077.0,0.0,0.0
222,,,,,7.5,0.83,-7.5,0.83,133.5,0.8,133.5,0.87,133.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,10.0,1.0,20180721013750.0,21077.0,0.0,0.0
223,,,,,7.5,0.83,-7.5,0.83,133.5,0.8,133.5,0.87,133.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,2.0,1.0,20180721013758.0,21077.0,0.0,0.0
224,,,,,7.5,0.83,-7.5,0.83,132.5,0.87,133.5,0.8,132.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,2.0,1.0,20180721013758.0,21077.0,0.0,0.0
225,,,,,7.5,0.83,-7.5,0.83,132.5,0.87,132.5,0.8,132.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,0.0,0.0,20180721013800.0,21077.0,0.0,0.0
226,,,,,7.5,0.87,-7.5,0.8,137.5,0.83,132.5,0.83,137.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,0.0,0.0,20180721013800.0,21077.0,0.0,0.0
227,,,,,7.5,0.87,-7.5,0.8,137.5,0.83,137.5,0.83,137.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,3.0,2,80.0,100.0,34.0,34,29.0,0.0,1,1.0,3.0,0.0,20180721014209.0,21077.0,0.0,0.0
228,,,,,7.5,0.83,-7.5,0.83,137.5,0.83,137.5,0.83,137.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,4.0,2,80.0,100.0,34.0,34,29.0,0.0,1,1.0,3.0,0.0,20180721014209.0,11086.0,0.0,0.0
229,,,,,7.5,0.83,-7.5,0.83,132.5,0.87,137.5,0.8,132.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,4.0,2,80.0,100.0,34.0,34,29.0,0.0,1,1.0,3.0,0.0,20180721014209.0,21077.0,0.0,0.0
230,,,,,7.5,0.83,-7.5,0.83,132.5,0.87,132.5,0.8,132.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,4.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,0.0,0.0,20180721014219.0,21077.0,0.0,0.0
231,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,132.5,,0.0,,1.0,2,12.0,6,4.0,1,,5,4.0,2,80.0,100.0,34.0,34,29.0,0.0,1,0.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
232,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,1.0,2,12.0,6,4.0,1,,5,4.0,2,80.0,100.0,34.0,34,29.0,0.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
233,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,0.0,1,10.0,0.0,0.0,20180721014219.0,1083.0,0.0,0.0
234,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
235,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
236,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
237,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
238,,,第3节,第3节,7.5,0.87,-7.5,0.8,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
239,,,第3节,第3节,7.5,0.87,-7.5,0.8,135.5,0.83,132.5,0.83,135.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
240,,,第3节,第3节,7.5,0.87,-7.5,0.8,135.5,0.83,135.5,0.83,135.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,31.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
241,,,第3节,第3节,6.5,0.8,-6.5,0.8,135.5,0.83,135.5,0.83,6.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,31.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
242,,,第3节,第3节,6.5,0.8,-6.5,0.87,135.5,0.87,135.5,0.83,-6.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,31.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
243,,,第3节,第3节,6.5,0.8,-6.5,0.87,132.5,0.87,135.5,0.8,132.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,31.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
244,,,第3节,第3节,6.5,0.8,-6.5,0.87,132.5,0.87,132.5,0.8,132.5,3.0,0.0,,0.0,2,12.0,6,4.0,1,,5,0.0,2,80.0,100.0,34.0,34,29.0,1.0,1,10.0,0.0,0.0,20180721014219.0,1077.0,0.0,0.0
