,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,PI,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
13,,,4.0,-3.5,0.0,3.5,0.0,3.0,,,9,9,,18,13,13.0,11,26,,1,3,2.0,6,1,76.5,73.3,78.8,76,79,0,1,1.0,35.0,0.0,20181021134336.0,21077.0
14,,,4.0,-3.5,0.0,3.5,0.0,3.0,,,9,9,,18,13,13.0,11,26,,1,3,2.0,6,1,76.5,73.3,78.8,76,79,0,1,1.0,30.0,0.0,20181021134341.0,21077.0
15,,,4.0,-3.5,0.0,3.5,0.0,3.0,,,9,9,,18,13,13.0,11,26,,1,3,2.0,6,1,76.5,73.3,78.8,76,79,0,1,1.0,21.0,0.0,20181021134349.0,21077.0
16,,,4.0,-3.5,0.0,3.5,0.0,3.0,,,9,9,,18,13,13.0,11,26,,1,3,2.0,6,1,76.5,73.3,78.8,76,79,0,1,1.0,19.0,0.0,20181021134352.0,21077.0
17,,,4.0,-2.5,0.0,2.5,0.0,3.0,,,9,9,,18,13,13.0,11,26,,1,3,2.0,6,1,76.5,73.3,78.8,76,79,0,1,1.0,12.0,0.0,20181021134359.0,11077.0
18,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,,9,9,19.0,18,13,13.0,11,26,,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,1.0,6.0,0.0,20181021134405.0,11074^21077
19,,,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,1.0,5.0,0.0,20181021134406.0,21077.0
20,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,1.0,5.0,0.0,20181021134408.0,21081.0
21,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,1.0,4.0,0.0,20181021134408.0,21081.0
22,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,1.0,5.0,0.0,20181021134546.0,21081.0
23,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,56.0,0.0,20181021134554.0,21081.0
24,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,49.0,0.0,20181021134601.0,21081.0
25,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,49.0,1.0,20181021134715.0,21081.0
26,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,48.0,1.0,20181021134715.0,21081.0
27,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,40.0,0.0,20181021134722.0,11077.0
28,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,2.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,40.0,0.0,20181021134723.0,11077.0
29,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,^,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,41.0,0.0,20181021134727.0,21086^11077
30,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,^,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,41.0,0.0,20181021134728.0,21086^11077
31,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,^,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,40.0,0.0,20181021134742.0,21086^11077
32,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,31.0,0.0,20181021134750.0,11077.0
33,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,26.0,0.0,20181021134756.0,11077.0
34,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,25.0,0.0,20181021134756.0,21077.0
35,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,25.0,0.0,20181021134757.0,21077.0
36,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,25.0,1.0,20181021134803.0,21077.0
37,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,26.0,1.0,20181021134804.0,21077.0
38,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,17.0,1.0,20181021134812.0,21077.0
39,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,19.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,78,79,0,1,0.0,12.0,1.0,20181021134817.0,21077.0
40,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,^,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,11.0,1.0,20181021134818.0,21074^11077
41,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,8.0,0.0,20181021134821.0,11077.0
42,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,8.0,0.0,20181021134822.0,11077.0
43,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,8.0,0.0,20181021134823.0,11077.0
44,,,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,8.0,1.0,20181021135008.0,11077.0
45,,,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,7.0,1.0,20181021135009.0,11077.0
46,,,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,8.0,1.0,20181021135009.0,11077.0
47,,,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,6.0,0.0,20181021135010.0,11077.0
48,,,4.0,-1.5,0.0,1.5,0.0,3.0,,,9,9,14.0,18,13,13.0,11,26,2.0,1,3,3.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,6.0,0.0,20181021135011.0,11077.0
49,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,1.0,9,9,14.0,18,13,13.0,11,26,2.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,6.0,0.0,20181021135020.0,21086^11077
50,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,1.0,9,9,14.0,18,13,13.0,11,26,2.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,6.0,0.0,20181021135021.0,21086^11077
51,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,1.0,9,9,14.0,18,13,13.0,11,26,2.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,6.0,1.0,20181021135031.0,21086^11077
52,,,4.0,-1.5,0.0,1.5,0.0,3.0,^,1.0,9,9,14.0,18,13,13.0,11,26,2.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,5.0,1.0,20181021135032.0,21086^11077
53,,,4.0,-1.5,0.0,1.5,0.0,3.0,,1.0,9,9,14.0,18,13,13.0,11,26,2.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,3.0,0.0,20181021135034.0,11077.0
54,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,1.0,9,9,14.0,18,13,13.0,11,26,-1.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,5.0,0.0,20181021135053.0,11081.0
55,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,3.0,,1.0,9,9,14.0,18,13,13.0,11,26,-1.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,5.0,0.0,20181021135054.0,11081.0
56,,,4.0,-1.5,0.0,1.5,0.0,3.0,,1.0,9,9,14.0,18,13,13.0,11,26,-1.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,5.0,1.0,20181021135215.0,11077.0
57,,,4.0,-1.5,0.0,1.5,0.0,1.0,,1.0,9,9,14.0,18,13,13.0,11,26,-1.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,4.0,1.0,20181021135215.0,21077.0
58,,,4.0,-1.5,0.0,1.5,0.0,1.0,,1.0,9,9,14.0,18,13,13.0,11,26,-1.0,1,3,4.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,2.0,0.0,20181021135217.0,21077.0
59,,,4.0,-1.5,0.0,1.5,0.0,1.0,^,1.0,9,9,14.0,18,13,13.0,11,26,-1.0,1,3,7.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,2.0,0.0,20181021135220.0,11086^21077
60,,,4.0,-2.5,0.0,2.5,0.0,2.0,1:2,1.0,9,9,14.0,18,13,13.0,11,26,-1.0,1,3,7.0,6,1,76.5,73.3,78.8,80,81,0,1,0.0,2.0,0.0,20181021135221.0,21078.0
61,,,4.0,-2.5,0.0,2.5,0.0,1.0,1:2^2:2,1.0,9,9,14.0,18,13,27.0,11,26,-1.0,1,3,7.0,6,1,79.4,73.3,78.8,80,82,0,1,0.0,2.0,0.0,20181021135241.0,21079^21078
62,,,4.0,-2.5,0.0,2.5,0.0,1.0,2:2^,1.0,9,9,14.0,18,13,28.0,11,26,-1.0,1,3,7.0,6,1,80.0,73.3,78.8,80,83,0,1,0.0,2.0,0.0,20181021135254.0,21079^11077
63,,,4.0,-2.5,0.0,2.5,0.0,1.0,2:2^,1.0,9,9,14.0,18,13,28.0,11,26,-1.0,1,3,7.0,6,1,80.0,73.3,78.8,80,83,0,1,0.0,1.0,0.0,20181021135254.0,21079^11077
64,,,4.0,-2.5,0.0,2.5,0.0,1.0,,1.0,9,9,14.0,18,13,28.0,11,26,-1.0,1,3,7.0,6,1,80.0,73.3,78.8,80,83,0,1,0.0,0.0,0.0,20181021135300.0,11077.0
65,,,4.0,-2.5,0.0,2.5,0.0,1.0,,1.0,9,9,14.0,18,13,28.0,11,26,-1.0,1,3,7.0,6,1,80.0,73.3,78.8,80,83,0,1,0.0,0.0,0.0,20181021135304.0,11077.0
66,,,4.0,-2.5,0.0,2.5,0.0,1.0,,1.0,9,9,14.0,18,13,28.0,11,26,-1.0,1,3,7.0,6,1,80.0,73.3,78.8,80,83,0,1,0.0,0.0,0.0,20181021135312.0,11077.0
67,,,4.0,-2.5,0.0,2.5,0.0,1.0,,1.0,9,9,14.0,18,13,28.0,11,26,-1.0,1,3,7.0,6,1,80.0,73.3,78.8,80,83,0,1,0.0,0.0,0.0,20181021135312.0,1084.0
