,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
12,,,,第3节,3.5,0.8,-3.5,0.87,173.5,0.83,174.5,0.83,174.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,10.0,22.0,1,20180709054647.0,21077.0,1.2,0.63
13,,,,第3节,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,10.0,22.0,1,20180709054647.0,21077.0,1.25,0.0
14,,,,第3节,3.5,0.8,-3.5,0.87,174.5,0.83,174.5,0.83,174.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,10.0,22.0,1,20180709054649.0,21077.0,1.25,0.0
15,,,,第3节,3.5,0.83,-3.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,10.0,22.0,1,20180709054649.0,21077.0,1.25,0.0
16,,,,第3节,3.5,0.83,-3.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,10.0,8.0,1,20180709054701.0,21077.0,1.25,0.0
17,,,,第3节,3.5,0.83,-3.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,10.0,8.0,1,20180709054701.0,11077.0,1.25,0.0
18,,,,第3节,3.5,0.83,-3.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,10.0,8.0,1,20180709054702.0,11077.0,1.25,0.0
19,,,,第3节,3.5,0.83,-3.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,10.0,8.0,1,20180709054702.0,11077.0,1.25,0.0
20,,,,第3节,3.5,0.83,-3.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,56.0,1,20180709054713.0,11077.0,1.25,0.0
21,,,,第3节,3.5,0.8,-3.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,56.0,1,20180709054713.0,21077.0,1.25,0.0
22,,,,第3节,3.5,0.8,-3.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,51.0,1,20180709054717.0,21077.0,1.25,0.0
23,,,,第3节,3.5,0.83,-3.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,51.0,1,20180709054717.0,11077.0,1.25,0.0
24,,,,第3节,3.5,0.83,-3.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,51.0,1,20180709054720.0,11077.0,1.25,0.0
25,,,,第3节,3.5,0.83,-3.5,0.83,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,51.0,1,20180709054720.0,11077.0,1.25,0.0
26,,,,第3节,3.5,0.83,-3.5,0.83,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,38.0,1,20180709054731.0,11077.0,1.25,0.0
27,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,38.0,1,20180709054731.0,11077.0,1.25,0.0
28,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,30.0,1,20180709054739.0,21077.0,1.25,0.0
29,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,30.0,1,20180709054739.0,21077.0,1.25,0.0
30,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,30.0,1,20180709054741.0,21077.0,1.25,0.0
31,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,30.0,0.0,20180709054741.0,21077.0,1.25,0.0
32,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21077.0,1.25,0.0
33,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,11086.0,1.25,0.0
34,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21077.0,1.25,0.0
35,,,,第3节,3.5,0.83,-2.5,0.83,169.5,0.83,169.5,0.83,-2.5,,1:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21078.0,1.25,0.0
36,,,,第3节,2.5,0.83,-2.5,0.83,169.5,0.83,170.5,0.83,2.5,,1:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21078.0,1.25,0.0
37,,,,第3节,2.5,0.83,-2.5,0.83,170.5,0.83,170.5,0.83,170.5,,1:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21078.0,1.25,0.0
38,,,,第3节,2.5,0.83,-2.5,0.87,170.5,0.83,170.5,0.83,170.5,,1:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21078.0,1.2,0.63
39,,,,第3节,2.5,0.8,-3.5,0.87,170.5,0.83,170.5,0.83,-3.5,,1:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21078.0,1.2,0.63
40,,,,第3节,3.5,0.8,-3.5,0.87,170.5,0.83,169.5,0.83,3.5,,1:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21078.0,1.2,0.63
41,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,1:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21078.0,1.2,0.63
42,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,1:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21080.0,1.2,0.63
43,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,2:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21078.0,1.25,0.0
44,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,2:2,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21080.0,1.25,0.0
45,,,,第3节,3.5,0.8,-3.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,11086.0,1.25,0.0
46,,,,第3节,3.5,0.83,-2.5,0.83,169.5,0.83,169.5,0.83,-2.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,0.0,20180709054748.0,21077.0,1.25,0.0
47,,,,第3节,2.5,0.83,-2.5,0.83,169.5,0.83,169.5,0.83,2.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,1.0,20180709054853.0,21077.0,1.2,0.63
48,,,,第3节,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,21.0,1.0,20180709054853.0,21077.0,1.2,0.63
49,,,,第3节,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,18.0,1.0,20180709054857.0,21077.0,1.1,0.66
50,,,,第3节,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,2,4,0.0,1,7.0,18.0,1.0,20180709054857.0,21074.0,1.1,0.66
51,,,,第3节,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,7.0,18.0,1.0,20180709054857.0,11077.0,1.1,0.66
52,,,,第3节,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,7.0,17.0,1.0,20180709054859.0,11077.0,1.1,0.66
53,,,,第3节,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,7.0,17.0,1.0,20180709054859.0,11077.0,1.1,0.66
54,,,,第3节,2.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,7.0,0.0,1.0,20180709054915.0,11077.0,1.1,0.66
55,,,,第3节,2.5,0.83,-2.5,0.83,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,7.0,0.0,1.0,20180709054915.0,11077.0,1.1,0.66
56,,,,第3节,2.5,0.83,-2.5,0.83,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,6.0,56.0,1.0,20180709054921.0,21077.0,1.1,0.66
57,,,,第3节,2.5,0.8,-2.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,6.0,56.0,1.0,20180709054921.0,21077.0,1.1,0.66
58,,,,第3节,2.5,0.8,-2.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,6.0,56.0,1.0,20180709054923.0,21077.0,1.1,0.66
59,,,,第3节,2.5,0.8,-2.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,6.0,56.0,1.0,20180709054923.0,21077.0,1.1,0.66
60,,,,第3节,2.5,0.8,-2.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,6.0,47.0,1.0,20180709054929.0,21077.0,1.1,0.66
61,,,,第3节,2.5,0.8,-2.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,4,4,0.0,1,6.0,47.0,1.0,20180709054929.0,21074.0,1.1,0.66
62,,,,第3节,2.5,0.8,-2.5,0.87,169.5,0.83,169.5,0.83,169.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,4,0.0,1,6.0,47.0,1.0,20180709054929.0,11077.0,1.1,0.66
63,,,,第3节,2.5,0.83,-1.5,0.83,169.5,0.83,169.5,0.83,-1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,4,0.0,1,6.0,47.0,1.0,20180709054929.0,11077.0,1.1,0.66
64,,,,第3节,1.5,0.83,-1.5,0.83,169.5,0.83,171.5,0.83,1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,4,0.0,1,6.0,47.0,1.0,20180709054929.0,11077.0,1.1,0.66
65,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,4,0.0,1,6.0,47.0,1.0,20180709054929.0,11077.0,1.1,0.66
66,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,4,0.0,1,6.0,46.0,1.0,20180709054931.0,11077.0,1.0,0.71
67,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,4,0.0,1,6.0,46.0,1.0,20180709054931.0,11075.0,1.0,0.71
68,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,7,0.0,1,6.0,46.0,1.0,20180709054931.0,21077.0,1.0,0.71
69,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,7,0.0,1,6.0,25.0,1.0,20180709054952.0,21077.0,1.0,0.71
70,,,,第3节,1.5,0.83,-2.5,0.83,171.5,0.83,171.5,0.83,-2.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,7,0.0,1,6.0,25.0,1.0,20180709054952.0,21077.0,1.0,0.71
71,,,,第3节,2.5,0.83,-2.5,0.83,171.5,0.83,173.5,0.83,2.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,7,0.0,1,6.0,25.0,1.0,20180709054952.0,21077.0,1.0,0.71
72,,,,第3节,2.5,0.83,-2.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,7,0.0,1,6.0,25.0,1.0,20180709054952.0,21077.0,1.0,0.71
73,,,,第3节,2.5,0.83,-2.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,7,0.0,1,6.0,24.0,1.0,20180709054955.0,21077.0,1.2,0.63
74,,,,第3节,2.5,0.83,-2.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,6,7,0.0,1,6.0,24.0,1.0,20180709054955.0,21074.0,1.2,0.63
75,,,,第3节,2.5,0.83,-2.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,24.0,1.0,20180709054955.0,11077.0,1.2,0.63
76,,,,第3节,2.5,0.83,-2.5,0.83,173.5,0.83,173.5,0.83,173.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,2.0,1.0,20180709055015.0,11077.0,1.2,0.63
77,,,,第3节,2.5,0.87,-1.5,0.8,173.5,0.83,173.5,0.83,-1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,2.0,1.0,20180709055015.0,11077.0,1.2,0.63
78,,,,第3节,1.5,0.87,-1.5,0.8,173.5,0.83,173.5,0.83,1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,1.0,1.0,20180709055018.0,11077.0,1.0,0.71
79,,,,第3节,1.5,0.87,-1.5,0.8,173.5,0.83,173.5,0.83,1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,1.0,1.0,20180709055018.0,11077.0,1.0,0.71
80,,,,第3节,1.5,0.87,-1.5,0.8,173.5,0.83,173.5,0.83,1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,1.0,1.0,20180709055018.0,11077.0,1.0,0.71
81,,,,第3节,1.5,0.87,-1.5,0.8,173.5,0.83,173.5,0.83,1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,1.0,1.0,20180709055018.0,11077.0,1.0,0.71
82,,,,第3节,1.5,0.87,-1.5,0.8,173.5,0.83,173.5,0.83,1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,1.0,1.0,20180709055018.0,11077.0,1.0,0.71
83,,,,第3节,1.5,0.87,-1.5,0.8,173.5,0.83,173.5,0.83,1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,6.0,1.0,1.0,20180709055018.0,11077.0,1.0,0.71
84,,,,第3节,1.5,0.87,-1.5,0.8,173.5,0.83,173.5,0.83,1.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,36.0,1.0,20180709055041.0,21077.0,1.0,0.71
85,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,36.0,1.0,20180709055041.0,21077.0,1.0,0.71
86,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,36.0,1.0,20180709055043.0,21077.0,1.0,0.71
87,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,36.0,1.0,20180709055043.0,11077.0,1.0,0.71
88,,,,第3节,1.5,0.83,-1.5,0.83,171.5,0.83,171.5,0.83,171.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,25.0,1.0,20180709055052.0,11077.0,1.0,0.71
89,,,,第3节,1.5,0.87,-1.5,0.8,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,25.0,1.0,20180709055052.0,11077.0,1.0,0.71
90,,,,第3节,1.5,0.87,-1.5,0.8,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,25.0,1.0,20180709055053.0,11077.0,1.0,0.71
91,,,,第3节,1.5,0.83,-1.5,0.83,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,25.0,1.0,20180709055053.0,21077.0,1.0,0.71
92,,,,第3节,1.5,0.83,-1.5,0.83,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,5.0,1.0,20180709055112.0,21077.0,1.0,0.71
93,,,,第3节,1.5,0.83,-1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,5.0,1.0,20180709055112.0,21077.0,1.0,0.71
94,,,,第3节,1.5,0.83,-1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,5.0,1.0,20180709055114.0,21077.0,1.0,0.71
95,,,,第3节,1.5,0.83,-1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,8,7,0.0,1,5.0,5.0,1.0,20180709055114.0,21074.0,1.0,0.71
96,,,,第3节,1.5,0.83,-1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,7,0.0,1,5.0,5.0,1.0,20180709055114.0,11077.0,1.0,0.71
97,,,,第3节,1.5,0.83,-1.5,0.83,168.5,0.83,168.5,0.83,168.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,7,0.0,1,4.0,56.0,1.0,20180709055122.0,11077.0,1.0,0.71
98,,,,第3节,1.5,0.8,-1.5,0.87,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,7,0.0,1,4.0,56.0,1.0,20180709055122.0,11077.0,1.0,0.71
99,,,,第3节,1.5,0.8,-1.5,0.87,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,7,0.0,1,4.0,55.0,1.0,20180709055124.0,11077.0,0.91,0.77
100,,,,第3节,1.5,0.8,-1.5,0.87,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,7,0.0,1,4.0,55.0,1.0,20180709055124.0,11075.0,0.91,0.77
101,,,,第3节,1.5,0.8,-1.5,0.87,170.5,0.83,170.5,0.83,170.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1,4.0,55.0,1.0,20180709055124.0,21077.0,0.91,0.77
102,,,,第3节,1.5,0.8,-2.5,0.87,170.5,0.83,170.5,0.83,-2.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1,4.0,55.0,1.0,20180709055124.0,21077.0,0.91,0.77
103,,,,第3节,2.5,0.8,-2.5,0.87,170.5,0.83,172.5,0.83,2.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1,4.0,55.0,1.0,20180709055124.0,21077.0,0.91,0.77
104,,,,第3节,2.5,0.8,-2.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1,4.0,55.0,1.0,20180709055124.0,21077.0,0.91,0.77
105,,,,第3节,2.5,0.8,-2.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1,4.0,41.0,1.0,20180709055137.0,21077.0,1.1,0.66
106,,,,第3节,2.5,0.8,-2.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1,4.0,41.0,1.0,20180709055137.0,21077.0,1.1,0.66
107,,,,第3节,2.5,0.8,-2.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1,4.0,41.0,1.0,20180709055139.0,21077.0,1.1,0.66
108,,,,第3节,2.5,0.8,-2.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,0.0,4.0,41.0,1.0,20180709055139.0,21077.0,1.1,0.66
109,,,,第3节,2.5,0.8,-2.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,0.0,4.0,41.0,0.0,20180709055140.0,21077.0,1.1,0.66
110,,,,第3节,2.5,0.8,-2.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1.0,4.0,41.0,0.0,20180709055140.0,21077.0,1.1,0.66
111,44.0,5.0,,第3节,2.5,0.8,-2.5,0.87,172.5,0.83,172.5,0.83,172.5,,,7,3,5,6,4,8,6,6,0,1.0,40.0,66.7,10,10,0.0,1.0,4.0,41.0,1.0,20180709055305.0,21081.0,1.1,0.66
