,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0
1,,,,第1节,,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,1087.0,0.0,0.0
2,,,,第1节,,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,11077.0,0.0,0.0
3,,,,第1节,-12.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,-12.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,11077.0,0.0,0.0
4,,,,第1节,12.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,12.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,11077.0,0.0,0.0
5,,,,第1节,164.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,164.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,11077.0,0.0,0.0
6,,,,第1节,164.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,164.5,1.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,11077.0,0.0,0.0
7,,,,第1节,164.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,164.5,1.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,11075.0,0.0,0.0
8,,,,第1节,164.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,164.5,1.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1,9.0,GD,44.0,0,,21077.0,0.0,0.0
9,,,,第1节,164.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,164.5,1.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1,9.0,GD,44.0,0,,21077.0,0.0,0.0
10,,,,第1节,164.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,164.5,1.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1,9.0,GD,42.0,0,,21077.0,0.0,0.0
11,,,,第1节,164.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,164.5,1.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1,9.0,GD,42.0,0,,21077.0,0.0,0.0
12,,,,第1节,164.5,11.5,0.8,-11.5,0.87,162.5,0.83,162.5,0.83,164.5,1.0,0.0,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,3.0,0.0,1,9.0,GD,21.0,0,,21077.0,0.0,0.0
