,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,XY
211,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,143.5,0.8,143.5,0.87,67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,0.0,1,7.0,5.0,0,,11077.0,
212,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,143.5,0.8,143.5,0.87,67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,1.0,1,7.0,5.0,0,,11077.0,
213,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,143.5,0.8,143.5,0.87,67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,1.0,1,7.0,5.0,0,,11077.0,
214,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,143.5,0.8,143.5,0.87,67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,0.0,42.9,33.3,30.0,85.0,1.0,1,7.0,5.0,0,,11077.0,
215,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,143.5,0.8,143.5,0.87,67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,1.0,42.9,33.3,30.0,85.0,1.0,1,7.0,5.0,0,,21086.0,
216,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,143.5,0.8,143.5,0.87,67.5,4.0,,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,1.0,42.9,33.3,30.0,85.0,1.0,1,7.0,5.0,0,,11077.0,
217,44.0,5.0,第4节,第4节,67.5,0.87,-67.5,0.8,144.5,0.83,144.5,0.83,144.5,4.0,1:2,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,1.0,42.9,33.3,30.0,85.0,1.0,1,7.0,5.0,0,,11078.0,
218,44.0,5.0,第4节,第4节,67.5,0.87,-67.5,0.8,144.5,0.83,144.5,0.83,144.5,4.0,1:2,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,1.0,42.9,33.3,30.0,85.0,0.0,1,7.0,5.0,0,,11078.0,
219,44.0,5.0,第4节,第4节,67.5,0.87,-67.5,0.8,144.5,0.83,144.5,0.83,144.5,4.0,1:2,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,1.0,42.9,33.3,30.0,85.0,0.0,1,7.0,5.0,0,,11078.0,
220,44.0,5.0,第4节,第4节,67.5,0.87,-67.5,0.8,144.5,0.83,144.5,0.83,144.5,4.0,1:2,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,1.0,42.9,33.3,30.0,85.0,0.0,1,7.0,5.0,0,,11078.0,
221,44.0,5.0,第4节,第4节,67.5,0.8,-68.5,0.87,144.5,0.83,144.5,0.83,-68.5,4.0,1:2,12.0,2,23.0,11.0,3.0,2,5,2.0,0.0,1.0,42.9,33.3,30.0,85.0,0.0,1,7.0,5.0,0,,11078.0,
222,44.0,5.0,第4节,第4节,68.5,0.8,-68.5,0.87,144.5,0.91,144.5,0.77,68.5,4.0,1:2,12.0,2,23.0,11.0,4.0,2,5,2.0,0.0,1.0,50.0,33.3,86.0,85.0,0.0,1,7.0,5.0,0,,11079.0,"0.80,0.50"
223,44.0,5.0,第4节,第4节,68.5,0.8,-68.5,0.87,144.5,0.91,144.5,0.77,68.5,4.0,2:2,12.0,2,23.0,11.0,4.0,2,5,2.0,0.0,1.0,50.0,33.3,30.0,86.0,0.0,1,7.0,5.0,0,,11078.0,"0.80,0.50"
224,44.0,5.0,第4节,第4节,68.5,0.8,-68.5,0.87,144.5,0.91,144.5,0.77,68.5,4.0,2:2,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,87.0,86.0,0.0,1,7.0,5.0,0,,11079.0,"0.80,0.50"
225,44.0,5.0,第4节,第4节,68.5,0.83,-68.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,87.0,86.0,0.0,1,7.0,5.0,0,,21077.0,
226,44.0,5.0,第4节,第4节,68.5,0.83,-68.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,7.0,5.0,0,,21077.0,
227,44.0,5.0,第4节,第4节,68.5,0.83,-68.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,7.0,5.0,0,,21095.0,"0.23,0.32"
228,44.0,5.0,第4节,第4节,68.5,0.83,-68.5,0.83,145.5,0.83,145.5,0.83,145.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,47.0,0,,11077.0,
229,44.0,5.0,第4节,第4节,68.5,0.91,-68.5,0.77,144.5,0.77,144.5,0.91,144.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,47.0,0,,11077.0,
230,44.0,5.0,第4节,第4节,68.5,0.91,-68.5,0.83,144.5,0.77,144.5,0.91,144.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,47.0,0,,11077.0,
231,44.0,5.0,第4节,第4节,68.5,0.83,-67.5,0.83,144.5,0.77,144.5,0.91,-67.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,47.0,0,,11077.0,
232,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,144.5,0.77,142.5,0.83,67.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,47.0,0,,11077.0,
233,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,47.0,0,,11077.0,
234,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,26.0,0,,11077.0,
235,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,26.0,0,,11094.0,"0.63,0.31"
236,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,142.5,0.83,142.5,0.83,142.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,26.0,0,,21077.0,
237,44.0,5.0,第4节,第4节,67.5,0.83,-68.5,0.83,142.5,0.83,142.5,0.83,-68.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,26.0,0,,11077.0,
238,44.0,5.0,第4节,第4节,68.5,0.83,-68.5,0.83,142.5,0.83,142.5,0.83,68.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,24.0,0,,11077.0,
239,44.0,5.0,第4节,第4节,68.5,0.83,-67.5,0.83,142.5,0.83,142.5,0.83,-67.5,4.0,,12.0,2,23.0,11.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,87.0,0.0,1,6.0,24.0,0,,21077.0,
240,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,142.5,0.83,142.5,0.83,67.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,30.0,32.0,0.0,1,6.0,24.0,0,,21074.0,"0.15,0.55"
241,44.0,5.0,第4节,第4节,67.5,0.83,-67.5,0.83,142.5,0.83,142.5,0.83,67.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,24.0,0,,11077.0,
242,44.0,5.0,第4节,第4节,67.5,0.8,-66.5,0.87,142.5,0.83,142.5,0.83,-66.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,24.0,0,,11077.0,
243,44.0,5.0,第4节,第4节,66.5,0.8,-66.5,0.87,142.5,0.83,144.5,0.91,66.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,24.0,0,,11077.0,
244,44.0,5.0,第4节,第4节,66.5,0.8,-66.5,0.87,144.5,0.77,144.5,0.91,144.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,24.0,0,,11077.0,
245,44.0,5.0,第4节,第4节,66.5,0.8,-66.5,0.87,144.5,0.77,144.5,0.91,144.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,17.0,0,,11077.0,
246,44.0,5.0,第4节,第4节,66.5,0.8,-66.5,0.87,144.5,0.77,144.5,0.91,144.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,17.0,0,,11095.0,"0.80,0.53"
247,44.0,5.0,第4节,第4节,66.5,0.8,-66.5,0.87,144.5,0.77,144.5,0.91,144.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,57.0,0,,21077.0,
248,44.0,5.0,第4节,第4节,66.5,0.83,-64.5,0.83,144.5,0.77,144.5,0.91,-64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,57.0,0,,21077.0,
249,44.0,5.0,第4节,第4节,64.5,0.83,-64.5,0.83,144.5,0.77,142.5,0.8,64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,57.0,0,,21077.0,
250,44.0,5.0,第4节,第4节,64.5,0.83,-64.5,0.83,142.5,0.87,142.5,0.8,142.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,57.0,0,,21077.0,
251,44.0,5.0,第4节,第4节,64.5,0.83,-64.5,0.83,142.5,0.87,142.5,0.8,142.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,57.0,0,,11077.0,
252,44.0,5.0,第4节,第4节,64.5,0.83,-65.5,0.83,142.5,0.87,142.5,0.8,-65.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,57.0,0,,21077.0,
253,44.0,5.0,第4节,第4节,65.5,0.83,-65.5,0.83,142.5,0.87,142.5,0.8,65.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,57.0,0,,21077.0,
254,44.0,5.0,第4节,第4节,65.5,0.83,-64.5,0.83,142.5,0.87,142.5,0.8,-64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,57.0,0,,21077.0,
255,44.0,5.0,第4节,第4节,64.5,0.83,-64.5,0.83,142.5,0.87,142.5,0.8,64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,55.0,0,,21077.0,
256,44.0,5.0,第4节,第4节,64.5,0.87,-64.5,0.8,142.5,0.87,142.5,0.8,64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,55.0,0,,21077.0,
257,44.0,5.0,第4节,第4节,64.5,0.87,-64.5,0.8,142.5,0.87,142.5,0.8,64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,1.0,0,,21077.0,
258,44.0,5.0,第4节,第4节,64.5,0.87,-64.5,0.8,142.5,0.87,142.5,0.8,64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,1.0,0,,21077.0,
259,44.0,5.0,第4节,第4节,64.5,0.87,-64.5,0.8,142.5,0.87,142.5,0.8,64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,0.0,0,,21077.0,
260,44.0,5.0,第4节,第4节,64.5,0.87,-64.5,0.8,142.5,0.87,142.5,0.8,64.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,0.0,0,,21095.0,"0.13,0.57"
261,44.0,5.0,第4节,第4节,64.5,0.77,-65.5,0.91,142.5,0.87,142.5,0.8,-65.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,6.0,0.0,0,,11077.0,
262,44.0,5.0,第4节,第4节,65.5,0.77,-65.5,0.91,142.5,0.87,142.5,0.8,65.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,41.0,0,,11077.0,
263,44.0,5.0,第4节,第4节,65.5,0.77,-65.5,0.91,142.5,0.87,142.5,0.8,65.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,41.0,0,,11095.0,"0.88,0.32"
264,44.0,5.0,第4节,第4节,65.5,0.77,-65.5,0.91,142.5,0.87,142.5,0.8,65.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,19.0,0,,21077.0,
265,44.0,5.0,第4节,第4节,65.5,0.83,-63.5,0.83,142.5,0.87,142.5,0.8,-63.5,4.0,,12.0,2,23.0,12.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,87.0,0.0,1,5.0,19.0,0,,21077.0,
266,44.0,5.0,第4节,第4节,63.5,0.83,-63.5,0.83,142.5,0.87,142.5,0.8,63.5,4.0,,12.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,32.0,34.0,0.0,1,5.0,19.0,0,,21074.0,"0.16,0.53"
267,44.0,5.0,第4节,第4节,63.5,0.83,-63.5,0.83,142.5,0.87,142.5,0.8,63.5,4.0,,12.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,34.0,87.0,0.0,1,5.0,7.0,0,,11077.0,
268,44.0,5.0,第4节,第4节,63.5,0.8,-62.5,0.87,142.5,0.87,142.5,0.8,-62.5,4.0,,12.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,34.0,87.0,0.0,1,5.0,7.0,0,,11077.0,
269,44.0,5.0,第4节,第4节,62.5,0.8,-62.5,0.87,142.5,0.87,142.5,0.8,62.5,4.0,,12.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,90.0,87.0,0.0,1,4.0,50.0,0,,11077.0,
270,44.0,5.0,第4节,第4节,62.5,0.8,-62.5,0.87,142.5,0.87,142.5,0.8,62.5,4.0,,13.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,90.0,87.0,0.0,1,4.0,50.0,0,,11075.0,"0.67,0.30"
271,44.0,5.0,第4节,第4节,62.5,0.8,-62.5,0.87,142.5,0.87,142.5,0.8,62.5,4.0,,13.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,34.0,90.0,0.0,1,4.0,50.0,0,,21077.0,
272,44.0,5.0,第4节,第4节,62.5,0.87,-63.5,0.8,142.5,0.87,142.5,0.8,-63.5,4.0,,13.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,34.0,90.0,0.0,1,4.0,50.0,0,,21077.0,
273,44.0,5.0,第4节,第4节,63.5,0.87,-63.5,0.83,142.5,0.87,142.5,0.8,63.5,4.0,,13.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,34.0,90.0,0.0,1,4.0,50.0,0,,21077.0,
274,44.0,5.0,第4节,第4节,63.5,0.83,-62.5,0.83,142.5,0.87,142.5,0.8,-62.5,4.0,,13.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,34.0,90.0,0.0,1,4.0,50.0,0,,21077.0,
275,44.0,5.0,第4节,第4节,62.5,0.83,-62.5,0.83,142.5,0.87,142.5,0.8,62.5,4.0,,13.0,2,23.0,13.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,34.0,90.0,0.0,1,4.0,40.0,0,,21077.0,
276,44.0,5.0,第4节,第4节,62.5,0.83,-62.5,0.83,142.5,0.87,142.5,0.8,62.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,34.0,36.0,0.0,1,4.0,40.0,0,,21074.0,"0.17,0.52"
277,44.0,5.0,第4节,第4节,62.5,0.83,-62.5,0.83,142.5,0.87,142.5,0.8,62.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,40.0,0,,11077.0,
278,44.0,5.0,第4节,第4节,62.5,0.83,-62.5,0.83,142.5,0.87,142.5,0.8,62.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,40.0,0,,11094.0,"0.73,0.24"
279,44.0,5.0,第4节,第4节,62.5,0.83,-62.5,0.83,142.5,0.87,142.5,0.8,62.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,17.0,0,,21077.0,
280,44.0,5.0,第4节,第4节,62.5,0.91,-60.5,0.77,142.5,0.87,142.5,0.8,-60.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,2.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,17.0,0,,21077.0,
281,44.0,5.0,第4节,第4节,60.5,0.91,-60.5,0.77,142.5,0.87,142.5,0.8,60.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,16.0,0,,21081.0,
282,44.0,5.0,第4节,第4节,60.5,0.91,-60.5,0.77,142.5,0.87,142.5,0.8,60.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,16.0,0,,21081.0,
283,44.0,5.0,第4节,第4节,60.5,0.91,-60.5,0.77,142.5,0.87,142.5,0.8,60.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,19.0,0,,21081.0,
284,44.0,5.0,第4节,第4节,60.5,0.91,-60.5,0.77,142.5,0.87,142.5,0.8,60.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,19.0,0,,21094.0,"0.28,0.28"
285,44.0,5.0,第4节,第4节,60.5,0.83,-61.5,0.83,142.5,0.87,142.5,0.8,-61.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,19.0,0,,11077.0,
286,44.0,5.0,第4节,第4节,61.5,0.83,-61.5,0.83,142.5,0.87,142.5,0.8,61.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,6.0,0,,11077.0,
287,44.0,5.0,第4节,第4节,61.5,0.83,-61.5,0.83,142.5,0.87,142.5,0.8,61.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,4.0,6.0,0,,11095.0,"0.90,0.55"
288,44.0,5.0,第4节,第4节,61.5,0.83,-59.5,0.8,142.5,0.87,142.5,0.8,-59.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,3.0,40.0,0,,21077.0,
289,44.0,5.0,第4节,第4节,59.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,3.0,40.0,0,,11077.0,
290,44.0,5.0,第4节,第4节,59.5,0.87,-60.5,0.8,142.5,0.87,142.5,0.8,-60.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,3.0,40.0,0,,11077.0,
291,44.0,5.0,第4节,第4节,60.5,0.87,-60.5,0.8,142.5,0.87,142.5,0.8,60.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,3.0,38.0,0,,21077.0,
292,44.0,5.0,第4节,第4节,60.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,-59.5,4.0,,13.0,2,23.0,14.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,90.0,0.0,1,3.0,38.0,0,,21077.0,
293,44.0,5.0,第4节,第4节,59.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,36.0,38.0,0.0,1,3.0,38.0,0,,21074.0,"0.12,0.37"
294,44.0,5.0,第4节,第4节,59.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,90.0,0.0,1,3.0,38.0,0,,11077.0,
295,44.0,5.0,第4节,第4节,59.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,90.0,0.0,1,3.0,30.0,0,,11077.0,
296,44.0,5.0,第4节,第4节,59.5,0.83,-58.5,0.83,142.5,0.87,142.5,0.8,-58.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,90.0,0.0,1,3.0,30.0,0,,11077.0,
297,44.0,5.0,第4节,第4节,58.5,0.83,-58.5,0.83,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,90.0,0.0,1,3.0,9.0,0,,11077.0,
298,44.0,5.0,第4节,第4节,58.5,0.83,-58.5,0.83,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,90.0,0.0,1,3.0,9.0,0,,11094.0,"0.62,0.49"
299,44.0,5.0,第4节,第4节,58.5,0.91,-56.5,0.77,142.5,0.87,142.5,0.8,-56.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,90.0,0.0,1,3.0,9.0,0,,21077.0,
300,44.0,5.0,第4节,第4节,56.5,0.91,-56.5,0.77,142.5,0.87,142.5,0.8,56.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,90.0,0.0,1,3.0,9.0,0,,21077.0,
301,44.0,5.0,第4节,第4节,56.5,0.91,-57.5,0.77,142.5,0.87,142.5,0.8,-57.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,90.0,0.0,1,3.0,9.0,0,,21077.0,
302,44.0,5.0,第4节,第4节,57.5,0.91,-57.5,0.77,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,23.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,92.0,90.0,0.0,1,3.0,9.0,0,,11077.0,
303,44.0,5.0,第4节,第4节,57.5,0.91,-57.5,0.77,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,24.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,92.0,90.0,0.0,1,3.0,9.0,0,,11074.0,"0.80,0.51"
304,44.0,5.0,第4节,第4节,57.5,0.91,-57.5,0.77,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,24.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,92.0,0.0,1,3.0,9.0,0,,21077.0,
305,44.0,5.0,第4节,第4节,57.5,0.91,-57.5,0.77,142.5,0.87,142.5,0.8,57.5,4.0,,13.0,2,24.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,92.0,0.0,1,2.0,58.0,0,,21077.0,
306,44.0,5.0,第4节,第4节,57.5,0.83,-58.5,0.83,142.5,0.87,142.5,0.8,-58.5,4.0,,13.0,2,24.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,92.0,0.0,1,2.0,58.0,0,,21077.0,
307,44.0,5.0,第4节,第4节,58.5,0.83,-58.5,0.83,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,24.0,15.0,5.0,2,5,1.0,0.0,1.0,55.6,33.3,38.0,92.0,1.0,1,2.0,58.0,0,,21077.0,
308,44.0,5.0,第4节,第4节,58.5,0.83,-58.5,0.83,142.5,0.87,142.5,0.8,58.5,4.0,,13.0,2,24.0,15.0,5.0,2,5,1.0,0.0,2.0,55.6,33.3,38.0,92.0,1.0,1,2.0,58.0,0,,21086.0,
309,44.0,5.0,第4节,第4节,58.5,0.87,-59.5,0.8,142.5,0.87,142.5,0.8,-59.5,4.0,,13.0,2,24.0,15.0,5.0,2,5,1.0,0.0,2.0,55.6,33.3,38.0,92.0,1.0,1,2.0,58.0,0,,11077.0,
310,44.0,5.0,第4节,第4节,59.5,0.83,-59.5,0.83,142.5,0.87,142.5,0.8,59.5,4.0,1:1,13.0,2,24.0,15.0,5.0,2,5,1.0,0.0,2.0,55.6,33.3,93.0,92.0,1.0,1,2.0,58.0,0,,11078.0,
311,44.0,5.0,第4节,第4节,59.5,0.83,-59.5,0.83,142.5,0.87,142.5,0.8,59.5,4.0,1:1,13.0,2,24.0,15.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,93.0,92.0,1.0,1,2.0,58.0,0,,11079.0,"0.80,0.50"
312,44.0,5.0,第4节,第4节,59.5,0.83,-59.5,0.83,142.5,0.87,142.5,0.8,59.5,4.0,,13.0,2,24.0,15.0,6.0,2,5,1.0,0.0,2.0,60.0,33.3,38.0,93.0,1.0,1,2.0,58.0,0,,21077.0,
