,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
138,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,0.0,,26.0,35.0,0.0,1,9.0,27.0,0,,11077.0,0.0,0.0,
139,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,0.0,,26.0,35.0,0.0,1,9.0,27.0,0,,11077.0,0.0,0.0,
140,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,0.0,,26.0,35.0,0.0,1,9.0,26.0,0,,11077.0,0.0,0.0,
141,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,0.0,,26.0,35.0,0.0,1,9.0,26.0,0,,11077.0,0.0,0.0,
142,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,0.0,,26.0,35.0,0.0,1,9.0,12.0,0,,11077.0,0.0,0.0,
143,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,0.0,,26.0,35.0,0.0,1,9.0,12.0,0,,11095.0,0.0,0.0,"0.90,0.45"
144,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,0.0,,26.0,35.0,0.0,1,9.0,12.0,0,,21077.0,0.0,0.0,
145,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,0.0,,26.0,35.0,0.0,1,9.0,12.0,0,,21077.0,0.0,0.0,
146,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,59.0,0,,21077.0,0.0,0.0,
147,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,125.5,0.83,125.5,0.83,125.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,59.0,0,,21095.0,0.0,0.0,"0.10,0.65"
148,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,59.0,0,,11077.0,0.0,0.0,
149,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,59.0,0,,11077.0,0.0,0.0,
150,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,59.0,0,,11095.0,0.0,0.0,"0.95,0.50"
151,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,48.0,0,,21077.0,0.0,0.0,
152,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,48.0,0,,21077.0,0.0,0.0,
153,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,48.0,0,,21077.0,0.0,0.0,
154,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,122.5,0.83,122.5,0.83,122.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,48.0,0,,11077.0,0.0,0.0,
155,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,122.5,0.83,122.5,0.83,122.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,37.0,0,,11077.0,0.0,0.0,
156,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,122.5,0.83,122.5,0.83,122.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,37.0,0,,11077.0,0.0,0.0,
157,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,122.5,0.83,122.5,0.83,122.5,3.0,0.0,,26.0,35.0,0.0,1,8.0,37.0,0,,11074.0,0.0,0.0,"0.88,0.53"
158,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,122.5,0.83,122.5,0.83,122.5,3.0,0.0,,26.0,37.0,0.0,1,8.0,37.0,0,,21077.0,0.0,0.0,
159,44.0,5.0,第3节,第3节,11.5,0.8,-13.5,0.87,122.5,0.83,122.5,0.83,-13.5,3.0,0.0,,26.0,37.0,0.0,1,8.0,37.0,0,,21077.0,0.0,0.0,
160,44.0,5.0,第3节,第3节,13.5,0.8,-13.5,0.87,122.5,0.83,124.5,0.83,13.5,3.0,0.0,,26.0,37.0,0.0,1,8.0,37.0,0,,21077.0,0.0,0.0,
161,44.0,5.0,第3节,第3节,13.5,0.8,-13.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,37.0,0.0,1,8.0,37.0,0,,21077.0,0.0,0.0,
162,44.0,5.0,第3节,第3节,13.5,0.8,-13.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,37.0,0.0,1,8.0,33.0,0,,21077.0,0.0,0.0,
163,44.0,5.0,第3节,第3节,13.5,0.8,-13.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,37.0,0.0,1,8.0,33.0,0,,21077.0,0.0,0.0,
164,44.0,5.0,第3节,第3节,13.5,0.8,-13.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,37.0,0.0,1,8.0,16.0,0,,21077.0,0.0,0.0,
165,44.0,5.0,第3节,第3节,13.5,0.8,-13.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,26.0,37.0,0.0,1,8.0,16.0,0,,21074.0,0.0,0.0,"0.10,0.65"
166,44.0,5.0,第3节,第3节,13.5,0.8,-13.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,28.0,37.0,0.0,1,8.0,16.0,0,,11077.0,0.0,0.0,
167,44.0,5.0,第3节,第3节,13.5,0.87,-11.5,0.8,124.5,0.83,124.5,0.83,-11.5,3.0,0.0,,28.0,37.0,0.0,1,8.0,16.0,0,,11077.0,0.0,0.0,
168,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,124.5,0.83,126.5,0.83,11.5,3.0,0.0,,28.0,37.0,0.0,1,8.0,16.0,0,,11077.0,0.0,0.0,
169,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,0.0,,28.0,37.0,0.0,1,8.0,16.0,0,,11077.0,0.0,0.0,
170,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,126.5,0.83,126.5,0.83,126.5,3.0,0.0,,28.0,37.0,0.0,1,8.0,16.0,0,,11077.0,0.0,0.0,
171,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,28.0,37.0,0.0,1,8.0,16.0,0,,11077.0,0.0,0.0,
172,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,52.0,0,,11077.0,0.0,0.0,
173,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,52.0,0,,11094.0,0.0,0.0,"0.80,0.26"
174,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,52.0,0,,21077.0,0.0,0.0,
175,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,34.0,0,,21077.0,0.0,0.0,
176,44.0,5.0,第3节,第3节,11.5,0.8,-11.5,0.87,124.5,0.83,124.5,0.83,124.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,34.0,0,,21094.0,0.0,0.0,"0.28,0.78"
177,44.0,5.0,第3节,第3节,11.5,0.91,-11.5,0.77,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,34.0,0,,11077.0,0.0,0.0,
178,44.0,5.0,第3节,第3节,11.5,0.91,-11.5,0.77,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,34.0,0,,11077.0,0.0,0.0,
179,44.0,5.0,第3节,第3节,11.5,0.91,-11.5,0.77,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,34.0,0,,11095.0,0.0,0.0,"0.85,0.80"
180,44.0,5.0,第3节,第3节,11.5,0.91,-11.5,0.77,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,26.0,0,,21077.0,0.0,0.0,
181,44.0,5.0,第3节,第3节,11.5,0.91,-10.5,0.77,123.5,0.83,123.5,0.83,-10.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,26.0,0,,21077.0,0.0,0.0,
182,44.0,5.0,第3节,第3节,10.5,0.91,-10.5,0.77,123.5,0.83,123.5,0.83,10.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,26.0,0,,21077.0,0.0,0.0,
183,44.0,5.0,第3节,第3节,10.5,0.91,-11.5,0.77,123.5,0.83,123.5,0.83,-11.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,26.0,0,,21077.0,0.0,0.0,
184,44.0,5.0,第3节,第3节,11.5,0.91,-11.5,0.77,123.5,0.83,123.5,0.83,11.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,26.0,0,,11077.0,0.0,0.0,
185,44.0,5.0,第3节,第3节,11.5,0.91,-11.5,0.77,123.5,0.83,123.5,0.83,11.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,14.0,0,,11077.0,0.0,0.0,
186,44.0,5.0,第3节,第3节,11.5,0.91,-11.5,0.77,123.5,0.83,123.5,0.83,11.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,14.0,0,,21086.0,0.0,0.0,
187,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,122.5,0.83,122.5,0.83,122.5,3.0,0.0,,28.0,37.0,0.0,1,7.0,14.0,0,,11077.0,0.0,0.0,
188,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.87,122.5,0.83,122.5,0.83,122.5,3.0,0.0,1:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,
189,44.0,5.0,第3节,第3节,11.5,0.8,-12.5,0.87,122.5,0.83,122.5,0.83,-12.5,3.0,0.0,1:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,
190,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,122.5,0.83,123.5,0.83,12.5,3.0,0.0,1:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,
191,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,123.5,0.83,123.5,0.83,123.5,3.0,0.0,1:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,
192,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,123.5,0.83,123.5,0.83,123.5,3.0,0.0,1:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,
193,44.0,5.0,第3节,第3节,12.5,0.8,-12.5,0.87,123.5,0.83,123.5,0.83,123.5,3.0,0.0,1:2,28.0,37.0,0.0,1,7.0,14.0,0,,11080.0,0.0,0.0,"0.80,0.50"
194,44.0,5.0,第3节,第3节,12.5,0.83,-11.5,0.83,123.5,0.83,123.5,0.83,-11.5,3.0,0.0,2:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,"0.80,0.50"
195,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,123.5,0.83,122.5,0.83,11.5,3.0,0.0,2:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,"0.80,0.50"
196,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,0.0,2:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,"0.80,0.50"
197,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,0.0,2:2,28.0,37.0,0.0,1,7.0,14.0,0,,11078.0,0.0,0.0,"0.80,0.50"
198,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,0.0,2:2,28.0,37.0,0.0,1,7.0,14.0,0,,11079.0,0.0,0.0,"0.80,0.50"
199,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.83,122.5,0.83,122.5,0.83,122.5,3.0,0.0,,28.0,38.0,0.0,1,7.0,14.0,0,,21077.0,0.0,0.0,
200,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,0.0,1,7.0,14.0,0,,21077.0,0.0,0.0,
201,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,0.0,1,7.0,14.0,0,,21077.0,0.0,0.0,
202,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,1.0,1,7.0,14.0,0,,21077.0,0.0,0.0,
203,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,1.0,1,7.0,14.0,0,,21077.0,0.0,0.0,
204,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,0.0,1,7.0,14.0,0,,21077.0,0.0,0.0,
205,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,0.0,1,7.0,13.0,0,,21077.0,0.0,0.0,
206,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,0.0,1,7.0,13.0,0,,21077.0,0.0,0.0,
207,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,0.0,1,7.0,2.0,0,,21077.0,0.0,0.0,
208,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,28.0,38.0,0.0,1,7.0,2.0,0,,21074.0,0.0,0.0,"0.18,0.56"
209,44.0,5.0,第3节,第3节,11.5,0.87,-11.5,0.8,123.5,0.83,123.5,0.83,123.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,2.0,0,,11077.0,0.0,0.0,
210,44.0,5.0,第3节,第3节,11.5,0.91,-10.5,0.77,123.5,0.83,123.5,0.83,-10.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,2.0,0,,11077.0,0.0,0.0,
211,44.0,5.0,第3节,第3节,10.5,0.91,-10.5,0.77,123.5,0.83,125.5,0.83,10.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,2.0,0,,11077.0,0.0,0.0,
212,44.0,5.0,第3节,第3节,10.5,0.91,-10.5,0.77,125.5,0.83,125.5,0.83,125.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,2.0,0,,11077.0,0.0,0.0,
213,44.0,5.0,第3节,第3节,10.5,0.91,-10.5,0.77,125.5,0.83,125.5,0.83,125.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,2.0,0,,11077.0,0.0,0.0,
214,44.0,5.0,第3节,第3节,10.5,0.91,-10.5,0.77,125.5,0.83,125.5,0.83,125.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,2.0,0,,11086.0,0.0,0.0,
215,44.0,5.0,第3节,第3节,10.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,-9.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,2.0,0,,21077.0,0.0,0.0,
216,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,9.5,3.0,0.0,1:1,30.0,38.0,0.0,1,7.0,2.0,0,,21078.0,0.0,0.0,
217,44.0,5.0,第3节,第3节,9.5,0.83,-10.5,0.83,125.5,0.83,125.5,0.83,-10.5,3.0,0.0,1:1,30.0,38.0,0.0,1,7.0,2.0,0,,21078.0,0.0,0.0,
218,44.0,5.0,第3节,第3节,10.5,0.83,-10.5,0.83,125.5,0.83,125.5,0.83,10.5,3.0,0.0,1:1,30.0,38.0,0.0,1,7.0,2.0,0,,21078.0,0.0,0.0,
219,44.0,5.0,第3节,第3节,10.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,-9.5,3.0,0.0,1:1,30.0,38.0,0.0,1,7.0,2.0,0,,21080.0,0.0,0.0,"0.21,0.50"
220,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,9.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,2.0,0,,21077.0,0.0,0.0,
221,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,9.5,3.0,0.0,,30.0,38.0,0.0,1,7.0,1.0,0,,21077.0,0.0,0.0,
222,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,9.5,3.0,0.0,,30.0,38.0,0.0,1,6.0,1.0,0,,21077.0,0.0,0.0,
223,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,9.5,3.0,0.0,,30.0,38.0,0.0,1,6.0,58.0,0,,21077.0,0.0,0.0,
224,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,9.5,3.0,0.0,,30.0,38.0,0.0,1,6.0,58.0,0,,21074.0,0.0,0.0,"0.08,0.41"
225,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.77,125.5,0.83,125.5,0.83,9.5,3.0,0.0,,32.0,38.0,0.0,1,6.0,58.0,0,,11077.0,0.0,0.0,
226,44.0,5.0,第3节,第3节,9.5,0.8,-9.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,0.0,,32.0,38.0,0.0,1,6.0,58.0,0,,11077.0,0.0,0.0,
227,44.0,5.0,第3节,第3节,9.5,0.8,-9.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,0.0,,32.0,38.0,0.0,1,6.0,58.0,0,,11077.0,0.0,0.0,
228,44.0,5.0,第3节,第3节,9.5,0.8,-9.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,0.0,,32.0,38.0,0.0,1,6.0,58.0,0,,11074.0,0.0,0.0,"0.91,0.43"
229,44.0,5.0,第3节,第3节,9.5,0.8,-9.5,0.87,127.5,0.83,127.5,0.83,127.5,3.0,0.0,,32.0,40.0,0.0,1,6.0,58.0,0,,21077.0,0.0,0.0,
230,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,32.0,40.0,0.0,1,6.0,58.0,0,,21077.0,0.0,0.0,
231,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,32.0,40.0,0.0,1,6.0,34.0,0,,21077.0,0.0,0.0,
232,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,32.0,40.0,0.0,1,6.0,34.0,0,,21077.0,0.0,0.0,
233,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,32.0,40.0,0.0,1,6.0,34.0,0,,21074.0,0.0,0.0,"0.10,0.60"
234,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,34.0,40.0,0.0,1,6.0,34.0,0,,11077.0,0.0,0.0,
235,44.0,5.0,第3节,第3节,9.5,0.77,-9.5,0.91,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,40.0,0.0,1,6.0,34.0,0,,11077.0,0.0,0.0,
236,44.0,5.0,第3节,第3节,9.5,0.77,-9.5,0.91,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,40.0,0.0,1,6.0,12.0,0,,11077.0,0.0,0.0,
237,44.0,5.0,第3节,第3节,9.5,0.77,-9.5,0.91,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,40.0,0.0,1,6.0,12.0,0,,11077.0,0.0,0.0,
238,44.0,5.0,第3节,第3节,9.5,0.77,-9.5,0.91,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,40.0,0.0,1,6.0,12.0,0,,11074.0,0.0,0.0,"0.91,0.50"
239,44.0,5.0,第3节,第3节,9.5,0.77,-9.5,0.91,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,42.0,0.0,1,6.0,12.0,0,,21077.0,0.0,0.0,
240,44.0,5.0,第3节,第3节,9.5,0.77,-9.5,0.91,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,54.0,0,,21077.0,0.0,0.0,
241,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,54.0,0,,21077.0,0.0,0.0,
242,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,54.0,0,,21077.0,0.0,0.0,
243,44.0,5.0,第3节,第3节,9.5,0.87,-10.5,0.8,130.5,0.83,130.5,0.83,-10.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,54.0,0,,11077.0,0.0,0.0,
244,44.0,5.0,第3节,第3节,10.5,0.87,-10.5,0.8,130.5,0.83,129.5,0.83,10.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,54.0,0,,11077.0,0.0,0.0,
245,44.0,5.0,第3节,第3节,10.5,0.87,-10.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,54.0,0,,11077.0,0.0,0.0,
246,44.0,5.0,第3节,第3节,10.5,0.87,-10.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,42.0,0,,11077.0,0.0,0.0,
247,44.0,5.0,第3节,第3节,10.5,0.87,-10.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,42.0,0,,11077.0,0.0,0.0,
248,44.0,5.0,第3节,第3节,10.5,0.87,-10.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,42.0,0,,11095.0,0.0,0.0,"0.89,0.55"
249,44.0,5.0,第3节,第3节,10.5,0.87,-9.5,0.8,129.5,0.83,129.5,0.83,-9.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,42.0,0,,21077.0,0.0,0.0,
250,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,129.5,0.83,128.5,0.83,9.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,42.0,0,,21077.0,0.0,0.0,
251,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,42.0,0,,21077.0,0.0,0.0,
252,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,42.0,0,,21077.0,0.0,0.0,
253,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,34.0,0,,21077.0,0.0,0.0,
254,44.0,5.0,第3节,第3节,9.5,0.87,-9.5,0.8,128.5,0.83,128.5,0.83,128.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,34.0,0,,21074.0,0.0,0.0,"0.15,0.47"
255,44.0,5.0,第3节,第3节,9.5,0.87,-8.5,0.8,128.5,0.83,128.5,0.83,-8.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,34.0,0,,11077.0,0.0,0.0,
256,44.0,5.0,第3节,第3节,8.5,0.87,-8.5,0.8,128.5,0.83,130.5,0.83,8.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,34.0,0,,11077.0,0.0,0.0,
257,44.0,5.0,第3节,第3节,8.5,0.87,-8.5,0.8,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,34.0,42.0,0.0,1,5.0,34.0,0,,11077.0,0.0,0.0,
258,44.0,5.0,第3节,第3节,8.5,0.87,-8.5,0.8,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,34.0,0,,11077.0,0.0,0.0,
259,44.0,5.0,第3节,第3节,8.5,0.87,-8.5,0.8,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,23.0,0,,11077.0,0.0,0.0,
260,44.0,5.0,第3节,第3节,8.5,0.87,-8.5,0.8,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,23.0,0,,11077.0,0.0,0.0,
261,44.0,5.0,第3节,第3节,8.5,0.87,-8.5,0.8,130.5,0.83,130.5,0.83,130.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,8.0,0,,11077.0,0.0,0.0,
262,44.0,5.0,第3节,第3节,8.5,0.87,-7.5,0.8,130.5,0.83,130.5,0.83,-7.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,8.0,0,,21077.0,0.0,0.0,
263,44.0,5.0,第3节,第3节,7.5,0.87,-7.5,0.8,130.5,0.83,129.5,0.83,7.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,8.0,0,,21077.0,0.0,0.0,
264,44.0,5.0,第3节,第3节,7.5,0.87,-7.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,8.0,0,,21077.0,0.0,0.0,
265,44.0,5.0,第3节,第3节,7.5,0.87,-7.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,8.0,0,,21077.0,0.0,0.0,
266,44.0,5.0,第3节,第3节,7.5,0.87,-7.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,36.0,42.0,0.0,1,5.0,8.0,0,,21074.0,0.0,0.0,"0.17,0.79"
267,44.0,5.0,第3节,第3节,7.5,0.87,-7.5,0.8,129.5,0.83,129.5,0.83,129.5,3.0,0.0,,38.0,42.0,0.0,1,5.0,8.0,0,,11077.0,0.0,0.0,
268,44.0,5.0,第3节,第3节,7.5,0.77,-7.5,0.91,131.5,0.83,131.5,0.83,131.5,3.0,0.0,,38.0,42.0,0.0,1,5.0,8.0,0,,11077.0,0.0,0.0,
269,44.0,5.0,第3节,第3节,7.5,0.77,-7.5,0.91,131.5,0.83,131.5,0.83,131.5,3.0,0.0,,38.0,42.0,0.0,1,5.0,2.0,0,,11077.0,0.0,0.0,
