,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
84,Q4,4th Quarter,-4.5,0.7692307692307693,4.5,0.9090909090909091,101.5,0.8333333333333334,101.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,56.0,1.0,20181108152035.0,11075^21077,0.2,3.3
85,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,101.5,0.7142857142857143,101.5,1.0,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,48.0,1.0,20181108152043.0,11075^21077,0.2,3.3
86,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,100.5,0.8333333333333334,100.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,40.0,1.0,20181108152051.0,11075^21077,0.18181818181818182,3.4
87,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,100.5,0.8333333333333334,100.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,33.0,0.0,20181108152058.0,11075^21077,0.18181818181818182,3.4
88,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,100.5,0.8333333333333334,100.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,33.0,1.0,20181108152115.0,11075^21077,0.18181818181818182,3.4
89,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,99.5,0.8333333333333334,99.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,24.0,1.0,20181108152123.0,11075^21077,0.18181818181818182,3.4
90,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,99.5,0.8333333333333334,99.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,16.0,1.0,20181108152131.0,11075^21077,0.16666666666666666,3.5
91,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,99.5,0.8333333333333334,99.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,15.0,0.0,20181108152133.0,11075^21077,0.16666666666666666,3.5
92,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,99.5,0.8333333333333334,99.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,15.0,1.0,20181108152154.0,11075^21077,0.16666666666666666,3.5
93,Q4,4th Quarter,-5.5,0.8695652173913043,5.5,0.8,98.5,1.0,98.5,0.7142857142857143,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,5.0,7.0,1.0,20181108152202.0,11075^21077,0.16666666666666666,3.5
94,Q4,4th Quarter,-5.5,0.8695652173913043,5.5,0.8,98.5,0.8333333333333334,98.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,59.0,1.0,20181108152211.0,11075^21077,0.15384615384615385,3.75
95,Q4,4th Quarter,-5.5,0.8695652173913043,5.5,0.8,98.5,0.8333333333333334,98.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,57.0,1.0,20181108152212.0,11075^21077,0.15384615384615385,3.75
96,Q4,4th Quarter,-5.5,0.8695652173913043,5.5,0.8,98.5,0.8333333333333334,98.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,55.0,0.0,20181108152214.0,11075^21077,0.15384615384615385,3.75
97,Q4,4th Quarter,-5.5,0.8695652173913043,5.5,0.8,98.5,0.8333333333333334,98.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,55.0,1.0,20181108152258.0,11075^21077,0.15384615384615385,3.75
98,Q4,4th Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,98.5,0.8333333333333334,98.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,49.0,1.0,20181108152300.0,11075^21077,0.15384615384615385,3.75
99,Q4,4th Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,98.5,0.8333333333333334,98.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,43.0,1.0,20181108152301.0,11075^21077,0.15384615384615385,3.75
100,Q4,4th Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,98.5,0.8333333333333334,98.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,37.0,1.0,20181108152301.0,11075^21077,0.13333333333333333,4.25
101,Q4,4th Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,98.5,0.7142857142857143,98.5,1.0,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,33.0,1.0,20181108152305.0,11075^21077,0.13333333333333333,4.25
102,Q4,4th Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,96.5,0.8333333333333334,96.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,25.0,1.0,20181108152314.0,11075^21077,0.125,4.5
103,Q4,4th Quarter,-5.5,0.8333333333333334,5.5,0.8333333333333334,96.5,0.7142857142857143,96.5,1.0,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,16.0,1.0,20181108152317.0,11075^21077,0.125,4.5
104,Q4,4th Quarter,-5.5,0.8,5.5,0.8695652173913043,95.5,1.0,95.5,0.7142857142857143,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,11.0,1.0,20181108152318.0,11075^21077,0.11764705882352941,4.75
105,Q4,4th Quarter,-5.5,0.8,5.5,0.8695652173913043,95.5,0.8333333333333334,95.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,5.0,0.0,20181108152323.0,11075^21077,0.1111111111111111,5.0
106,Q4,4th Quarter,-5.5,0.8,5.5,0.8695652173913043,95.5,0.8333333333333334,95.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,5.0,1.0,20181108152333.0,11075^21077,0.1111111111111111,5.0
107,Q4,4th Quarter,-5.5,0.8,5.5,0.8695652173913043,97.5,0.8333333333333334,97.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,4.0,2.0,1.0,20181108152336.0,11075^21077,0.125,4.5
108,Q4,4th Quarter,-5.5,0.7692307692307693,5.5,0.9090909090909091,96.5,1.0,96.5,0.7142857142857143,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,53.0,1.0,20181108152345.0,11075^21077,0.11764705882352941,4.75
109,Q4,4th Quarter,-5.5,0.7692307692307693,5.5,0.9090909090909091,96.5,0.8333333333333334,96.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,45.0,1.0,20181108152353.0,11075^21077,0.1111111111111111,5.0
110,Q4,4th Quarter,-5.5,0.7692307692307693,5.5,0.9090909090909091,96.5,0.8333333333333334,96.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,49.0,1.0,20181108152354.0,11075^21077,0.11764705882352941,4.75
111,Q4,4th Quarter,-5.5,0.7692307692307693,5.5,0.9090909090909091,97.5,0.7142857142857143,97.5,1.0,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,54.0,1.0,20181108152355.0,11075^21077,0.11764705882352941,4.75
112,Q4,4th Quarter,-5.5,0.8,5.5,0.8695652173913043,97.5,0.8333333333333334,97.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,58.0,1.0,20181108152355.0,11075^21077,0.125,4.5
113,Q4,4th Quarter,-5.5,0.8,5.5,0.8695652173913043,97.5,0.8333333333333334,97.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,57.0,0.0,20181108152356.0,11075^21077,0.125,4.5
114,Q4,4th Quarter,-5.5,0.8,5.5,0.8695652173913043,97.5,0.8333333333333334,97.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,57.0,1.0,20181108152411.0,11075^21077,0.125,4.5
115,Q4,4th Quarter,-5.5,0.7692307692307693,5.5,0.9090909090909091,96.5,0.8333333333333334,96.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,49.0,1.0,20181108152419.0,11075^21077,0.11764705882352941,4.75
116,Q4,4th Quarter,-5.5,0.7692307692307693,5.5,0.9090909090909091,96.5,0.8333333333333334,96.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,41.0,1.0,20181108152427.0,11075^21077,0.1111111111111111,5.0
117,Q4,4th Quarter,-5.5,0.7692307692307693,5.5,0.9090909090909091,95.5,0.8333333333333334,95.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,33.0,1.0,20181108152435.0,11075^21077,0.10526315789473684,5.25
118,Q4,4th Quarter,-5.5,0.7142857142857143,5.5,1.0,95.5,0.7142857142857143,95.5,1.0,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,24.0,1.0,20181108152443.0,11075^21077,0.1,5.5
119,Q4,4th Quarter,-6.5,1.0,6.5,0.7142857142857143,94.5,1.0,94.5,0.7142857142857143,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,21.0,0.0,20181108152447.0,11075^21077,0.09090909090909091,5.75
120,Q4,4th Quarter,-6.5,1.0,6.5,0.7142857142857143,94.5,1.0,94.5,0.7142857142857143,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,21.0,1.0,20181108152449.0,11075^21077,0.09090909090909091,5.75
121,Q4,4th Quarter,-6.5,1.0,6.5,0.7142857142857143,94.5,0.8333333333333334,94.5,0.8333333333333334,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,13.0,1.0,20181108152457.0,11075^21077,0.09090909090909091,5.75
122,Q4,4th Quarter,-6.5,0.9090909090909091,6.5,0.7692307692307693,94.5,0.7142857142857143,94.5,1.0,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,5.0,1.0,20181108152505.0,11075^21077,0.08333333333333333,6.0
123,Q4,4th Quarter,-6.5,0.9090909090909091,6.5,0.7692307692307693,93.5,1.0,93.5,0.7142857142857143,,4.0,^,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,3.0,1.0,1.0,20181108152509.0,11075^21077,0.125,4.5
124,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,2.0,58.0,0.0,20181108152512.0,11077.0,0.125,4.5
125,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,2.0,58.0,1.0,20181108152512.0,11077.0,0.125,4.5
126,Q4,4th Quarter,-5.5,0.9090909090909091,5.5,0.7692307692307693,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,8.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,38.0,45,0,1,2.0,50.0,1.0,20181108152520.0,11077.0,0.11764705882352941,4.75
127,Q4,4th Quarter,-4.5,0.8333333333333334,4.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,^,3.0,4.0,9.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,40.0,45,0,1,2.0,45.0,1.0,20181108152525.0,11074^21077,0.11764705882352941,4.75
128,Q4,4th Quarter,-4.5,0.8333333333333334,4.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,^,3.0,4.0,9.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,40.0,45,0,1,2.0,37.0,1.0,20181108152533.0,11074^21077,0.15384615384615385,3.75
129,Q4,4th Quarter,-4.5,0.8333333333333334,4.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,^,3.0,4.0,9.0,13.0,13.0,7.0,5,5,0,0,92.9,77.8,40.0,45,0,1,2.0,35.0,0.0,20181108152535.0,11074^21077,0.15384615384615385,3.75
130,Q4,4th Quarter,-2.5,0.9090909090909091,2.5,0.7692307692307693,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,1:2,3.0,4.0,9.0,13.0,14.0,7.0,5,5,0,0,93.3,77.8,40.0,45,0,1,2.0,35.0,0.0,20181108152535.0,11078.0,0.43478260869565216,1.65
131,Q4,4th Quarter,-2.5,0.8333333333333334,2.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,2:2^,3.0,4.0,9.0,13.0,14.0,7.0,5,5,0,0,87.5,77.8,40.0,45,0,1,2.0,35.0,1.0,20181108152605.0,11080^11077,0.36363636363636365,2.0
132,Q4,4th Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,9.0,13.0,14.0,7.0,5,5,0,0,87.5,77.8,40.0,45,0,1,2.0,27.0,1.0,20181108152613.0,21077.0,0.2222222222222222,3.0
133,Q4,4th Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,9.0,13.0,14.0,7.0,5,5,0,0,87.5,77.8,40.0,45,0,1,2.0,27.0,1.0,20181108152614.0,21077.0,0.2222222222222222,3.0
134,Q4,4th Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,9.0,13.0,14.0,7.0,5,5,0,0,87.5,77.8,40.0,45,0,1,2.0,25.0,0.0,20181108152615.0,21077.0,0.2222222222222222,3.0
135,Q4,4th Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,9.0,13.0,14.0,7.0,5,5,0,0,87.5,77.8,40.0,45,0,1,2.0,20.0,0.0,20181108152617.0,21077.0,0.2222222222222222,3.0
136,Q4,4th Quarter,-3.5,0.8333333333333334,3.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,9.0,13.0,14.0,7.0,5,5,0,0,87.5,77.8,40.0,45,0,1,2.0,20.0,1.0,20181108152756.0,21077.0,0.2222222222222222,3.0
137,Q4,4th Quarter,-3.5,0.8,3.5,0.8695652173913043,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,9.0,13.0,14.0,7.0,5,5,0,0,87.5,77.8,40.0,45,0,1,2.0,13.0,0.0,20181108152803.0,21077.0,0.21052631578947367,3.25
138,Q4,4th Quarter,-1.5,0.8333333333333334,1.5,0.8333333333333334,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,1:2,3.0,4.0,9.0,13.0,15.0,7.0,5,5,0,0,88.2,77.8,40.0,45,0,1,2.0,13.0,0.0,20181108152803.0,11078.0,0.5714285714285714,1.25
139,Q4,4th Quarter,-1.5,0.7692307692307693,1.5,0.9090909090909091,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,2:2^,3.0,4.0,9.0,13.0,15.0,7.0,5,5,0,0,83.3,77.8,40.0,45,0,1,2.0,13.0,1.0,20181108152834.0,11080^11077,0.5,1.5
140,Q4,4th Quarter,-2.5,0.7692307692307693,2.5,0.9090909090909091,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,9.0,13.0,15.0,7.0,5,5,0,0,83.3,77.8,40.0,45,0,1,2.0,11.0,1.0,20181108152837.0,21077.0,0.3125,2.3
141,Q4,4th Quarter,-2.5,0.7692307692307693,2.5,0.9090909090909091,93.5,1.0,93.5,0.7142857142857143,4.0,4.0,,3.0,4.0,9.0,13.0,15.0,7.0,5,5,0,0,83.3,77.8,40.0,45,0,1,2.0,2.0,1.0,20181108152845.0,21077.0,0.30303030303030304,2.4
142,Q4,4th Quarter,-2.5,0.0,2.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,7.0,5,5,0,0,83.3,77.8,40.0,45,0,1,1.0,56.0,0.0,20181108152851.0,21077.0,0.2857142857142857,2.5
143,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,1:2,3.0,4.0,9.0,13.0,15.0,8.0,5,5,0,0,83.3,80.0,40.0,45,0,1,1.0,56.0,0.0,20181108152851.0,21078.0,0.26666666666666666,2.65
144,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,2:2^,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,56.0,0.0,20181108152851.0,21079^11077,0.18181818181818182,3.4
145,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,2:2^,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,56.0,1.0,20181108152934.0,21079^11077,0.18181818181818182,3.4
146,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,2:2^,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,48.0,1.0,20181108152942.0,21079^11077,0.16666666666666666,3.5
147,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,2:2^,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,40.0,1.0,20181108152950.0,21079^11077,0.15384615384615385,3.75
148,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,2:2^,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,40.0,0.0,20181108152951.0,21079^11077,0.15384615384615385,3.75
149,Q4,4th Quarter,-4.5,0.0,4.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,40.0,1.0,20181108153003.0,21077.0,0.09090909090909091,5.75
150,Q4,4th Quarter,-4.5,0.0,4.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,31.0,1.0,20181108153011.0,21077.0,0.08333333333333333,6.0
151,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,23.0,1.0,20181108153019.0,21077.0,0.07142857142857142,6.5
152,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,15.0,1.0,20181108153027.0,21077.0,0.0625,7.0
153,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,14.0,0.0,20181108153028.0,21077.0,0.05555555555555555,7.25
154,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,14.0,1.0,20181108153029.0,21077.0,0.05555555555555555,7.25
155,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,1.0,6.0,1.0,20181108153037.0,21077.0,0.05,7.5
156,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,0.0,58.0,1.0,20181108153040.0,21077.0,0.04,8.0
157,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,0.0,57.0,0.0,20181108153041.0,21077.0,0.04,8.0
158,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,0.0,57.0,1.0,20181108153223.0,21077.0,0.04,8.0
159,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,0.0,49.0,1.0,20181108153232.0,21077.0,0.030303030303030304,9.0
160,Q4,4th Quarter,-5.5,0.0,5.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,0.0,41.0,1.0,20181108153240.0,21077.0,0.01,14.0
161,Q4,4th Quarter,-4.5,0.0,4.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,0.0,40.0,1.0,20181108153240.0,11077.0,0.030303030303030304,9.0
162,Q4,4th Quarter,-4.5,0.0,4.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,,3.0,4.0,9.0,13.0,15.0,9.0,5,5,0,0,83.3,81.8,42.0,47,0,1,0.0,40.0,0.0,20181108153240.0,11077.0,0.030303030303030304,9.0
163,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,1:3,3.0,4.0,9.0,13.0,16.0,9.0,5,5,0,0,84.2,81.8,42.0,47,0,1,0.0,40.0,0.0,20181108153240.0,11078.0,0.15384615384615385,3.75
164,Q4,4th Quarter,-2.5,0.0,2.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,2:3^3:3,3.0,4.0,9.0,13.0,17.0,9.0,5,5,0,0,85.0,81.8,44.0,47,0,1,0.0,40.0,0.0,20181108153240.0,11078.0,0.15384615384615385,3.75
165,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,3.0,4.0,3:3^,3.0,4.0,9.0,13.0,17.0,9.0,5,5,0,0,81.0,81.8,44.0,47,0,1,0.0,40.0,1.0,20181108153343.0,11080^21077,0.04,8.0
166,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,2.0,4.0,3:3^,3.0,4.0,9.0,13.0,17.0,9.0,5,5,0,0,81.0,81.8,44.0,47,0,1,0.0,24.0,0.0,20181108153351.0,11080^21077,0.01,14.0
167,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,2.0,4.0,1:2,3.0,4.0,9.0,13.0,17.0,9.0,5,5,0,0,81.0,81.8,44.0,47,0,1,0.0,24.0,1.0,20181108153538.0,21078.0,0.08333333333333333,6.0
168,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,1.0,4.0,1:2,3.0,4.0,9.0,13.0,17.0,9.0,5,5,0,0,81.0,81.8,44.0,47,0,1,0.0,16.0,1.0,20181108153546.0,21078.0,0.08333333333333333,6.0
169,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,1.0,4.0,1:2,3.0,4.0,9.0,13.0,17.0,9.0,5,5,0,0,81.0,81.8,44.0,47,0,1,0.0,8.0,1.0,20181108153554.0,21078.0,0.08333333333333333,6.0
170,Q4,4th Quarter,-3.5,0.0,3.5,0.0,93.5,1.0,93.5,0.7142857142857143,1.0,4.0,1:2,3.0,4.0,9.0,13.0,17.0,9.0,5,5,0,0,81.0,81.8,44.0,47,0,1,0.0,6.0,0.0,20181108153556.0,21078.0,0.08333333333333333,6.0
171,Q4,4th Quarter,-4.5,0.0,4.5,0.0,93.5,1.0,93.5,0.7142857142857143,2.0,4.0,1:2^2:2,3.0,4.0,9.0,13.0,17.0,10.0,5,5,0,0,81.0,83.3,44.0,47,0,1,0.0,6.0,0.0,20181108153556.0,21079^21078,0.08333333333333333,6.0
172,Q4,4th Quarter,-4.5,0.0,4.5,0.0,93.5,1.0,93.5,0.7142857142857143,2.0,4.0,2:2^,3.0,4.0,9.0,13.0,17.0,11.0,5,5,0,0,81.0,84.6,44.0,49,0,1,0.0,6.0,0.0,20181108153556.0,21079^11077,0.08333333333333333,6.0
