,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
0,,,,第1节,6.5,0.91,-6.5,0.83,152.5,0.91,152.5,0.83,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
1,,,,第1节,6.5,0.91,-6.5,0.83,152.5,0.91,152.5,0.83,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
2,,,,第1节,6.5,0.91,-6.5,0.83,152.5,0.91,152.5,0.83,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
3,,,,第1节,6.5,0.91,-6.5,0.83,152.5,0.91,152.5,0.83,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
4,,,,第1节,6.5,0.91,-6.5,0.83,152.5,0.91,152.5,0.83,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
5,,,,第1节,6.5,0.91,-6.5,0.83,152.5,0.91,152.5,0.83,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
6,,,,第1节,6.5,0.91,-6.5,0.83,153.5,0.87,153.5,0.87,153.5,,,8840883.0,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
7,,,,第1节,6.5,0.91,-6.5,0.83,153.5,0.87,153.5,0.87,153.5,,1.0,8840883.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,,1,10.0,,0.0,0,,1087.0,,0.0,0.0,
8,,,,第1节,6.5,0.87,-6.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#0A0A0A,1,10.0,GD,0.0,0,,21077.0,,0.0,0.0,
9,,,,第1节,6.5,0.87,-6.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#0A0A0A,1,9.0,GD,45.0,0,,21077.0,,0.0,0.0,
10,,,,第1节,6.5,0.87,-6.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,2.0,0.0,#0A0A0A,1,9.0,GD,45.0,0,,21074.0,,0.0,0.0,"0.13,0.59"
11,,,,第1节,6.5,0.87,-6.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,#0A0A0A,1,9.0,GD,45.0,0,,11077.0,,0.0,0.0,
12,,,,第1节,6.5,0.87,-6.5,0.87,154.5,0.91,154.5,0.83,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,#0A0A0A,1,9.0,GD,45.0,0,,11095.0,,0.0,0.0,"0.82,0.31"
13,,,,第1节,6.5,0.83,-6.5,0.91,153.5,0.87,153.5,0.87,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,#0A0A0A,1,9.0,GD,45.0,0,,21077.0,,0.0,0.0,
14,,,,第1节,6.5,0.83,-6.5,0.91,153.5,0.87,153.5,0.87,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,1.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,#0A0A0A,1,9.0,GD,27.0,0,,21077.0,,0.0,0.0,
15,,,,第1节,6.5,0.83,-6.5,0.91,153.5,0.87,153.5,0.87,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,#0A0A0A,1,9.0,GD,27.0,0,,21074.0,,0.0,0.0,"0.17,0.78"
16,,,,第1节,6.5,0.83,-6.5,0.91,153.5,0.87,153.5,0.87,153.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,9.0,GD,3.0,0,,11077.0,,0.0,0.0,
17,,,,第1节,6.5,0.91,-5.5,0.83,153.5,0.87,153.5,0.87,-5.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,9.0,GD,3.0,0,,11077.0,,0.0,0.0,
18,,,,第1节,5.5,0.91,-5.5,0.83,153.5,0.87,154.5,0.91,5.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,9.0,GD,3.0,0,,11077.0,,0.0,0.0,
19,,,,第1节,5.5,0.91,-5.5,0.83,154.5,0.83,154.5,0.91,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,9.0,GD,3.0,0,,11077.0,,0.0,0.0,
20,,,,第1节,5.5,0.91,-5.5,0.83,154.5,0.83,154.5,0.91,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,8.0,GD,45.0,0,,11077.0,,0.0,0.0,
21,,,,第1节,5.5,0.91,-5.5,0.83,154.5,0.83,154.5,0.91,154.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,8.0,GD,45.0,0,,11095.0,,0.0,0.0,"0.95,0.75"
22,,,,第1节,5.5,0.87,-5.5,0.87,152.5,0.87,152.5,0.87,152.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,8.0,GD,45.0,0,,21077.0,,0.0,0.0,
23,,,,第1节,5.5,0.87,-5.5,0.87,152.5,0.87,152.5,0.87,152.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,8.0,GD,45.0,0,,21095.0,,0.0,0.0,"0.17,0.51"
24,,,,第1节,5.5,0.87,-5.5,0.87,152.5,0.87,152.5,0.87,152.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,8.0,GD,38.0,0,,11077.0,,0.0,0.0,
25,,,,第1节,5.5,0.91,-5.5,0.83,152.5,0.83,152.5,0.91,152.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,8.0,GD,38.0,0,,11095.0,,0.0,0.0,"0.86,0.44"
26,,,,第1节,5.5,0.91,-5.5,0.83,152.5,0.83,152.5,0.91,152.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,8840883.0,,,0.0,0.0,0.0,2.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,#0A0A0A,1,8.0,GD,30.0,0,,21077.0,,0.0,0.0,
