,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
236,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.8,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,27.0,0.0,1,4.0,46.0,0,,11077.0,0.0,0.0,
237,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.8,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,27.0,0.0,1,4.0,45.0,0,,11077.0,0.0,0.0,
238,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.8,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,27.0,0.0,1,4.0,45.0,0,,11074.0,0.0,0.0,"0.88,0.45"
239,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.8,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,0.0,1,4.0,28.0,0,,21077.0,0.0,0.0,
240,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-5.5,2.0,0.83,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,0.0,1,4.0,28.0,0,,21077.0,0.0,0.0,
241,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,0.0,1,4.0,23.0,0,,21077.0,0.0,0.0,
242,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,0.0,1,4.0,23.0,0,,11086.0,0.0,0.0,
243,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,0.0,1,4.0,23.0,0,,21077.0,0.0,0.0,
244,44.0,5.0,第2节,第2节,-4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-4.5,2.0,0.83,1:2,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,0.0,1,4.0,23.0,0,,21078.0,0.0,0.0,
245,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.83,1:2,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,1.0,1,4.0,23.0,0,,21078.0,0.0,0.0,
246,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-5.5,2.0,0.83,1:2,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,1.0,1,4.0,23.0,0,,21078.0,0.0,0.0,
247,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,1.0,1,4.0,23.0,0,,21077.0,0.0,0.0,
248,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.8,1:1,1.0,2.0,7.0,9.0,4.0,2.0,90.0,29.0,29.0,1.0,1,4.0,23.0,0,,21078.0,0.0,0.0,
249,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,1:1,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,23.0,0,,21080.0,0.0,0.0,"0.21,0.50"
250,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,1:1,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,22.0,0,,21080.0,0.0,0.0,"0.21,0.50"
251,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,1:1,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,22.0,0,,21080.0,0.0,0.0,"0.21,0.50"
252,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,1:1,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,8.0,0,,21080.0,0.0,0.0,"0.21,0.50"
253,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,1:1,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,8.0,0,,21080.0,0.0,0.0,"0.21,0.50"
254,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,1:1,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,11.0,0,,21080.0,0.0,0.0,"0.21,0.50"
255,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,11.0,0,,11086.0,0.0,0.0,
256,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,11.0,0,,21077.0,0.0,0.0,
257,44.0,5.0,第2节,第2节,-4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-4.5,2.0,0.83,1:2,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,1.0,1,4.0,11.0,0,,21078.0,0.0,0.0,
258,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.83,1:2,1.0,2.0,7.0,9.0,4.0,2.0,81.8,29.0,29.0,0.0,1,4.0,11.0,0,,21078.0,0.0,0.0,
259,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-5.5,2.0,0.87,1:2,1.0,2.0,7.0,9.0,4.0,2.0,75.0,29.0,29.0,0.0,1,4.0,11.0,0,,21080.0,0.0,0.0,"0.21,0.50"
260,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.8,2:2,1.0,2.0,7.0,9.0,4.0,2.0,75.0,29.0,30.0,0.0,1,4.0,11.0,0,,21078.0,0.0,0.0,"0.21,0.50"
261,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.8,2:2,1.0,2.0,7.0,10.0,4.0,2.0,76.9,29.0,30.0,0.0,1,4.0,11.0,0,,21079.0,0.0,0.0,"0.21,0.50"
262,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.8,,1.0,2.0,7.0,10.0,4.0,2.0,76.9,30.0,29.0,0.0,1,4.0,11.0,0,,11077.0,0.0,0.0,
263,44.0,5.0,第2节,第2节,-4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-4.5,2.0,0.8,,1.0,2.0,7.0,10.0,4.0,2.0,76.9,30.0,29.0,0.0,1,4.0,11.0,0,,11077.0,0.0,0.0,
264,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.87,,1.0,2.0,7.0,10.0,4.0,2.0,76.9,30.0,29.0,1.0,1,4.0,11.0,0,,11077.0,0.0,0.0,
265,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.87,,1.0,2.0,7.0,10.0,4.0,2.0,76.9,30.0,29.0,1.0,1,4.0,11.0,0,,11077.0,0.0,0.0,
266,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.87,,1.0,2.0,7.0,10.0,4.0,2.0,76.9,30.0,29.0,0.0,1,4.0,11.0,0,,11077.0,0.0,0.0,
267,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.87,,1.0,2.0,7.0,10.0,4.0,2.0,76.9,30.0,29.0,0.0,1,4.0,10.0,0,,11077.0,0.0,0.0,
268,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.87,,1.0,2.0,7.0,10.0,4.0,2.0,76.9,30.0,29.0,0.0,1,3.0,10.0,0,,11077.0,0.0,0.0,
269,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.87,,1.0,2.0,7.0,10.0,4.0,2.0,76.9,30.0,29.0,0.0,1,3.0,59.0,0,,11077.0,0.0,0.0,
270,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.87,,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,29.0,0.0,1,3.0,59.0,0,,21086.0,0.0,0.0,
271,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-5.5,2.0,0.87,,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,29.0,0.0,1,3.0,59.0,0,,11077.0,0.0,0.0,
272,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.8,1:2,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,29.0,0.0,1,3.0,59.0,0,,11078.0,0.0,0.0,
273,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.8,1:2,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,29.0,0.0,1,3.0,59.0,0,,11078.0,0.0,0.0,
274,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.87,1:2,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,29.0,0.0,1,3.0,59.0,0,,11078.0,0.0,0.0,
275,44.0,5.0,第2节,第2节,-6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-6.5,2.0,0.87,1:2,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,29.0,0.0,1,3.0,59.0,0,,11078.0,0.0,0.0,
276,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.8,1:2,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,29.0,0.0,1,3.0,59.0,0,,11079.0,0.0,0.0,"0.80,0.50"
277,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.8,2:2,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,30.0,0.0,1,3.0,59.0,0,,11078.0,0.0,0.0,"0.80,0.50"
278,44.0,5.0,第2节,第2节,6.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,0.8,2:2,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,30.0,0.0,1,3.0,59.0,0,,11080.0,0.0,0.0,"0.80,0.50"
279,44.0,5.0,第2节,第2节,-5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-5.5,2.0,0.83,,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,30.0,0.0,1,3.0,59.0,0,,21077.0,0.0,0.0,
280,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,2.0,7.0,10.0,4.0,3.0,76.9,30.0,30.0,0.0,1,3.0,58.0,0,,21077.0,0.0,0.0,
281,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,30.0,33.0,0.0,1,3.0,58.0,0,,21075.0,0.0,0.0,"0.30,0.41"
282,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,58.0,0,,11077.0,0.0,0.0,
283,44.0,5.0,第2节,第2节,5.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,5.5,2.0,0.83,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,38.0,0,,11077.0,0.0,0.0,
284,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.83,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,38.0,0,,11077.0,0.0,0.0,
285,44.0,5.0,第2节,第2节,3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,3.5,2.0,0.87,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,38.0,0,,11077.0,0.0,0.0,
286,44.0,5.0,第2节,第2节,-4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-4.5,2.0,0.8,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,38.0,0,,11077.0,0.0,0.0,
287,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.8,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,38.0,0,,11094.0,0.0,0.0,"0.70,0.26"
288,44.0,5.0,第2节,第2节,4.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,4.5,2.0,0.8,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,18.0,0,,21077.0,0.0,0.0,
289,44.0,5.0,第2节,第2节,-3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-3.5,2.0,0.83,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,18.0,0,,21077.0,0.0,0.0,
290,44.0,5.0,第2节,第2节,3.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,3.5,2.0,0.83,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,18.0,0,,21077.0,0.0,0.0,
291,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,18.0,0,,21077.0,0.0,0.0,
292,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,3.0,7.0,10.0,4.0,3.0,76.9,33.0,30.0,0.0,1,3.0,10.0,0,,21077.0,0.0,0.0,
293,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,33.0,36.0,0.0,1,3.0,10.0,0,,21075.0,0.0,0.0,"0.35,0.41"
294,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,10.0,0,,11077.0,0.0,0.0,
295,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,4.0,0,,11077.0,0.0,0.0,
296,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,4.0,0,,11077.0,0.0,0.0,
297,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,11077.0,0.0,0.0,
298,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.87,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,21077.0,0.0,0.0,
299,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.8,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,11077.0,0.0,0.0,
300,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,11077.0,0.0,0.0,
301,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,21077.0,0.0,0.0,
302,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.87,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,21077.0,0.0,0.0,
303,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.8,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,11077.0,0.0,0.0,
304,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,11077.0,0.0,0.0,
305,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,11081.0,0.0,0.0,
306,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.8,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,11081.0,0.0,0.0,
307,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.87,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,3.0,11.0,0,,11094.0,0.0,0.0,"0.62,0.43"
308,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.87,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,2.0,56.0,0,,21077.0,0.0,0.0,
309,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,2.0,56.0,0,,21077.0,0.0,0.0,
310,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,2.0,56.0,0,,21077.0,0.0,0.0,
311,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.87,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,2.0,56.0,0,,21077.0,0.0,0.0,
312,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.8,,1.0,4.0,7.0,10.0,4.0,3.0,76.9,36.0,30.0,0.0,1,2.0,47.0,0,,21077.0,0.0,0.0,
313,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.8,,1.0,5.0,7.0,10.0,4.0,3.0,76.9,36.0,39.0,0.0,1,2.0,47.0,0,,21075.0,0.0,0.0,"0.28,0.41"
314,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.8,,1.0,5.0,7.0,10.0,4.0,3.0,76.9,39.0,30.0,0.0,1,2.0,47.0,0,,11077.0,0.0,0.0,
315,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.77,,1.0,5.0,7.0,10.0,4.0,3.0,76.9,39.0,30.0,0.0,1,2.0,47.0,0,,11077.0,0.0,0.0,
316,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.91,,1.0,5.0,7.0,10.0,4.0,3.0,76.9,39.0,30.0,0.0,1,2.0,35.0,0,,11077.0,0.0,0.0,
317,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.71,,1.0,5.0,7.0,10.0,4.0,3.0,76.9,39.0,30.0,0.0,1,2.0,35.0,0,,11077.0,0.0,0.0,
318,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,1.0,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,30.0,0.0,1,2.0,35.0,0,,21086.0,0.0,0.0,
319,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,1.0,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,30.0,0.0,1,2.0,25.0,0,,11077.0,0.0,0.0,
320,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,1.0,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,30.0,0.0,1,2.0,25.0,0,,11074.0,0.0,0.0,"0.92,0.53"
321,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,1.0,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,2.0,25.0,0,,21077.0,0.0,0.0,
322,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,2.0,25.0,0,,21077.0,0.0,0.0,
323,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,2.0,25.0,0,,21077.0,0.0,0.0,
324,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.91,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,2.0,25.0,0,,21095.0,0.0,0.0,"1.00,0.50"
325,44.0,5.0,第2节,第2节,-2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-2.5,2.0,0.91,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,2.0,23.0,0,,11077.0,0.0,0.0,
326,44.0,5.0,第2节,第2节,2.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,2.5,2.0,0.77,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,2.0,23.0,0,,21077.0,0.0,0.0,
327,44.0,5.0,第2节,第2节,-1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,-1.5,2.0,0.83,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,2.0,23.0,0,,21077.0,0.0,0.0,
328,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,2.0,21.0,0,,21077.0,0.0,0.0,
329,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,21.0,0,,21077.0,0.0,0.0,
330,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.83,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,57.0,0,,21077.0,0.0,0.0,
331,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.87,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,57.0,0,,11077.0,0.0,0.0,
332,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.8,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,11077.0,0.0,0.0,
333,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,1.0,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,11077.0,0.0,0.0,
334,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.71,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,21077.0,0.0,0.0,
335,44.0,5.0,第2节,第2节,1.5,9.5,0.83,-9.5,0.83,149.5,0.83,149.5,0.83,1.5,2.0,0.91,,1.0,5.0,7.0,10.0,4.0,4.0,76.9,39.0,32.0,0.0,1,1.0,38.0,0,,21077.0,0.0,0.0,
