,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
237,,,第2节,第2节,-6.5,0.8,6.5,0.83,147.5,0.83,147.5,0.83,-6.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,31.0,1.0,20180717142056.0,1015,,0.0,0.0
238,,,第2节,第2节,-6.5,0.8,6.5,0.87,147.5,0.83,147.5,0.83,6.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,31.0,1.0,20180717142056.0,1015,,0.0,0.0
239,,,第2节,第2节,-6.5,0.8,6.5,0.87,146.5,0.83,147.5,0.83,146.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,31.0,1.0,20180717142056.0,1015,,0.0,0.0
240,,,第2节,第2节,-6.5,0.8,6.5,0.87,146.5,0.8,146.5,0.87,146.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,23.0,1.0,20180717142105.0,1015,,0.0,0.0
241,,,第2节,第2节,-6.5,0.8,6.5,0.87,145.5,0.83,146.5,0.83,145.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,15.0,1.0,20180717142113.0,1015,,0.0,0.0
242,,,第2节,第2节,-6.5,0.8,6.5,0.87,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142119.0,1015,,0.0,0.0
243,,,第2节,第2节,-6.5,0.87,6.5,0.87,146.5,0.83,145.5,0.83,146.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142121.0,1015,,0.0,0.0
244,,,第2节,第2节,-6.5,0.87,6.5,0.8,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142121.0,1015,,0.0,0.0
245,,,第2节,第2节,-6.5,0.87,6.5,0.8,147.5,0.83,146.5,0.83,147.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142121.0,1015,,0.0,0.0
246,,,第2节,第2节,-5.5,0.87,6.5,0.8,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,18.0,16.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142144.0,1015,,0.0,0.0
247,,,第2节,第2节,-5.5,0.8,5.5,0.8,147.5,0.83,147.5,0.83,-5.5,3,1,1,4,57,57,31,29,18.0,16.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142144.0,1015,,0.0,0.0
248,,,第2节,第2节,-5.5,0.8,5.5,0.87,147.5,0.8,147.5,0.83,5.5,3,1,1,4,57,57,31,29,18.0,16.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142144.0,1015,,0.0,0.0
249,,,第2节,第2节,-5.5,0.8,5.5,0.87,148.5,0.8,147.5,0.87,148.5,3,1,1,4,57,57,31,29,18.0,16.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142144.0,1015,,0.0,1.75
250,,,第2节,第2节,-5.5,0.83,5.5,0.83,148.5,0.8,148.5,0.87,148.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,8.0,1~GD,8.0,0.0,20180717142157.0,1015,,0.0,1.75
251,,,第2节,第2节,-5.5,0.83,5.5,0.83,147.5,0.83,148.5,0.83,147.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,8.0,1~GD,8.0,1.0,20180717142201.0,1015,,0.0,0.0
252,,,第2节,第2节,-5.5,0.83,5.5,0.83,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,8.0,1~GD,0.0,0.0,20180717142209.0,1015,,0.0,0.0
253,,,第2节,第2节,-5.5,0.83,5.5,0.83,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,8.0,1~GD,0.0,0.0,20180717142211.0,1015,,0.0,0.0
254,,,第2节,第2节,-5.5,0.83,5.5,0.83,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,8.0,1~GD,0.0,0.0,20180717142212.0,1015,,0.0,0.0
255,,,第2节,第2节,-5.5,0.83,5.5,0.83,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,58.0,0.0,20180717142218.0,1015,,0.0,0.0
256,,,第2节,第2节,-5.5,0.83,5.5,0.83,146.5,0.83,147.5,0.83,146.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,58.0,1.0,20180717142237.0,1015,,0.0,0.0
257,,,第2节,第2节,-5.5,0.83,5.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,50.0,1.0,20180717142245.0,1015,,0.0,0.0
258,,,第2节,第2节,-5.5,0.83,5.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,45.0,0.0,20180717142250.0,1015,,0.0,0.0
259,,,第2节,第2节,-5.5,0.83,5.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,45.0,0.0,20180717142255.0,1015,,0.0,0.0
260,,,第2节,第2节,-5.5,0.83,5.5,0.83,145.5,0.83,146.5,0.83,145.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,45.0,1.0,20180717142307.0,1015,,0.0,0.0
261,,,第2节,第2节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,37.0,1.0,20180717142315.0,1015,,0.0,0.0
262,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,145.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,37.0,1.0,20180717142315.0,1015,,0.0,0.0
263,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,29.0,1.0,20180717142323.0,1015,,0.0,0.0
264,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,27.0,0.0,20180717142324.0,1015,,0.0,0.0
265,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,27.0,0.0,20180717142327.0,1015,,0.0,0.0
266,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,27.0,0.0,20180717142330.0,1015,,0.0,0.0
267,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,27.0,0.0,20180717142331.0,1015,,0.0,0.0
268,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,27.0,1.0,20180717142348.0,1015,,0.0,0.0
269,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,27.0,1.0,20180717142349.0,1015,,0.0,0.0
270,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,0.0,20180717142351.0,1015,,0.0,0.0
271,,,第2节,第2节,-5.5,0.83,5.5,0.83,145.5,0.83,144.5,0.83,145.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,0.0,20180717142353.0,1015,,0.0,0.0
272,,,第2节,第2节,-6.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,0.0,20180717142359.0,1015,,0.0,0.0
273,,,第2节,第2节,-6.5,0.87,6.5,0.83,145.5,0.83,145.5,0.83,-6.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,0.0,20180717142359.0,1015,,0.0,0.0
274,44.0,5.0,第2节,第2节,-6.5,0.87,6.5,0.8,145.5,0.83,145.5,0.83,6.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,0.0,20180717142402.0,1015,,0.0,0.0
275,44.0,5.0,第2节,第2节,-6.5,0.87,6.5,0.8,144.5,0.87,145.5,0.8,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,0.0,20180717142403.0,1015,,0.0,0.0
276,,,第2节,第2节,-5.5,0.87,6.5,0.8,144.5,0.87,144.5,0.8,144.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,0.0,20180717142540.0,1015,,0.0,0.0
277,,,第2节,第2节,-5.5,0.83,5.5,0.8,144.5,0.87,144.5,0.8,-5.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,0.0,20180717142540.0,1015,,0.0,0.0
278,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,5.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,1.0,20180717142553.0,1015,,0.0,0.0
279,,,第2节,第2节,-5.5,0.83,5.5,0.83,144.5,0.83,144.5,0.83,5.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,24.0,1.0,20180717142555.0,1015,,0.0,1.75
280,,,第2节,第2节,-5.5,0.87,5.5,0.8,143.5,0.83,144.5,0.83,143.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,22.0,1.0,20180717142556.0,1015,,0.0,1.75
281,,,第2节,第2节,-5.5,0.87,5.5,0.8,143.5,0.83,143.5,0.83,143.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,14.0,1.0,20180717142604.0,1015,,0.0,0.0
282,,,第2节,第2节,-5.5,0.83,5.5,0.83,145.5,0.83,143.5,0.83,145.5,3,1,1,4,57,57,31,29,18.0,17.0,0.0,0.0,0,7.0,1~GD,13.0,1.0,20180717142605.0,1015,,0.0,0.0
283,,,第2节,第2节,-7.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,7.0,1~GD,9.0,1.0,20180717142609.0,1015,,0.0,0.0
284,,,第2节,第2节,-7.5,0.87,7.5,0.83,145.5,0.83,145.5,0.83,-7.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,7.0,1~GD,9.0,1.0,20180717142609.0,1015,,0.0,0.0
285,,,第2节,第2节,-6.5,0.87,7.5,0.8,145.5,0.83,145.5,0.83,7.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,7.0,1~GD,7.0,1.0,20180717142611.0,1015,,0.0,0.0
286,,,第2节,第2节,-6.5,0.83,6.5,0.8,145.5,0.83,145.5,0.83,-6.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,7.0,1~GD,7.0,1.0,20180717142611.0,1015,,0.0,0.0
287,,,第2节,第2节,-6.5,0.83,6.5,0.83,145.5,0.83,145.5,0.83,6.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,7.0,1~GD,7.0,1.0,20180717142611.0,1015,,0.0,0.0
288,,,第2节,第2节,-6.5,0.83,6.5,0.83,144.5,0.83,145.5,0.83,144.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,7.0,1~GD,7.0,1.0,20180717142611.0,1015,,0.0,0.0
289,,,第2节,第2节,-6.5,0.83,6.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,6.0,1~GD,59.0,1.0,20180717142619.0,1015,,0.0,0.0
290,,,第2节,第2节,-7.5,0.87,7.5,0.83,144.5,0.83,144.5,0.83,-7.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,6.0,1~GD,58.0,1.0,20180717142621.0,1015,,0.0,0.0
291,,,第2节,第2节,-7.5,0.87,7.5,0.8,144.5,0.8,144.5,0.87,7.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,6.0,1~GD,50.0,1.0,20180717142629.0,1015,,0.0,0.0
292,,,第2节,第2节,-7.5,0.87,7.5,0.8,143.5,0.83,144.5,0.83,143.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,6.0,1~GD,50.0,1.0,20180717142629.0,1015,,0.0,0.0
293,,,第2节,第2节,-7.5,0.87,7.5,0.8,143.5,0.83,143.5,0.83,143.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,6.0,1~GD,44.0,0.0,20180717142635.0,1015,,0.0,0.0
294,,,第2节,第2节,-7.5,0.87,7.5,0.8,144.5,0.83,143.5,0.83,144.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,6.0,1~GD,44.0,0.0,20180717142636.0,1015,,0.0,0.0
295,,,第2节,第2节,-7.5,0.83,7.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,6.0,1~GD,44.0,0.0,20180717142638.0,1015,,0.0,0.0
296,,,第2节,第2节,-7.5,0.83,7.5,0.83,145.5,0.83,144.5,0.83,145.5,3,1,1,4,57,57,31,29,20.0,17.0,0.0,0.0,0,6.0,1~GD,44.0,0.0,20180717142639.0,1015,,0.0,0.0
297,,,第2节,第2节,-8.5,0.83,7.5,0.83,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,21.0,17.0,0.0,0.0,0,6.0,1~GD,44.0,0.0,20180717142702.0,1015,,0.0,0.0
298,,,第2节,第2节,-8.5,0.87,8.5,0.83,145.5,0.83,145.5,0.83,-8.5,3,1,1,4,57,57,31,29,21.0,17.0,0.0,0.0,0,6.0,1~GD,44.0,0.0,20180717142702.0,1015,,0.0,0.0
299,,,第2节,第2节,-8.5,0.83,8.5,0.8,145.5,0.87,145.5,0.8,8.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,44.0,0.0,20180717142716.0,1015,,0.0,0.0
300,,,第2节,第2节,-8.5,0.83,8.5,0.83,145.5,0.83,145.5,0.83,8.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,44.0,1.0,20180717142718.0,1015,,0.0,0.0
301,,,第2节,第2节,-8.5,0.83,8.5,0.83,145.5,0.8,145.5,0.87,8.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,36.0,1.0,20180717142727.0,1015,,0.0,0.0
302,,,第2节,第2节,-8.5,0.83,8.5,0.83,145.5,0.8,145.5,0.87,8.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,34.0,0.0,20180717142730.0,1015,,0.0,0.0
303,,,第2节,第2节,-8.5,0.83,8.5,0.83,144.5,0.83,145.5,0.83,144.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,34.0,1.0,20180717142747.0,1015,,0.0,0.0
304,,,第2节,第2节,-8.5,0.83,8.5,0.83,144.5,0.8,144.5,0.87,144.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,26.0,1.0,20180717142756.0,1015,,0.0,0.0
305,,,第2节,第2节,-8.5,0.83,8.5,0.83,144.5,0.8,144.5,0.87,144.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,22.0,0.0,20180717142800.0,1015,,0.0,0.0
306,,,第2节,第2节,-8.5,0.83,8.5,0.83,143.5,0.83,144.5,0.83,143.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,22.0,0.0,20180717142801.0,1015,,0.0,0.0
307,,,第2节,第2节,-8.5,0.83,8.5,0.83,143.5,0.83,143.5,0.83,143.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,17.0,0.0,20180717142804.0,1015,,0.0,0.0
308,,,第2节,第2节,-8.5,0.83,8.5,0.83,143.5,0.8,143.5,0.87,143.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,17.0,1.0,20180717142813.0,1015,,0.0,0.0
309,,,第2节,第2节,-8.5,0.87,8.5,0.8,142.5,0.87,143.5,0.8,142.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,9.0,1.0,20180717142821.0,1015,,0.0,0.0
310,,,第2节,第2节,-8.5,0.87,8.5,0.8,142.5,0.87,142.5,0.8,142.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,7.0,0.0,20180717142823.0,1015,,0.0,0.0
311,,,第2节,第2节,-8.5,0.87,8.5,0.8,142.5,0.87,142.5,0.8,142.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,7.0,0.0,20180717142824.0,1015,,0.0,0.0
312,,,第2节,第2节,-8.5,0.87,8.5,0.8,142.5,0.83,142.5,0.83,142.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,6.0,1~GD,7.0,1.0,20180717142833.0,1015,,0.0,0.0
313,,,第2节,第2节,-8.5,0.87,8.5,0.8,141.5,0.83,142.5,0.83,141.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,5.0,1~GD,59.0,1.0,20180717142842.0,1015,,0.0,0.0
314,,,第2节,第2节,-8.5,0.87,8.5,0.8,141.5,0.8,141.5,0.87,141.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,5.0,1~GD,53.0,1.0,20180717142847.0,1015,,0.0,0.0
315,,,第2节,第2节,-8.5,0.83,8.5,0.83,140.5,0.83,141.5,0.83,140.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,5.0,1~GD,46.0,1.0,20180717142854.0,1015,,0.0,0.0
316,,,第2节,第2节,-8.5,0.83,8.5,0.83,140.5,0.83,140.5,0.83,140.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,5.0,1~GD,38.0,1.0,20180717142902.0,1015,,0.0,0.0
317,,,第2节,第2节,-8.5,0.83,8.5,0.83,143.5,0.83,140.5,0.83,143.5,3,1,1,4,57,57,31,29,22.0,17.0,0.0,0.0,0,5.0,1~GD,38.0,1.0,20180717142902.0,1015,,0.0,0.0
318,,,第2节,第2节,-11.5,0.83,8.5,0.83,143.5,0.83,143.5,0.83,143.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,35.0,1.0,20180717142905.0,1015,,0.0,0.0
319,,,第2节,第2节,-11.5,0.83,11.5,0.83,143.5,0.83,143.5,0.83,-11.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,35.0,1.0,20180717142905.0,1015,,0.0,0.0
320,,,第2节,第2节,-10.5,0.83,11.5,0.83,143.5,0.83,143.5,0.83,11.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,33.0,1.0,20180717142907.0,1015,,0.0,0.0
321,,,第2节,第2节,-10.5,0.83,10.5,0.83,143.5,0.83,143.5,0.83,-10.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,33.0,1.0,20180717142907.0,1015,,0.0,0.0
322,,,第2节,第2节,-10.5,0.83,10.5,0.83,143.5,0.8,143.5,0.87,10.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,25.0,1.0,20180717142916.0,1015,,0.0,0.0
323,,,第2节,第2节,-10.5,0.83,10.5,0.83,142.5,0.83,143.5,0.83,142.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,25.0,1.0,20180717142916.0,1015,,0.0,0.0
324,,,第2节,第2节,-10.5,0.83,10.5,0.83,142.5,0.83,142.5,0.83,142.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,22.0,0.0,20180717142919.0,1015,,0.0,0.0
325,,,第2节,第2节,-10.5,0.83,10.5,0.83,142.5,0.83,142.5,0.83,142.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,22.0,0.0,20180717142921.0,1015,,0.0,0.0
326,,,第2节,第2节,-10.5,0.83,10.5,0.83,142.5,0.83,142.5,0.83,142.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,22.0,0.0,20180717142930.0,1015,,0.0,0.0
327,,,第2节,第2节,-10.5,0.83,10.5,0.83,142.5,0.83,142.5,0.83,142.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,20.0,0.0,20180717142934.0,1015,,0.0,0.0
328,,,第2节,第2节,-10.5,0.83,10.5,0.83,141.5,0.87,142.5,0.8,141.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,20.0,1.0,20180717142945.0,1015,,0.0,0.0
329,,,第2节,第2节,-10.5,0.83,10.5,0.83,141.5,0.83,141.5,0.83,141.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,12.0,1.0,20180717142953.0,1015,,0.0,0.0
330,,,第2节,第2节,-10.5,0.83,10.5,0.83,140.5,0.83,141.5,0.83,140.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,5.0,1~GD,3.0,1.0,20180717143001.0,1015,,0.0,0.0
331,,,第2节,第2节,-10.5,0.83,10.5,0.83,140.5,0.87,140.5,0.83,140.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,4.0,1~GD,55.0,1.0,20180717143009.0,1015,,0.0,0.0
332,,,第2节,第2节,-10.5,0.83,10.5,0.83,143.5,0.87,140.5,0.8,143.5,3,1,1,4,57,57,31,29,25.0,17.0,0.0,0.0,0,4.0,1~GD,55.0,1.0,20180717143009.0,1015,,0.0,0.0
333,,,第2节,第2节,-8.5,0.83,10.5,0.83,143.5,0.87,143.5,0.8,143.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,50.0,1.0,20180717143014.0,1015,,0.0,0.0
334,,,第2节,第2节,-8.5,0.87,8.5,0.83,143.5,0.87,143.5,0.8,-8.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,50.0,1.0,20180717143014.0,1015,,0.0,0.0
335,,,第2节,第2节,-8.5,0.83,8.5,0.8,143.5,0.83,143.5,0.83,8.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,48.0,1.0,20180717143016.0,1015,,0.0,0.0
336,,,第2节,第2节,-8.5,0.83,8.5,0.83,143.5,0.8,143.5,0.87,8.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,40.0,1.0,20180717143024.0,1015,,0.0,0.0
337,,,第2节,第2节,-8.5,0.83,8.5,0.83,142.5,0.87,143.5,0.8,142.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,40.0,1.0,20180717143024.0,1015,,0.0,0.0
338,,,第2节,第2节,-8.5,0.83,8.5,0.83,142.5,0.87,142.5,0.8,142.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143028.0,1015,,0.0,0.0
339,,,第2节,第2节,-8.5,0.83,8.5,0.83,143.5,0.87,142.5,0.8,143.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143032.0,1015,,0.0,0.0
340,,,第2节,第2节,-9.5,0.83,8.5,0.83,143.5,0.87,143.5,0.8,143.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143033.0,1015,,0.0,0.0
341,,,第2节,第2节,-9.5,0.87,9.5,0.83,143.5,0.87,143.5,0.8,-9.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143033.0,1015,,0.0,0.0
342,,,第2节,第2节,-8.5,0.87,9.5,0.8,143.5,0.83,143.5,0.83,9.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143100.0,1015,,0.0,0.0
343,,,第2节,第2节,-8.5,0.83,8.5,0.8,143.5,0.83,143.5,0.83,-8.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143100.0,1015,,0.0,0.0
344,,,第2节,第2节,-8.5,0.83,8.5,0.83,143.5,0.8,143.5,0.83,8.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143100.0,1015,,0.0,0.0
345,,,第2节,第2节,-8.5,0.83,8.5,0.83,144.5,0.8,143.5,0.87,144.5,3,1,1,4,57,57,31,29,25.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143100.0,1015,,0.0,0.0
346,,,第2节,第2节,-9.5,0.83,8.5,0.83,144.5,0.8,144.5,0.87,144.5,3,1,1,4,57,57,31,29,26.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143114.0,1015,,0.0,0.0
347,,,第2节,第2节,-9.5,0.83,9.5,0.83,144.5,0.8,144.5,0.87,-9.5,3,1,1,4,57,57,31,29,26.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,0.0,20180717143114.0,1015,,0.0,0.0
348,,,第2节,第2节,-8.5,0.83,9.5,0.83,144.5,0.8,144.5,0.87,9.5,3,1,1,4,57,57,31,29,26.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,1.0,20180717143127.0,1015,,0.0,0.0
349,,,第2节,第2节,-8.5,0.8,8.5,0.83,144.5,0.8,144.5,0.87,-8.5,3,1,1,4,57,57,31,29,26.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,1.0,20180717143127.0,1015,,0.0,0.0
350,,,第2节,第2节,-8.5,0.8,8.5,0.87,144.5,0.83,144.5,0.87,8.5,3,1,1,4,57,57,31,29,26.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,1.0,20180717143127.0,1015,,0.0,0.0
351,,,第2节,第2节,-8.5,0.8,8.5,0.87,143.5,0.83,144.5,0.83,143.5,3,1,1,4,57,57,31,29,26.0,20.0,0.0,0.0,0,4.0,1~GD,36.0,1.0,20180717143127.0,1015,,0.0,0.0
