,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
118,,,,,-10.5,0.83,10.5,0.83,153.5,0.8,153.5,0.87,153.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,47.0,0.0,20180717140855.0,1015,,0.0,0.0
119,,,,,-10.5,0.83,10.5,0.83,153.5,0.8,153.5,0.87,153.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,47.0,0.0,20180717140858.0,1015,,0.0,0.0
120,,,,,-10.5,0.83,10.5,0.83,153.5,0.8,153.5,0.87,153.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,47.0,0.0,20180717140859.0,1015,,0.0,0.0
121,,,,,-10.5,0.83,10.5,0.83,153.5,0.8,153.5,0.87,153.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,47.0,0.0,20180717140905.0,1015,,0.0,0.0
122,,,,,-10.5,0.83,10.5,0.83,152.5,0.83,153.5,0.83,152.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,47.0,1.0,20180717140921.0,1015,,0.0,0.0
123,,,,,-10.5,0.83,10.5,0.83,152.5,0.83,152.5,0.83,152.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,39.0,1.0,20180717140929.0,1015,,0.0,0.0
124,,,,,-10.5,0.83,10.5,0.83,151.5,0.83,152.5,0.83,151.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,39.0,1.0,20180717140929.0,1015,,0.0,0.0
125,,,,,-10.5,0.83,10.5,0.83,151.5,0.87,151.5,0.83,151.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,31.0,1.0,20180717140937.0,1015,,0.0,0.0
126,,,,,-10.5,0.83,10.5,0.83,150.5,0.87,151.5,0.8,150.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,31.0,1.0,20180717140937.0,1015,,0.0,0.0
127,,,,,-10.5,0.83,10.5,0.83,150.5,0.83,150.5,0.83,150.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,23.0,1.0,20180717140945.0,1015,,0.0,0.0
128,,,,,-10.5,0.87,10.5,0.8,149.5,0.87,150.5,0.8,149.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,20.0,1.0,20180717140948.0,1015,,0.0,0.0
129,,,,,-10.5,0.87,10.5,0.8,149.5,0.87,149.5,0.8,149.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,12.0,1.0,20180717140956.0,1015,,0.0,0.0
130,,,,,-10.5,0.83,10.5,0.83,149.5,0.83,149.5,0.83,149.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,12.0,1.0,20180717140957.0,1015,,0.0,0.0
131,,,,,-10.5,0.83,10.5,0.83,148.5,0.83,149.5,0.83,148.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,3.0,1~GD,4.0,1.0,20180717141005.0,1015,,0.0,0.0
132,,,,,-10.5,0.83,10.5,0.83,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,2.0,1~GD,58.0,0.0,20180717141010.0,1015,,0.0,0.0
133,,,,,-10.5,0.83,10.5,0.83,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,2.0,1~GD,58.0,0.0,20180717141013.0,1015,,0.0,0.0
134,,,,,-10.5,0.83,10.5,0.83,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,2.0,1~GD,58.0,0.0,20180717141019.0,1015,,0.0,0.0
135,,,,,-10.5,0.83,10.5,0.83,148.5,0.8,148.5,0.87,148.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,2.0,1~GD,58.0,1.0,20180717141039.0,1015,,0.0,0.0
136,,,,,-10.5,0.83,10.5,0.83,150.5,0.83,148.5,0.83,150.5,3,1,1,4,57,57,31,29,11.0,5.0,0.0,0.0,0,2.0,1~GD,50.0,1.0,20180717141047.0,1015,,0.0,0.0
137,,,,,-11.5,0.83,10.5,0.83,150.5,0.83,150.5,0.83,150.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,48.0,1.0,20180717141049.0,1015,,0.0,0.0
138,,,,,-11.5,0.8,11.5,0.83,150.5,0.83,150.5,0.83,-11.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,48.0,1.0,20180717141049.0,1015,,0.0,0.0
139,,,,,-11.5,0.83,11.5,0.87,150.5,0.83,150.5,0.83,11.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,46.0,1.0,20180717141051.0,1015,,0.0,0.0
140,,,,,-11.5,0.83,11.5,0.83,149.5,0.83,150.5,0.83,149.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,46.0,1.0,20180717141051.0,1015,,0.0,0.0
141,,,,,-11.5,0.83,11.5,0.83,149.5,0.83,149.5,0.83,149.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,38.0,1.0,20180717141059.0,1015,,0.0,0.0
142,,,,,-11.5,0.8,11.5,0.87,148.5,0.83,149.5,0.83,148.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,34.0,1.0,20180717141103.0,1015,,0.0,0.0
143,,,,,-11.5,0.8,11.5,0.87,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,30.0,0.0,20180717141107.0,1015,,0.0,0.0
144,,,,,-11.5,0.8,11.5,0.87,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,30.0,0.0,20180717141108.0,1015,,0.0,0.0
145,,,,,-11.5,0.8,11.5,0.87,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,28.0,0.0,20180717141123.0,1015,,0.0,0.0
146,,,,,-11.5,0.8,11.5,0.87,147.5,0.87,148.5,0.8,147.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,28.0,1.0,20180717141124.0,1015,,0.0,0.0
147,,,,,-11.5,0.8,11.5,0.87,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,20.0,1.0,20180717141132.0,1015,,0.0,0.0
148,,,,,-11.5,0.8,11.5,0.87,146.5,0.83,147.5,0.83,146.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,12.0,1.0,20180717141140.0,1015,,0.0,0.0
149,,,,,-11.5,0.8,11.5,0.87,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,6.0,1.0,20180717141145.0,1015,,0.0,0.0
150,,,,,-11.5,0.8,11.5,0.87,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141149.0,1015,,0.0,0.0
151,,,,,-11.5,0.8,11.5,0.87,147.5,0.83,146.5,0.83,147.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141152.0,1015,,0.0,0.0
152,,,,,-12.5,0.8,11.5,0.87,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141154.0,1015,,0.0,0.0
153,,,,,-12.5,0.8,12.5,0.87,147.5,0.83,147.5,0.83,-12.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141154.0,1015,,0.0,0.0
154,,,,,-12.5,0.8,12.5,0.87,147.5,0.83,147.5,0.83,12.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141155.0,1015,,0.0,0.0
155,,,,,-12.5,0.8,12.5,0.87,146.5,0.83,147.5,0.83,146.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141155.0,1015,,0.0,0.0
156,,,,,-12.5,0.83,12.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141216.0,1015,,0.0,0.0
157,,,,,-12.5,0.83,12.5,0.83,147.5,0.83,146.5,0.83,147.5,3,1,1,4,57,57,31,29,13.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141216.0,1015,,0.0,0.0
158,,,,,-12.5,0.83,12.5,0.83,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,14.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,0.0,20180717141234.0,1015,,0.0,0.0
159,,,,,-12.5,0.83,12.5,0.83,146.5,0.87,147.5,0.8,146.5,3,1,1,4,57,57,31,29,14.0,5.0,0.0,0.0,0,2.0,1~GD,2.0,1.0,20180717141246.0,1015,,0.0,0.0
160,,,,,-12.5,0.83,12.5,0.83,146.5,0.83,146.5,0.8,146.5,3,1,1,4,57,57,31,29,14.0,5.0,0.0,0.0,0,1.0,1~GD,54.0,1.0,20180717141254.0,1015,,0.0,0.0
161,,,,,-12.5,0.83,12.5,0.83,150.5,0.83,146.5,0.83,150.5,3,1,1,4,57,57,31,29,14.0,5.0,0.0,0.0,0,1.0,1~GD,54.0,1.0,20180717141254.0,1015,,0.0,0.0
162,,,,,-9.5,0.83,12.5,0.83,150.5,0.83,150.5,0.83,150.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,47.0,1.0,20180717141301.0,1015,,0.0,0.0
163,,,,,-9.5,0.8,9.5,0.83,150.5,0.83,150.5,0.83,-9.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,47.0,1.0,20180717141301.0,1015,,0.0,0.0
164,,,,,-10.5,0.8,9.5,0.87,150.5,0.8,150.5,0.87,9.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,45.0,1.0,20180717141303.0,1015,,0.0,0.0
165,,,,,-10.5,0.87,10.5,0.87,150.5,0.8,150.5,0.87,-10.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,45.0,1.0,20180717141303.0,1015,,0.0,0.0
166,,,,,-10.5,0.87,10.5,0.8,150.5,0.83,150.5,0.87,10.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,45.0,1.0,20180717141303.0,1015,,0.0,0.0
167,,,,,-10.5,0.87,10.5,0.8,149.5,0.83,150.5,0.83,149.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,45.0,1.0,20180717141303.0,1015,,0.0,0.0
168,,,,,-10.5,0.87,10.5,0.8,149.5,0.83,149.5,0.83,149.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,37.0,1.0,20180717141312.0,1015,,0.0,0.0
169,,,,,-10.5,0.87,10.5,0.8,148.5,0.83,149.5,0.83,148.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,37.0,1.0,20180717141312.0,1015,,0.0,0.0
170,,,,,-10.5,0.87,10.5,0.8,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,31.0,0.0,20180717141317.0,1015,,0.0,0.0
171,,,,,-10.5,0.87,10.5,0.8,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,31.0,1.0,20180717141333.0,1015,,0.0,0.0
172,,,,,-10.5,0.87,10.5,0.8,148.5,0.83,148.5,0.83,148.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,29.0,0.0,20180717141334.0,1015,,0.0,0.0
173,,,,,-10.5,0.87,10.5,0.8,147.5,0.87,148.5,0.8,147.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,29.0,1.0,20180717141350.0,1015,,0.0,0.0
174,,,,,-10.5,0.87,10.5,0.8,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,21.0,1.0,20180717141358.0,1015,,0.0,0.0
175,,,,,-10.5,0.87,10.5,0.8,147.5,0.8,147.5,0.87,147.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,13.0,1.0,20180717141406.0,1015,,0.0,0.0
176,,,,,-9.5,0.83,9.5,0.8,147.5,0.8,147.5,0.87,-9.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,11.0,1.0,20180717141409.0,1015,,0.0,0.0
177,,,,,-9.5,0.83,9.5,0.83,147.5,0.87,147.5,0.87,9.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,11.0,1.0,20180717141409.0,1015,,0.0,0.0
178,,,,,-9.5,0.83,9.5,0.83,146.5,0.87,147.5,0.8,146.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,11.0,1.0,20180717141409.0,1015,,0.0,0.0
179,,,,,-9.5,0.83,9.5,0.83,146.5,0.87,146.5,0.8,146.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,9.0,0.0,20180717141411.0,1015,,0.0,0.0
180,,,,,-9.5,0.83,9.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,9.0,0.0,20180717141412.0,1015,,0.0,0.0
181,,,,,-9.5,0.83,9.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,7.0,0.0,20180717141415.0,1015,,0.0,0.0
182,,,,,-9.5,0.83,9.5,0.83,146.5,0.8,146.5,0.87,146.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,1.0,1~GD,7.0,1.0,20180717141428.0,1015,,0.0,0.0
183,,,,,-9.5,0.83,9.5,0.83,145.5,0.83,146.5,0.83,145.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,0.0,1~GD,59.0,1.0,20180717141436.0,1015,,0.0,0.0
184,,,,,-9.5,0.83,9.5,0.83,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,0.0,1~GD,51.0,1.0,20180717141444.0,1015,,0.0,0.0
185,,,,,-9.5,0.83,9.5,0.83,144.5,0.83,145.5,0.83,144.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,0.0,1~GD,51.0,1.0,20180717141444.0,1015,,0.0,0.0
186,,,,,-9.5,0.83,9.5,0.83,144.5,0.83,144.5,0.83,144.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,0.0,1~GD,43.0,1.0,20180717141452.0,1015,,0.0,0.0
187,,,,,-9.5,0.83,9.5,0.83,143.5,0.83,144.5,0.83,143.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,0.0,1~GD,39.0,1.0,20180717141454.0,1015,,0.0,0.0
188,,,,,-9.5,0.83,9.5,0.83,143.5,0.83,143.5,0.83,143.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,0.0,1~GD,31.0,1.0,20180717141503.0,1015,,0.0,0.0
189,,,,,-9.5,0.83,9.5,0.83,147.5,0.83,143.5,0.83,147.5,3,1,1,4,57,57,31,29,14.0,8.0,0.0,0.0,0,0.0,1~GD,31.0,1.0,20180717141503.0,1015,,0.0,0.0
190,,,,,-7.5,0.83,9.5,0.83,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,14.0,11.0,0.0,0.0,0,0.0,1~GD,28.0,1.0,20180717141505.0,1015,,0.0,0.0
191,,,,,-7.5,0.83,7.5,0.83,147.5,0.83,147.5,0.83,-7.5,3,1,1,4,57,57,31,29,14.0,11.0,0.0,0.0,0,0.0,1~GD,28.0,1.0,20180717141505.0,1015,,0.0,0.0
192,,,,,-7.5,0.83,7.5,0.83,147.5,0.83,147.5,0.83,7.5,3,1,1,4,57,57,31,29,14.0,11.0,0.0,0.0,0,0.0,1~GD,27.0,1.0,20180717141507.0,1015,,0.0,0.0
193,,,,,-7.5,0.83,7.5,0.83,146.5,0.83,147.5,0.83,146.5,3,1,1,4,57,57,31,29,14.0,11.0,0.0,0.0,0,0.0,1~GD,27.0,1.0,20180717141507.0,1015,,0.0,0.0
194,,,,,-7.5,0.83,7.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,14.0,11.0,0.0,0.0,0,0.0,1~GD,19.0,1.0,20180717141515.0,1015,,0.0,0.0
195,,,,,-7.5,0.83,7.5,0.83,145.5,0.83,146.5,0.83,145.5,3,1,1,4,57,57,31,29,14.0,11.0,0.0,0.0,0,0.0,1~GD,19.0,1.0,20180717141515.0,1015,,0.0,0.0
196,,,,,-7.5,0.83,7.5,0.83,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,14.0,11.0,0.0,0.0,0,0.0,1~GD,11.0,1.0,20180717141523.0,1015,,0.0,0.0
197,,,,,-7.5,0.83,7.5,0.83,147.5,0.87,145.5,0.8,147.5,3,1,1,4,57,57,31,29,14.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,0.0,20180717141527.0,1015,,0.0,0.0
198,,,,,-9.5,0.83,7.5,0.83,147.5,0.87,147.5,0.8,147.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,0.0,20180717141528.0,1015,,0.0,0.0
199,,,,,-9.5,0.87,9.5,0.83,147.5,0.87,147.5,0.8,-9.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,0.0,20180717141528.0,1015,,0.0,0.0
200,,,,,-9.5,0.87,9.5,0.8,147.5,0.83,147.5,0.8,9.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,0.0,20180717141534.0,1015,,0.0,0.0
201,,,,,-9.5,0.87,9.5,0.8,148.5,0.83,147.5,0.83,148.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,0.0,20180717141534.0,1015,,0.0,0.0
202,,,,,-9.5,0.83,9.5,0.83,148.5,0.87,148.5,0.83,148.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,0.0,20180717141535.0,1015,,0.0,0.0
203,,,,,-9.5,0.83,9.5,0.83,147.5,0.87,148.5,0.8,147.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,0.0,20180717141535.0,1015,,0.0,0.0
204,,,,,-9.5,0.87,9.5,0.8,147.5,0.87,147.5,0.8,147.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,1.0,20180717141554.0,1015,,0.0,0.0
205,,,,,-8.5,0.8,8.5,0.8,147.5,0.87,147.5,0.8,-8.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,7.0,1.0,20180717141556.0,1015,,0.0,0.0
206,,,第2节,第2节,-8.5,0.8,8.5,0.87,147.5,0.83,147.5,0.83,8.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,0.0,1~GD,0.0,0.0,20180717141604.0,1015,,0.0,0.0
207,,,第2节,第2节,-8.5,0.8,8.5,0.87,147.5,0.83,147.5,0.83,8.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,10.0,1~GD,0.0,0.0,20180717141605.0,1015,,0.0,0.0
208,,,第2节,第2节,-8.5,0.8,8.5,0.87,147.5,0.83,147.5,0.83,8.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,10.0,1~GD,0.0,1.0,20180717141843.0,1015,,0.0,0.0
209,,,第2节,第2节,-8.5,0.8,8.5,0.87,146.5,0.83,147.5,0.83,146.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,9.0,1~GD,59.0,1.0,20180717141844.0,1015,,0.0,0.0
210,,,第2节,第2节,-8.5,0.8,8.5,0.87,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,9.0,1~GD,51.0,1.0,20180717141852.0,1015,,0.0,0.0
211,,,第2节,第2节,-8.5,0.8,8.5,0.87,145.5,0.87,146.5,0.8,145.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,9.0,1~GD,51.0,1.0,20180717141853.0,1015,,0.0,0.0
212,,,第2节,第2节,-8.5,0.8,8.5,0.87,145.5,0.8,145.5,0.8,145.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,9.0,1~GD,43.0,1.0,20180717141901.0,1015,,0.0,0.0
213,,,第2节,第2节,-8.5,0.8,8.5,0.87,148.5,0.8,145.5,0.87,148.5,3,1,1,4,57,57,31,29,16.0,11.0,0.0,0.0,0,9.0,1~GD,43.0,1.0,20180717141901.0,1015,,0.0,0.0
214,,,第2节,第2节,-7.5,0.8,8.5,0.87,148.5,0.8,148.5,0.87,148.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,38.0,1.0,20180717141905.0,1015,,0.0,0.0
215,,,第2节,第2节,-7.5,0.83,7.5,0.87,148.5,0.8,148.5,0.87,-7.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,38.0,1.0,20180717141905.0,1015,,0.0,0.0
216,,,第2节,第2节,-7.5,0.83,7.5,0.83,148.5,0.83,148.5,0.87,7.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,38.0,1.0,20180717141905.0,1015,,0.0,0.0
217,,,第2节,第2节,-7.5,0.83,7.5,0.83,147.5,0.83,148.5,0.83,147.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,38.0,1.0,20180717141905.0,1015,,0.0,0.0
218,,,第2节,第2节,-7.5,0.83,7.5,0.83,147.5,0.8,147.5,0.87,147.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,35.0,1.0,20180717141908.0,1015,,0.0,0.0
219,,,第2节,第2节,-7.5,0.83,7.5,0.83,146.5,0.83,147.5,0.83,146.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,27.0,1.0,20180717141916.0,1015,,0.0,0.0
220,,,第2节,第2节,-7.5,0.83,7.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,21.0,0.0,20180717141921.0,1015,,0.0,0.0
221,,,第2节,第2节,-7.5,0.83,7.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,21.0,0.0,20180717141923.0,1015,,0.0,0.0
222,,,第2节,第2节,-7.5,0.83,7.5,0.83,145.5,0.87,146.5,0.8,145.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,21.0,1.0,20180717141930.0,1015,,0.0,0.0
223,,,第2节,第2节,-7.5,0.83,7.5,0.83,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,13.0,1.0,20180717141938.0,1015,,0.0,0.0
224,,,第2节,第2节,-7.5,0.83,7.5,0.83,147.5,0.83,145.5,0.83,147.5,3,1,1,4,57,57,31,29,16.0,13.0,0.0,0.0,0,9.0,1~GD,5.0,1.0,20180717141946.0,1015,,0.0,0.0
225,,,第2节,第2节,-5.5,0.83,7.5,0.83,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,9.0,1~GD,3.0,1.0,20180717141948.0,1015,,0.0,0.0
226,,,第2节,第2节,-5.5,0.83,5.5,0.83,147.5,0.83,147.5,0.83,-5.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,9.0,1~GD,3.0,1.0,20180717141948.0,1015,,0.0,0.0
227,,,第2节,第2节,-5.5,0.83,5.5,0.83,147.5,0.83,147.5,0.83,5.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,9.0,1~GD,3.0,1.0,20180717141948.0,1015,,0.0,0.0
228,,,第2节,第2节,-5.5,0.83,5.5,0.83,146.5,0.83,147.5,0.83,146.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,9.0,1~GD,3.0,1.0,20180717141948.0,1015,,0.0,0.0
229,,,第2节,第2节,-5.5,0.83,5.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,8.0,1~GD,53.0,1.0,20180717141958.0,1015,,0.0,0.0
230,,,第2节,第2节,-5.5,0.83,5.5,0.83,146.5,0.83,146.5,0.83,146.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,8.0,1~GD,46.0,0.0,20180717142005.0,1015,,0.0,0.0
231,,,第2节,第2节,-5.5,0.83,5.5,0.83,145.5,0.83,146.5,0.83,145.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,8.0,1~GD,46.0,1.0,20180717142041.0,1015,,0.0,0.0
232,,,第2节,第2节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,8.0,1~GD,38.0,1.0,20180717142049.0,1015,,0.0,0.0
233,,,第2节,第2节,-5.5,0.83,5.5,0.83,147.5,0.83,145.5,0.83,147.5,3,1,1,4,57,57,31,29,16.0,15.0,0.0,0.0,0,8.0,1~GD,38.0,1.0,20180717142049.0,1015,,0.0,0.0
234,,,第2节,第2节,-7.5,0.83,5.5,0.83,147.5,0.83,147.5,0.83,147.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,33.0,1.0,20180717142054.0,1015,,0.0,0.0
235,,,第2节,第2节,-7.5,0.83,7.5,0.83,147.5,0.83,147.5,0.83,-7.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,33.0,1.0,20180717142054.0,1015,,0.0,0.0
236,,,第2节,第2节,-6.5,0.83,7.5,0.83,147.5,0.83,147.5,0.83,7.5,3,1,1,4,57,57,31,29,18.0,15.0,0.0,0.0,0,8.0,1~GD,31.0,1.0,20180717142056.0,1015,,0.0,0.0
