,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
139,,,第3节,第3节,-1.5,0.8,1.5,0.87,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,3:3,,4.0,9.0,18.0,11.0,7.0,10.0,3.0,4.0,2.0,1.0,70.0,90.9,56.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.71,1.0
140,,,第3节,第3节,-1.5,0.8,1.5,0.87,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,3:3,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,56.0,57.0,0.0,#FFDF1B,1,7.0,38.0,0,,21079.0,0.66,1.1
141,,,第3节,第3节,-1.5,0.8,1.5,0.87,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,11077.0,0.66,1.1
142,,,第3节,第3节,-1.5,0.87,2.5,0.8,190.5,0.83,190.5,0.83,2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,11077.0,0.66,1.1
143,,,第3节,第3节,-2.5,0.87,2.5,0.8,190.5,0.83,190.5,0.83,-2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,31.0,0,,11077.0,0.63,1.2
144,,,第3节,第3节,-2.5,0.87,2.5,0.8,190.5,0.83,190.5,0.83,-2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,31.0,0,,11077.0,0.63,1.2
145,,,第3节,第3节,-2.5,0.87,2.5,0.8,190.5,0.83,190.5,0.83,-2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11077.0,0.63,1.2
146,,,第3节,第3节,-2.5,0.87,2.5,0.8,189.5,0.83,189.5,0.83,189.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11077.0,0.63,1.2
147,,,第3节,第3节,-2.5,0.87,2.5,0.87,189.5,0.83,189.5,0.83,189.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11077.0,0.63,1.2
148,,,第3节,第3节,-2.5,0.8,1.5,0.87,189.5,0.83,189.5,0.83,1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,1.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11077.0,0.63,1.2
149,,,第3节,第3节,-1.5,0.8,1.5,0.87,189.5,0.83,189.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,21086.0,0.66,1.1
150,,,第3节,第3节,-1.5,0.8,1.5,0.87,189.5,0.83,189.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11077.0,0.66,1.1
151,,,第3节,第3节,-1.5,0.83,1.5,0.83,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,70.0,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11078.0,0.66,1.1
152,,,第3节,第3节,-1.5,0.83,1.5,0.83,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,63.6,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11080.0,0.71,1.0
153,,,第3节,第3节,-1.5,0.83,1.5,0.83,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:2,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,63.6,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11078.0,0.71,1.0
154,,,第3节,第3节,-1.5,0.83,1.5,0.83,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:2,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,11080.0,0.71,1.0
155,,,第3节,第3节,-1.5,0.8,2.5,0.87,190.5,0.83,190.5,0.83,2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,21077.0,0.71,1.0
156,,,第3节,第3节,-2.5,0.8,2.5,0.87,190.5,0.83,188.5,0.83,-2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,21077.0,0.71,1.0
157,,,第3节,第3节,-2.5,0.8,2.5,0.87,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,20.0,0,,21077.0,0.71,1.0
158,,,第3节,第3节,-2.5,0.8,2.5,0.87,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,57.0,52.0,0.0,#FFDF1B,1,7.0,17.0,0,,21077.0,0.0,1.25
159,,,第3节,第3节,-2.5,0.8,2.5,0.87,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,57.0,59.0,0.0,#FFDF1B,1,7.0,17.0,0,,21074.0,0.0,1.25
160,,,第3节,第3节,-2.5,0.8,2.5,0.87,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,52.0,0.0,#FFDF1B,1,7.0,17.0,0,,11077.0,0.0,1.25
161,,,第3节,第3节,-2.5,0.8,2.5,0.87,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,52.0,0.0,#FFDF1B,1,7.0,7.0,0,,11077.0,0.0,1.25
162,,,第3节,第3节,-2.5,0.83,3.5,0.83,188.5,0.83,188.5,0.83,3.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,52.0,0.0,#FFDF1B,1,7.0,7.0,0,,11077.0,0.0,1.25
163,,,第3节,第3节,-3.5,0.83,3.5,0.83,188.5,0.83,190.5,0.83,-3.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,52.0,0.0,#FFDF1B,1,7.0,7.0,0,,11077.0,0.0,1.25
164,,,第3节,第3节,-3.5,0.83,3.5,0.83,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,52.0,0.0,#FFDF1B,1,7.0,7.0,0,,11077.0,0.0,1.25
165,,,第3节,第3节,-3.5,0.83,3.5,0.83,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,19.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,54.0,52.0,0.0,#FFDF1B,1,7.0,7.0,0,,11074.0,0.0,1.5
166,,,第3节,第3节,-3.5,0.83,3.5,0.83,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,19.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,54.0,0.0,#FFDF1B,1,7.0,7.0,0,,21077.0,0.0,1.5
167,,,第3节,第3节,-3.5,0.83,3.5,0.83,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,19.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,54.0,0.0,#FFDF1B,1,6.0,52.0,0,,21077.0,0.0,1.5
168,,,第3节,第3节,-3.5,0.8,2.5,0.87,190.5,0.83,190.5,0.83,2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,19.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,54.0,0.0,#FFDF1B,1,6.0,52.0,0,,21077.0,0.0,1.5
169,,,第3节,第3节,-2.5,0.8,2.5,0.87,190.5,0.83,191.5,0.83,-2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,19.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,54.0,0.0,#FFDF1B,1,6.0,52.0,0,,21077.0,0.0,1.5
170,,,第3节,第3节,-2.5,0.8,2.5,0.87,191.5,0.83,191.5,0.83,191.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,19.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,54.0,0.0,#FFDF1B,1,6.0,52.0,0,,21077.0,0.0,1.5
171,,,第3节,第3节,-2.5,0.8,2.5,0.87,191.5,0.83,191.5,0.83,191.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,19.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,54.0,0.0,#FFDF1B,1,6.0,33.0,0,,11077.0,0.56,1.3
172,,,第3节,第3节,-2.5,0.91,2.5,0.77,189.5,0.83,189.5,0.83,189.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,19.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,54.0,0.0,#FFDF1B,1,6.0,33.0,0,,11077.0,0.56,1.3
173,,,第3节,第3节,-2.5,0.91,2.5,0.77,189.5,0.83,189.5,0.83,189.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,56.0,54.0,0.0,#FFDF1B,1,6.0,33.0,0,,11074.0,0.66,1.1
174,,,第3节,第3节,-2.5,0.91,2.5,0.77,189.5,0.83,189.5,0.83,189.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,56.0,0.0,#FFDF1B,1,6.0,33.0,0,,21077.0,0.66,1.1
175,,,第3节,第3节,-2.5,0.87,1.5,0.8,189.5,0.83,189.5,0.83,1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,56.0,0.0,#FFDF1B,1,6.0,33.0,0,,21077.0,0.66,1.1
176,,,第3节,第3节,-1.5,0.87,1.5,0.8,189.5,0.83,190.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,56.0,0.0,#FFDF1B,1,6.0,33.0,0,,21077.0,0.66,1.1
177,,,第3节,第3节,-1.5,0.87,1.5,0.8,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,56.0,0.0,#FFDF1B,1,6.0,33.0,0,,21077.0,0.66,1.1
178,,,第3节,第3节,-1.5,0.87,1.5,0.8,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,12.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,56.0,0.0,#FFDF1B,1,6.0,18.0,0,,21077.0,0.66,1.1
179,,,第3节,第3节,-1.5,0.87,1.5,0.8,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,59.0,61.0,0.0,#FFDF1B,1,6.0,18.0,0,,21074.0,0.77,0.91
180,,,第3节,第3节,-1.5,0.87,1.5,0.8,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,6.0,18.0,0,,11077.0,0.77,0.91
181,,,第3节,第3节,-1.5,0.87,1.5,0.8,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,6.0,4.0,0,,11077.0,0.77,0.91
182,,,第3节,第3节,-1.5,0.87,2.5,0.8,190.5,0.83,190.5,0.83,2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,6.0,4.0,0,,11077.0,0.77,0.91
183,,,第3节,第3节,-2.5,0.87,2.5,0.8,190.5,0.83,191.5,0.83,-2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,6.0,4.0,0,,11077.0,0.77,0.91
184,,,第3节,第3节,-2.5,0.87,2.5,0.8,191.5,0.83,191.5,0.83,191.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,6.0,4.0,0,,11077.0,0.77,0.91
185,,,第3节,第3节,-2.5,0.87,2.5,0.8,191.5,0.83,191.5,0.83,191.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,11077.0,0.63,1.2
186,,,第3节,第3节,-2.5,0.91,3.5,0.77,191.5,0.83,191.5,0.83,3.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,21077.0,0.63,1.2
187,,,第3节,第3节,-3.5,0.91,3.5,0.77,191.5,0.83,190.5,0.83,-3.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,21077.0,0.63,1.2
188,,,第3节,第3节,-3.5,0.91,3.5,0.77,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,2.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,21077.0,0.63,1.2
189,,,第3节,第3节,-3.5,0.91,3.5,0.77,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,11086.0,0.56,1.3
190,,,第3节,第3节,-3.5,0.83,3.5,0.83,191.5,0.83,191.5,0.83,191.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,13.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,61.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,21077.0,0.56,1.3
191,,,第3节,第3节,-3.5,0.83,3.5,0.83,191.5,0.83,191.5,0.83,191.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,61.0,63.0,0.0,#FFDF1B,1,5.0,52.0,0,,21074.0,0.0,1.5
192,,,第3节,第3节,-3.5,0.83,3.5,0.83,191.5,0.83,191.5,0.83,191.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,11077.0,0.0,1.5
193,,,第3节,第3节,-3.5,0.83,4.5,0.83,191.5,0.83,191.5,0.83,4.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,11077.0,0.0,1.5
194,,,第3节,第3节,-4.5,0.83,4.5,0.83,191.5,0.83,192.5,0.83,-4.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,11077.0,0.0,1.5
195,,,第3节,第3节,-4.5,0.83,4.5,0.83,192.5,0.83,192.5,0.83,192.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,56.0,0.0,#FFDF1B,1,5.0,52.0,0,,11077.0,0.0,1.5
196,,,第3节,第3节,-4.5,0.83,4.5,0.83,192.5,0.83,192.5,0.83,192.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,56.0,0.0,#FFDF1B,1,5.0,38.0,0,,11077.0,0.0,0.0
197,,,第3节,第3节,-4.5,0.83,4.5,0.83,192.5,0.83,192.5,0.83,192.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,59.0,56.0,0.0,#FFDF1B,1,5.0,38.0,0,,11075.0,0.0,0.0
198,,,第3节,第3节,-4.5,0.83,4.5,0.83,192.5,0.83,192.5,0.83,192.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,38.0,0,,21077.0,0.0,0.0
199,,,第3节,第3节,-4.5,0.83,4.5,0.83,192.5,0.83,192.5,0.83,192.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,23.0,0,,21077.0,0.0,0.0
200,,,第3节,第3节,-4.5,0.83,2.5,0.83,192.5,0.83,192.5,0.83,2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,23.0,0,,21077.0,0.0,0.0
201,,,第3节,第3节,-2.5,0.83,2.5,0.83,192.5,0.83,194.5,0.83,-2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,23.0,0,,21077.0,0.0,0.0
202,,,第3节,第3节,-2.5,0.83,2.5,0.83,194.5,0.83,194.5,0.83,194.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,23.0,0,,21077.0,0.0,0.0
203,,,第3节,第3节,-2.5,0.83,2.5,0.83,194.5,0.83,194.5,0.83,194.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,18.0,0,,21077.0,0.0,1.25
204,,,第3节,第3节,-2.5,0.8,1.5,0.87,194.5,0.83,194.5,0.83,1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,18.0,0,,11077.0,0.0,1.25
205,,,第3节,第3节,-1.5,0.8,1.5,0.87,194.5,0.83,192.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,18.0,0,,11077.0,0.0,1.25
206,,,第3节,第3节,-1.5,0.8,1.5,0.87,192.5,0.83,192.5,0.83,192.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,5.0,9.0,20.0,14.0,7.0,11.0,3.0,4.0,3.0,2.0,58.3,91.7,63.0,59.0,0.0,#FFDF1B,1,5.0,18.0,0,,11077.0,0.0,1.25
