,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
71,,,第3节,第3节,-2.5,0.8,1.5,0.87,181.5,0.83,181.5,0.83,1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,0.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,21.0,0,,11077.0,0.66,1.1
72,,,第3节,第3节,-1.5,0.8,1.5,0.87,181.5,0.83,180.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,0.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,21.0,0,,11077.0,0.66,1.1
73,,,第3节,第3节,-1.5,0.8,1.5,0.87,180.5,0.83,180.5,0.83,180.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,0.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,21.0,0,,11077.0,0.66,1.1
74,,,第3节,第3节,-1.5,0.8,1.5,0.87,180.5,0.83,180.5,0.83,180.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,0.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,13.0,0,,11077.0,0.66,1.1
75,,,第3节,第3节,-1.5,0.87,2.5,0.8,180.5,0.83,180.5,0.83,2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,0.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,13.0,0,,21077.0,0.66,1.1
76,,,第3节,第3节,-2.5,0.87,2.5,0.8,180.5,0.83,179.5,0.83,-2.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,0.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,13.0,0,,21077.0,0.66,1.1
77,,,第3节,第3节,-2.5,0.87,2.5,0.8,179.5,0.83,179.5,0.83,179.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,0.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,13.0,0,,21077.0,0.66,1.1
78,,,第3节,第3节,-2.5,0.87,2.5,0.8,179.5,0.83,179.5,0.83,179.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,0.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,21077.0,0.63,1.2
79,,,第3节,第3节,-2.5,0.87,2.5,0.8,179.5,0.83,179.5,0.83,179.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,1.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,11086.0,0.63,1.2
80,,,第3节,第3节,-2.5,0.87,2.5,0.8,179.5,0.83,179.5,0.83,179.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,1.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,21077.0,0.63,1.2
81,,,第3节,第3节,-2.5,0.87,3.5,0.8,179.5,0.83,179.5,0.83,3.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,1.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,21078.0,0.63,1.2
82,,,第3节,第3节,-3.5,0.87,3.5,0.8,179.5,0.83,180.5,0.83,-3.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,1.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,21078.0,0.63,1.2
83,,,第3节,第3节,-3.5,0.87,3.5,0.8,180.5,0.83,180.5,0.83,180.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,1.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,21078.0,0.63,1.2
84,,,第3节,第3节,-3.5,0.83,3.5,0.83,180.5,0.83,181.5,0.83,180.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,1.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,21078.0,0.56,1.3
85,,,第3节,第3节,-3.5,0.83,3.5,0.83,181.5,0.83,181.5,0.83,181.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,2.0,8.0,18.0,11.0,5.0,6.0,3.0,4.0,1.0,0.0,62.5,85.7,49.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,21078.0,0.56,1.3
86,,,第3节,第3节,-3.5,0.83,3.5,0.83,181.5,0.83,181.5,0.83,181.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,2.0,8.0,18.0,11.0,5.0,7.0,3.0,4.0,1.0,0.0,62.5,87.5,49.0,50.0,0.0,#FFDF1B,1,9.0,9.0,0,,21079.0,0.0,0.0
87,,,第3节,第3节,-3.5,0.83,3.5,0.83,181.5,0.83,181.5,0.83,181.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:2,,2.0,8.0,18.0,11.0,5.0,7.0,3.0,4.0,1.0,0.0,62.5,87.5,50.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,21078.0,0.0,0.0
88,,,第3节,第3节,-3.5,0.83,3.5,0.83,181.5,0.83,181.5,0.83,181.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:2,,2.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,50.0,51.0,0.0,#FFDF1B,1,9.0,9.0,0,,21079.0,0.0,0.0
89,,,第3节,第3节,-3.5,0.83,3.5,0.83,181.5,0.83,181.5,0.83,181.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,51.0,44.0,0.0,#FFDF1B,1,9.0,9.0,0,,11077.0,0.0,0.0
90,,,第3节,第3节,-3.5,0.83,3.5,0.83,181.5,0.83,181.5,0.83,181.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,51.0,44.0,0.0,#FFDF1B,1,8.0,54.0,0,,11077.0,0.0,1.5
91,,,第3节,第3节,-3.5,0.83,3.5,0.83,180.5,0.83,180.5,0.83,180.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,2.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,51.0,44.0,0.0,#FFDF1B,1,8.0,54.0,0,,11077.0,0.0,1.5
92,,,第3节,第3节,-3.5,0.83,3.5,0.83,180.5,0.83,180.5,0.83,180.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,47.0,44.0,0.0,#FFDF1B,1,8.0,54.0,0,,11075.0,0.0,1.5
93,,,第3节,第3节,-3.5,0.83,3.5,0.83,180.5,0.83,180.5,0.83,180.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,51.0,47.0,0.0,#FFDF1B,1,8.0,47.0,0,,21077.0,0.0,1.5
94,,,第3节,第3节,-3.5,0.83,1.5,0.83,180.5,0.83,180.5,0.83,1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,51.0,47.0,0.0,#FFDF1B,1,8.0,47.0,0,,21077.0,0.0,1.5
95,,,第3节,第3节,-1.5,0.83,1.5,0.83,180.5,0.83,183.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,51.0,47.0,0.0,#FFDF1B,1,8.0,47.0,0,,21077.0,0.0,1.5
96,,,第3节,第3节,-1.5,0.83,1.5,0.83,183.5,0.83,183.5,0.83,183.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,8.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,51.0,47.0,0.0,#FFDF1B,1,8.0,47.0,0,,21077.0,0.0,1.5
97,,,第3节,第3节,-1.5,0.83,1.5,0.83,183.5,0.83,183.5,0.83,183.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,51.0,54.0,0.0,#FFDF1B,1,8.0,47.0,0,,21075.0,0.71,1.0
98,,,第3节,第3节,-1.5,0.83,1.5,0.83,183.5,0.83,183.5,0.83,183.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,47.0,0.0,#FFDF1B,1,8.0,47.0,0,,11077.0,0.71,1.0
99,,,第3节,第3节,-1.5,0.83,1.5,0.83,183.5,0.83,183.5,0.83,183.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,47.0,0.0,#FFDF1B,1,8.0,37.0,0,,11077.0,0.71,1.0
100,,,第3节,第3节,-1.5,0.83,3.5,0.83,183.5,0.83,183.5,0.83,3.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,47.0,0.0,#FFDF1B,1,8.0,37.0,0,,11077.0,0.71,1.0
101,,,第3节,第3节,-3.5,0.83,3.5,0.83,183.5,0.83,186.5,0.83,-3.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,47.0,0.0,#FFDF1B,1,8.0,37.0,0,,11077.0,0.71,1.0
102,,,第3节,第3节,-3.5,0.83,3.5,0.83,186.5,0.83,186.5,0.83,186.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,3.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,47.0,0.0,#FFDF1B,1,8.0,37.0,0,,11077.0,0.71,1.0
103,,,第3节,第3节,-3.5,0.83,3.5,0.83,186.5,0.83,186.5,0.83,186.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,50.0,47.0,0.0,#FFDF1B,1,8.0,37.0,0,,11075.0,0.0,1.5
104,,,第3节,第3节,-3.5,0.83,3.5,0.83,186.5,0.83,186.5,0.83,186.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,37.0,0,,21077.0,0.0,1.5
105,,,第3节,第3节,-3.5,0.83,1.5,0.83,186.5,0.83,186.5,0.83,1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,37.0,0,,21077.0,0.0,1.5
106,,,第3节,第3节,-1.5,0.83,1.5,0.83,186.5,0.83,188.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,37.0,0,,21077.0,0.0,1.5
107,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,37.0,0,,21077.0,0.0,1.5
108,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,25.0,0,,21077.0,0.0,1.5
109,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,25.0,0,,21077.0,0.71,1.0
110,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,10.0,0,,21077.0,0.71,1.0
111,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,10.0,0,,21077.0,0.71,1.0
112,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,5.0,0,,21077.0,0.71,1.0
113,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,5.0,0,,11077.0,0.71,1.0
114,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,0.0,0,,11077.0,0.71,1.0
115,,,第3节,第3节,-1.5,0.87,1.5,0.8,186.5,0.83,186.5,0.83,186.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,8.0,0.0,0,,11077.0,0.71,1.0
116,,,第3节,第3节,-1.5,0.87,1.5,0.8,186.5,0.83,186.5,0.83,186.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,0.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,7.0,56.0,0,,11077.0,0.77,0.91
117,,,第3节,第3节,-1.5,0.87,1.5,0.8,186.5,0.83,186.5,0.83,186.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,1.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,7.0,56.0,0,,21086.0,0.77,0.91
118,,,第3节,第3节,-1.5,1.0,1.5,0.71,187.5,0.83,187.5,0.83,187.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,1.0,62.5,88.9,54.0,50.0,0.0,#FFDF1B,1,7.0,56.0,0,,11077.0,0.77,0.91
119,,,第3节,第3节,-1.5,1.0,1.5,0.71,187.5,0.83,187.5,0.83,187.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,4.0,9.0,18.0,11.0,5.0,8.0,3.0,4.0,1.0,1.0,62.5,88.9,51.0,50.0,0.0,#FFDF1B,1,7.0,56.0,0,,11078.0,0.83,0.83
120,,,第3节,第3节,-1.5,1.0,1.5,0.71,187.5,0.83,187.5,0.83,187.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:2,,4.0,9.0,18.0,11.0,6.0,8.0,3.0,4.0,1.0,1.0,66.7,88.9,51.0,50.0,0.0,#FFDF1B,1,7.0,56.0,0,,11079.0,0.83,0.83
121,,,第3节,第3节,-1.5,0.71,-1.5,1.0,187.5,0.83,187.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:2,,4.0,9.0,18.0,11.0,6.0,8.0,3.0,4.0,1.0,1.0,66.7,88.9,51.0,50.0,0.0,#FFDF1B,1,7.0,56.0,0,,11078.0,0.83,0.83
122,,,第3节,第3节,1.5,0.71,-1.5,1.0,187.5,0.83,187.5,0.83,1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:2,,4.0,9.0,18.0,11.0,6.0,8.0,3.0,4.0,1.0,1.0,66.7,88.9,54.0,51.0,0.0,#FFDF1B,1,7.0,56.0,0,,11078.0,0.83,0.83
123,,,第3节,第3节,1.5,0.77,-1.5,0.91,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:2,,4.0,9.0,18.0,11.0,6.0,8.0,3.0,4.0,1.0,1.0,66.7,88.9,54.0,51.0,0.0,#FFDF1B,1,7.0,56.0,0,,11078.0,0.83,0.83
124,,,第3节,第3节,1.5,0.77,-1.5,0.91,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:2,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,1.0,1.0,70.0,88.9,52.0,51.0,0.0,#FFDF1B,1,7.0,56.0,0,,11079.0,0.87,0.8
125,,,第3节,第3节,1.5,0.77,-1.5,0.91,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,1.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,56.0,0,,21077.0,0.87,0.8
126,,,第3节,第3节,1.5,0.77,-1.5,0.91,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,1.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21077.0,0.87,0.8
127,,,第3节,第3节,1.5,0.77,-1.5,0.91,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,2.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,11086.0,0.87,0.8
128,,,第3节,第3节,1.5,0.71,-1.5,1.0,187.5,0.83,187.5,0.83,187.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,2.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21077.0,0.87,0.8
129,,,第3节,第3节,1.5,0.71,-1.5,0.83,187.5,0.83,187.5,0.83,187.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:3,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,2.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.83,0.83
130,,,第3节,第3节,1.5,0.83,1.5,0.83,187.5,0.83,187.5,0.83,1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:3,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,2.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.83,0.83
131,,,第3节,第3节,-1.5,0.83,1.5,0.83,187.5,0.83,188.5,0.83,-1.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:3,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,2.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.83,0.83
132,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,188.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:3,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,2.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.83,0.83
133,,,第3节,第3节,-1.5,0.83,1.5,0.83,188.5,0.83,189.5,0.83,188.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:3,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,2.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.71,1.0
134,,,第3节,第3节,-1.5,0.83,1.5,0.83,189.5,0.83,189.5,0.83,189.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:3,,4.0,9.0,18.0,11.0,7.0,8.0,3.0,4.0,2.0,1.0,70.0,88.9,54.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.71,1.0
135,,,第3节,第3节,-1.5,0.83,1.5,0.83,189.5,0.83,189.5,0.83,189.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,1:3,,4.0,9.0,18.0,11.0,7.0,9.0,3.0,4.0,2.0,1.0,70.0,90.0,54.0,55.0,0.0,#FFDF1B,1,7.0,38.0,0,,21079.0,0.71,1.0
136,,,第3节,第3节,-1.5,0.83,1.5,0.83,189.5,0.83,189.5,0.83,189.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:3,,4.0,9.0,18.0,11.0,7.0,9.0,3.0,4.0,2.0,1.0,70.0,90.0,55.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.71,1.0
137,,,第3节,第3节,-1.5,0.8,1.5,0.87,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:3,,4.0,9.0,18.0,11.0,7.0,9.0,3.0,4.0,2.0,1.0,70.0,90.0,55.0,52.0,0.0,#FFDF1B,1,7.0,38.0,0,,21078.0,0.71,1.0
138,,,第3节,第3节,-1.5,0.8,1.5,0.87,190.5,0.83,190.5,0.83,190.5,"#F0F0F0,#FFDF1B,#FFDF1B,#FFDF1B,#C40010,#0046A8,#3D4A4E",3.0,2:3,,4.0,9.0,18.0,11.0,7.0,10.0,3.0,4.0,2.0,1.0,70.0,90.9,55.0,56.0,0.0,#FFDF1B,1,7.0,38.0,0,,21079.0,0.71,1.0
