,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
0,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
1,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,1.0,,1,10.0,,0.0,0,,,,0.0,0.0,
2,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,1.0,,1,10.0,,0.0,0,,,,0.0,0.0,
3,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,1.0,,1,10.0,,0.0,0,,,,0.0,0.0,
4,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,1.0,,1,10.0,,0.0,0,,,,0.0,0.0,
5,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,1.0,,1,10.0,,0.0,0,,,,0.0,0.0,
6,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,1.0,,1,10.0,,0.0,0,,,,0.0,0.0,
7,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
8,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
9,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
10,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
11,,,,第1节,-9.5,0.95,9.5,0.8,172.5,0.83,172.5,0.91,,,,,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
12,,,,第1节,-9.5,0.87,8.5,0.87,172.5,0.83,172.5,0.91,8.5,,,9449180.0,,,,,,,,,,,,,,,,,0.0,,1,10.0,,0.0,0,,,,0.0,0.0,
13,,,,第1节,-8.5,0.87,8.5,0.87,172.5,0.83,172.5,0.91,-8.5,,1.0,9449180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,,1,10.0,GD,0.0,0,,1087.0,,0.0,0.0,
14,,,,第1节,-8.5,0.87,8.5,0.87,172.5,0.83,172.5,0.91,-8.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#AAAAAA,1,10.0,GD,0.0,0,,21077.0,,0.0,0.0,
15,,,,第1节,-8.5,0.87,8.5,0.87,170.5,0.87,170.5,0.87,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#AAAAAA,1,10.0,GD,0.0,0,,11077.0,,0.0,0.0,
16,,,,第1节,-8.5,0.87,8.5,0.87,170.5,0.87,170.5,0.87,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,46.0,0,,11077.0,,0.0,0.0,
17,,,,第1节,-8.5,0.87,8.5,0.87,170.5,0.87,170.5,0.87,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,46.0,0,,11077.0,,0.0,0.0,
18,,,,第1节,-8.5,0.87,8.5,0.87,170.5,0.87,170.5,0.87,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,0.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11077.0,,0.0,0.0,
19,,,,第1节,-8.5,0.87,8.5,0.87,170.5,0.87,170.5,0.87,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,28.0,0,,21086.0,,0.0,0.0,
20,,,,第1节,-8.5,0.87,8.5,0.87,169.5,0.87,169.5,0.87,169.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11077.0,,0.0,0.0,
21,,,,第1节,-8.5,0.87,8.5,0.91,169.5,0.87,169.5,0.87,169.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11078.0,,0.0,0.0,
22,,,,第1节,-8.5,0.83,7.5,0.91,169.5,0.87,169.5,0.87,7.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11078.0,,0.0,0.0,
23,,,,第1节,-7.5,0.83,7.5,0.91,169.5,0.87,170.5,0.87,-7.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11078.0,,0.0,0.0,
24,,,,第1节,-7.5,0.83,7.5,0.91,170.5,0.87,170.5,0.87,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,6.0,0.0,1.0,0.0,0.0,,,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11078.0,,0.0,0.0,
25,,,,第1节,-7.5,0.83,7.5,0.91,170.5,0.87,170.5,0.87,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,1.0,,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11079.0,,0.0,0.0,"0.79,0.50"
26,,,,第1节,-7.5,0.83,7.5,0.91,170.5,0.87,170.5,0.87,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,2:2,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11078.0,,0.0,0.0,"0.79,0.50"
27,,,,第1节,-7.5,0.83,7.5,0.91,171.5,0.83,171.5,0.91,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,2:2,,0.0,0.0,0.0,0.0,1.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,1.0,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11078.0,,0.0,0.0,"0.79,0.50"
28,,,,第1节,-7.5,0.8,7.5,0.95,171.5,0.83,171.5,0.87,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,2:2,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,2.0,1.0,0.0,#AAAAAA,1,9.0,GD,28.0,0,,11079.0,,0.0,0.0,"0.79,0.50"
29,,,,第1节,-7.5,0.8,7.5,0.95,171.5,0.87,171.5,0.87,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,#AAAAAA,1,9.0,GD,28.0,0,,21077.0,,0.0,0.0,
30,,,,第1节,-7.5,0.8,7.5,0.95,171.5,0.87,171.5,0.87,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,0.0,1.0,100.0,0.0,0.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21077.0,,0.0,0.0,
31,,,,第1节,-7.5,0.8,7.5,0.95,171.5,0.87,171.5,0.87,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,1.0,100.0,0.0,0.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,11086.0,,0.0,0.0,
32,,,,第1节,-7.5,0.83,7.5,0.91,170.5,0.83,170.5,0.91,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,1.0,100.0,0.0,0.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21077.0,,0.0,0.0,
33,,,,第1节,-7.5,0.83,7.5,0.87,170.5,0.83,170.5,0.91,170.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,1.0,100.0,0.0,0.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21078.0,,0.0,0.0,
34,,,,第1节,-7.5,0.87,8.5,0.87,170.5,0.83,170.5,0.91,8.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,1.0,100.0,0.0,0.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21078.0,,0.0,0.0,
35,,,,第1节,-8.5,0.87,8.5,0.87,170.5,0.83,171.5,0.87,-8.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,1.0,100.0,0.0,0.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21078.0,,0.0,0.0,
36,,,,第1节,-8.5,0.87,8.5,0.87,171.5,0.87,171.5,0.87,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,2.0,0.0,6.0,6.0,1.0,1.0,100.0,0.0,0.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21078.0,,0.0,0.0,
37,,,,第1节,-8.5,0.87,8.5,0.87,171.5,0.87,171.5,0.87,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,1:2,,0.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,1.0,1.0,100.0,100.0,0.0,1.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21079.0,,0.0,0.0,"0.20,0.50"
38,,,,第1节,-8.5,0.87,8.5,0.87,171.5,0.87,171.5,0.87,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,2:2,,0.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,1.0,1.0,100.0,100.0,1.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21078.0,,0.0,0.0,"0.20,0.50"
39,,,,第1节,-8.5,0.87,8.5,0.87,171.5,0.91,171.5,0.83,171.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,2:2,,0.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,1.0,1.0,100.0,100.0,1.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21078.0,,0.0,0.0,"0.20,0.50"
40,,,,第1节,-8.5,0.87,8.5,0.87,172.5,0.87,172.5,0.87,172.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,2:2,,0.0,0.0,0.0,0.0,2.0,1.0,6.0,6.0,1.0,1.0,100.0,100.0,1.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21078.0,,0.0,0.0,"0.20,0.50"
41,,,,第1节,-8.5,0.87,8.5,0.87,172.5,0.87,172.5,0.87,172.5,"#AAAAAA,#0A0A0A,#0A0A0A,#0A0A0A,#FF0000,#0000FF,#3D4A4E",1.0,9449180.0,2:2,,0.0,0.0,0.0,0.0,2.0,2.0,6.0,6.0,1.0,1.0,100.0,100.0,1.0,2.0,0.0,#AAAAAA,1,9.0,GD,11.0,0,,21079.0,,0.0,0.0,"0.20,0.50"
