,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,4.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,157.5,0.8,157.5,0.8695652173913043,,,4.0,3,17.0,23.0,8.0,10,3.0,2.0,0.0,2.0,80.0,76.9,56,65,0,1,8.0,5.0,0,20181104033307,11078,0.13333333333333333,4.25
1,,,4.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,157.5,0.8,157.5,0.8695652173913043,,,4.0,3,17.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,56,65,0,1,8.0,5.0,0,20181104033307,21077.0,0.13333333333333333,4.25
2,,,4.0,-7.5,0.8333333333333334,7.5,0.8333333333333334,157.5,0.8,157.5,0.8695652173913043,,,4.0,3,17.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,56,65,0,1,8.0,5.0,1.0,20181104033408.0,21077.0,0.13333333333333333,4.25
3,,,4.0,-7.5,0.8695652173913043,7.5,0.8,157.5,0.7692307692307693,157.5,0.9090909090909091,,,4.0,3,17.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,56,65,0,1,7.0,56.0,1.0,20181104033416.0,21077.0,0.13333333333333333,4.25
4,,,4.0,-7.5,0.8695652173913043,7.5,0.8,156.5,0.8333333333333334,156.5,0.8333333333333334,,,4.0,3,17.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,56,65,0,1,7.0,48.0,1.0,20181104033425.0,21077.0,0.13333333333333333,4.25
5,,,4.0,-7.5,0.8695652173913043,7.5,0.8,156.5,0.7692307692307693,156.5,0.9090909090909091,,,4.0,3,17.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,56,65,0,1,7.0,45.0,1.0,20181104033427.0,21095.0,0.13333333333333333,4.25
6,,,4.0,-6.5,0.8333333333333334,6.5,0.8333333333333334,155.5,0.9090909090909091,155.5,0.7692307692307693,,,4.0,3,17.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,56,65,0,1,7.0,42.0,1.0,20181104033429.0,11077.0,0.16666666666666666,3.5
7,,,4.0,-5.5,0.8333333333333334,5.5,0.8333333333333334,157.5,0.8333333333333334,157.5,0.8333333333333334,15.0,^,4.0,3,18.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,35.0,1.0,20181104033438.0,11074^21077,0.2222222222222222,3.0
8,,,4.0,-5.5,0.8333333333333334,5.5,0.8333333333333334,157.5,0.8333333333333334,157.5,0.8333333333333334,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,34.0,1.0,20181104033438.0,21077.0,0.2222222222222222,3.0
9,,,4.0,-5.5,0.8333333333333334,5.5,0.8333333333333334,157.5,0.8,157.5,0.8695652173913043,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,2.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,30.0,0.0,20181104033443.0,21077.0,0.2222222222222222,3.0
10,44.0,5.0,4.0,-5.5,0.8333333333333334,5.5,0.8333333333333334,157.5,0.8,157.5,0.8695652173913043,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,1.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,30.0,0.0,20181104033447.0,21081.0,0.2222222222222222,3.0
11,,,4.0,-5.5,0.8333333333333334,5.5,0.8333333333333334,157.5,0.8,157.5,0.8695652173913043,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,1.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,30.0,1.0,20181104033626.0,21077.0,0.2222222222222222,3.0
12,,,4.0,-5.5,0.8333333333333334,5.5,0.8333333333333334,156.5,0.8333333333333334,156.5,0.8333333333333334,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,1.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,21.0,1.0,20181104033635.0,21077.0,0.21052631578947367,3.25
13,,,4.0,-5.5,0.8333333333333334,5.5,0.8333333333333334,156.5,0.8333333333333334,156.5,0.8333333333333334,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,1.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,19.0,0.0,20181104033637.0,21077.0,0.21052631578947367,3.25
14,,,4.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,156.5,0.8333333333333334,156.5,0.8333333333333334,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,1.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,19.0,0.0,20181104033640.0,11077.0,0.2857142857142857,2.5
15,,,4.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,156.5,0.8333333333333334,156.5,0.8333333333333334,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,1.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,19.0,1.0,20181104033647.0,11077.0,0.2857142857142857,2.5
16,,,4.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,155.5,0.8695652173913043,155.5,0.8,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,1.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,10.0,1.0,20181104033655.0,11077.0,0.26666666666666666,2.65
17,,,4.0,-4.5,0.8333333333333334,4.5,0.8333333333333334,155.5,0.7692307692307693,155.5,0.9090909090909091,15.0,,4.0,3,18.0,23.0,9.0,10,3.0,1.0,0.0,2.0,81.8,76.9,59,65,0,1,7.0,2.0,1.0,20181104033704.0,11077.0,0.26666666666666666,2.65
