,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,XY
97,44.0,5.0,,第1节,68.5,0.83,-72.5,0.83,143.5,0.8,143.5,0.87,-72.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,38.0,0,,21077.0,
98,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,143.5,0.8,143.5,0.87,72.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,38.0,0,,21095.0,"0.12,0.56"
99,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,143.5,0.8,143.5,0.87,72.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,13.0,0,,11077.0,
100,44.0,5.0,,第1节,72.5,0.83,-71.5,0.83,143.5,0.8,143.5,0.87,-71.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,13.0,0,,11077.0,
101,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,143.5,0.8,141.5,0.83,71.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,13.0,0,,11077.0,
102,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,13.0,0,,11077.0,
103,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,13.0,0,,11094.0,"0.69,0.23"
104,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,4.0,0,,21077.0,
105,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,4.0,0,,21077.0,
106,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,4.0,0,,21095.0,"0.13,0.62"
107,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,6.0,GD,4.0,0,,11077.0,
108,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,5.0,GD,50.0,0,,11077.0,
109,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,5.0,GD,50.0,0,,11077.0,
110,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,1.0,100.0,0.0,0.0,15.0,0.0,1,5.0,GD,44.0,0,,11077.0,
111,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,15.0,0.0,1,5.0,GD,44.0,0,,21086.0,
112,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,15.0,0.0,1,5.0,GD,51.0,0,,11077.0,
113,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,15.0,0.0,1,5.0,GD,51.0,0,,11077.0,
114,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,0.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,15.0,0.0,1,5.0,GD,39.0,0,,11077.0,
115,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,18.0,15.0,0.0,1,5.0,GD,39.0,0,,11075.0,"0.71,0.27"
116,44.0,5.0,,第1节,71.5,0.83,-71.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,39.0,0,,21077.0,
117,44.0,5.0,,第1节,71.5,0.83,-73.5,0.83,139.5,0.83,139.5,0.83,-73.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,39.0,0,,21077.0,
118,44.0,5.0,,第1节,73.5,0.83,-73.5,0.83,139.5,0.83,142.5,0.83,73.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,39.0,0,,21077.0,
119,44.0,5.0,,第1节,73.5,0.83,-73.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,39.0,0,,21077.0,
120,44.0,5.0,,第1节,73.5,0.83,-73.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,0.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,17.0,0,,21077.0,
121,44.0,5.0,,第1节,73.5,0.83,-73.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,17.0,0,,11086.0,
122,44.0,5.0,,第1节,73.5,0.83,-72.5,0.83,142.5,0.83,142.5,0.83,-72.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,17.0,0,,21077.0,
123,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,142.5,0.83,141.5,0.87,72.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,17.0,0,,21077.0,
124,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,141.5,0.8,141.5,0.87,141.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,17.0,0,,21077.0,
125,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,141.5,0.8,140.5,0.83,141.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,17.0,0,,21077.0,
126,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,17.0,0,,21077.0,
127,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,10.0,0,,21077.0,
128,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,10.0,0,,21094.0,"0.37,0.65"
129,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,18.0,0.0,1,5.0,GD,10.0,0,,11077.0,
130,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,0.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,2.0,0.0,1,5.0,GD,10.0,0,,21077.0,
131,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,0.0,2.0,0.0,1,5.0,GD,10.0,0,,21074.0,"0.21,0.52"
132,44.0,5.0,,第1节,72.5,0.83,-72.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,5.0,GD,10.0,0,,11077.0,
133,44.0,5.0,,第1节,72.5,0.83,-70.5,0.83,140.5,0.83,140.5,0.83,-70.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,5.0,GD,10.0,0,,11077.0,
134,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,140.5,0.83,142.5,0.83,70.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,5.0,GD,10.0,0,,11077.0,
135,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,5.0,GD,10.0,0,,11077.0,
136,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,59.0,0,,11077.0,
137,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,59.0,0,,21077.0,
138,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,54.0,0,,21077.0,
139,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,54.0,0,,21077.0,
140,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,54.0,0,,21095.0,"0.16,0.49"
141,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,35.0,0,,11077.0,
142,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,35.0,0,,11077.0,
143,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,35.0,0,,21077.0,
144,44.0,5.0,,第1节,70.5,0.83,-69.5,0.83,140.5,0.83,140.5,0.83,-69.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,35.0,0,,21077.0,
145,44.0,5.0,,第1节,69.5,0.83,-69.5,0.83,140.5,0.8,140.5,0.87,69.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,30.0,0,,21077.0,
146,44.0,5.0,,第1节,69.5,0.83,-69.5,0.83,140.5,0.8,140.5,0.87,69.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,30.0,0,,21077.0,
147,44.0,5.0,,第1节,69.5,0.83,-69.5,0.83,140.5,0.8,140.5,0.87,69.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,19.0,0,,21077.0,
148,44.0,5.0,,第1节,69.5,0.83,-69.5,0.83,140.5,0.8,140.5,0.87,69.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,19.0,0,,11077.0,
149,44.0,5.0,,第1节,69.5,0.83,-69.5,0.83,140.5,0.8,140.5,0.87,69.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,4.0,0,,11077.0,
150,44.0,5.0,,第1节,69.5,0.83,-69.5,0.83,138.5,0.8,138.5,0.87,138.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,4.0,0,,11077.0,
151,44.0,5.0,,第1节,69.5,0.83,-69.5,0.83,138.5,0.8,138.5,0.87,138.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,4.0,GD,4.0,0,,11095.0,"0.84,0.48"
152,44.0,5.0,,第1节,69.5,0.83,-69.5,0.83,138.5,0.8,138.5,0.87,138.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,43.0,0,,21077.0,
153,44.0,5.0,,第1节,69.5,0.83,-68.5,0.83,138.5,0.8,138.5,0.87,-68.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,43.0,0,,11077.0,
154,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,138.5,0.8,136.5,0.83,68.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,43.0,0,,11077.0,
155,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,43.0,0,,11077.0,
156,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,43.0,0,,11095.0,"0.84,0.48"
157,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,135.5,0.87,135.5,0.8,135.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,43.0,0,,21077.0,
158,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,135.5,0.87,135.5,0.8,135.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,1.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,33.0,0,,21077.0,
159,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,135.5,0.87,135.5,0.8,135.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,33.0,0,,11086.0,
160,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,135.5,0.87,135.5,0.8,135.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,32.0,0,,21077.0,
161,44.0,5.0,,第1节,68.5,0.8,-68.5,0.87,135.5,0.87,135.5,0.8,135.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,32.0,0,,21077.0,
162,44.0,5.0,,第1节,68.5,0.8,-68.5,0.87,135.5,0.87,135.5,0.8,135.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,37.0,0,,21077.0,
163,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,37.0,0,,21077.0,
164,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,35.0,0,,21077.0,
165,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,136.5,0.8,136.5,0.87,136.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,35.0,0,,11077.0,
166,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,136.5,0.8,136.5,0.87,136.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,35.0,0,,11094.0,"0.78,0.23"
167,44.0,5.0,,第1节,68.5,0.83,-67.5,0.83,136.5,0.8,136.5,0.87,-67.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,35.0,0,,21077.0,
168,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,136.5,0.8,135.5,0.83,67.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,35.0,0,,21077.0,
169,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,35.0,0,,21077.0,
170,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,,1.0,0.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,18.0,0.0,1,3.0,GD,25.0,0,,21077.0,
171,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,2.0,5.0,0.0,1,3.0,GD,25.0,0,,21075.0,"0.37,0.39"
172,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,135.5,0.83,135.5,0.83,135.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,3.0,GD,25.0,0,,11077.0,
173,44.0,5.0,,第1节,67.5,0.83,-65.5,0.83,135.5,0.83,135.5,0.83,-65.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,3.0,GD,25.0,0,,11077.0,
174,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,135.5,0.83,137.5,0.8,65.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,3.0,GD,25.0,0,,11077.0,
175,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,137.5,0.87,137.5,0.8,137.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,3.0,GD,25.0,0,,11077.0,
176,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,137.5,0.87,137.5,0.8,137.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,3.0,GD,8.0,0,,11077.0,
177,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,137.5,0.87,137.5,0.8,137.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,3.0,GD,8.0,0,,11094.0,"0.67,0.23"
178,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,137.5,0.87,137.5,0.8,137.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,2.0,GD,51.0,0,,21077.0,
179,44.0,5.0,,第1节,65.5,0.83,-64.5,0.83,137.5,0.87,137.5,0.8,-64.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,2.0,GD,51.0,0,,21077.0,
180,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,137.5,0.87,136.5,0.83,64.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,2.0,GD,51.0,0,,21077.0,
181,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,1.0,1.0,7.0,1.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,18.0,0.0,1,2.0,GD,51.0,0,,21077.0,
182,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,5.0,7.0,0.0,1,2.0,GD,51.0,0,,21074.0,"0.12,0.57"
183,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,51.0,0,,11077.0,
184,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,136.5,0.83,136.5,0.83,136.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,45.0,0,,11077.0,
185,44.0,5.0,,第1节,64.5,0.87,-62.5,0.8,136.5,0.83,136.5,0.83,-62.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,45.0,0,,11077.0,
186,44.0,5.0,,第1节,62.5,0.87,-62.5,0.8,136.5,0.83,138.5,0.83,62.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,45.0,0,,11077.0,
187,44.0,5.0,,第1节,62.5,0.87,-62.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,45.0,0,,11077.0,
188,44.0,5.0,,第1节,62.5,0.87,-62.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,45.0,0,,11094.0,"0.65,0.20"
189,44.0,5.0,,第1节,62.5,0.87,-62.5,0.8,138.5,0.83,138.5,0.83,138.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,34.0,0,,21077.0,
190,44.0,5.0,,第1节,62.5,0.83,-62.5,0.83,137.5,0.87,137.5,0.8,137.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,34.0,0,,21077.0,
191,44.0,5.0,,第1节,62.5,0.83,-62.5,0.83,137.5,0.87,137.5,0.8,137.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,34.0,0,,11077.0,
192,44.0,5.0,,第1节,62.5,0.83,-64.5,0.83,137.5,0.87,137.5,0.8,-64.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,34.0,0,,11077.0,
193,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,137.5,0.87,141.5,0.83,64.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,34.0,0,,11077.0,
194,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,34.0,0,,11077.0,
