,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,XY
195,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,1.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,18.0,0.0,1,2.0,GD,28.0,0,,11077.0,
196,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,21.0,18.0,0.0,1,2.0,GD,28.0,0,,11075.0,"0.65,0.20"
197,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,21.0,0.0,1,2.0,GD,28.0,0,,21077.0,
198,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,2.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,21.0,0.0,1,2.0,GD,28.0,0,,21077.0,
199,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,2.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,21.0,0.0,1,2.0,GD,23.0,0,,21077.0,
200,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,2.0,1.0,7.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,23.0,21.0,0.0,1,2.0,GD,23.0,0,,11077.0,
201,44.0,5.0,,第1节,64.5,0.83,-64.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,23.0,21.0,0.0,1,2.0,GD,23.0,0,,11074.0,"0.87,0.49"
202,44.0,5.0,,第1节,64.5,0.8,-66.5,0.87,140.5,0.83,140.5,0.83,-66.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,23.0,21.0,0.0,1,2.0,GD,23.0,0,,21077.0,
203,44.0,5.0,,第1节,66.5,0.8,-66.5,0.87,140.5,0.83,142.5,0.83,66.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,23.0,21.0,0.0,1,2.0,GD,23.0,0,,21077.0,
204,44.0,5.0,,第1节,66.5,0.8,-66.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,23.0,21.0,0.0,1,2.0,GD,23.0,0,,21077.0,
205,44.0,5.0,,第1节,66.5,0.8,-66.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,23.0,0.0,1,2.0,GD,23.0,0,,21077.0,
206,44.0,5.0,,第1节,66.5,0.8,-66.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,23.0,0.0,1,2.0,GD,15.0,0,,21077.0,
207,44.0,5.0,,第1节,66.5,0.8,-66.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,23.0,0.0,1,2.0,GD,15.0,0,,21077.0,
208,44.0,5.0,,第1节,66.5,0.8,-66.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,2.0,2.0,100.0,0.0,7.0,23.0,0.0,1,2.0,GD,6.0,0,,21077.0,
209,44.0,5.0,,第1节,66.5,0.8,-66.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,2.0,GD,6.0,0,,11086.0,
210,44.0,5.0,,第1节,66.5,0.83,-65.5,0.83,142.5,0.83,142.5,0.83,-65.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,2.0,GD,6.0,0,,21077.0,
211,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,142.5,0.83,142.5,0.83,65.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,2.0,GD,12.0,0,,21077.0,
212,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,142.5,0.83,142.5,0.83,65.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,2.0,GD,12.0,0,,21095.0,"0.16,0.48"
213,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,142.5,0.83,142.5,0.83,65.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,59.0,0,,11077.0,
214,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,59.0,0,,11077.0,
215,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,59.0,0,,21077.0,
216,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,54.0,0,,11077.0,
217,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,54.0,0,,11095.0,"0.83,0.55"
218,44.0,5.0,,第1节,65.5,0.83,-65.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,45.0,0,,21077.0,
219,44.0,5.0,,第1节,65.5,0.8,-65.5,0.87,140.5,0.83,140.5,0.83,140.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,45.0,0,,21077.0,
220,44.0,5.0,,第1节,65.5,0.8,-65.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,45.0,0,,21077.0,
221,44.0,5.0,,第1节,65.5,0.83,-63.5,0.83,140.5,0.83,140.5,0.83,-63.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,45.0,0,,21077.0,
222,44.0,5.0,,第1节,63.5,0.83,-63.5,0.83,140.5,0.83,141.5,0.83,63.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,45.0,0,,21077.0,
223,44.0,5.0,,第1节,63.5,0.83,-63.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,45.0,0,,21077.0,
224,44.0,5.0,,第1节,63.5,0.83,-63.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,2.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,23.0,0.0,1,1.0,GD,24.0,0,,21077.0,
225,44.0,5.0,,第1节,63.5,0.83,-63.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,7.0,9.0,0.0,1,1.0,GD,24.0,0,,21074.0,"0.21,0.55"
226,44.0,5.0,,第1节,63.5,0.83,-63.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,23.0,0.0,1,1.0,GD,24.0,0,,11077.0,
227,44.0,5.0,,第1节,63.5,0.83,-63.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,2.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,23.0,0.0,1,1.0,GD,9.0,0,,11077.0,
228,44.0,5.0,,第1节,63.5,0.83,-63.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,3.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,26.0,23.0,0.0,1,1.0,GD,9.0,0,,11075.0,"0.62,0.41"
229,44.0,5.0,,第1节,63.5,0.83,-63.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,3.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,26.0,0.0,1,1.0,GD,9.0,0,,21077.0,
230,44.0,5.0,,第1节,63.5,0.8,-65.5,0.87,141.5,0.83,141.5,0.83,-65.5,1.0,,3.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,26.0,0.0,1,1.0,GD,9.0,0,,21077.0,
231,44.0,5.0,,第1节,65.5,0.8,-65.5,0.87,141.5,0.83,144.5,0.83,65.5,1.0,,3.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,26.0,0.0,1,1.0,GD,9.0,0,,21077.0,
232,44.0,5.0,,第1节,65.5,0.8,-65.5,0.87,144.5,0.83,144.5,0.83,144.5,1.0,,3.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,26.0,0.0,1,1.0,GD,9.0,0,,21077.0,
233,44.0,5.0,,第1节,65.5,0.8,-65.5,0.87,144.5,0.83,144.5,0.83,144.5,1.0,,3.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,26.0,0.0,1,0.0,GD,59.0,0,,21077.0,
234,44.0,5.0,,第1节,65.5,0.8,-65.5,0.87,143.5,0.83,143.5,0.83,143.5,1.0,,3.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,26.0,0.0,1,0.0,GD,59.0,0,,21077.0,
235,44.0,5.0,,第1节,65.5,0.8,-65.5,0.87,143.5,0.83,143.5,0.83,143.5,1.0,,3.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,29.0,26.0,0.0,1,0.0,GD,59.0,0,,11077.0,
236,44.0,5.0,,第1节,65.5,0.8,-65.5,0.87,143.5,0.83,143.5,0.83,143.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,29.0,26.0,0.0,1,0.0,GD,59.0,0,,11075.0,"0.69,0.82"
237,44.0,5.0,,第1节,65.5,0.8,-65.5,0.87,143.5,0.83,143.5,0.83,143.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,52.0,0,,21077.0,
238,44.0,5.0,,第1节,65.5,0.83,-67.5,0.83,143.5,0.83,143.5,0.83,-67.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,52.0,0,,21077.0,
239,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,143.5,0.83,146.5,0.83,67.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,52.0,0,,21077.0,
240,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,52.0,0,,21077.0,
241,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,146.5,0.83,145.5,0.8,146.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,52.0,0,,21077.0,
242,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,145.5,0.87,145.5,0.8,145.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,52.0,0,,21077.0,
243,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,145.5,0.87,145.5,0.8,145.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,41.0,0,,21077.0,
244,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,145.5,0.87,145.5,0.8,145.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,41.0,0,,11077.0,
245,44.0,5.0,,第1节,67.5,0.83,-67.5,0.83,145.5,0.87,145.5,0.8,145.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,38.0,0,,21077.0,
246,44.0,5.0,,第1节,67.5,0.87,-66.5,0.8,145.5,0.87,145.5,0.8,-66.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,38.0,0,,21077.0,
247,44.0,5.0,,第1节,66.5,0.87,-66.5,0.8,145.5,0.83,145.5,0.83,66.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,29.0,0.0,1,0.0,GD,31.0,0,,21077.0,
248,44.0,5.0,,第1节,66.5,0.87,-66.5,0.8,145.5,0.83,145.5,0.83,66.5,1.0,,4.0,1.0,8.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,31.0,29.0,0.0,1,0.0,GD,31.0,0,,11077.0,
249,44.0,5.0,,第1节,66.5,0.87,-66.5,0.8,145.5,0.83,145.5,0.83,66.5,1.0,,4.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,31.0,29.0,0.0,1,0.0,GD,31.0,0,,11074.0,"0.83,0.50"
250,44.0,5.0,,第1节,66.5,0.87,-66.5,0.8,145.5,0.83,145.5,0.83,66.5,1.0,,4.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,31.0,0.0,1,0.0,GD,31.0,0,,21077.0,
251,44.0,5.0,,第1节,66.5,0.87,-66.5,0.8,145.5,0.83,145.5,0.83,66.5,1.0,,4.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,31.0,0.0,1,0.0,GD,23.0,0,,21077.0,
252,44.0,5.0,,第1节,66.5,0.83,-68.5,0.83,145.5,0.83,145.5,0.83,-68.5,1.0,,4.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,31.0,0.0,1,0.0,GD,23.0,0,,21077.0,
253,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,145.5,0.83,146.5,0.8,68.5,1.0,,4.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,31.0,0.0,1,0.0,GD,23.0,0,,21077.0,
254,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,146.5,0.87,146.5,0.8,146.5,1.0,,4.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,31.0,0.0,1,0.0,GD,23.0,0,,21077.0,
255,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,146.5,0.87,146.5,0.8,146.5,1.0,,4.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,31.0,0.0,1,0.0,GD,15.0,0,,21077.0,
256,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,,4.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,34.0,31.0,0.0,1,0.0,GD,15.0,0,,11077.0,
257,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,,5.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,34.0,31.0,0.0,1,0.0,GD,15.0,0,,11075.0,"0.73,0.67"
258,44.0,5.0,,第1节,68.5,0.83,-68.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,,5.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,34.0,0.0,1,0.0,GD,0.0,0,,21077.0,
259,44.0,5.0,,第1节,68.5,0.83,-70.5,0.83,146.5,0.83,146.5,0.83,-70.5,1.0,,5.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,34.0,0.0,1,0.0,GD,0.0,0,,21077.0,
260,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,146.5,0.83,148.5,0.8,70.5,1.0,,5.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,34.0,0.0,1,0.0,GD,0.0,0,,21077.0,
261,44.0,5.0,,第1节,70.5,0.83,-70.5,0.83,148.5,0.87,148.5,0.8,148.5,1.0,,5.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,3.0,2.0,100.0,0.0,9.0,34.0,0.0,1,0.0,GD,0.0,0,,21077.0,
262,44.0,5.0,,第2节,70.5,0.83,-70.5,0.83,148.5,0.87,148.5,0.8,148.5,1.0,1.0,5.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,9.0,34.0,0.0,1,10.0,GD,0.0,0,,1082.0,
263,44.0,5.0,第2节,第2节,70.5,0.83,-70.5,0.83,148.5,0.87,148.5,0.8,148.5,2.0,,5.0,1.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,9.0,12.0,0.0,1,10.0,GD,0.0,0,,1088.0,
264,44.0,5.0,第2节,第2节,70.5,0.83,-70.5,0.83,148.5,0.87,148.5,0.8,148.5,2.0,,5.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,9.0,12.0,0.0,1,10.0,GD,0.0,0,,21075.0,"0.34,0.23"
265,44.0,5.0,第2节,第2节,70.5,0.83,-70.5,0.83,148.5,0.87,148.5,0.8,148.5,2.0,,5.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,34.0,0.0,1,10.0,GD,0.0,0,,11077.0,
266,44.0,5.0,第2节,第2节,70.5,0.83,-70.5,0.83,148.5,0.87,148.5,0.8,148.5,2.0,,5.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,34.0,0.0,1,9.0,GD,40.0,0,,11077.0,
267,44.0,5.0,第2节,第2节,70.5,0.83,-67.5,0.83,148.5,0.87,148.5,0.8,-67.5,2.0,,5.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,34.0,0.0,1,9.0,GD,40.0,0,,11077.0,
268,44.0,5.0,第2节,第2节,67.5,0.83,-67.5,0.83,148.5,0.87,151.5,0.83,67.5,2.0,,5.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,34.0,0.0,1,9.0,GD,40.0,0,,11077.0,
269,44.0,5.0,第2节,第2节,67.5,0.83,-67.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,5.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,34.0,0.0,1,9.0,GD,40.0,0,,11077.0,
270,44.0,5.0,第2节,第2节,67.5,0.83,-67.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,37.0,34.0,0.0,1,9.0,GD,40.0,0,,11075.0,"0.75,0.17"
271,44.0,5.0,第2节,第2节,67.5,0.83,-67.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,9.0,GD,27.0,0,,21077.0,
272,44.0,5.0,第2节,第2节,67.5,0.83,-69.5,0.83,151.5,0.83,151.5,0.83,-69.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,9.0,GD,27.0,0,,21077.0,
273,44.0,5.0,第2节,第2节,69.5,0.83,-69.5,0.83,151.5,0.83,154.5,0.87,69.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,9.0,GD,27.0,0,,21077.0,
274,44.0,5.0,第2节,第2节,69.5,0.83,-69.5,0.83,154.5,0.8,154.5,0.87,154.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,9.0,GD,27.0,0,,21077.0,
275,44.0,5.0,第2节,第2节,69.5,0.83,-69.5,0.83,154.5,0.8,154.5,0.87,154.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,9.0,GD,6.0,0,,11077.0,
276,44.0,5.0,第2节,第2节,69.5,0.83,-69.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,9.0,GD,6.0,0,,11077.0,
277,44.0,5.0,第2节,第2节,69.5,0.83,-69.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,9.0,GD,6.0,0,,11095.0,"0.80,0.47"
278,44.0,5.0,第2节,第2节,69.5,0.83,-69.5,0.83,152.5,0.83,152.5,0.83,152.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,58.0,0,,21077.0,
279,44.0,5.0,第2节,第2节,69.5,0.87,-68.5,0.8,152.5,0.83,152.5,0.83,-68.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,58.0,0,,21077.0,
280,44.0,5.0,第2节,第2节,68.5,0.87,-68.5,0.8,152.5,0.83,151.5,0.8,68.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,58.0,0,,21077.0,
281,44.0,5.0,第2节,第2节,68.5,0.87,-68.5,0.8,151.5,0.87,151.5,0.8,151.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,58.0,0,,21077.0,
282,44.0,5.0,第2节,第2节,68.5,0.87,-68.5,0.8,151.5,0.87,151.5,0.8,151.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,35.0,0,,21077.0,
283,44.0,5.0,第2节,第2节,68.5,0.83,-68.5,0.83,150.5,0.83,150.5,0.83,150.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,35.0,0,,11077.0,
284,44.0,5.0,第2节,第2节,68.5,0.83,-68.5,0.83,150.5,0.83,150.5,0.83,150.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,35.0,0,,11095.0,"0.84,0.48"
285,44.0,5.0,第2节,第2节,68.5,0.83,-68.5,0.83,150.5,0.83,150.5,0.83,150.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,18.0,0,,21077.0,
286,44.0,5.0,第2节,第2节,68.5,0.87,-67.5,0.8,150.5,0.83,150.5,0.83,-67.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,18.0,0,,11077.0,
287,44.0,5.0,第2节,第2节,67.5,0.87,-67.5,0.8,150.5,0.83,149.5,0.87,67.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,18.0,0,,11077.0,
288,44.0,5.0,第2节,第2节,67.5,0.87,-67.5,0.8,149.5,0.8,149.5,0.87,149.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,18.0,0,,11077.0,
289,44.0,5.0,第2节,第2节,67.5,0.87,-67.5,0.83,149.5,0.8,149.5,0.87,149.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,18.0,0,,11077.0,
290,44.0,5.0,第2节,第2节,67.5,0.83,-68.5,0.83,149.5,0.8,149.5,0.87,-68.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,18.0,0,,11077.0,
291,44.0,5.0,第2节,第2节,68.5,0.83,-68.5,0.83,149.5,0.8,149.5,0.87,68.5,2.0,,6.0,2.0,9.0,3.0,1.0,0.0,5.0,4.0,0.0,0.0,100.0,0.0,12.0,37.0,0.0,1,8.0,GD,18.0,0,,11077.0,
