,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
147,,,,第3节,-4.5,0.8,4.5,0.87,155.5,0.83,157.5,0.83,-4.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,54.0,0,,11077.0,0.0,1.75
148,,,,第3节,-4.5,0.8,4.5,0.87,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,54.0,0,,11077.0,0.0,1.75
149,,,,第3节,-4.5,0.8,4.5,0.87,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,54.0,0,,11077.0,0.0,1.75
150,,,,第3节,-4.5,0.8,4.5,0.87,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,34.0,0,,21077.0,0.0,1.75
151,,,,第3节,-4.5,0.83,5.5,0.83,157.5,0.83,157.5,0.83,5.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,34.0,0,,21077.0,0.0,1.75
152,,,,第3节,-5.5,0.83,5.5,0.83,157.5,0.83,155.5,0.83,-5.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,34.0,0,,21077.0,0.0,1.75
153,,,,第3节,-5.5,0.83,5.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,34.0,0,,21077.0,0.0,1.75
154,,,,第3节,-5.5,0.83,5.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,34.0,0,,21077.0,0.0,1.75
155,,,,第3节,-5.5,0.83,5.5,0.83,155.5,0.83,155.5,0.83,155.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,23.0,0,,21077.0,0.0,1.75
156,,,,第3节,-5.5,0.8,4.5,0.87,155.5,0.83,155.5,0.83,4.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,23.0,0,,11077.0,0.0,1.75
157,,,,第3节,-4.5,0.8,4.5,0.87,155.5,0.83,154.5,0.83,-4.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,23.0,0,,11077.0,0.0,1.75
158,,,,第3节,-4.5,0.8,4.5,0.87,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,23.0,0,,11077.0,0.0,1.75
159,,,,第3节,-4.5,0.8,4.5,0.87,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,15.0,0,,11077.0,0.0,1.75
160,,,,第3节,-4.5,0.8,4.5,0.87,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,15.0,0,,11077.0,0.0,1.75
161,,,,第3节,-4.5,0.8,4.5,0.87,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,11.0,0,,11077.0,0.0,1.75
162,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,11.0,0,,11077.0,0.0,1.75
163,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,1.7,,49.0,43.0,0.0,1,5.0,11.0,0,,11077.0,0.0,1.75
164,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,49.0,43.0,0.0,1,5.0,11.0,0,,11074.0,0.0,1.75
165,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,49.0,45.0,0.0,1,5.0,11.0,0,,21077.0,0.0,1.75
166,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,41.0,0,,21077.0,0.0,1.75
167,,,,第3节,-4.5,0.87,3.5,0.8,156.5,0.83,156.5,0.83,3.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,41.0,0,,11077.0,0.0,1.75
168,,,,第3节,-3.5,0.87,3.5,0.8,156.5,0.83,153.5,0.83,-3.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,41.0,0,,11077.0,0.0,1.75
169,,,,第3节,-3.5,0.87,3.5,0.8,153.5,0.83,153.5,0.83,153.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,41.0,0,,11077.0,0.0,1.75
170,,,,第3节,-3.5,0.87,3.5,0.8,153.5,0.83,153.5,0.83,153.5,3.0,1.5,,49.0,45.0,0.0,1,4.0,41.0,0,,11077.0,0.0,1.75
171,,,,第3节,-3.5,0.87,3.5,0.8,153.5,0.83,153.5,0.83,153.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,40.0,0,,11077.0,0.0,1.75
172,,,,第3节,-3.5,0.87,3.5,0.8,153.5,0.83,153.5,0.83,153.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,40.0,0,,11077.0,0.0,1.75
173,,,,第3节,-3.5,0.87,3.5,0.8,153.5,0.83,153.5,0.83,153.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,39.0,0,,11077.0,0.0,1.75
174,,,,第3节,-3.5,0.83,2.5,0.83,153.5,0.83,153.5,0.83,2.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,39.0,0,,11077.0,0.0,1.75
175,,,,第3节,-2.5,0.83,2.5,0.83,153.5,0.83,156.5,0.83,-2.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,39.0,0,,11077.0,0.0,1.75
176,,,,第3节,-2.5,0.83,2.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,39.0,0,,11077.0,0.0,1.75
177,,,,第3节,-2.5,0.83,2.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,1.25,,49.0,45.0,0.0,1,4.0,39.0,0,,11077.0,0.0,1.75
178,,,,第3节,-2.5,0.83,2.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,49.0,45.0,0.0,1,4.0,39.0,0,,11074.0,0.0,1.75
179,,,,第3节,-2.5,0.83,2.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,49.0,47.0,0.0,1,4.0,39.0,0,,21077.0,0.0,1.75
180,,,,第3节,-2.5,0.83,2.5,0.83,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,49.0,47.0,0.0,1,4.0,29.0,0,,21077.0,0.0,1.75
181,,,,第3节,-2.5,0.87,3.5,0.8,156.5,0.83,156.5,0.83,3.5,3.0,0.0,,49.0,47.0,0.0,1,4.0,29.0,0,,21077.0,0.0,1.75
182,,,,第3节,-3.5,0.87,3.5,0.8,156.5,0.83,156.5,0.83,-3.5,3.0,0.0,,49.0,47.0,0.0,1,4.0,17.0,0,,21077.0,0.0,1.75
183,,,,第3节,-3.5,0.87,3.5,0.8,156.5,0.83,156.5,0.83,-3.5,3.0,0.0,,49.0,47.0,0.0,1,4.0,17.0,0,,21074.0,0.0,1.75
184,,,,第3节,-3.5,0.87,3.5,0.8,156.5,0.83,156.5,0.83,-3.5,3.0,0.0,,51.0,47.0,0.0,1,4.0,17.0,0,,11077.0,0.0,1.75
185,,,,第3节,-3.5,0.87,3.5,0.8,156.5,0.83,156.5,0.83,-3.5,3.0,1.5,,51.0,47.0,0.0,1,4.0,17.0,0,,11077.0,0.0,1.75
186,,,,第3节,-3.5,0.87,3.5,0.8,156.5,0.83,156.5,0.83,-3.5,3.0,0.0,,51.0,47.0,0.0,1,3.0,53.0,0,,21077.0,0.0,1.75
187,,,,第3节,-3.5,0.87,4.5,0.8,156.5,0.83,156.5,0.83,4.5,3.0,0.0,,51.0,47.0,0.0,1,3.0,53.0,0,,21077.0,0.0,1.75
188,,,,第3节,-4.5,0.87,4.5,0.8,156.5,0.83,154.5,0.83,-4.5,3.0,0.0,,51.0,47.0,0.0,1,3.0,53.0,0,,21077.0,0.0,1.75
189,,,,第3节,-4.5,0.87,4.5,0.8,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,51.0,47.0,0.0,1,3.0,53.0,0,,21077.0,0.0,1.75
190,,,,第3节,-4.5,0.87,4.5,0.8,154.5,0.83,154.5,0.83,154.5,3.0,1.75,,51.0,47.0,0.0,1,3.0,53.0,0,,21077.0,0.0,1.75
191,,,,第3节,-4.5,0.87,4.5,0.8,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,51.0,47.0,0.0,1,3.0,46.0,0,,21077.0,0.0,1.75
192,,,,第3节,-4.5,0.87,4.5,0.8,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,51.0,47.0,0.0,1,3.0,46.0,0,,21074.0,0.0,1.75
193,,,,第3节,-4.5,0.87,4.5,0.8,154.5,0.83,154.5,0.83,154.5,3.0,0.0,,53.0,47.0,0.0,1,3.0,46.0,0,,11077.0,0.0,1.75
194,,,,第3节,-4.5,0.91,5.5,0.77,154.5,0.83,154.5,0.83,5.5,3.0,0.0,,53.0,47.0,0.0,1,3.0,46.0,0,,11077.0,0.0,1.75
195,,,,第3节,-5.5,0.91,5.5,0.77,154.5,0.83,156.5,0.83,-5.5,3.0,0.0,,53.0,47.0,0.0,1,3.0,46.0,0,,11077.0,0.0,1.75
196,,,,第3节,-5.5,0.91,5.5,0.77,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,53.0,47.0,0.0,1,3.0,46.0,0,,11077.0,0.0,1.75
197,,,,第3节,-5.5,0.91,5.5,0.77,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,53.0,47.0,0.0,1,3.0,46.0,0,,11077.0,0.0,1.75
198,,,,第3节,-5.5,0.91,5.5,0.77,156.5,0.83,156.5,0.83,156.5,3.0,0.0,,53.0,47.0,0.0,1,3.0,46.0,0,,11086.0,0.0,1.75
199,,,,第3节,-5.5,0.83,6.5,0.83,156.5,0.83,156.5,0.83,6.5,3.0,0.0,,53.0,47.0,0.0,1,3.0,46.0,0,,21077.0,0.0,1.75
200,,,,第3节,-6.5,0.83,6.5,0.83,156.5,0.83,156.5,0.83,-6.5,3.0,0.0,,53.0,47.0,0.0,1,3.0,46.0,0,,21077.0,0.0,1.75
201,,,,第3节,-6.5,0.77,5.5,0.91,156.5,0.83,156.5,0.83,5.5,3.0,0.0,1:1,53.0,47.0,0.0,1,3.0,46.0,0,,21078.0,0.0,1.75
202,,,,第3节,-5.5,0.77,5.5,0.91,156.5,0.83,157.5,0.83,-5.5,3.0,0.0,1:1,53.0,47.0,0.0,1,3.0,46.0,0,,21078.0,0.0,1.75
203,,,,第3节,-5.5,0.77,5.5,0.91,157.5,0.83,157.5,0.83,157.5,3.0,0.0,1:1,53.0,47.0,0.0,1,3.0,46.0,0,,21078.0,0.0,1.75
204,,,,第3节,-5.5,0.77,5.5,0.91,157.5,0.83,157.5,0.83,157.5,3.0,0.0,1:1,53.0,47.0,0.0,1,3.0,46.0,0,,21078.0,0.0,1.75
205,,,,第3节,-5.5,0.77,5.5,0.91,157.5,0.83,157.5,0.83,157.5,3.0,0.0,1:1,53.0,47.0,0.0,1,3.0,46.0,0,,21079.0,0.0,1.75
206,,,,第3节,-5.5,0.77,5.5,0.91,157.5,0.83,157.5,0.83,157.5,3.0,0.0,,54.0,47.0,0.0,1,3.0,46.0,0,,11077.0,0.0,1.75
207,,,,第3节,-5.5,0.87,6.5,0.8,157.5,0.83,157.5,0.83,6.5,3.0,0.0,,54.0,47.0,0.0,1,3.0,46.0,0,,11077.0,0.0,1.75
208,,,,第3节,-6.5,0.87,6.5,0.8,157.5,0.83,157.5,0.83,-6.5,3.0,0.0,,54.0,47.0,0.0,1,3.0,46.0,0,,11077.0,0.0,1.75
209,,,,第3节,-6.5,0.87,6.5,0.8,157.5,0.83,157.5,0.83,-6.5,3.0,0.0,,54.0,47.0,0.0,1,3.0,44.0,0,,11077.0,0.0,1.75
210,,,,第3节,-6.5,0.87,6.5,0.8,157.5,0.83,157.5,0.83,-6.5,3.0,0.0,,54.0,47.0,0.0,1,3.0,44.0,0,,11075.0,0.0,1.75
211,,,,第3节,-6.5,0.87,6.5,0.8,157.5,0.83,157.5,0.83,-6.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,29.0,0,,21077.0,0.0,1.75
212,,,,第3节,-6.5,0.83,4.5,0.83,157.5,0.83,157.5,0.83,4.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,29.0,0,,21077.0,0.0,1.75
213,,,,第3节,-4.5,0.83,4.5,0.83,157.5,0.83,159.5,0.83,-4.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,29.0,0,,21077.0,0.0,1.75
214,,,,第3节,-4.5,0.83,4.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,29.0,0,,21077.0,0.0,1.75
215,,,,第3节,-4.5,0.83,4.5,0.83,159.5,0.83,159.5,0.83,159.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,29.0,0,,21077.0,0.0,1.75
216,,,,第3节,-4.5,0.83,6.5,0.83,159.5,0.83,159.5,0.83,6.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,29.0,0,,21077.0,0.0,1.75
217,,,,第3节,-6.5,0.83,6.5,0.83,159.5,0.83,162.5,0.83,-6.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,29.0,0,,21077.0,0.0,1.75
218,,,,第3节,-6.5,0.83,6.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,29.0,0,,21077.0,0.0,1.75
219,,,,第3节,-6.5,0.83,6.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,16.0,0,,21077.0,0.0,1.75
220,,,,第3节,-6.5,0.83,6.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,54.0,50.0,0.0,1,3.0,16.0,0,,21075.0,0.0,1.75
221,,,,第3节,-6.5,0.83,6.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,57.0,50.0,0.0,1,3.0,16.0,0,,11077.0,0.0,1.75
222,,,,第3节,-6.5,0.83,6.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,57.0,50.0,0.0,1,3.0,16.0,0,,11077.0,0.0,1.75
223,,,,第3节,-6.5,0.83,6.5,0.83,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,57.0,50.0,0.0,1,3.0,6.0,0,,11077.0,0.0,1.75
224,,,,第3节,-6.5,0.83,5.5,0.83,162.5,0.83,162.5,0.83,5.5,3.0,0.0,,57.0,50.0,0.0,1,3.0,6.0,0,,11077.0,0.0,1.75
225,,,,第3节,-5.5,0.83,5.5,0.83,162.5,0.83,163.5,0.83,-5.5,3.0,0.0,,57.0,50.0,0.0,1,3.0,6.0,0,,11077.0,0.0,1.75
226,,,,第3节,-5.5,0.83,5.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,57.0,50.0,0.0,1,3.0,6.0,0,,11077.0,0.0,1.75
227,,,,第3节,-5.5,0.83,5.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,57.0,50.0,0.0,1,3.0,6.0,0,,11074.0,0.0,1.75
228,,,,第3节,-5.5,0.83,5.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,57.0,52.0,0.0,1,3.0,3.0,0,,21077.0,0.0,1.75
229,,,,第3节,-5.5,0.83,5.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,57.0,52.0,0.0,1,3.0,3.0,0,,21077.0,0.0,1.75
230,,,,第3节,-5.5,0.83,5.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,57.0,52.0,0.0,1,2.0,49.0,0,,21077.0,0.0,1.75
231,,,,第3节,-5.5,0.83,5.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,57.0,52.0,0.0,1,2.0,49.0,0,,11086.0,0.0,1.75
232,,,,第3节,-5.5,0.8,5.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,57.0,52.0,0.0,1,2.0,49.0,0,,21077.0,0.0,1.75
233,,,,第3节,-5.5,0.8,5.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,57.0,52.0,0.0,1,2.0,49.0,0,,21077.0,0.0,1.75
234,,,,第3节,-5.5,0.8,5.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,57.0,52.0,0.0,1,2.0,35.0,0,,21077.0,0.0,1.75
235,,,,第3节,-5.5,0.8,5.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,57.0,52.0,0.0,1,2.0,35.0,0,,21075.0,0.0,1.75
236,,,,第3节,-5.5,0.8,5.5,0.87,162.5,0.83,162.5,0.83,162.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,11077.0,0.0,1.75
237,,,,第3节,-5.5,0.83,7.5,0.83,162.5,0.83,162.5,0.83,7.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,11077.0,0.0,1.75
238,,,,第3节,-7.5,0.83,7.5,0.83,162.5,0.83,164.5,0.83,-7.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,11077.0,0.0,1.75
239,,,,第3节,-7.5,0.83,7.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,11077.0,0.0,1.75
240,,,,第3节,-7.5,0.83,7.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,11077.0,0.0,1.75
241,,,,第3节,-7.5,0.83,8.5,0.83,164.5,0.83,164.5,0.83,8.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,21077.0,0.0,1.75
242,,,,第3节,-8.5,0.83,8.5,0.83,164.5,0.83,163.5,0.83,-8.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,21077.0,0.0,1.75
243,,,,第3节,-8.5,0.83,8.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,21077.0,0.0,1.75
244,,,,第3节,-8.5,0.83,8.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,35.0,0,,21077.0,0.0,1.75
245,,,,第3节,-8.5,0.83,8.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,22.0,0,,21077.0,0.0,1.75
246,,,,第3节,-8.5,0.83,8.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,22.0,0,,21077.0,0.0,1.75
247,,,,第3节,-8.5,0.83,8.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,17.0,0,,21077.0,0.0,1.75
248,,,,第3节,-8.5,0.83,8.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,60.0,52.0,0.0,1,2.0,17.0,0,,21074.0,0.0,1.75
249,,,,第3节,-8.5,0.83,8.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,17.0,0,,11077.0,0.0,1.75
250,,,,第3节,-8.5,0.83,9.5,0.83,163.5,0.83,163.5,0.83,9.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,17.0,0,,11077.0,0.0,1.75
251,,,,第3节,-9.5,0.83,9.5,0.83,163.5,0.83,165.5,0.83,-9.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,17.0,0,,11077.0,0.0,1.75
252,,,,第3节,-9.5,0.83,9.5,0.83,165.5,0.83,165.5,0.83,165.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,17.0,0,,11077.0,0.0,1.75
253,,,,第3节,-9.5,0.83,9.5,0.83,165.5,0.83,165.5,0.83,165.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,17.0,0,,11077.0,0.0,1.75
254,44.0,5.0,,第3节,-9.5,0.83,9.5,0.83,165.5,0.83,165.5,0.83,165.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,15.0,0,,11081.0,0.0,1.75
255,44.0,5.0,,第3节,-9.5,0.83,9.5,0.83,165.5,0.83,165.5,0.83,165.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,15.0,0,,11081.0,0.0,1.75
256,44.0,5.0,,第3节,-9.5,0.83,9.5,0.83,165.5,0.83,165.5,0.83,165.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,6.0,0,,11081.0,0.0,1.75
257,44.0,5.0,,第3节,-9.5,0.83,10.5,0.83,165.5,0.83,165.5,0.83,10.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,6.0,0,,21077.0,0.0,1.75
258,44.0,5.0,,第3节,-10.5,0.83,10.5,0.83,165.5,0.83,164.5,0.83,-10.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,6.0,0,,21077.0,0.0,1.75
259,44.0,5.0,,第3节,-10.5,0.83,10.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,6.0,0,,21077.0,0.0,1.75
260,44.0,5.0,,第3节,-10.5,0.83,10.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,6.0,0,,21077.0,0.0,1.75
261,44.0,5.0,,第3节,-10.5,0.83,10.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,62.0,52.0,0.0,1,2.0,6.0,0,,21074.0,0.0,1.75
262,44.0,5.0,,第3节,-10.5,0.83,10.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,57.0,0,,11077.0,0.0,1.75
263,44.0,5.0,,第3节,-10.5,0.83,11.5,0.83,164.5,0.83,164.5,0.83,11.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,57.0,0,,11077.0,0.0,1.75
264,44.0,5.0,,第3节,-11.5,0.83,11.5,0.83,164.5,0.83,166.5,0.83,-11.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,57.0,0,,11077.0,0.0,1.75
265,44.0,5.0,,第3节,-11.5,0.83,11.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,57.0,0,,11077.0,0.0,1.75
266,44.0,5.0,,第3节,-11.5,0.83,11.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,57.0,0,,11077.0,0.0,1.75
267,44.0,5.0,,第3节,-11.5,0.83,12.5,0.83,166.5,0.83,166.5,0.83,12.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,57.0,0,,11077.0,0.0,1.75
268,44.0,5.0,,第3节,-12.5,0.83,12.5,0.83,166.5,0.83,163.5,0.83,-12.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,57.0,0,,11077.0,0.0,1.75
269,44.0,5.0,,第3节,-12.5,0.83,12.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,57.0,0,,11077.0,0.0,1.75
270,44.0,5.0,,第3节,-12.5,0.83,12.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,25.0,0,,11077.0,0.0,1.75
271,44.0,5.0,,第3节,-12.5,0.83,12.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,25.0,0,,21077.0,0.0,1.75
272,44.0,5.0,,第3节,-12.5,0.83,12.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,21.0,0,,21077.0,0.0,1.75
273,44.0,5.0,,第3节,-12.5,0.83,12.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,64.0,52.0,0.0,1,1.0,21.0,0,,21075.0,0.0,1.75
274,44.0,5.0,,第3节,-12.5,0.83,12.5,0.83,163.5,0.83,163.5,0.83,163.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,21.0,0,,11077.0,0.0,1.75
275,44.0,5.0,,第3节,-12.5,0.83,14.5,0.83,163.5,0.83,163.5,0.83,14.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,21.0,0,,11077.0,0.0,1.75
276,44.0,5.0,,第3节,-14.5,0.83,14.5,0.83,163.5,0.83,166.5,0.83,-14.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,21.0,0,,11077.0,0.0,1.75
277,44.0,5.0,,第3节,-14.5,0.83,14.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,21.0,0,,11077.0,0.0,1.75
278,44.0,5.0,,第3节,-14.5,0.83,14.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,21.0,0,,11077.0,0.0,1.75
279,44.0,5.0,,第3节,-14.5,0.83,14.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,3.0,0,,21077.0,0.0,1.75
280,44.0,5.0,,第3节,-14.5,0.83,15.5,0.83,166.5,0.83,166.5,0.83,15.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,3.0,0,,21077.0,0.0,1.75
281,44.0,5.0,,第3节,-15.5,0.83,15.5,0.83,166.5,0.83,164.5,0.83,-15.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,3.0,0,,21077.0,0.0,1.75
282,44.0,5.0,,第3节,-15.5,0.83,15.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,3.0,0,,21077.0,0.0,1.75
283,44.0,5.0,,第3节,-15.5,0.83,15.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,67.0,52.0,0.0,1,1.0,3.0,0,,21077.0,0.0,1.75
284,44.0,5.0,,第3节,-15.5,0.83,15.5,0.83,164.5,0.83,164.5,0.83,164.5,3.0,0.0,,67.0,52.0,0.0,1,0.0,58.0,0,,21077.0,0.0,1.75
285,44.0,5.0,,第3节,-15.5,0.83,16.5,0.83,164.5,0.83,164.5,0.83,16.5,3.0,0.0,,67.0,52.0,0.0,1,0.0,58.0,0,,21077.0,0.0,1.75
286,44.0,5.0,,第3节,-16.5,0.83,16.5,0.83,164.5,0.83,166.5,0.83,-16.5,3.0,0.0,,67.0,52.0,0.0,1,0.0,58.0,0,,21077.0,0.0,1.75
287,44.0,5.0,,第3节,-16.5,0.83,16.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,67.0,52.0,0.0,1,0.0,58.0,0,,21077.0,0.0,1.75
288,44.0,5.0,,第3节,-16.5,0.83,16.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,67.0,52.0,0.0,1,0.0,58.0,0,,21077.0,0.0,1.75
289,44.0,5.0,,第3节,-16.5,0.83,16.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,67.0,52.0,0.0,1,0.0,58.0,0,,21074.0,0.0,1.75
290,44.0,5.0,,第3节,-16.5,0.83,16.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,69.0,52.0,0.0,1,0.0,58.0,0,,11077.0,0.0,1.75
291,44.0,5.0,,第3节,-16.5,0.83,16.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,69.0,52.0,0.0,1,0.0,50.0,0,,11077.0,0.0,1.75
292,44.0,5.0,,第3节,-16.5,0.83,16.5,0.83,166.5,0.83,166.5,0.83,166.5,3.0,0.0,,69.0,52.0,0.0,1,0.0,50.0,0,,11074.0,0.0,1.75
