,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8
1,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.87,0.8
2,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.87,0.8
3,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.87,0.8
4,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.87,0.8
5,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.87,0.8
6,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,1.0,1,10.0,,0.0,0,,,0.87,0.8
7,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8
8,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8
9,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8
10,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8
11,,,,第1节,,1.5,0.8,-1.5,0.87,174.5,0.83,174.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.87,0.8
