,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
0,,,,第1节,6.5,0.83,-6.5,0.91,172.5,0.87,172.5,0.87,,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,,0.0,0.0
1,,,,第1节,6.5,0.91,-5.5,0.83,172.5,0.87,172.5,0.87,-5.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,10.0,GD,0.0,0,,1087.0,,0.0,0.0
2,,,,第1节,5.5,0.91,-5.5,0.83,172.5,0.87,172.5,0.87,5.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,59.0,0,,21077.0,,0.0,0.0
3,,,,第1节,5.5,0.91,-5.5,0.83,172.5,0.87,172.5,0.87,5.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,59.0,0,,21077.0,,0.0,0.0
4,,,,第1节,5.5,0.91,-5.5,0.83,172.5,0.87,172.5,0.87,5.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,41.0,0,,21077.0,,0.0,0.0
5,,,,第1节,5.5,0.91,-5.5,0.83,172.5,0.87,172.5,0.87,5.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,41.0,0,,11086.0,,0.0,0.0
6,,,,第1节,5.5,0.91,-5.5,0.83,170.5,0.91,170.5,0.83,170.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,41.0,0,,21077.0,,0.0,0.0
7,,,,第1节,5.5,0.91,-5.5,0.83,170.5,0.91,170.5,0.83,170.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,36.0,0,,11077.0,,0.0,0.0
8,,,,第1节,5.5,0.91,-5.5,0.83,170.5,0.87,170.5,0.87,170.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,36.0,0,,11077.0,,0.0,0.0
9,,,,第1节,5.5,0.91,-5.5,0.83,170.5,0.87,170.5,0.87,170.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,33.0,0,,11077.0,,0.0,0.0
10,,,,第1节,5.5,0.91,-5.5,0.83,170.5,0.87,170.5,0.87,170.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,33.0,0,,11077.0,,0.0,0.0
11,,,,第1节,5.5,0.91,-5.5,0.83,170.5,0.87,170.5,0.87,170.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,26.0,0,,11077.0,,0.0,0.0
12,,,,第1节,5.5,0.91,-5.5,0.83,169.5,0.87,169.5,0.87,169.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,26.0,0,,11077.0,,0.0,0.0
13,,,,第1节,5.5,0.91,-5.5,0.83,169.5,0.87,168.5,0.87,169.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,26.0,0,,21077.0,,0.0,0.0
14,,,,第1节,5.5,0.91,-5.5,0.83,168.5,0.87,168.5,0.87,168.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,26.0,0,,21077.0,,0.0,0.0
15,,,,第1节,5.5,0.91,-5.5,0.83,168.5,0.87,168.5,0.87,168.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,9.0,GD,14.0,0,,21077.0,,0.0,0.0
16,,,,第1节,5.5,0.91,-5.5,0.83,168.5,0.87,168.5,0.87,168.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,8.0,GD,14.0,0,,21077.0,,0.0,0.0
17,,,,第1节,5.5,0.91,-5.5,0.83,168.5,0.87,168.5,0.87,168.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,8.0,GD,57.0,0,,21077.0,,0.0,0.0
18,,,,第1节,5.5,0.91,-5.5,0.83,168.5,0.87,168.5,0.87,168.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,8.0,GD,57.0,0,,11086.0,,0.0,0.0
19,,,,第1节,5.5,0.87,-5.5,0.87,167.5,0.87,167.5,0.87,167.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,8.0,GD,57.0,0,,21077.0,,0.0,0.0
20,,,,第1节,5.5,0.87,-5.5,0.87,167.5,0.87,167.5,0.87,167.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,8.0,GD,54.0,0,,21077.0,,0.0,0.0
21,,,,第1节,5.5,0.87,-5.5,0.87,167.5,0.87,167.5,0.87,167.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,8.0,GD,54.0,0,,11086.0,,0.0,0.0
22,,,,第1节,5.5,0.91,-4.5,0.83,167.5,0.87,167.5,0.87,-4.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,8.0,GD,54.0,0,,21077.0,,0.0,0.0
23,,,,第1节,4.5,0.91,-4.5,0.83,167.5,0.91,167.5,0.83,4.5,1.0,8857084.0,,,,,,,,,,,,,,,,,0.0,1,8.0,GD,54.0,0,,21074.0,,0.0,0.0
24,,,,第1节,4.5,0.91,-4.5,0.83,167.5,0.91,167.5,0.83,4.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,0.0,0.0,1,8.0,GD,50.0,0,,11077.0,,0.0,0.0
25,,,,第1节,4.5,0.83,-4.5,0.91,169.5,0.87,169.5,0.87,169.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,0.0,0.0,1,8.0,GD,50.0,0,,11077.0,,0.0,0.0
26,,,,第1节,4.5,0.83,-4.5,0.91,169.5,0.87,169.5,0.87,169.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,0.0,0.0,1,8.0,GD,36.0,0,,11077.0,,1.7,0.47
27,,,,第1节,4.5,0.83,-4.5,0.91,169.5,0.87,169.5,0.87,169.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,0.0,0.0,1,8.0,GD,36.0,0,,21086.0,,1.7,0.47
28,,,,第1节,4.5,0.83,-4.5,0.91,168.5,0.87,168.5,0.87,168.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,0.0,0.0,1,8.0,GD,36.0,0,,11077.0,,1.7,0.47
29,,,,第1节,4.5,0.83,-4.5,0.91,168.5,0.87,168.5,0.87,168.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,0.0,0.0,1,8.0,GD,36.0,0,,11075.0,,1.7,0.47
30,,,,第1节,4.5,0.83,-4.5,0.91,168.5,0.87,168.5,0.87,168.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,36.0,0,,21077.0,,1.7,0.47
31,,,,第1节,4.5,0.83,-5.5,0.91,168.5,0.87,168.5,0.87,-5.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,36.0,0,,21077.0,,1.7,0.47
32,,,,第1节,5.5,0.83,-5.5,0.91,168.5,0.87,171.5,0.87,5.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,36.0,0,,21077.0,,1.7,0.47
33,,,,第1节,5.5,0.83,-5.5,0.91,171.5,0.87,171.5,0.87,171.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,36.0,0,,21077.0,,1.7,0.47
34,,,,第1节,5.5,0.83,-5.5,0.91,171.5,0.87,171.5,0.87,171.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,29.0,0,,21077.0,,1.7,0.47
35,,,,第1节,5.5,0.83,-5.5,0.91,171.5,0.87,171.5,0.87,171.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,29.0,0,,11077.0,,0.0,0.0
36,,,,第1节,5.5,0.83,-5.5,0.91,171.5,0.87,171.5,0.87,171.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,17.0,0,,11077.0,,0.0,0.0
37,,,,第1节,5.5,0.87,-5.5,0.87,170.5,0.87,170.5,0.87,170.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,17.0,0,,11077.0,,0.0,0.0
38,,,,第1节,5.5,0.87,-5.5,0.87,170.5,0.87,170.5,0.87,170.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,3.0,0.0,1,8.0,GD,17.0,0,,11075.0,,0.0,0.0
39,,,,第1节,5.5,0.87,-5.5,0.87,170.5,0.87,170.5,0.87,170.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,17.0,0,,21077.0,,0.0,0.0
40,,,,第1节,5.5,0.87,-5.5,0.87,170.5,0.87,170.5,0.87,170.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,14.0,0,,21077.0,,0.0,0.0
41,,,,第1节,5.5,0.87,-6.5,0.87,170.5,0.87,170.5,0.87,-6.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,14.0,0,,21077.0,,0.0,0.0
42,,,,第1节,6.5,0.87,-6.5,0.87,170.5,0.87,173.5,0.87,6.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,14.0,0,,21077.0,,0.0,0.0
43,,,,第1节,6.5,0.87,-6.5,0.87,173.5,0.87,173.5,0.87,173.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,14.0,0,,21077.0,,0.0,0.0
44,,,,第1节,6.5,0.87,-6.5,0.87,173.5,0.87,173.5,0.87,173.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,9.0,0,,21077.0,,0.0,0.0
45,,,,第1节,6.5,0.87,-6.5,0.87,173.5,0.87,173.5,0.87,173.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,9.0,0,,11086.0,,0.0,0.0
46,,,,第1节,6.5,0.87,-6.5,0.87,173.5,0.87,173.5,0.87,173.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,8.0,0,,21077.0,,0.0,0.0
47,,,,第1节,6.5,0.87,-5.5,0.87,173.5,0.87,173.5,0.87,-5.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,8.0,GD,8.0,0,,21077.0,,0.0,0.0
48,,,,第1节,5.5,0.87,-5.5,0.87,173.5,0.87,173.5,0.87,5.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,7.0,GD,55.0,0,,21077.0,,0.0,0.0
49,,,,第1节,5.5,0.87,-5.5,0.87,173.5,0.87,173.5,0.87,5.5,1.0,8857084.0,,,,,,,,,,,,,,,2.0,6.0,0.0,1,7.0,GD,55.0,0,,21074.0,,0.0,0.0
50,,,,第1节,5.5,0.87,-5.5,0.87,173.5,0.87,173.5,0.87,5.5,1.0,8857084.0,,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,55.0,0,,11077.0,,0.0,0.0
51,,,,第1节,5.5,0.83,-5.5,0.91,174.5,0.91,174.5,0.83,174.5,1.0,8857084.0,,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,55.0,0,,11077.0,,0.0,0.0
52,,,,第1节,5.5,0.83,-5.5,0.91,174.5,0.91,174.5,0.83,174.5,1.0,8857084.0,,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,42.0,0,,11077.0,,0.0,0.0
53,,,,第1节,5.5,0.83,-5.5,0.91,173.5,0.91,173.5,0.83,173.5,1.0,8857084.0,,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,42.0,0,,11077.0,,0.0,0.0
54,,,,第1节,5.5,0.83,-5.5,0.91,173.5,0.91,173.5,0.83,173.5,1.0,8857084.0,,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,31.0,0,,11077.0,,0.0,0.0
55,,,,第1节,5.5,0.83,-5.5,0.91,173.5,0.91,173.5,0.83,173.5,1.0,8857084.0,,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,31.0,0,,21086.0,,0.0,0.0
56,,,,第1节,5.5,0.87,-5.5,0.87,173.5,0.83,173.5,0.91,173.5,1.0,8857084.0,,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,31.0,0,,11077.0,,0.0,0.0
57,,,,第1节,5.5,0.91,-5.5,0.83,174.5,0.87,174.5,0.87,174.5,1.0,8857084.0,,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,31.0,0,,11077.0,,0.0,0.0
58,,,,第1节,5.5,0.91,-5.5,0.83,174.5,0.87,174.5,0.87,174.5,1.0,8857084.0,1:2,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,31.0,0,,11078.0,,0.0,0.0
59,,,,第1节,5.5,0.83,-6.5,0.91,174.5,0.87,174.5,0.87,-6.5,1.0,8857084.0,1:3,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,31.0,0,,11078.0,,0.0,0.0
60,,,,第1节,6.5,0.83,-6.5,0.91,174.5,0.91,174.5,0.83,6.5,1.0,8857084.0,1:3,,,,,,,,,,,,,,4.0,6.0,0.0,1,7.0,GD,31.0,0,,11080.0,,0.0,0.0
