,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,3.0,29.5,0.8333333333333334,-29.5,0.8333333333333334,177.5,0.8,177.5,0.8695652173913043,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,75.0,82.4,68,44,0,1,4.0,45.0,0,20180922161219,11078
1,,,3.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,,1:2^2:2,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,45.0,0,20180922161243.0,11080^11078
2,,,3.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,45.0,1.0,20180922161256.0,21077.0
3,,,3.0,28.5,0.8333333333333334,-28.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,44.0,0.0,20180922161256.0,21077.0
4,,,3.0,29.5,0.8333333333333334,-28.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,44.0,0.0,20180922161257.0,11077.0
5,,,3.0,29.5,0.8333333333333334,-28.5,0.8333333333333334,176.5,0.8333333333333334,176.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,44.0,1.0,20180922161306.0,11077.0
6,,,3.0,29.5,0.8695652173913043,-28.5,0.8,176.5,0.8333333333333334,176.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,35.0,1.0,20180922161314.0,11077.0
7,,,3.0,29.5,0.8695652173913043,-28.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,28.0,1.0,20180922161322.0,11094.0
8,,,3.0,29.5,0.8695652173913043,-28.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,28.0,1.0,20180922161323.0,11077.0
9,,,3.0,28.5,0.8695652173913043,-28.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,27.0,1.0,20180922161323.0,21077.0
10,,,3.0,28.5,0.8695652173913043,-28.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,27.0,0.0,20180922161323.0,21077.0
11,,,3.0,28.5,0.8695652173913043,-28.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,27.0,1.0,20180922161332.0,21077.0
12,,,3.0,28.5,0.8695652173913043,-28.5,0.8,175.5,0.8333333333333334,175.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,26.0,1.0,20180922161332.0,21077.0
13,,,3.0,28.5,0.8695652173913043,-28.5,0.8,175.5,0.7692307692307693,175.5,0.9090909090909091,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,18.0,1.0,20180922161340.0,21077.0
14,,,3.0,28.5,0.8695652173913043,-28.5,0.8,175.5,0.7692307692307693,175.5,0.9090909090909091,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,17.0,1.0,20180922161340.0,11077.0
15,,,3.0,28.5,0.8695652173913043,-28.5,0.8,176.5,0.8333333333333334,176.5,0.8333333333333334,,,,8.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,68,44,0,1,4.0,8.0,1.0,20180922161350.0,11077.0
16,,,3.0,29.5,0.8695652173913043,-29.5,0.8,179.5,0.8333333333333334,179.5,0.8333333333333334,19.0,^,,9.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,72,46,0,1,4.0,5.0,1.0,20180922161353.0,11075^21077
17,,,3.0,29.5,0.8333333333333334,-29.5,0.8333333333333334,178.5,0.8695652173913043,178.5,0.8,19.0,,,9.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,72,46,0,1,3.0,56.0,1.0,20180922161402.0,21077.0
18,,,3.0,29.5,0.8333333333333334,-29.5,0.8333333333333334,178.5,0.8333333333333334,178.5,0.8333333333333334,19.0,,,9.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,72,46,0,1,3.0,51.0,1.0,20180922161407.0,21094.0
19,,,3.0,30.5,0.8333333333333334,-30.5,0.8333333333333334,178.5,0.8333333333333334,178.5,0.8333333333333334,19.0,,,9.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,72,46,0,1,3.0,51.0,1.0,20180922161408.0,11077.0
20,,,3.0,29.5,0.8333333333333334,-29.5,0.8333333333333334,178.5,0.8333333333333334,178.5,0.8333333333333334,19.0,,,9.0,2.0,16.0,12.0,12.0,14.0,3.0,3,2.0,4.0,70.6,82.4,72,46,0,1,3.0,49.0,1.0,20180922161409.0,21077.0
