,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
0,,,,,-14.5,0.83,14.5,0.83,138.5,0.83,138.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717175846,,,0.0,0.0
1,,,,,-14.5,0.83,14.5,0.83,138.5,0.83,138.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,20180717182215.0,,,0.0,0.0
2,,,,,-14.5,0.83,14.5,0.83,138.5,0.83,138.5,0.83,,,,,,,,,,,,,,,,0.0,1,10.0,1~GD,0.0,0,20180717182215.0,,,0.0,0.0
3,,,,,-14.5,0.83,14.5,0.83,138.5,0.83,138.5,0.83,,,,,,,,,,,,,,,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180717183030.0,,,0.0,0.0
4,,,,,-14.5,0.83,14.5,0.83,138.5,0.83,138.5,0.83,,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,59.0,1.0,20180717183030.0,1087.0,,0.0,0.0
5,,,,,-14.5,0.83,14.5,0.83,137.5,0.83,138.5,0.83,137.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,59.0,1.0,20180717183039.0,21077.0,,0.0,0.0
6,,,,,-14.5,0.83,14.5,0.83,137.5,0.83,137.5,0.83,137.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,51.0,1.0,20180717183039.0,21077.0,,0.0,0.0
7,,,,,-14.5,0.83,14.5,0.83,137.5,0.83,137.5,0.83,137.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,51.0,1.0,20180717183047.0,21077.0,,0.0,0.0
8,,,,,-14.5,0.83,14.5,0.83,137.5,0.83,137.5,0.83,137.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180717183047.0,21077.0,,0.0,0.0
9,,,,,-14.5,0.83,14.5,0.83,136.5,0.83,137.5,0.83,136.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,43.0,1.0,20180717183047.0,21077.0,,0.0,0.0
10,,,,,-14.5,0.83,14.5,0.83,136.5,0.83,136.5,0.83,136.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,37.0,1.0,20180717183052.0,21077.0,,0.0,0.0
11,,,,,-14.5,0.83,14.5,0.83,136.5,0.83,136.5,0.83,136.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,37.0,1.0,20180717183052.0,11077.0,,0.0,0.0
12,,,,,-14.5,0.83,14.5,0.83,136.5,0.83,136.5,0.83,136.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,29.0,1.0,20180717183100.0,11077.0,,0.0,0.0
13,,,,,-14.5,0.83,14.5,0.83,135.5,0.83,136.5,0.83,135.5,,,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,29.0,1.0,20180717183100.0,11077.0,,0.0,0.0
14,,,,,-14.5,0.83,14.5,0.83,135.5,0.83,135.5,0.83,135.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,29.0,1.0,20180717183100.0,11077.0,,0.0,0.0
15,,,,,-14.5,0.83,14.5,0.83,135.5,0.83,135.5,0.83,135.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,21.0,1.0,20180717183109.0,11077.0,,0.0,0.0
16,,,,,-14.5,0.83,14.5,0.83,135.5,0.83,135.5,0.83,135.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,21.0,1.0,20180717183109.0,11077.0,,0.0,0.0
17,,,,,-14.5,0.83,14.5,0.83,135.5,0.83,135.5,0.83,135.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180717183114.0,11077.0,,0.0,0.0
18,,,,,-14.5,0.83,14.5,0.83,134.5,0.83,135.5,0.83,134.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,15.0,1.0,20180717183114.0,21077.0,,0.0,0.0
19,,,,,-14.5,0.83,14.5,0.83,134.5,0.83,134.5,0.83,134.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,7.0,1.0,20180717183123.0,21077.0,,0.0,0.0
20,,,,,-14.5,0.83,14.5,0.83,134.5,0.8,134.5,0.87,134.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,9.0,1~GD,7.0,1.0,20180717183123.0,21077.0,,0.0,0.0
21,,,,,-14.5,0.83,14.5,0.83,134.5,0.8,134.5,0.87,134.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,59.0,1.0,20180717183131.0,21077.0,,0.0,0.0
22,,,,,-14.5,0.83,14.5,0.83,133.5,0.83,134.5,0.83,133.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,59.0,1.0,20180717183131.0,21077.0,,0.0,0.0
23,,,,,-14.5,0.83,14.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180717183139.0,21077.0,,0.0,0.0
24,,,,,-14.5,0.83,14.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180717183139.0,21077.0,,0.0,0.0
25,,,,,-14.5,0.83,14.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180717183143.0,21077.0,,0.0,0.0
26,,,,,-14.5,0.83,14.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,50.0,0.0,20180717183143.0,21077.0,,0.0,0.0
27,,,,,-14.5,0.83,14.5,0.83,133.5,0.83,133.5,0.83,133.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,50.0,1.0,20180717183158.0,21077.0,,0.0,0.0
28,,,,,-14.5,0.87,14.5,0.8,132.5,0.83,133.5,0.83,132.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,50.0,1.0,20180717183158.0,11077.0,,0.0,0.0
29,,,,,-14.5,0.87,14.5,0.8,132.5,0.83,132.5,0.83,132.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,42.0,1.0,20180717183207.0,11077.0,,0.0,0.0
30,,,,,-14.5,0.87,14.5,0.8,132.5,0.83,132.5,0.83,132.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,42.0,1.0,20180717183207.0,11077.0,,0.0,0.0
31,,,,,-14.5,0.87,14.5,0.8,132.5,0.83,132.5,0.83,132.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180717183215.0,11077.0,,0.0,0.0
32,,,,,-13.5,0.8,13.5,0.8,132.5,0.83,132.5,0.83,-13.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180717183215.0,11077.0,,0.0,0.0
33,,,,,-13.5,0.8,13.5,0.87,132.5,0.83,132.5,0.83,13.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180717183215.0,11077.0,,0.0,0.0
34,,,,,-13.5,0.8,13.5,0.87,131.5,0.83,132.5,0.83,131.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180717183215.0,11077.0,,0.0,0.0
35,,,,,-13.5,0.8,13.5,0.87,131.5,0.83,131.5,0.83,131.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,25.0,1.0,20180717183223.0,11077.0,,0.0,0.0
36,,,,,-13.5,0.8,13.5,0.87,131.5,0.83,131.5,0.83,131.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,25.0,1.0,20180717183223.0,11077.0,,0.0,0.0
37,,,,,-13.5,0.8,13.5,0.87,131.5,0.83,131.5,0.83,131.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,24.0,1.0,20180717183224.0,11077.0,,0.0,0.0
38,,,,,-14.5,0.87,14.5,0.87,131.5,0.83,131.5,0.83,-14.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,24.0,1.0,20180717183224.0,11077.0,,0.0,0.0
39,,,,,-14.5,0.87,14.5,0.8,131.5,0.83,131.5,0.83,14.5,,0.0,,0.0,0.0,0.0,0.0,5.0,0.0,0.0,,,,0.0,0.0,1,8.0,1~GD,24.0,1.0,20180717183224.0,21077.0,,0.0,0.0
