,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,13.5,0.9090909090909091,-13.5,0.7692307692307693,146.5,1.0,146.5,0.7142857142857143,,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,5.0,33.0,0,20181105125244,21086^11077
1,,,4.0,13.5,0.9090909090909091,-13.5,0.7692307692307693,146.5,1.0,146.5,0.7142857142857143,,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,5.0,33.0,1.0,20181105125319.0,21086^11077
2,,,4.0,13.5,0.9090909090909091,-13.5,0.7692307692307693,146.5,0.8333333333333334,146.5,0.8333333333333334,,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,5.0,26.0,0.0,20181105125326.0,21086^11077
3,,,4.0,12.5,0.9090909090909091,-12.5,0.7692307692307693,146.5,0.8333333333333334,146.5,0.8333333333333334,16.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,5.0,26.0,1.0,20181105125427.0,21077.0
4,,,4.0,14.5,0.7142857142857143,-14.5,1.0,146.5,0.7692307692307693,146.5,0.9090909090909091,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,5.0,19.0,1.0,20181105125433.0,11077.0
5,,,4.0,14.5,0.7692307692307693,-14.5,0.9090909090909091,145.5,0.8695652173913043,145.5,0.8,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,5.0,11.0,1.0,20181105125442.0,11077.0
6,,,4.0,14.5,0.7692307692307693,-14.5,0.9090909090909091,145.5,0.7692307692307693,145.5,0.9090909090909091,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,5.0,2.0,1.0,20181105125450.0,11077.0
7,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,145.5,0.7142857142857143,145.5,1.0,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,5.0,1.0,1.0,20181105125452.0,21077.0
8,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,144.5,0.8333333333333334,144.5,0.8333333333333334,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,4.0,52.0,1.0,20181105125500.0,21077.0
9,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,144.5,0.7692307692307693,144.5,0.9090909090909091,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,4.0,45.0,0.0,20181105125507.0,21077.0
10,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,144.5,0.7692307692307693,144.5,0.9090909090909091,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,4.0,45.0,1.0,20181105125514.0,21077.0
11,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,143.5,0.8333333333333334,143.5,0.8333333333333334,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,4.0,37.0,1.0,20181105125522.0,21077.0
12,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,143.5,0.7692307692307693,143.5,0.9090909090909091,15.0,,,7.0,3.0,23.0,19.0,4,9.0,5,5,2.0,2.0,57.1,81.8,71,56,0,1,4.0,29.0,0.0,20181105125531.0,21077.0
13,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,143.5,0.7692307692307693,143.5,0.9090909090909091,15.0,^,,7.0,3.0,23.0,19.0,4,9.0,5,5,3.0,2.0,57.1,81.8,71,56,0,1,4.0,29.0,0.0,20181105125531.0,11086^21077
14,,,4.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,143.5,0.9090909090909091,143.5,0.7692307692307693,15.0,1:2^2:2,,7.0,3.0,23.0,19.0,4,10.0,5,5,3.0,2.0,57.1,83.3,71,57,0,1,4.0,29.0,0.0,20181105125531.0,21079^21078
15,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,145.5,0.7692307692307693,145.5,0.9090909090909091,16.0,2:2^,,7.0,3.0,23.0,19.0,4,11.0,5,5,3.0,2.0,57.1,84.6,71,58,0,1,4.0,29.0,0.0,20181105125531.0,21079^11077
16,,,4.0,13.5,0.7692307692307693,-13.5,0.9090909090909091,145.5,0.7692307692307693,145.5,0.9090909090909091,16.0,^,,7.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,71,58,0,1,4.0,29.0,1.0,20181105125630.0,21086^11077
17,,,4.0,13.5,0.8,-13.5,0.8695652173913043,144.5,0.8695652173913043,144.5,0.8,15.0,^,,7.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,71,58,0,1,4.0,20.0,1.0,20181105125639.0,21086^11077
18,,,4.0,13.5,0.8,-13.5,0.8695652173913043,144.5,0.7142857142857143,144.5,1.0,15.0,^,,7.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,71,58,0,1,4.0,11.0,1.0,20181105125647.0,21086^11077
19,,,4.0,13.5,0.8,-13.5,0.8695652173913043,143.5,0.8333333333333334,143.5,0.8333333333333334,15.0,^,,7.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,71,58,0,1,4.0,3.0,1.0,20181105125656.0,21086^11077
20,,,4.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,143.5,0.7142857142857143,143.5,1.0,13.0,^,,7.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,71,58,0,1,3.0,55.0,1.0,20181105125704.0,21086^11077
21,,,4.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,144.5,0.8333333333333334,144.5,0.8333333333333334,13.0,^,,7.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,71,58,0,1,3.0,53.0,1.0,20181105125706.0,21086^11077
22,,,4.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,144.5,0.8,144.5,0.8695652173913043,13.0,^,,7.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,71,58,0,1,3.0,50.0,0.0,20181105125709.0,21086^11077
23,,,4.0,14.5,0.8333333333333334,-14.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,12.0,^,,8.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,74,58,0,1,3.0,50.0,0.0,20181105125709.0,11075^21077
24,,,4.0,14.5,0.8333333333333334,-14.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,12.0,^,,8.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,74,58,0,1,3.0,50.0,1.0,20181105130026.0,11075^21077
25,,,4.0,14.5,0.8333333333333334,-14.5,0.8333333333333334,146.5,0.8695652173913043,146.5,0.8,11.0,^,,8.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,74,58,0,1,3.0,41.0,1.0,20181105130035.0,11075^21077
26,,,4.0,14.5,0.8333333333333334,-14.5,0.8333333333333334,146.5,0.7692307692307693,146.5,0.9090909090909091,11.0,^,,8.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,74,58,0,1,3.0,33.0,1.0,20181105130043.0,11075^21077
27,,,4.0,14.5,0.8333333333333334,-14.5,0.8333333333333334,145.5,1.0,145.5,0.7142857142857143,11.0,^,,8.0,3.0,23.0,19.0,4,11.0,5,5,3.0,3.0,57.1,84.6,74,58,0,1,3.0,30.0,0.0,20181105130046.0,11075^21077
28,,,4.0,14.5,0.8333333333333334,-14.5,0.8333333333333334,145.5,1.0,145.5,0.7142857142857143,11.0,1:2,1.0,8.0,3.0,23.0,19.0,4,11.0,5,5,4.0,3.0,57.1,84.6,74,58,0,1,3.0,30.0,0.0,20181105130046.0,11086^21077
29,,,4.0,13.5,0.9090909090909091,-13.5,0.7692307692307693,145.5,0.8695652173913043,145.5,0.8,11.0,1:2,1.0,8.0,3.0,23.0,19.0,4,11.0,5,5,4.0,3.0,57.1,84.6,74,59,0,1,3.0,30.0,0.0,20181105130046.0,11086^21077
30,,,4.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,145.5,1.0,145.5,0.7142857142857143,11.0,1:2^2:2,1.0,8.0,3.0,23.0,19.0,4,12.0,5,5,4.0,3.0,57.1,85.7,74,60,0,1,3.0,30.0,0.0,20181105130046.0,21079^21078
31,,,4.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,145.5,1.0,145.5,0.7142857142857143,11.0,2:2^,1.0,8.0,3.0,23.0,19.0,4,13.0,5,5,4.0,3.0,57.1,86.7,74,60,0,1,3.0,30.0,1.0,20181105130122.0,21079^11077
32,,,4.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,145.5,0.8333333333333334,145.5,0.8333333333333334,11.0,2:2^,1.0,8.0,3.0,23.0,19.0,4,13.0,5,5,4.0,3.0,57.1,86.7,74,60,0,1,3.0,22.0,1.0,20181105130130.0,21079^11077
33,,,4.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,149.5,1.0,149.5,0.7142857142857143,10.0,^,1.0,9.0,3.0,23.0,19.0,4,13.0,5,5,4.0,3.0,57.1,86.7,77,60,0,1,3.0,15.0,1.0,20181105130137.0,11075^21077
34,,,4.0,15.5,0.8695652173913043,-15.5,0.8,149.5,0.8,149.5,0.8695652173913043,10.0,^,1.0,9.0,3.0,23.0,19.0,4,13.0,5,5,4.0,3.0,57.1,86.7,77,60,0,1,3.0,6.0,1.0,20181105130145.0,11075^21077
35,,,4.0,13.5,0.8695652173913043,-13.5,0.8,152.5,0.8,152.5,0.8695652173913043,11.0,^,1.0,9.0,4.0,23.0,19.0,4,13.0,5,5,4.0,3.0,57.1,86.7,77,63,0,1,3.0,6.0,1.0,20181105130146.0,21075^11077
