,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,12.5,1.0,-12.5,0.7142857142857143,146.5,0.7142857142857143,146.5,1.0,,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,73,59,0,1,3.0,51.0,1,20181105125344,11075^21077
1,,,4.0,12.5,1.0,-12.5,0.7142857142857143,146.5,0.7142857142857143,146.5,1.0,,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,73,59,0,1,3.0,51.0,1,20181105125345.0,21077.0
2,,,4.0,12.5,1.0,-12.5,0.7142857142857143,145.5,0.8333333333333334,145.5,0.8333333333333334,,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,73,59,0,1,3.0,42.0,1,20181105125353.0,21077.0
3,,,4.0,11.5,1.0,-11.5,0.7142857142857143,144.5,0.7142857142857143,144.5,1.0,11.0,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,72,59,0,1,3.0,35.0,1,20181105125400.0,21077.0
4,,,4.0,12.5,1.0,-12.5,0.7142857142857143,143.5,0.9090909090909091,143.5,0.7692307692307693,10.0,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,72,59,0,1,3.0,32.0,1,20181105125404.0,11077.0
5,,,4.0,13.5,0.7142857142857143,-13.5,1.0,143.5,0.8,143.5,0.8695652173913043,10.0,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,72,59,0,1,3.0,23.0,1,20181105125412.0,11077.0
6,,,4.0,13.5,0.7142857142857143,-13.5,1.0,143.5,0.7692307692307693,143.5,0.9090909090909091,10.0,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,72,59,0,1,3.0,22.0,1,20181105125413.0,11077.0
7,,,4.0,13.5,0.7142857142857143,-13.5,1.0,142.5,0.9090909090909091,142.5,0.7692307692307693,9.0,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,72,59,0,1,3.0,14.0,1,20181105125421.0,11077.0
8,,,4.0,13.5,0.7142857142857143,-13.5,1.0,142.5,0.8333333333333334,142.5,0.8333333333333334,9.0,,,7.0,4.0,23.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,72,59,0,1,3.0,12.0,1,20181105125422.0,11077.0
9,,,4.0,14.5,0.7142857142857143,-14.5,1.0,144.5,0.8,144.5,0.8695652173913043,7.0,^,,6.0,4.0,25.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,7.0,1,20181105125427.0,11074^21077
10,,,4.0,14.5,0.7142857142857143,-14.5,1.0,144.5,0.7142857142857143,144.5,1.0,7.0,,,6.0,4.0,25.0,17.0,6,13.0,4,4.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,3.0,0.0,20181105125432.0,21077.0
11,44.0,5.0,4.0,14.5,0.7142857142857143,-14.5,1.0,143.5,1.0,143.5,0.7142857142857143,7.0,,,6.0,4.0,25.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,2.0,0.0,20181105125437.0,21081.0
12,44.0,5.0,4.0,14.5,0.7142857142857143,-14.5,1.0,144.5,0.7142857142857143,144.5,1.0,7.0,,,6.0,4.0,25.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,4.0,0.0,20181105125449.0,21081.0
13,44.0,5.0,4.0,14.5,0.7142857142857143,-14.5,1.0,144.5,0.7692307692307693,144.5,0.9090909090909091,7.0,,,6.0,4.0,25.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,6.0,0.0,20181105125451.0,21081.0
14,,,4.0,14.5,0.7142857142857143,-14.5,1.0,144.5,0.7692307692307693,144.5,0.9090909090909091,7.0,^,,6.0,4.0,25.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,6.0,0.0,20181105125611.0,21077^21077
15,,,4.0,14.5,0.7142857142857143,-14.5,1.0,144.5,0.7692307692307693,144.5,0.9090909090909091,7.0,,,6.0,4.0,25.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,6.0,0.0,20181105125618.0,21077.0
16,,,4.0,14.5,0.7142857142857143,-14.5,1.0,144.5,0.7692307692307693,144.5,0.9090909090909091,7.0,,,6.0,4.0,25.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,6.0,1.0,20181105125618.0,21077.0
17,,,4.0,15.5,0.7142857142857143,-15.5,1.0,144.5,0.7142857142857143,144.5,1.0,7.0,,,6.0,4.0,25.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,74,59,0,1,3.0,4.0,1.0,20181105125621.0,11077.0
18,,,4.0,16.5,0.7142857142857143,-16.5,1.0,145.5,1.0,145.5,0.7142857142857143,7.0,^,,6.0,4.0,26.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,76,59,0,1,3.0,1.0,1.0,20181105125623.0,11074^21077
19,,,4.0,16.5,0.7142857142857143,-16.5,1.0,145.5,1.0,145.5,0.7142857142857143,7.0,,,6.0,4.0,26.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,76,59,0,1,3.0,1.0,1.0,20181105125624.0,21077.0
20,,,4.0,16.5,0.7142857142857143,-16.5,1.0,145.5,1.0,145.5,0.7142857142857143,7.0,,,6.0,4.0,26.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,76,59,0,1,3.0,0.0,0.0,20181105125625.0,21077.0
21,,,4.0,16.5,0.7142857142857143,-16.5,1.0,145.5,1.0,145.5,0.7142857142857143,7.0,,,6.0,4.0,26.0,17.0,6,13.0,4,3.0,3.0,0.0,100.0,92.9,76,59,0,1,3.0,0.0,0.0,20181105125626.0,21077.0
22,,,4.0,16.5,0.7142857142857143,-16.5,1.0,145.5,1.0,145.5,0.7142857142857143,7.0,,,6.0,4.0,26.0,17.0,6,13.0,4,3.0,3.0,1.0,100.0,92.9,76,59,0,1,3.0,0.0,0.0,20181105125629.0,21086.0
23,,,4.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,6.0,1:2,,6.0,4.0,26.0,17.0,6,13.0,4,3.0,3.0,1.0,100.0,92.9,76,59,0,1,3.0,0.0,0.0,20181105125636.0,11078.0
24,,,4.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,147.5,0.8,147.5,0.8695652173913043,6.0,1:2,,6.0,4.0,26.0,17.0,6,13.0,4,3.0,3.0,1.0,100.0,92.9,76,59,0,1,3.0,0.0,0.0,20181105125637.0,11078.0
