,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
93,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
94,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,1.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
95,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,1.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
96,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,1.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
97,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,1.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
98,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
99,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
100,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1,7.0,51.0,1.0,20180519162605.0,21077.0,0.0,0.0
101,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,0.0,7.0,50.0,1.0,20180519162608.0,21077.0,0.0,0.0
102,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,0.0,7.0,50.0,0.0,20180519162608.0,21077.0,0.0,0.0
103,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
104,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
105,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
106,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,0.0,76.9,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
107,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,76.9,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,21086.0,0.0,0.0
108,44.0,5.0,第4节,21.5,0.91,-21.5,0.77,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,76.9,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,11077.0,0.0,0.0
109,44.0,5.0,第4节,21.5,0.83,-22.5,0.83,142.5,0.83,142.5,0.83,-22.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,76.9,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,11078.0,0.0,0.0
110,44.0,5.0,第4节,22.5,0.83,-22.5,0.83,142.5,0.83,143.5,0.71,22.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,76.9,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,11078.0,0.0,0.0
111,44.0,5.0,第4节,22.5,0.83,-22.5,0.83,143.5,1.0,143.5,0.71,143.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,76.9,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,11078.0,0.0,0.0
112,44.0,5.0,第4节,22.5,0.83,-22.5,0.83,143.5,1.0,143.5,0.71,143.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,76.9,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,11078.0,0.0,0.0
113,44.0,5.0,第4节,22.5,0.83,-22.5,0.83,143.5,1.0,143.5,0.71,143.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,76.9,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,11078.0,0.0,0.0
114,44.0,5.0,第4节,22.5,0.83,-22.5,0.83,143.5,1.0,143.5,0.71,143.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,76.9,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,11078.0,0.0,0.0
115,44.0,5.0,第4节,22.5,0.83,-22.5,0.83,143.5,1.0,143.5,0.71,143.5,4.0,1:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,71.4,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,11080.0,0.0,0.0
116,44.0,5.0,第4节,22.5,0.87,-21.5,0.8,143.5,1.0,143.5,0.71,-21.5,4.0,2:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,71.4,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,11078.0,0.0,0.0
117,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,143.5,0.83,143.5,0.83,21.5,4.0,2:2,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,11080.0,0.0,0.0
118,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
119,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
120,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
121,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
122,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,1.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
123,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
124,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
125,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,50.0,0.0,20180519162610.0,21077.0,0.0,0.0
126,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,0.0,7.0,47.0,1.0,20180519162648.0,21077.0,0.0,0.0
127,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,0.0,7.0,47.0,1.0,20180519162648.0,21077.0,0.0,0.0
128,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,47.0,1.0,20180519162652.0,21077.0,0.0,0.0
129,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,47.0,0.0,20180519162652.0,21077.0,0.0,0.0
130,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,47.0,0.0,20180519162652.0,21077.0,0.0,0.0
131,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,47.0,1.0,20180519162659.0,21077.0,0.0,0.0
132,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,47.0,1.0,20180519162659.0,21077.0,0.0,0.0
133,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,13.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,67.0,0.0,1.0,7.0,46.0,1.0,20180519162700.0,21077.0,0.0,0.0
134,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,48.0,50.0,0.0,1.0,7.0,46.0,1.0,20180519162700.0,21074.0,0.0,0.0
135,44.0,5.0,第4节,21.5,0.77,-21.5,0.91,142.5,0.83,142.5,0.83,142.5,4.0,,,11.0,3.0,12.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,67.0,0.0,1.0,7.0,40.0,1.0,20180519162706.0,11077.0,0.0,0.0
136,44.0,5.0,第4节,21.5,0.77,-20.5,0.91,142.5,0.83,142.5,0.83,-20.5,4.0,,,11.0,3.0,12.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,67.0,0.0,1.0,7.0,40.0,1.0,20180519162706.0,11077.0,0.0,0.0
137,44.0,5.0,第4节,20.5,0.77,-20.5,0.91,142.5,0.83,144.5,0.83,20.5,4.0,,,11.0,3.0,12.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,67.0,0.0,1.0,7.0,40.0,1.0,20180519162706.0,11077.0,0.0,0.0
138,44.0,5.0,第4节,20.5,0.77,-20.5,0.91,144.5,0.83,144.5,0.83,144.5,4.0,,,11.0,3.0,12.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,67.0,0.0,1.0,7.0,40.0,1.0,20180519162706.0,11077.0,0.0,0.0
139,44.0,5.0,第4节,20.5,0.77,-20.5,0.91,144.5,0.83,144.5,0.83,144.5,4.0,,,11.0,3.0,12.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,67.0,0.0,1.0,7.0,39.0,1.0,20180519162710.0,11077.0,0.0,0.0
140,44.0,5.0,第4节,20.5,0.77,-20.5,0.91,144.5,0.83,144.5,0.83,144.5,4.0,,,11.0,3.0,12.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,67.0,0.0,1.0,7.0,39.0,1.0,20180519162710.0,11077.0,0.0,0.0
141,44.0,5.0,第4节,20.5,0.77,-20.5,0.91,144.5,0.83,144.5,0.83,144.5,4.0,,,11.0,3.0,12.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,67.0,0.0,1.0,7.0,18.0,1.0,20180519162728.0,11077.0,0.0,0.0
142,44.0,5.0,第4节,20.5,0.91,-20.5,0.77,144.5,1.0,144.5,0.71,144.5,4.0,,,11.0,3.0,13.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,69.0,67.0,0.0,1.0,7.0,18.0,1.0,20180519162728.0,11074.0,0.0,0.0
143,44.0,5.0,第4节,20.5,0.91,-20.5,0.77,144.5,1.0,144.5,0.71,144.5,4.0,,,11.0,3.0,13.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,69.0,0.0,1.0,7.0,18.0,1.0,20180519162728.0,21077.0,0.0,0.0
144,44.0,5.0,第4节,20.5,0.91,-20.5,0.77,144.5,1.0,144.5,0.71,144.5,4.0,,,11.0,3.0,13.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,69.0,0.0,1.0,7.0,18.0,1.0,20180519162730.0,21077.0,0.0,0.0
145,44.0,5.0,第4节,20.5,0.91,-20.5,0.77,144.5,1.0,144.5,0.71,144.5,4.0,,,11.0,3.0,13.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,69.0,0.0,1.0,7.0,17.0,1.0,20180519162730.0,21077.0,0.0,0.0
146,44.0,5.0,第4节,20.5,0.91,-20.5,0.77,144.5,0.83,144.5,0.83,144.5,4.0,,,11.0,3.0,13.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,69.0,0.0,1.0,7.0,17.0,1.0,20180519162737.0,21077.0,0.0,0.0
147,44.0,5.0,第4节,20.5,0.91,-20.5,0.77,144.5,0.83,144.5,0.83,144.5,4.0,,,11.0,3.0,13.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,69.0,0.0,1.0,7.0,9.0,1.0,20180519162737.0,21077.0,0.0,0.0
148,44.0,5.0,第4节,20.5,0.91,-21.5,0.77,144.5,0.83,144.5,0.83,-21.5,4.0,,,11.0,3.0,13.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,69.0,0.0,1.0,7.0,9.0,1.0,20180519162737.0,11077.0,0.0,0.0
149,44.0,5.0,第4节,21.5,0.91,-21.5,0.77,144.5,0.83,144.5,0.83,21.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,71.0,69.0,0.0,1.0,7.0,9.0,1.0,20180519162737.0,11074.0,0.0,0.0
150,44.0,5.0,第4节,21.5,0.91,-21.5,0.77,144.5,0.83,144.5,0.83,21.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,71.0,0.0,1.0,6.0,58.0,1.0,20180519162750.0,21077.0,0.0,0.0
151,44.0,5.0,第4节,21.5,0.87,-22.5,0.8,144.5,0.83,144.5,0.83,-22.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,71.0,0.0,1.0,6.0,58.0,1.0,20180519162750.0,21077.0,0.0,0.0
152,44.0,5.0,第4节,22.5,0.87,-22.5,0.8,144.5,0.83,145.5,0.83,22.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,71.0,0.0,1.0,6.0,58.0,1.0,20180519162750.0,21077.0,0.0,0.0
153,44.0,5.0,第4节,22.5,0.87,-22.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,71.0,0.0,1.0,6.0,58.0,1.0,20180519162750.0,21077.0,0.0,0.0
154,44.0,5.0,第4节,22.5,0.87,-22.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,71.0,0.0,1.0,6.0,58.0,1.0,20180519162754.0,21077.0,0.0,0.0
155,44.0,5.0,第4节,22.5,0.87,-22.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,71.0,0.0,1.0,6.0,58.0,1.0,20180519162754.0,21077.0,0.0,0.0
156,44.0,5.0,第4节,22.5,0.87,-22.5,0.8,145.5,0.83,145.5,0.83,145.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,71.0,0.0,1.0,6.0,45.0,1.0,20180519162801.0,21077.0,0.0,0.0
157,44.0,5.0,第4节,22.5,0.87,-21.5,0.8,145.5,0.83,145.5,0.83,-21.5,4.0,,,11.0,3.0,14.0,14.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,52.0,0.0,1.0,6.0,45.0,1.0,20180519162801.0,21074.0,0.0,0.0
158,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,145.5,0.83,147.5,1.0,21.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,52.0,0.0,1.0,6.0,45.0,1.0,20180519162801.0,21074.0,0.0,0.0
159,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,50.0,52.0,0.0,1.0,6.0,45.0,1.0,20180519162801.0,21074.0,0.0,0.0
160,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,1.0,20180519162801.0,11077.0,0.0,0.0
161,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,1.0,20180519162801.0,11077.0,0.0,0.0
162,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,1.0,20180519162801.0,11077.0,0.0,0.0
163,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,1.0,20180519162801.0,11077.0,0.0,0.0
164,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,1.0,20180519162804.0,11077.0,0.0,0.0
165,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,1.0,20180519162804.0,11077.0,0.0,0.0
166,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,1.0,20180519162804.0,11077.0,0.0,0.0
167,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,1.0,20180519162804.0,11077.0,0.0,0.0
168,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,0.0,0.0,6.0,45.0,1.0,20180519162804.0,11077.0,0.0,0.0
169,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,0.0,0.0,6.0,45.0,0.0,20180519162806.0,11077.0,0.0,0.0
170,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,1.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,0.0,20180519162806.0,11077.0,0.0,0.0
171,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,0.0,20180519162806.0,11086.0,0.0,0.0
172,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,0.0,20180519162806.0,21077.0,0.0,0.0
173,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,0.0,20180519162806.0,21077.0,0.0,0.0
174,44.0,5.0,第4节,21.5,0.87,-21.5,0.8,147.5,0.71,147.5,1.0,147.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,0.0,20180519162806.0,21077.0,0.0,0.0
175,44.0,5.0,第4节,21.5,0.83,-20.5,0.83,147.5,0.71,147.5,1.0,-20.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,0.0,20180519162806.0,21077.0,0.0,0.0
176,44.0,5.0,第4节,20.5,0.87,-20.5,0.8,147.5,0.83,147.5,0.83,20.5,4.0,1:1,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,1.0,1.0,6.0,45.0,0.0,20180519162806.0,21078.0,0.0,0.0
177,44.0,5.0,第4节,20.5,0.87,-20.5,0.8,147.5,1.0,147.5,0.71,20.5,4.0,1:1,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,0.0,20180519162806.0,21078.0,0.0,0.0
178,44.0,5.0,第4节,20.5,0.87,-20.5,0.8,147.5,1.0,147.5,0.71,20.5,4.0,1:1,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,0.0,20180519162806.0,21078.0,0.0,0.0
179,44.0,5.0,第4节,20.5,0.87,-20.5,0.8,147.5,1.0,147.5,0.71,20.5,4.0,1:1,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,61.9,52.0,71.0,0.0,1.0,6.0,45.0,0.0,20180519162806.0,21078.0,0.0,0.0
180,44.0,5.0,第4节,20.5,0.83,-20.5,0.83,147.5,0.83,147.5,0.83,20.5,4.0,1:1,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,59.1,52.0,71.0,0.0,1.0,6.0,45.0,0.0,20180519162806.0,21080.0,0.0,0.0
181,44.0,5.0,第4节,20.5,0.83,-21.5,0.83,147.5,0.83,147.5,0.83,-21.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,59.1,52.0,71.0,0.0,1.0,6.0,45.0,0.0,20180519162806.0,11077.0,0.0,0.0
182,44.0,5.0,第4节,21.5,0.83,-21.5,0.83,147.5,0.83,147.5,0.83,21.5,4.0,,,11.0,3.0,14.0,15.0,10,13.0,4.0,3.0,2.0,1.0,66.7,59.1,52.0,71.0,1.0,1.0,6.0,45.0,0.0,20180519162806.0,11077.0,0.0,0.0
