,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,1.5,0.83,-1.5,0.83,143.5,0.87,143.5,0.8,,,,,,,6,,7,,5,,3,,1,,71.4,,37,,0.0,1,8.0,13.0,0,20180721012615,21078,1.0,0.71
1,,,,,1.5,0.83,-1.5,0.83,144.5,0.83,143.5,0.83,144.5,,,,,,6,,7,,5,,3,,1,,71.4,,37,,0.0,1,8.0,13.0,0,20180721012615,21078,1.0,0.71
2,,,,,1.5,0.83,-1.5,0.83,144.5,0.83,144.5,0.83,144.5,,,,,,6,,7,,5,,3,,1,,71.4,,37,36.0,0.0,1,8.0,13.0,0,20180721012647.0,21078,1.0,0.71
3,,,,,1.5,0.83,-1.5,0.83,145.5,0.83,144.5,0.83,145.5,,0.91,1:2^2:2,,,6,,7,,5,,3,,1,,71.4,,37,36.0,0.0,1,8.0,13.0,0,20180721012647.0,21079^21078,1.0,0.71
4,,,,,1.5,0.83,-1.5,0.83,145.5,0.83,145.5,0.83,145.5,,0.77,1:2^2:2,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,8.0,13.0,0,20180721012702.0,21079^21078,1.0,0.71
5,,,,,1.5,0.8,-1.5,0.87,145.5,0.83,145.5,0.83,145.5,,0.77,2:2^,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,8.0,13.0,0,20180721012702.0,21079^11077,1.0,0.71
6,,,,,1.5,0.8,-1.5,0.87,145.5,0.83,145.5,0.83,145.5,,0.77,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,8.0,13.0,1.0,20180721012703.0,11077.0,1.0,0.71
7,,,,,1.5,0.8,-1.5,0.87,144.5,0.83,145.5,0.83,144.5,,0.77,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,8.0,13.0,1.0,20180721012703.0,11077.0,1.0,0.71
8,,,,,1.5,0.8,-1.5,0.87,144.5,0.83,144.5,0.83,144.5,,0.77,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,8.0,5.0,1.0,20180721012711.0,11077.0,1.0,0.71
9,,,,,1.5,0.8,-1.5,0.87,144.5,0.8,144.5,0.87,144.5,,0.77,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,8.0,5.0,1.0,20180721012711.0,11077.0,1.0,0.71
10,,,,,1.5,0.8,-1.5,0.87,144.5,0.8,144.5,0.87,144.5,,0.77,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,58.0,1.0,20180721012717.0,11077.0,1.0,0.71
11,,,,,1.5,0.8,-1.5,0.87,144.5,0.8,144.5,0.87,144.5,,0.77,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,58.0,1.0,20180721012717.0,11095.0,1.0,0.71
12,,,,,1.5,0.8,-1.5,0.87,144.5,0.8,144.5,0.87,144.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,58.0,1.0,20180721012718.0,11095.0,1.0,0.71
13,,,,,-1.5,1.0,1.5,0.87,144.5,0.8,144.5,0.87,-1.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,58.0,1.0,20180721012718.0,11095.0,1.0,0.71
14,,,,,-1.5,1.0,1.5,0.71,144.5,0.83,144.5,0.87,1.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,58.0,1.0,20180721012718.0,21077.0,1.0,0.71
15,,,,,-1.5,1.0,1.5,0.71,143.5,0.83,144.5,0.83,143.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,58.0,1.0,20180721012718.0,21077.0,1.0,0.71
16,,,,,-1.5,1.0,1.5,0.71,143.5,0.83,143.5,0.83,143.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,50.0,1.0,20180721012726.0,21077.0,1.0,0.71
17,,,,,-1.5,1.0,1.5,0.71,143.5,0.8,143.5,0.87,143.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,50.0,1.0,20180721012726.0,21077.0,1.0,0.71
18,,,,,-1.5,1.0,1.5,0.71,143.5,0.8,143.5,0.87,143.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,46.0,1.0,20180721012729.0,21077.0,1.0,0.71
19,,,,,-1.5,1.0,1.5,0.71,143.5,0.8,143.5,0.87,143.5,,0.91,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,46.0,1.0,20180721012729.0,21095.0,1.0,0.71
20,,,,,1.5,0.8,-1.5,0.71,143.5,0.8,143.5,0.87,1.5,,0.77,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,46.0,1.0,20180721012729.0,21095.0,1.0,0.71
21,,,,,1.5,0.8,-1.5,0.87,143.5,0.87,143.5,0.87,-1.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,46.0,1.0,20180721012729.0,11077.0,1.0,0.71
22,,,,,1.5,0.8,-1.5,0.87,142.5,0.87,143.5,0.8,142.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,46.0,1.0,20180721012729.0,11077.0,1.0,0.71
23,,,,,1.5,0.8,-1.5,0.87,142.5,0.87,142.5,0.8,142.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,43.0,1.0,20180721012732.0,11077.0,1.0,0.71
24,,,,,-1.5,1.0,1.5,0.87,142.5,0.87,142.5,0.8,-1.5,,0.83,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,43.0,1.0,20180721012732.0,11077.0,1.0,0.71
25,,,,,-1.5,1.0,1.5,0.71,142.5,0.8,142.5,0.8,1.5,,0.71,,,,6,,7,,5,,3,,1,,71.4,,37,37.0,0.0,1,7.0,43.0,1.0,20180721012732.0,21077.0,1.0,0.71
