,ED,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,8,3,27,23,7,10,1,3,6,4,100.0,71.4,86,67,0,1,0,1,0,20181020135628,11077
1,,8,3,27,23,7,10,1,3,6,4,100.0,71.4,86,67,0,1,0,1,0,20181020135646.0,11077
2,,8,3,27,23,7,10,1,3,6,4,100.0,71.4,86,67,0,1,0,1,0,20181020135659.0,11077
3,,8,3,27,23,7,10,1,3,6,4,100.0,71.4,86,67,0,1,0,1,0,20181020135713.0,11077
4,,8,3,27,23,7,10,1,3,6,4,100.0,71.4,86,67,0,1,0,1,0,20181020135713.0,1084.0
