,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,-33.5,0.8,33.5,0.8695652173913043,239.5,0.7692307692307693,239.5,0.9090909090909091,,,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,0.0,88.9,81.5,89,120,0,1,7.0,3.0,1,20181013020120,11077
1,,,4.0,-33.5,0.8,33.5,0.8695652173913043,238.5,0.8333333333333334,238.5,0.8333333333333334,,,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,0.0,88.9,81.5,89,120,0,1,6.0,54.0,1,20181013020129.0,11077
2,,,4.0,-33.5,0.8333333333333334,33.5,0.8333333333333334,237.5,0.8695652173913043,237.5,0.8,,,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,0.0,88.9,81.5,89,120,0,1,6.0,46.0,0.0,20181013020136.0,11077
3,,,4.0,-33.5,0.8333333333333334,33.5,0.8333333333333334,237.5,0.8333333333333334,237.5,0.8333333333333334,,,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,0.0,88.9,81.5,89,120,0,1,6.0,43.0,0.0,20181013020140.0,11077
4,,,4.0,-33.5,0.8333333333333334,33.5,0.8333333333333334,237.5,0.9090909090909091,237.5,0.7692307692307693,,^,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,1.0,88.9,81.5,89,120,0,1,6.0,49.0,0.0,20181013020146.0,21086^11077
5,,,4.0,-33.5,0.8333333333333334,33.5,0.8333333333333334,237.5,0.9090909090909091,237.5,0.7692307692307693,,^,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,1.0,88.9,81.5,89,120,0,1,6.0,49.0,1.0,20181013020158.0,21086^11077
6,,,4.0,-33.5,0.8333333333333334,33.5,0.8333333333333334,237.5,0.8333333333333334,237.5,0.8333333333333334,,^,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,1.0,88.9,81.5,89,120,0,1,6.0,40.0,1.0,20181013020207.0,21086^11077
7,,,4.0,-33.5,0.8333333333333334,33.5,0.8333333333333334,236.5,0.9090909090909091,236.5,0.7692307692307693,,^,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,1.0,88.9,81.5,89,120,0,1,6.0,35.0,0.0,20181013020212.0,21086^11077
8,,,4.0,-33.5,0.8333333333333334,33.5,0.8333333333333334,236.5,0.9090909090909091,236.5,0.7692307692307693,,^,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,1.0,88.9,81.5,89,120,0,1,6.0,34.0,0.0,20181013020215.0,21086^11077
9,,,4.0,-33.5,0.8333333333333334,33.5,0.8333333333333334,237.5,0.7692307692307693,237.5,0.9090909090909091,,^,,15.0,8.0,14.0,37.0,16.0,22.0,1.0,3,3.0,2.0,88.9,81.5,89,120,0,1,6.0,36.0,0.0,20181013020223.0,21086^11077
