,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,16.5,0.8,-16.5,0.8695652173913043,157.5,0.9090909090909091,157.5,0.7692307692307693,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,1.0,87.5,75.0,73,57,0,1,7.0,47.0,0,20181019121609,11074
1,,,4.0,16.5,0.8,-16.5,0.8695652173913043,157.5,0.9090909090909091,157.5,0.7692307692307693,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,1.0,87.5,75.0,73,57,0,1,7.0,47.0,0,20181019121626.0,21086.0
2,,,4.0,16.5,0.9090909090909091,-16.5,0.7692307692307693,158.5,0.8333333333333334,158.5,0.8333333333333334,,^1:1,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,47.0,0,20181019121626.0,21086^11078
3,,,4.0,16.5,0.9090909090909091,-16.5,0.7692307692307693,158.5,0.8333333333333334,158.5,0.8333333333333334,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,47.0,0,20181019121632.0,21077.0
4,,,4.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,158.5,0.8333333333333334,158.5,0.8333333333333334,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,38.0,0,20181019121640.0,21077.0
5,,,4.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,158.5,0.8,158.5,0.8695652173913043,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,37.0,0.0,20181019121641.0,21077.0
6,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,158.5,0.8,158.5,0.8695652173913043,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,37.0,0.0,20181019121644.0,21077.0
7,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,158.5,0.7692307692307693,158.5,0.9090909090909091,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,35.0,0.0,20181019121647.0,21077.0
8,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,158.5,0.7692307692307693,158.5,0.9090909090909091,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,35.0,1.0,20181019121651.0,21077.0
9,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,156.5,0.8333333333333334,156.5,0.8333333333333334,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,26.0,1.0,20181019121659.0,11077.0
10,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,156.5,0.8,156.5,0.8695652173913043,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,21.0,0.0,20181019121704.0,11077.0
11,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,156.5,0.8,156.5,0.8695652173913043,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,21.0,0.0,20181019121708.0,21086.0
12,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,156.5,0.8,156.5,0.8695652173913043,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,2.0,77.8,75.0,73,57,0,1,7.0,21.0,0.0,20181019121714.0,21086.0
13,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,156.5,0.8,156.5,0.8695652173913043,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,3.0,77.8,75.0,73,57,0,1,7.0,21.0,1.0,20181019121731.0,21086.0
14,,,4.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,155.5,0.8695652173913043,155.5,0.8,,,10.0,6.0,18.0,18.0,7,3.0,4,4.0,2.0,3.0,77.8,75.0,73,57,0,1,7.0,12.0,1.0,20181019121740.0,11077.0
15,,,4.0,18.5,0.7692307692307693,-18.5,0.9090909090909091,157.5,0.8333333333333334,157.5,0.8333333333333334,,^,10.0,6.0,19.0,18.0,7,3.0,4,4.0,2.0,3.0,77.8,75.0,75,57,0,1,7.0,9.0,1.0,20181019121743.0,11074^21077
16,,,4.0,18.5,0.7692307692307693,-18.5,0.9090909090909091,157.5,0.8,157.5,0.8695652173913043,,,10.0,6.0,19.0,18.0,7,3.0,4,4.0,2.0,3.0,77.8,75.0,75,57,0,1,7.0,4.0,1.0,20181019121748.0,21077.0
17,,,4.0,18.5,0.7692307692307693,-18.5,0.9090909090909091,157.5,0.7692307692307693,157.5,0.9090909090909091,,,10.0,6.0,19.0,18.0,7,3.0,4,4.0,2.0,3.0,77.8,75.0,75,57,0,1,7.0,3.0,1.0,20181019121748.0,21077.0
18,,,4.0,18.5,0.7692307692307693,-18.5,0.9090909090909091,157.5,0.7692307692307693,157.5,0.9090909090909091,,,10.0,6.0,19.0,18.0,7,3.0,4,4.0,2.0,3.0,77.8,75.0,75,57,0,1,6.0,54.0,1.0,20181019121756.0,21077.0
