,ED,TM,TS,TU,TT,TD,SU,VC,S1_a,S2_a,S3_a,S4_a,S5_a,S6_a,SC_a,HASH,HASH_ODD,HASA,HASA_ODD
0,,0,0,20180720112340,0,1,0,01077,11,21,14,3,12,70.0,90,6.5,0.0,-6.5,0.0
