,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
0,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,,,,,,,,,,,,,,,,0,1,10,,0,0,2.01807E+13,,,0,0
1,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,,,,,,,,,,,,,,,,0,1,10,,0,0,2.01807E+13,,,0,0
2,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,,,,,,,,,,,,,,,,1,1,10,,0,0,2.01807E+13,,,0,0
3,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,,,,,,,,,,,,,,,,1,1,10,,0,0,2.01807E+13,,,0,0
4,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,,,,,,,,,,,,,,,,0,1,10,,0,0,2.01807E+13,,,0,0
5,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,,,,,,,,,,,,,,,,0,1,10,,0,0,2.01807E+13,,,0,0
6,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,,,,,,,,,,,,,,,,1,1,10,,0,0,2.01807E+13,,,0,0
7,,,,,8.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,8.5,,0,,,,,,,,,,,,,1,1,10,,0,0,2.01807E+13,,,0,0
8,,,,,8.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,-8.5,,0,,,,,,,,,,,,,1,1,10,,0,0,2.01807E+13,,,0,0
9,,,,,8.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,-8.5,,0,,,,,,,,,,,,,1,1,10,,0,0,2.01807E+13,,,0,0
10,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,7.5,,0,,,,,,,,,,,,,1,1,10,,0,0,2.01807E+13,,,0,0
11,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,-7.5,,0,,,,,,,,,,,,,0,1,10,,0,0,2.01807E+13,,,0,0
12,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,-7.5,,0,,,,,,,,,,,,0,0,1,10,1~GD,0,1,2.01807E+13,,,0,0
13,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,-7.5,,0,,0,0,0,0,5,0,0,,,,0,0,1,10,1~GD,0,1,2.01807E+13,1087,,0,0
14,,,,,7.5,0.83,-7.5,0.83,141.5,0.83,141.5,0.83,-7.5,,0,,0,0,0,0,5,0,0,,,,0,0,1,9,1~GD,58,1,2.01807E+13,1087,,0,0
15,,,,,7.5,0.83,-7.5,0.83,140.5,0.83,141.5,0.83,140.5,,0,,0,0,0,0,5,0,0,,,,0,0,1,9,1~GD,58,1,2.01807E+13,11077,,0,0
16,,,,,7.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,140.5,,0,,0,0,0,0,5,0,0,,,,0,0,1,9,1~GD,50,1,2.01807E+13,11077,,0,0
17,,,,,7.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,140.5,,0,,0,0,0,0,5,0,0,,,,0,0,1,9,1~GD,50,1,2.01807E+13,11077,,0,0
18,,,,,7.5,0.83,-7.5,0.83,140.5,0.83,140.5,0.83,140.5,,0,,0,0,0,0,5,0,0,,,,0,0,1,9,1~GD,42,1,2.01807E+13,11077,,0,0
19,,,,,7.5,0.83,-7.5,0.83,142.5,0.83,140.5,0.83,142.5,,0,,0,0,0,0,5,0,0,,,,0,0,1,9,1~GD,42,1,2.01807E+13,11077,,0,0
20,,,,,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0,,0,0,0,0,5,0,0,,,,0,0,1,9,1~GD,42,1,2.01807E+13,11077,,0,0
21,,,,,7.5,0.83,-7.5,0.83,142.5,0.83,142.5,0.83,142.5,,0,,0,0,0,0,5,0,0,2,2,0,0,0,1,9,1~GD,40,1,2.01807E+13,11077,,0,0
22,,,,,8.5,0.87,-8.5,0.83,142.5,0.83,142.5,0.83,8.5,,0,,0,0,0,0,5,0,0,2,2,0,0,0,1,9,1~GD,40,1,2.01807E+13,11077,,0,0
23,,,,,8.5,0.87,-8.5,0.8,142.5,0.83,142.5,0.83,-8.5,,0,,0,0,1,0,5,0,0,2,2,0,0,0,1,9,1~GD,36,1,2.01807E+13,11074,,0,0
24,,,,,8.5,0.83,-8.5,0.83,141.5,0.83,142.5,0.83,141.5,,0,,0,0,1,0,5,0,0,2,2,0,0,0,1,9,1~GD,36,1,2.01807E+13,21077,,0,0
25,,,,,8.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,141.5,,0,,0,0,1,0,5,0,0,2,2,0,0,0,1,9,1~GD,28,1,2.01807E+13,21077,,0,0
26,,,,,8.5,0.83,-8.5,0.83,141.5,0.83,141.5,0.83,141.5,,0,,0,0,1,0,5,0,0,2,2,0,0,0,1,9,1~GD,28,1,2.01807E+13,21077,,0,0
