,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
96,,上半场,3.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
97,,上半场,3.5,0.87,-3.5,0.87,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,19.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
98,,上半场,3.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
99,,上半场,3.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
100,,上半场,3.5,0.91,-2.5,0.83,118.5,0.91,118.5,0.83,-2.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
101,,上半场,2.5,0.87,-2.5,0.87,118.5,0.91,118.5,0.83,2.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
102,,上半场,2.5,0.83,-2.5,0.91,118.5,0.91,118.5,0.83,2.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,20.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
103,,上半场,2.5,0.83,-2.5,0.91,118.5,0.91,118.5,0.83,2.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,21.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,1.25,0.65
104,,上半场,2.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,-3.5,1.0,,4.0,3.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,21.0,0.0,1,18.0,GD,0.0,1.0,,11074.0,1.25,0.65
105,,上半场,3.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,21.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
106,,上半场,3.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,21.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
107,,上半场,3.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,21.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
108,,上半场,3.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,5.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,21.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
109,,上半场,3.5,0.83,-3.5,0.91,118.5,0.91,118.5,0.83,3.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,21.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
110,,上半场,3.5,0.83,-2.5,0.91,118.5,0.91,118.5,0.83,-2.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,21.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
111,,上半场,2.5,0.83,-2.5,0.8,118.5,0.91,118.5,0.83,2.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,21.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,1.25,0.65
112,,上半场,2.5,0.95,-1.5,0.8,118.5,0.91,118.5,0.83,-1.5,1.0,,4.0,3.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,21.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,1.25,0.65
113,,上半场,1.5,0.77,-1.5,1.0,118.5,0.91,118.5,0.83,1.5,1.0,,4.0,3.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,23.0,1.0,1,18.0,GD,0.0,1.0,,21074.0,1.2,0.66
114,,上半场,1.5,0.77,-1.5,1.0,118.5,0.91,118.5,0.83,1.5,1.0,,4.0,3.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,23.0,1.0,1,18.0,GD,0.0,1.0,,21074.0,0.91,0.83
115,,上半场,1.5,0.8,-1.5,0.95,118.5,0.91,118.5,0.83,1.5,1.0,,4.0,3.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,23.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.95,0.8
116,,上半场,1.5,0.74,-1.5,1.05,118.5,0.91,118.5,0.83,1.5,1.0,,4.0,3.0,4.0,5.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,23.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.91,0.83
117,,上半场,1.5,0.74,-1.5,1.05,118.5,0.91,118.5,0.83,1.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,18.0,GD,0.0,1.0,,21074.0,0.91,0.83
118,,上半场,1.5,0.74,-1.5,1.05,118.5,0.91,118.5,0.83,1.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.91,0.83
119,,上半场,1.5,0.87,1.5,0.87,118.5,0.91,118.5,0.83,1.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.91,0.83
120,,上半场,-1.5,0.87,1.5,0.87,118.5,0.91,118.5,0.83,-1.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,6.0,GD,32.0,0.0,,11077.0,0.74,1.05
121,,上半场,-1.5,0.95,2.5,0.8,118.5,0.91,118.5,0.83,2.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,6.0,GD,32.0,0.0,,11077.0,0.74,1.05
122,,上半场,-2.5,0.95,2.5,0.8,118.5,0.91,118.5,0.83,-2.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,0.0,GD,1.0,0.0,,11077.0,0.63,1.3
123,,上半场,-2.5,0.95,2.5,0.8,118.5,0.91,118.5,0.83,-2.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,0.0,GD,1.0,1.0,,11077.0,0.63,1.3
124,,上半场,-2.5,0.95,2.5,0.8,118.5,0.91,118.5,0.83,-2.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,0.0,GD,1.0,1.0,,11077.0,0.63,1.3
125,,上半场,-2.5,0.95,2.5,0.8,118.5,0.91,118.5,0.83,-2.5,1.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,0.0,GD,0.0,0.0,,11077.0,0.63,1.3
126,,下半场,-2.5,0.91,2.5,0.83,118.5,0.91,118.5,0.83,-2.5,1.0,1.0,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,0.0,GD,0.0,0.0,,1083.0,0.61,1.35
127,下半场,下半场,-2.5,0.91,2.5,0.83,118.5,0.91,118.5,0.83,-2.5,1.0,1.0,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,18.0,GD,0.0,0.0,,1083.0,0.61,1.35
128,下半场,下半场,-2.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,1.5,1.0,1.0,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,1.0,1,18.0,GD,0.0,0.0,,1083.0,0.61,1.35
129,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,1.0,1.0,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,1,18.0,GD,0.0,0.0,,1083.0,0.65,1.25
130,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,1.0,1.0,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,1,18.0,GD,0.0,1.0,,1083.0,0.65,1.25
131,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,2.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,1,18.0,GD,0.0,1.0,,1092.0,0.65,1.25
132,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,2.0,,4.0,3.0,4.0,6.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,25.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.45,1.75
133,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,2.0,,4.0,3.0,4.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,27.0,0.0,1,18.0,GD,0.0,1.0,,21074.0,0.45,1.75
134,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,2.0,,4.0,3.0,4.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,27.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.45,1.75
135,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,2.0,,4.0,3.0,4.0,7.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,27.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
136,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,2.0,,4.0,3.0,4.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,29.0,0.0,1,18.0,GD,0.0,1.0,,21074.0,0.0,0.0
137,下半场,下半场,-1.5,0.8,1.5,0.95,118.5,0.91,118.5,0.83,-1.5,2.0,,4.0,3.0,4.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,29.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
138,下半场,下半场,-1.5,0.95,5.5,0.8,118.5,0.91,118.5,0.83,5.5,2.0,,4.0,3.0,4.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,29.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
139,下半场,下半场,-5.5,0.95,5.5,0.95,118.5,0.91,118.5,0.83,-5.5,2.0,,4.0,3.0,4.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,29.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
140,下半场,下半场,-5.5,0.8,3.5,0.95,118.5,0.91,118.5,0.83,3.5,2.0,,4.0,3.0,4.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,20.0,29.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
141,下半场,下半场,-3.5,0.8,3.5,0.95,118.5,0.91,118.5,0.83,-3.5,2.0,,4.0,3.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,29.0,0.0,1,18.0,GD,0.0,1.0,,11074.0,0.0,0.0
142,下半场,下半场,-3.5,0.8,3.5,0.95,118.5,0.91,118.5,0.83,-3.5,2.0,,4.0,3.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,29.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
143,下半场,下半场,-3.5,0.8,3.5,0.95,118.5,0.91,118.5,0.83,-3.5,2.0,,4.0,5.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21075.0,0.0,0.0
144,下半场,下半场,-3.5,0.8,3.5,0.95,118.5,0.91,118.5,0.83,-3.5,2.0,,4.0,5.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
145,下半场,下半场,-3.5,0.95,6.5,0.8,118.5,0.91,118.5,0.83,6.5,2.0,,4.0,5.0,5.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,22.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
146,下半场,下半场,-6.5,0.95,6.5,0.8,118.5,0.91,118.5,0.83,-6.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11074.0,0.0,0.0
147,下半场,下半场,-6.5,0.95,6.5,0.8,118.5,0.91,118.5,0.83,-6.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
148,下半场,下半场,-6.5,0.95,5.5,0.8,118.5,0.91,118.5,0.83,5.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
149,下半场,下半场,-5.5,0.95,5.5,0.95,118.5,0.91,118.5,0.83,-5.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
150,下半场,下半场,-5.5,0.8,4.5,0.95,118.5,0.91,118.5,0.83,4.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
151,下半场,下半场,-4.5,0.8,4.5,0.95,118.5,0.91,118.5,0.83,-4.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
152,下半场,下半场,-4.5,0.91,5.5,0.83,118.5,0.91,118.5,0.83,5.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
153,下半场,下半场,-5.5,0.95,5.5,0.8,118.5,0.91,118.5,0.83,-5.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
154,下半场,下半场,-5.5,0.83,3.5,0.91,118.5,0.91,118.5,0.83,3.5,2.0,,4.0,5.0,6.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,24.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
155,下半场,下半场,-3.5,0.83,3.5,0.91,118.5,0.91,118.5,0.83,-3.5,2.0,,4.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11074.0,0.0,0.0
156,下半场,下半场,-3.5,0.83,3.5,0.91,118.5,0.91,118.5,0.83,-3.5,2.0,,4.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
157,下半场,下半场,-3.5,0.87,3.5,0.87,118.5,0.91,118.5,0.83,-3.5,2.0,,4.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
158,下半场,下半场,-3.5,0.95,4.5,0.8,118.5,0.91,118.5,0.83,4.5,2.0,,4.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
159,下半场,下半场,-4.5,0.95,4.5,0.91,118.5,0.91,118.5,0.83,-4.5,2.0,,4.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
160,下半场,下半场,-4.5,0.83,3.5,0.91,118.5,0.91,118.5,0.83,3.5,2.0,,4.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
161,下半场,下半场,-3.5,0.83,3.5,0.87,118.5,0.91,118.5,0.83,-3.5,2.0,,4.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
162,下半场,下半场,-3.5,0.87,1.5,0.87,118.5,0.91,118.5,0.83,1.5,2.0,,4.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,26.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
163,下半场,下半场,-1.5,0.87,1.5,0.87,118.5,0.91,118.5,0.83,-1.5,2.0,,5.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11075.0,0.71,1.1
164,下半场,下半场,-1.5,0.87,1.5,0.87,118.5,0.91,118.5,0.83,-1.5,2.0,,5.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.71,1.1
165,下半场,下半场,-1.5,0.87,1.5,0.87,118.5,0.91,118.5,0.83,-1.5,2.0,,5.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,34.0,0.0,1,18.0,GD,0.0,1.0,,21074.0,0.71,1.1
166,下半场,下半场,-1.5,0.87,1.5,0.87,118.5,0.91,118.5,0.83,-1.5,2.0,,5.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,34.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.71,1.1
167,下半场,下半场,-1.5,0.8,2.5,0.95,118.5,0.91,118.5,0.83,2.5,2.0,,5.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,34.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.71,1.1
168,下半场,下半场,-2.5,0.8,2.5,0.95,118.5,0.91,118.5,0.83,-2.5,2.0,,5.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,34.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
169,下半场,下半场,-2.5,0.8,2.5,0.95,118.5,0.91,118.5,0.83,-2.5,2.0,,5.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,34.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
170,下半场,下半场,-2.5,0.8,2.5,0.95,118.5,0.91,118.5,0.83,-2.5,2.0,,5.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,34.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
171,下半场,下半场,-2.5,0.8,2.5,0.95,118.5,0.91,118.5,0.83,-2.5,2.0,,5.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,32.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
172,下半场,下半场,-2.5,0.87,1.5,0.87,118.5,0.91,118.5,0.83,1.5,2.0,,5.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,32.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
173,下半场,下半场,-1.5,0.95,1.5,0.8,118.5,0.91,118.5,0.83,-1.5,2.0,,5.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,29.0,32.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.69,1.15
174,下半场,下半场,-1.5,0.95,1.5,0.8,118.5,0.91,118.5,0.83,-1.5,2.0,,6.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,32.0,1.0,1,18.0,GD,0.0,1.0,,11075.0,0.77,1.0
175,下半场,下半场,-1.5,0.95,1.5,0.8,118.5,0.91,118.5,0.83,-1.5,2.0,,6.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,32.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.77,1.0
176,下半场,下半场,-1.5,0.91,-1.5,0.83,118.5,0.91,118.5,0.83,-1.5,2.0,,6.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,32.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.77,1.0
177,下半场,下半场,1.5,0.91,-1.5,0.83,118.5,0.91,118.5,0.83,1.5,2.0,,6.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,1.25,0.65
178,下半场,下半场,1.5,0.91,-1.5,0.83,118.5,0.91,118.5,0.83,1.5,2.0,,6.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,1.25,0.65
179,下半场,下半场,1.5,0.91,-1.5,0.83,118.5,0.91,118.5,0.83,1.5,2.0,,6.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,1.25,0.65
180,下半场,下半场,1.5,0.8,-2.5,0.95,118.5,0.91,118.5,0.83,-2.5,2.0,,6.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,32.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,1.25,0.65
181,下半场,下半场,2.5,0.8,-2.5,0.95,118.5,0.91,118.5,0.83,2.5,2.0,,7.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,32.0,0.0,1,18.0,GD,0.0,1.0,,11075.0,0.0,0.0
182,下半场,下半场,2.5,0.8,-2.5,0.95,118.5,0.91,118.5,0.83,2.5,2.0,,7.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
183,下半场,下半场,2.5,0.8,-4.5,0.95,118.5,0.91,118.5,0.83,-4.5,2.0,,7.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,32.0,0.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
184,下半场,下半场,4.5,0.8,-4.5,0.95,118.5,0.91,118.5,0.83,4.5,2.0,,7.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,32.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
185,下半场,下半场,4.5,0.8,-4.5,0.95,118.5,0.91,118.5,0.83,4.5,2.0,,7.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,32.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
186,下半场,下半场,4.5,0.8,-4.5,0.95,118.5,0.91,118.5,0.83,4.5,2.0,,7.0,5.0,7.0,8.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,32.0,1.0,1,18.0,GD,0.0,1.0,,21077.0,0.0,0.0
187,下半场,下半场,4.5,0.8,-4.5,0.95,118.5,0.91,118.5,0.83,4.5,2.0,,7.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,34.0,1.0,1,18.0,GD,0.0,1.0,,21074.0,0.0,0.0
188,下半场,下半场,4.5,0.8,-4.5,0.95,118.5,0.91,118.5,0.83,4.5,2.0,,7.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,34.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
189,下半场,下半场,4.5,0.87,-2.5,0.87,118.5,0.91,118.5,0.83,-2.5,2.0,,7.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,34.0,1.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
190,下半场,下半场,2.5,0.87,-2.5,0.87,118.5,0.91,118.5,0.83,2.5,2.0,,7.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,34.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
191,下半场,下半场,2.5,0.87,-2.5,0.87,118.5,0.91,118.5,0.83,2.5,2.0,,7.0,5.0,7.0,9.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,35.0,34.0,0.0,1,18.0,GD,0.0,1.0,,11077.0,0.0,0.0
