,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,,,,,,,0.0,1,8.0,39.0,0,20180516024613,11077,0.83,0.83
1,,,,第1节,,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,,,,,,,0.0,1,8.0,39.0,1.0,20180516024637.0,11077,0.83,0.83
2,,,,第1节,1.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,1.5,,0.77,,,,0.0,1,8.0,39.0,1.0,20180516024637.0,11077,0.83,0.83
3,,,,第1节,-1.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,-1.5,,0.91,,,,0.0,1,8.0,39.0,1.0,20180516024637.0,11077,0.83,0.83
4,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,39.0,1.0,20180516024637.0,11077,0.83,0.83
5,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,38.0,1.0,20180516024638.0,21077.0,0.83,0.83
6,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,38.0,0.0,20180516024638.0,21077.0,0.83,0.83
7,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,31.0,0.0,20180516024645.0,21077.0,0.83,0.83
8,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,31.0,1.0,20180516024645.0,21077.0,0.83,0.83
9,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,30.0,1.0,20180516024659.0,21077.0,0.83,0.83
10,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,30.0,1.0,20180516024659.0,21077.0,0.83,0.83
11,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,25.0,1.0,20180516024704.0,21077.0,0.83,0.83
12,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,25.0,0.0,20180516024704.0,21077.0,0.83,0.83
13,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,25.0,0.0,20180516024704.0,21077.0,0.83,0.83
14,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.91,,,,0.0,1,8.0,24.0,1.0,20180516024715.0,21077.0,0.83,0.83
15,,,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,0.91,,,,0.0,1,8.0,24.0,1.0,20180516024715.0,21077.0,0.83,0.83
16,,,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,0.91,,,,0.0,1,8.0,24.0,1.0,20180516024715.0,21074.0,0.83,0.83
17,,,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,0.91,,6.0,0.0,0.0,1,8.0,24.0,1.0,20180516024715.0,11077.0,0.83,0.83
18,,,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,0.91,,6.0,0.0,0.0,1,8.0,22.0,1.0,20180516024717.0,11077.0,0.83,0.83
19,,,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,0.87,,6.0,0.0,0.0,1,8.0,22.0,1.0,20180516024717.0,11077.0,0.83,0.83
20,,,,第1节,152.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,152.5,,0.8,,6.0,0.0,0.0,1,8.0,22.0,1.0,20180516024717.0,11077.0,0.83,0.83
21,,,,第1节,152.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,152.5,,1.0,,6.0,0.0,0.0,1,8.0,22.0,1.0,20180516024717.0,11077.0,0.83,0.83
22,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.71,,6.0,0.0,0.0,1,8.0,22.0,1.0,20180516024717.0,11077.0,0.83,0.83
23,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.71,,6.0,0.0,0.0,1,8.0,22.0,1.0,20180516024719.0,11077.0,0.83,0.83
24,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.71,,6.0,0.0,0.0,1,8.0,20.0,1.0,20180516024719.0,11077.0,0.83,0.83
25,,,,第1节,2.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,2.5,,0.8,,6.0,0.0,0.0,1,8.0,20.0,1.0,20180516024719.0,11077.0,0.83,0.83
26,,,,第1节,-2.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,-2.5,,0.87,,6.0,0.0,0.0,1,8.0,20.0,1.0,20180516024719.0,11077.0,0.83,0.83
27,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.87,,6.0,0.0,0.0,1,8.0,20.0,1.0,20180516024719.0,11077.0,0.83,0.83
28,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,1.1,,6.0,0.0,0.0,1,8.0,20.0,1.0,20180516024719.0,11077.0,0.83,0.83
29,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.66,,6.0,0.0,0.0,1,7.0,59.0,1.0,20180516024740.0,11077.0,0.83,0.83
30,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.66,,6.0,0.0,0.0,1,7.0,59.0,1.0,20180516024740.0,21077.0,0.83,0.83
31,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.66,,6.0,0.0,0.0,1,7.0,59.0,1.0,20180516024742.0,21077.0,0.83,0.83
32,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.66,,6.0,0.0,0.0,1,7.0,59.0,1.0,20180516024742.0,21074.0,0.83,0.83
33,,,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.66,,8.0,0.0,0.0,1,7.0,59.0,1.0,20180516024742.0,11077.0,0.83,0.83
34,,,,第1节,3.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,3.5,,0.83,,8.0,0.0,0.0,1,7.0,59.0,1.0,20180516024742.0,11077.0,0.83,0.83
35,,,,第1节,-3.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,-3.5,,0.83,,8.0,0.0,0.0,1,7.0,59.0,1.0,20180516024742.0,11077.0,0.83,0.83
36,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.83,,8.0,0.0,0.0,1,7.0,59.0,1.0,20180516024742.0,11077.0,0.83,0.83
37,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,1.3,,8.0,0.0,0.0,1,7.0,59.0,1.0,20180516024742.0,11077.0,0.83,0.83
38,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1,7.0,46.0,1.0,20180516024753.0,11077.0,0.83,0.83
39,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1,7.0,46.0,1.0,20180516024753.0,11077.0,0.83,0.83
40,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1,7.0,44.0,1.0,20180516024755.0,11077.0,0.83,0.83
41,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1,7.0,44.0,1.0,20180516024755.0,11077.0,0.83,0.83
42,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,0.0,7.0,44.0,1.0,20180516024756.0,11077.0,0.83,0.83
43,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,0.0,7.0,44.0,0.0,20180516024756.0,11077.0,0.83,0.83
44,,,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1.0,7.0,44.0,0.0,20180516024756.0,11077.0,0.83,0.83
45,44.0,5.0,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1.0,7.0,44.0,0.0,20180516024756.0,11081.0,0.83,0.83
46,44.0,5.0,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1.0,7.0,43.0,1.0,20180516024911.0,11077.0,0.83,0.83
47,44.0,5.0,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1.0,7.0,43.0,1.0,20180516024911.0,21077.0,0.83,0.83
48,44.0,5.0,,第1节,151.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,151.5,,0.56,,8.0,0.0,0.0,1.0,7.0,37.0,1.0,20180516024918.0,21077.0,0.83,0.83
49,44.0,5.0,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.56,,8.0,0.0,0.0,1.0,7.0,37.0,1.0,20180516024918.0,21077.0,0.83,0.83
50,44.0,5.0,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.0,,8.0,0.0,0.0,1.0,7.0,37.0,1.0,20180516024918.0,21077.0,0.83,0.83
51,44.0,5.0,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.0,,8.0,0.0,0.0,1.0,7.0,37.0,1.0,20180516024919.0,21077.0,0.83,0.83
52,44.0,5.0,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.0,,8.0,0.0,0.0,1.0,7.0,37.0,1.0,20180516024919.0,11077.0,0.83,0.83
53,44.0,5.0,,第1节,150.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,150.5,,0.0,,8.0,0.0,0.0,1.0,7.0,17.0,1.0,20180516024937.0,11077.0,0.83,0.83
54,44.0,5.0,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,0.0,,8.0,0.0,0.0,1.0,7.0,17.0,1.0,20180516024937.0,11077.0,0.83,0.83
55,44.0,5.0,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,1.3,,8.0,0.0,0.0,1.0,7.0,17.0,1.0,20180516024937.0,11077.0,0.83,0.83
56,44.0,5.0,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,0.56,,8.0,0.0,0.0,1.0,7.0,8.0,1.0,20180516024946.0,21077.0,0.83,0.83
57,44.0,5.0,,第1节,149.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,149.5,,0.87,,8.0,0.0,0.0,1.0,7.0,8.0,1.0,20180516024946.0,21077.0,0.83,0.83
58,44.0,5.0,,第1节,148.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,148.5,,0.8,,8.0,0.0,0.0,1.0,7.0,8.0,1.0,20180516024946.0,21077.0,0.83,0.83
59,44.0,5.0,,第1节,148.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,148.5,,0.0,,8.0,0.0,0.0,1.0,7.0,8.0,1.0,20180516024946.0,21077.0,0.83,0.83
60,44.0,5.0,,第1节,148.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,148.5,,0.0,,8.0,0.0,0.0,1.0,7.0,8.0,1.0,20180516024947.0,21077.0,0.83,0.83
61,44.0,5.0,,第1节,148.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,148.5,,0.83,,8.0,0.0,0.0,1.0,7.0,8.0,1.0,20180516024947.0,21077.0,0.83,0.83
62,44.0,5.0,,第1节,146.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,146.5,,0.83,,8.0,0.0,0.0,1.0,7.0,8.0,1.0,20180516024947.0,21077.0,0.83,0.83
63,44.0,5.0,,第1节,146.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,146.5,,1.3,,8.0,0.0,0.0,1.0,7.0,8.0,1.0,20180516024947.0,21077.0,0.83,0.83
64,44.0,5.0,,第1节,146.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,146.5,,0.56,,8.0,0.0,0.0,1.0,6.0,49.0,1.0,20180516025006.0,11077.0,0.83,0.83
65,44.0,5.0,,第1节,146.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,146.5,,0.56,,8.0,0.0,0.0,1.0,6.0,49.0,1.0,20180516025006.0,11077.0,0.83,0.83
66,44.0,5.0,,第1节,146.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,146.5,,0.56,,8.0,0.0,0.0,1.0,6.0,49.0,1.0,20180516025007.0,11077.0,0.83,0.83
67,44.0,5.0,,第1节,146.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,146.5,,0.87,,8.0,0.0,0.0,1.0,6.0,49.0,1.0,20180516025007.0,11077.0,0.83,0.83
68,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.8,,8.0,0.0,0.0,1.0,6.0,49.0,1.0,20180516025007.0,11077.0,0.83,0.83
69,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.8,,8.0,0.0,0.0,1.0,6.0,35.0,1.0,20180516025020.0,11077.0,0.83,0.83
70,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,8.0,0.0,0.0,1.0,6.0,35.0,1.0,20180516025020.0,21077.0,0.83,0.83
71,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,8.0,0.0,0.0,1.0,6.0,35.0,1.0,20180516025021.0,21077.0,0.83,0.83
72,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,8.0,0.0,0.0,1.0,6.0,35.0,0.0,20180516025021.0,21077.0,0.83,0.83
73,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,8.0,0.0,0.0,1.0,6.0,28.0,0.0,20180516025026.0,21077.0,0.83,0.83
74,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,8.0,0.0,0.0,1.0,6.0,28.0,0.0,20180516025026.0,21086.0,0.83,0.83
75,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.83,,8.0,0.0,0.0,1.0,6.0,28.0,0.0,20180516025026.0,11077.0,0.83,0.83
76,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.83,,8.0,0.0,0.0,1.0,6.0,28.0,0.0,20180516025026.0,11077.0,0.83,0.83
77,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,1.3,,8.0,0.0,0.0,1.0,6.0,28.0,0.0,20180516025026.0,11077.0,0.83,0.83
78,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.56,,8.0,0.0,0.0,0.0,6.0,28.0,0.0,20180516025026.0,11077.0,0.83,0.83
79,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.56,,8.0,0.0,0.0,0.0,6.0,27.0,1.0,20180516025101.0,11077.0,0.83,0.83
80,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.56,,8.0,0.0,0.0,1.0,6.0,27.0,1.0,20180516025101.0,11077.0,0.83,0.83
81,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.87,,8.0,0.0,0.0,1.0,6.0,27.0,1.0,20180516025101.0,21077.0,0.83,0.83
82,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.8,,8.0,0.0,0.0,1.0,6.0,27.0,1.0,20180516025101.0,21077.0,0.83,0.83
83,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.8,,8.0,0.0,0.0,1.0,6.0,18.0,1.0,20180516025110.0,21077.0,0.83,0.83
84,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,8.0,0.0,0.0,1.0,6.0,18.0,1.0,20180516025110.0,21077.0,0.83,0.83
85,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,8.0,0.0,0.0,1.0,6.0,18.0,1.0,20180516025112.0,21077.0,0.83,0.83
86,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,8.0,0.0,0.0,1.0,6.0,18.0,1.0,20180516025112.0,21074.0,0.83,0.83
87,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,10.0,0.0,0.0,1.0,6.0,18.0,1.0,20180516025112.0,11077.0,0.83,0.83
88,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,10.0,0.0,0.0,1.0,6.0,7.0,1.0,20180516025122.0,11077.0,0.83,0.83
89,44.0,5.0,,第1节,5.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,5.5,,0.83,,10.0,0.0,0.0,1.0,6.0,7.0,1.0,20180516025122.0,11077.0,0.83,0.83
90,44.0,5.0,,第1节,-5.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,-5.5,,0.83,,10.0,0.0,0.0,1.0,6.0,7.0,1.0,20180516025122.0,11077.0,0.83,0.83
91,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.83,,10.0,0.0,0.0,1.0,6.0,7.0,1.0,20180516025122.0,11077.0,0.83,0.83
92,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,1.7,,10.0,0.0,0.0,1.0,6.0,7.0,1.0,20180516025122.0,11077.0,0.83,0.83
93,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,10.0,0.0,0.0,1.0,6.0,6.0,1.0,20180516025124.0,11077.0,0.83,0.83
94,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,10.0,0.0,0.0,1.0,6.0,6.0,1.0,20180516025124.0,11077.0,0.83,0.83
95,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,10.0,0.0,0.0,1.0,5.0,50.0,1.0,20180516025140.0,11077.0,0.83,0.83
96,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.0,,10.0,0.0,0.0,1.0,5.0,50.0,1.0,20180516025140.0,11077.0,0.83,0.83
97,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.0,,10.0,0.0,0.0,1.0,5.0,50.0,1.0,20180516025140.0,21077.0,0.83,0.83
98,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,10.0,0.0,0.0,1.0,5.0,50.0,1.0,20180516025140.0,21077.0,0.83,0.83
99,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,1.75,,10.0,0.0,0.0,1.0,5.0,50.0,1.0,20180516025140.0,21077.0,0.83,0.83
100,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,10.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025147.0,21077.0,0.83,0.83
101,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,10.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025147.0,21077.0,0.83,0.83
102,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,10.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025149.0,21077.0,0.83,0.83
103,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,10.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025149.0,21074.0,0.83,0.83
104,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,12.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025149.0,11077.0,0.83,0.83
105,44.0,5.0,,第1节,7.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,7.5,,0.8,,12.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025149.0,11077.0,0.83,0.83
106,44.0,5.0,,第1节,-7.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,-7.5,,0.87,,12.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025149.0,11077.0,0.83,0.83
107,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.87,,12.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025149.0,11077.0,0.83,0.83
108,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,12.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025149.0,11077.0,0.83,0.83
109,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,12.0,0.0,0.0,1.0,5.0,42.0,1.0,20180516025150.0,11077.0,0.83,0.83
110,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,12.0,0.0,0.0,1.0,5.0,39.0,1.0,20180516025150.0,11077.0,0.83,0.83
111,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,12.0,0.0,0.0,1.0,5.0,39.0,1.0,20180516025152.0,11077.0,0.83,0.83
112,44.0,5.0,,第1节,145.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,145.5,,0.0,,12.0,0.0,0.0,1.0,5.0,38.0,1.0,20180516025152.0,11077.0,0.83,0.83
113,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.0,,12.0,0.0,0.0,1.0,5.0,38.0,1.0,20180516025152.0,11077.0,0.83,0.83
114,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.0,,12.0,0.0,0.0,1.0,5.0,23.0,1.0,20180516025206.0,11077.0,0.83,0.83
115,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.0,,12.0,0.0,0.0,1.0,5.0,23.0,0.0,20180516025206.0,11077.0,0.83,0.83
116,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.0,,12.0,0.0,0.0,1.0,5.0,13.0,0.0,20180516025216.0,11077.0,0.83,0.83
117,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.0,,12.0,0.0,0.0,1.0,5.0,13.0,0.0,20180516025216.0,11086.0,0.83,0.83
118,44.0,5.0,,第1节,144.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,144.5,,0.83,,12.0,0.0,0.0,1.0,5.0,13.0,0.0,20180516025216.0,21077.0,0.83,0.83
119,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.83,,12.0,0.0,0.0,1.0,5.0,13.0,0.0,20180516025216.0,21077.0,0.83,0.83
120,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,12.0,0.0,0.0,1.0,5.0,13.0,0.0,20180516025216.0,21077.0,0.83,0.83
121,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,12.0,0.0,0.0,0.0,5.0,13.0,0.0,20180516025216.0,21077.0,0.83,0.83
122,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,12.0,0.0,0.0,0.0,5.0,13.0,1.0,20180516025235.0,21077.0,0.83,0.83
123,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,12.0,0.0,0.0,1.0,5.0,13.0,1.0,20180516025235.0,21077.0,0.83,0.83
124,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.0,,12.0,0.0,0.0,1.0,5.0,11.0,1.0,20180516025238.0,21077.0,0.83,0.83
125,44.0,5.0,,第1节,143.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,143.5,,0.8,,12.0,0.0,0.0,1.0,5.0,11.0,1.0,20180516025238.0,21077.0,0.83,0.83
126,44.0,5.0,,第1节,142.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,142.5,,0.87,,12.0,0.0,0.0,1.0,5.0,11.0,1.0,20180516025238.0,11077.0,0.83,0.83
127,44.0,5.0,,第1节,142.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,142.5,,0.87,,12.0,0.0,0.0,1.0,5.0,4.0,1.0,20180516025244.0,11077.0,0.83,0.83
128,44.0,5.0,,第1节,142.5,1.5,0.77,-1.5,0.91,151.5,0.83,151.5,0.83,142.5,,0.87,,12.0,0.0,0.0,1.0,5.0,4.0,1.0,20180516025244.0,11074.0,0.83,0.83
