,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,-13.5,0.87,13.5,0.8,130.5,0.83,130.5,0.83,,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,8.0,38.0,0,,11077,0.0,0.0,
1,,,,第1节,-13.5,0.87,13.5,0.8,130.5,0.83,130.5,0.83,,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1,8.0,22.0,0,,11077,0.0,0.0,
2,,,,第1节,-13.5,0.87,13.5,0.8,130.5,0.83,130.5,0.83,,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,8.0,22.0,0,,21086.0,0.0,0.0,
3,,,,第1节,-13.5,0.8,12.5,0.87,130.5,0.83,130.5,0.83,12.5,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,8.0,22.0,0,,11077.0,0.0,0.0,
4,,,,第1节,-12.5,0.8,12.5,0.87,130.5,0.83,129.5,0.83,-12.5,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,8.0,22.0,0,,11077.0,0.0,0.0,
5,,,,第1节,-12.5,0.8,12.5,0.87,129.5,0.83,129.5,0.83,129.5,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,8.0,22.0,0,,11077.0,0.0,0.0,
6,,,,第1节,-12.5,0.8,12.5,0.87,129.5,0.83,129.5,0.83,129.5,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,8.0,16.0,0,,11077.0,0.0,0.0,
7,,,,第1节,-12.5,0.83,13.5,0.83,129.5,0.83,129.5,0.83,13.5,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,8.0,16.0,0,,21077.0,0.0,0.0,
8,,,,第1节,-13.5,0.83,13.5,0.83,129.5,0.83,128.5,0.83,-13.5,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,8.0,16.0,0,,21077.0,0.0,0.0,
9,,,,第1节,-13.5,0.83,13.5,0.83,128.5,0.83,128.5,0.83,128.5,,,,0.0,2.0,0.0,0.0,0.0,0.0,5.0,5,0.0,1.0,0.0,0.0,0.0,6.0,0.0,1,8.0,16.0,0,,21077.0,0.0,0.0,
