,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
10,,3.0,9.5,0.8333333333333334,-9.5,0.8333333333333334,166.5,0.9090909090909091,166.5,0.7692307692307693,9.0,,2:2,,6.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,63.0,54.0,0,1,2.0,17.0,1.0,20180919185338.0,21079.0,5.0,0.1111111111111111
11,,3.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,166.5,0.8,166.5,0.8695652173913043,9.0,,,,6.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,63.0,54.0,0,1,2.0,8.0,1.0,20180919185346.0,11077.0,6.0,0.08333333333333333
12,,3.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,165.5,0.8695652173913043,165.5,0.8,9.0,,,,6.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,63.0,54.0,0,1,2.0,4.0,1.0,20180919185350.0,11077.0,7.0,0.0625
13,,3.0,10.5,0.8333333333333334,-10.5,0.8333333333333334,165.5,0.8695652173913043,165.5,0.8,9.0,,,,6.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,63.0,54.0,0,1,2.0,3.0,1.0,20180919185352.0,21077.0,6.0,0.08333333333333333
14,,3.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,7.0,,,,6.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,63.0,54.0,0,1,1.0,57.0,1.0,20180919185358.0,11077.0,7.0,0.0625
15,,3.0,11.5,0.8333333333333334,-11.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,7.0,,,,6.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,63.0,54.0,0,1,1.0,48.0,1.0,20180919185406.0,11077.0,7.0,0.0625
16,,3.0,14.5,0.8333333333333334,-14.5,0.8333333333333334,167.5,0.8695652173913043,167.5,0.8,7.0,,,,7.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,66.0,54.0,0,1,1.0,47.0,1.0,20180919185408.0,11075.0,9.5,0.025
17,,3.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,167.5,0.8333333333333334,167.5,0.8333333333333334,7.0,,,,7.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,66.0,54.0,0,1,1.0,44.0,1.0,20180919185411.0,21077.0,8.5,0.03571428571428571
18,,3.0,13.5,0.8333333333333334,-13.5,0.8333333333333334,166.5,0.9090909090909091,166.5,0.7692307692307693,7.0,,,,7.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,66.0,54.0,0,1,1.0,35.0,1.0,20180919185419.0,21077.0,8.5,0.03571428571428571
19,,3.0,14.5,0.8,-14.5,0.8695652173913043,166.5,0.8333333333333334,166.5,0.8333333333333334,7.0,,,,7.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,66.0,54.0,0,1,1.0,27.0,1.0,20180919185428.0,21077.0,8.5,0.03571428571428571
20,,3.0,14.5,0.8,-14.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,7.0,,,,7.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,66.0,54.0,0,1,1.0,18.0,1.0,20180919185436.0,11077.0,9.5,0.025
21,,3.0,14.5,0.8,-14.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,7.0,,,,7.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,66.0,54.0,0,1,1.0,17.0,0.0,20180919185438.0,11077.0,9.5,0.025
22,,3.0,14.5,0.8,-14.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,7.0,,,,7.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,66.0,54.0,0,1,1.0,17.0,1.0,20180919185452.0,11077.0,9.5,0.025
23,,3.0,14.5,0.8,-14.5,0.8695652173913043,165.5,0.8,165.5,0.8695652173913043,7.0,,,,7.0,3.0,15.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,66.0,54.0,0,1,1.0,13.0,1.0,20180919185454.0,11077.0,9.5,0.025
24,,3.0,16.5,0.8,-16.5,0.8695652173913043,166.5,0.9090909090909091,166.5,0.7692307692307693,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,1.0,7.0,1.0,20180919185459.0,11074.0,13.0,0.011111111111111112
25,,3.0,15.5,0.8,-15.5,0.8695652173913043,166.5,0.8695652173913043,166.5,0.8,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,1.0,5.0,1.0,20180919185501.0,21077.0,10.5,0.016666666666666666
26,,3.0,15.5,0.8,-15.5,0.8695652173913043,166.5,0.8,166.5,0.8695652173913043,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,0.0,56.0,1.0,20180919185509.0,21077.0,10.5,0.016666666666666666
27,,3.0,15.5,0.8,-15.5,0.8695652173913043,165.5,0.8333333333333334,165.5,0.8333333333333334,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,0.0,48.0,1.0,20180919185517.0,21077.0,11.0,0.015151515151515152
28,,3.0,16.5,0.8,-16.5,0.8695652173913043,165.5,0.8,165.5,0.8695652173913043,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,0.0,46.0,1.0,20180919185520.0,11077.0,14.0,0.01
29,,3.0,16.5,0.8,-16.5,0.8695652173913043,164.5,0.8333333333333334,164.5,0.8333333333333334,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,0.0,37.0,1.0,20180919185529.0,11077.0,14.0,0.01
30,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,164.5,0.7692307692307693,164.5,0.9090909090909091,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,0.0,29.0,1.0,20180919185537.0,11077.0,14.0,0.01
31,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,163.5,0.8333333333333334,163.5,0.8333333333333334,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,0.0,25.0,1.0,20180919185542.0,21077.0,11.5,0.013333333333333334
32,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,163.5,0.7692307692307693,163.5,0.9090909090909091,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,0.0,16.0,1.0,20180919185550.0,21077.0,11.5,0.013333333333333334
33,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,162.5,0.8333333333333334,162.5,0.8333333333333334,7.0,,,,7.0,3.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,54.0,0,1,0.0,8.0,1.0,20180919185558.0,21077.0,11.5,0.013333333333333334
34,,3.0,12.5,0.7692307692307693,-12.5,0.9090909090909091,165.5,0.8333333333333334,165.5,0.8333333333333334,7.0,,,,7.0,4.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,57.0,0,1,0.0,4.0,1.0,20180919185602.0,21075.0,8.0,0.04
35,,3.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,7.0,,,,7.0,4.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,57.0,0,1,0.0,0.0,1.0,20180919185606.0,11077.0,9.0,0.030303030303030304
36,,3.0,12.5,0.8333333333333334,-12.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,7.0,,,,7.0,4.0,16.0,17.0,15,11.0,4,5,6.0,5.0,83.3,91.7,68.0,57.0,0,1,0.0,0.0,0.0,20180919185607.0,11077.0,9.0,0.030303030303030304
37,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,10.0,0.0,0.0,20180919185613.0,1082.0,9.0,0.030303030303030304
38,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,165.5,0.8,165.5,0.8695652173913043,7.0,4.0,^,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,10.0,0.0,1.0,20180919185800.0,01090^21077,9.0,0.030303030303030304
39,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,165.5,0.7692307692307693,165.5,0.9090909090909091,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,58.0,1.0,20180919185801.0,11077.0,9.0,0.030303030303030304
40,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,164.5,0.8333333333333334,164.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,49.0,1.0,20180919185809.0,11077.0,9.0,0.030303030303030304
41,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,164.5,0.7692307692307693,164.5,0.9090909090909091,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,44.0,1.0,20180919185816.0,21077.0,9.0,0.030303030303030304
42,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,163.5,0.8695652173913043,163.5,0.8,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,41.0,0.0,20180919185819.0,21077.0,9.0,0.030303030303030304
43,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,163.5,0.8695652173913043,163.5,0.8,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,41.0,0.0,20180919185832.0,21077.0,9.0,0.030303030303030304
44,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,163.5,0.8695652173913043,163.5,0.8,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,41.0,1.0,20180919185833.0,11077.0,9.0,0.030303030303030304
45,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,36.0,0.0,20180919185839.0,11077.0,9.0,0.030303030303030304
46,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,163.5,0.8333333333333334,163.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,36.0,1.0,20180919185919.0,11077.0,9.0,0.030303030303030304
47,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,162.5,0.8695652173913043,162.5,0.8,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,27.0,1.0,20180919185927.0,11077.0,9.0,0.030303030303030304
48,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,162.5,0.8,162.5,0.8695652173913043,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,19.0,1.0,20180919185935.0,11077.0,9.5,0.025
49,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,162.5,0.7692307692307693,162.5,0.9090909090909091,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,18.0,1.0,20180919185936.0,21077.0,9.0,0.030303030303030304
50,Q4,4th Quarter,12.5,0.8,-12.5,0.8695652173913043,161.5,0.8333333333333334,161.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,9.0,1.0,20180919185944.0,21077.0,9.0,0.030303030303030304
51,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,161.5,0.8333333333333334,161.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,9.0,1.0,20180919185946.0,11077.0,9.5,0.025
52,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,160.5,0.8695652173913043,160.5,0.8,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,9.0,0.0,1.0,20180919185954.0,11077.0,9.5,0.025
53,Q4,4th Quarter,12.5,0.8333333333333334,-12.5,0.8333333333333334,160.5,0.8,160.5,0.8695652173913043,7.0,4.0,,0.0,7.0,4.0,16.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,68.0,57.0,0,1,8.0,52.0,1.0,20180919190002.0,11077.0,9.5,0.025
54,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,162.5,0.8,162.5,0.8695652173913043,7.0,4.0,,0.0,7.0,4.0,17.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,70.0,57.0,0,1,8.0,51.0,1.0,20180919190004.0,11074.0,13.0,0.011111111111111112
55,Q4,4th Quarter,14.5,0.7692307692307693,-14.5,0.9090909090909091,162.5,0.7692307692307693,162.5,0.9090909090909091,7.0,4.0,,0.0,7.0,4.0,17.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,70.0,57.0,0,1,8.0,48.0,1.0,20180919190006.0,21077.0,11.5,0.013333333333333334
56,Q4,4th Quarter,14.5,0.7692307692307693,-14.5,0.9090909090909091,161.5,0.8333333333333334,161.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,17.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,70.0,57.0,0,1,8.0,40.0,0.0,20180919190014.0,21077.0,11.5,0.013333333333333334
57,Q4,4th Quarter,14.5,0.7692307692307693,-14.5,0.9090909090909091,161.5,0.8333333333333334,161.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,17.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,70.0,57.0,0,1,8.0,40.0,0.0,20180919190021.0,11086.0,11.5,0.013333333333333334
58,Q4,4th Quarter,14.5,0.7692307692307693,-14.5,0.9090909090909091,161.5,0.8333333333333334,161.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,17.0,17.0,15,11.0,4,5,0.0,0.0,83.3,91.7,70.0,57.0,0,1,8.0,40.0,0.0,20180919190024.0,11086.0,11.5,0.013333333333333334
59,Q4,4th Quarter,14.5,0.7692307692307693,-14.5,0.9090909090909091,161.5,0.8333333333333334,161.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,70.0,57.0,0,1,8.0,40.0,1.0,20180919190036.0,21077.0,11.5,0.013333333333333334
60,Q4,4th Quarter,14.5,0.7692307692307693,-14.5,0.9090909090909091,160.5,0.8695652173913043,160.5,0.8,7.0,4.0,,0.0,7.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,70.0,57.0,0,1,8.0,31.0,1.0,20180919190045.0,21077.0,11.5,0.013333333333333334
61,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,160.5,0.8333333333333334,160.5,0.8333333333333334,7.0,4.0,,0.0,7.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,70.0,57.0,0,1,8.0,27.0,1.0,20180919190050.0,11077.0,14.0,0.01
62,Q4,4th Quarter,17.5,0.8333333333333334,-17.5,0.8333333333333334,163.5,0.8,163.5,0.8695652173913043,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,8.0,20.0,1.0,20180919190057.0,11075.0,14.0,0.01
63,Q4,4th Quarter,16.5,0.8695652173913043,-16.5,0.8,162.5,0.9090909090909091,162.5,0.7692307692307693,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,8.0,17.0,1.0,20180919190100.0,11075.0,14.0,0.01
64,Q4,4th Quarter,16.5,0.8695652173913043,-16.5,0.8,162.5,0.8333333333333334,162.5,0.8333333333333334,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,8.0,8.0,1.0,20180919190108.0,21077.0,14.0,0.01
65,Q4,4th Quarter,16.5,0.8695652173913043,-16.5,0.8,161.5,0.8695652173913043,161.5,0.8,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,8.0,0.0,1.0,20180919190116.0,21077.0,14.0,0.01
66,Q4,4th Quarter,16.5,0.8695652173913043,-16.5,0.8,161.5,0.8,161.5,0.8695652173913043,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,7.0,54.0,1.0,20180919190122.0,21077.0,14.0,0.01
67,Q4,4th Quarter,17.5,0.8333333333333334,-17.5,0.8333333333333334,161.5,0.8,161.5,0.8695652173913043,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,7.0,54.0,1.0,20180919190123.0,11077.0,14.0,0.01
68,Q4,4th Quarter,16.5,0.8695652173913043,-16.5,0.8,160.5,0.8695652173913043,160.5,0.8,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,7.0,47.0,1.0,20180919190130.0,21077.0,14.0,0.01
69,Q4,4th Quarter,16.5,0.8333333333333334,-16.5,0.8333333333333334,160.5,0.8333333333333334,160.5,0.8333333333333334,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,7.0,43.0,0.0,20180919190134.0,21077.0,14.0,0.01
70,Q4,4th Quarter,16.5,0.8333333333333334,-16.5,0.8333333333333334,160.5,0.8333333333333334,160.5,0.8333333333333334,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,1.0,0.0,83.3,91.7,73.0,57.0,0,1,7.0,43.0,0.0,20180919190135.0,11086.0,14.0,0.01
71,Q4,4th Quarter,16.5,0.8333333333333334,-16.5,0.8333333333333334,160.5,0.8333333333333334,160.5,0.8333333333333334,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,57.0,0,1,7.0,43.0,0.0,20180919190136.0,11086.0,14.0,0.01
72,Q4,4th Quarter,16.5,0.8333333333333334,-16.5,0.8333333333333334,160.5,0.8333333333333334,160.5,0.8333333333333334,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,57.0,0,1,7.0,43.0,1.0,20180919190148.0,11086.0,14.0,0.01
73,Q4,4th Quarter,16.5,0.8333333333333334,-16.5,0.8333333333333334,159.5,0.9090909090909091,159.5,0.7692307692307693,5.0,4.0,,0.0,8.0,4.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,57.0,0,1,7.0,34.0,1.0,20180919190156.0,21077.0,14.0,0.01
74,Q4,4th Quarter,13.5,0.8333333333333334,-13.5,0.8333333333333334,163.5,0.7692307692307693,163.5,0.9090909090909091,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,33.0,1.0,20180919190157.0,21075.0,14.0,0.01
75,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,162.5,0.9090909090909091,162.5,0.7692307692307693,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,31.0,1.0,20180919190200.0,11077.0,15.0,0.006666666666666667
76,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,162.5,0.8333333333333334,162.5,0.8333333333333334,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,22.0,1.0,20180919190208.0,11077.0,15.0,0.006666666666666667
77,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,162.5,0.8,162.5,0.8695652173913043,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,21.0,0.0,20180919190209.0,11077.0,15.0,0.006666666666666667
78,Q4,4th Quarter,13.5,0.8333333333333334,-13.5,0.8333333333333334,162.5,0.8,162.5,0.8695652173913043,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,21.0,0.0,20180919190210.0,11077.0,13.0,0.011111111111111112
79,Q4,4th Quarter,13.5,0.8333333333333334,-13.5,0.8333333333333334,162.5,0.8,162.5,0.8695652173913043,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,21.0,1.0,20180919190218.0,11077.0,13.0,0.011111111111111112
80,Q4,4th Quarter,13.5,0.8333333333333334,-13.5,0.8333333333333334,161.5,0.8695652173913043,161.5,0.8,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,12.0,1.0,20180919190226.0,21077.0,13.0,0.011111111111111112
81,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,161.5,0.8333333333333334,161.5,0.8333333333333334,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,9.0,1.0,20180919190230.0,11077.0,15.0,0.006666666666666667
82,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,160.5,0.9090909090909091,160.5,0.7692307692307693,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,2.0,0.0,20180919190237.0,11077.0,15.0,0.006666666666666667
83,Q4,4th Quarter,14.5,0.8333333333333334,-14.5,0.8333333333333334,160.5,0.9090909090909091,160.5,0.7692307692307693,7.0,4.0,,0.0,8.0,5.0,17.0,17.0,15,11.0,4,5,2.0,0.0,83.3,91.7,73.0,60.0,0,1,7.0,2.0,0.0,20180919190238.0,21086.0,15.0,0.006666666666666667
