,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1083,0.0,0.0
1,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1083,0.0,0.0
2,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1083,0.0,0.0
3,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1083,0.0,0.0
4,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1083,0.0,0.0
5,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1083,0.0,0.0
6,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1089.0,0.0,0.0
7,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,1.0,1,10.0,0.0,0,,1089.0,0.0,0.0
8,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,1.0,1,10.0,0.0,0,,1089.0,0.0,0.0
9,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,1.0,1,10.0,0.0,0,,1089.0,0.0,0.0
10,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,1.0,1,10.0,0.0,0,,1089.0,0.0,0.0
11,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,1.0,1,10.0,0.0,0,,1089.0,0.0,0.0
12,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,1.0,1,10.0,0.0,0,,1089.0,0.0,0.0
13,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1089.0,0.0,0.0
14,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1089.0,0.0,0.0
15,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1089.0,0.0,0.0
16,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1089.0,0.0,0.0
17,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,10.0,0.0,0,,1089.0,0.0,0.0
18,,,,第3节,7.5,0.83,-7.5,0.83,170.5,0.83,170.5,0.83,,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,9.0,52.0,0,,21077.0,0.0,0.0
19,,,,第3节,7.5,0.83,-7.5,0.83,169.5,0.83,169.5,0.83,169.5,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,9.0,52.0,0,,11077.0,0.0,0.0
20,,,,第3节,7.5,0.83,-7.5,0.83,169.5,0.83,169.5,0.83,169.5,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,9.0,39.0,0,,11077.0,0.0,0.0
21,,,,第3节,7.5,0.83,-7.5,0.83,169.5,0.83,169.5,0.83,169.5,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,9.0,39.0,0,,21077.0,0.0,0.0
22,,,,第3节,7.5,0.83,-7.5,0.83,169.5,0.83,169.5,0.83,169.5,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,9.0,34.0,0,,21077.0,0.0,0.0
23,,,,第3节,7.5,0.8,-7.5,0.87,168.5,0.83,168.5,0.83,168.5,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,9.0,34.0,0,,21077.0,0.0,0.0
24,,,,第3节,7.5,0.8,-7.5,0.87,168.5,0.83,168.5,0.83,168.5,3.0,,,,,4,,13,,5,,5,,0,,100.0,,43,,0.0,1,9.0,34.0,0,,21074.0,0.0,0.0
