,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3,S3_a,S3_h,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
135,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
136,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
137,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
138,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
139,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
140,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
141,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
142,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
143,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
144,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
145,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
146,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
147,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
148,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
149,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
150,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
151,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
152,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
153,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
154,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
155,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
156,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
157,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
158,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
159,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
160,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
161,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
162,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
163,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
164,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
165,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
166,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
167,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
168,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
169,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
170,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
171,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
172,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
173,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
174,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
175,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
176,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
177,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
178,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
179,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
180,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
181,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
182,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
183,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
184,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
185,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
186,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
187,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
188,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
189,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
190,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
191,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
192,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
193,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
194,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
195,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
196,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
197,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
198,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
199,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
200,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
201,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
202,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
203,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
204,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
205,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
206,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
207,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
208,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
209,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
210,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
211,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
212,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
213,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
214,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
215,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
216,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
217,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
218,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
219,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
220,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
221,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
222,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
223,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
224,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
225,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
226,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
227,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
228,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
229,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
230,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
231,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
232,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
233,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
234,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
235,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
236,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
237,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
238,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
239,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
240,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
241,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
242,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
243,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
244,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
245,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
246,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
247,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
248,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
249,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
250,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
251,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
252,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
253,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
254,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
255,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
256,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
257,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
258,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
259,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
260,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
261,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
262,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
263,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
264,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
265,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
266,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
267,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
268,4.0,-7.5,0.0,7.5,0.0,1.0,,8,14,27,23,13.0,8,11,4,2,2.0,1,2,86.7,72.7,84.6,100.0,92,100,0,1,0,0.0,0.0,20180919184900.0,1084.0
