,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
269,44.0,5.0,第2节,第2节,31.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,31.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,30.0,1.0,1.0,10.0,GD,0.0,1.0,20180519010532.0,1088.0,0.0,0.0
270,44.0,5.0,第2节,第2节,31.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,31.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,30.0,1.0,1.0,10.0,GD,0.0,1.0,20180519010532.0,1088.0,0.0,0.0
271,44.0,5.0,第2节,第2节,31.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,31.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,30.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,1088.0,0.0,0.0
272,44.0,5.0,第2节,第2节,31.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,31.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,30.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,11074.0,0.0,0.0
273,44.0,5.0,第2节,第2节,31.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,31.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,32.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,21077.0,0.0,0.0
274,44.0,5.0,第2节,第2节,-33.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-33.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,32.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,21077.0,0.0,0.0
275,44.0,5.0,第2节,第2节,33.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,33.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,32.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,11074.0,0.0,0.0
276,44.0,5.0,第2节,第2节,33.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,33.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,34.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,21077.0,0.0,0.0
277,44.0,5.0,第2节,第2节,-35.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-35.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,34.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,21077.0,0.0,0.0
278,44.0,5.0,第2节,第2节,35.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,35.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,34.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,11074.0,0.0,0.0
279,44.0,5.0,第2节,第2节,35.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,35.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,21077.0,0.0,0.0
280,44.0,5.0,第2节,第2节,-37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-37.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,1.0,1.0,9.0,GD,58.0,0.0,20180519010533.0,21077.0,0.0,0.0
281,44.0,5.0,第2节,第2节,37.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,37.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,1.0,0.0,7.0,GD,52.0,0.0,20180519010533.0,21077.0,0.0,0.0
282,44.0,5.0,第2节,第2节,-36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,1.0,0.0,7.0,GD,52.0,0.0,20180519010533.0,21077.0,0.0,0.0
283,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,1.0,1.0,7.0,GD,52.0,0.0,20180519010533.0,21077.0,0.0,0.0
284,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,52.0,0.0,20180519010533.0,21077.0,0.0,0.0
285,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,0.0,7.0,GD,52.0,0.0,20180519010533.0,21077.0,0.0,0.0
286,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,1.0,0.0,7.0,GD,52.0,0.0,20180519010533.0,21077.0,0.0,0.0
287,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,1.0,1.0,7.0,GD,52.0,1.0,20180519010559.0,21077.0,0.0,0.0
288,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,52.0,1.0,20180519010559.0,21077.0,0.0,0.0
289,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,52.0,1.0,20180519010559.0,11077.0,0.0,0.0
290,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,51.0,1.0,20180519010600.0,11077.0,0.0,0.0
291,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,51.0,1.0,20180519010600.0,11077.0,0.0,0.0
292,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,43.0,1.0,20180519010605.0,11077.0,0.0,0.0
293,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,43.0,1.0,20180519010605.0,21077.0,0.0,0.0
294,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,40.0,1.0,20180519010608.0,21077.0,0.0,0.0
295,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,40.0,1.0,20180519010608.0,21077.0,0.0,0.0
296,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,40.0,1.0,20180519010611.0,21077.0,0.0,0.0
297,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,40.0,1.0,20180519010611.0,11077.0,0.0,0.0
298,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,32.0,1.0,20180519010616.0,11077.0,0.0,0.0
299,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,32.0,1.0,20180519010616.0,11077.0,0.0,0.0
300,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,32.0,1.0,20180519010618.0,11077.0,0.0,0.0
301,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,32.0,1.0,20180519010618.0,11077.0,0.0,0.0
302,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,26.0,1.0,20180519010622.0,11077.0,0.0,0.0
303,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,36.0,0.0,1.0,7.0,GD,26.0,1.0,20180519010622.0,11074.0,0.0,0.0
304,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,26.0,1.0,20180519010622.0,21077.0,0.0,0.0
305,44.0,5.0,第2节,第2节,36.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,36.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,22.0,1.0,20180519010626.0,21077.0,0.0,0.0
306,44.0,5.0,第2节,第2节,-38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-38.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,22.0,1.0,20180519010626.0,21077.0,0.0,0.0
307,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,22.0,1.0,20180519010629.0,21077.0,0.0,0.0
308,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,22.0,1.0,20180519010629.0,21077.0,0.0,0.0
309,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,20.0,1.0,20180519010629.0,21077.0,0.0,0.0
310,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,20.0,0.0,20180519010629.0,21077.0,0.0,0.0
311,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,4.0,0.0,20180519010629.0,21077.0,0.0,0.0
312,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,4.0,1.0,20180519010644.0,21077.0,0.0,0.0
313,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,7.0,GD,4.0,1.0,20180519010644.0,11077.0,0.0,0.0
314,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,6.0,GD,58.0,1.0,20180519010650.0,11077.0,0.0,0.0
315,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,6.0,GD,58.0,1.0,20180519010650.0,11077.0,0.0,0.0
316,44.0,5.0,第2节,第2节,38.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,38.5,2.0,0.83,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,6.0,GD,58.0,1.0,20180519010651.0,11077.0,0.0,0.0
317,44.0,5.0,第2节,第2节,-40.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-40.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,6.0,GD,58.0,1.0,20180519010651.0,11077.0,0.0,0.0
318,44.0,5.0,第2节,第2节,40.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,40.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,6.0,GD,58.0,1.0,20180519010651.0,11074.0,0.0,0.0
319,44.0,5.0,第2节,第2节,40.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,40.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,38.0,0.0,1.0,6.0,GD,54.0,1.0,20180519010654.0,21077.0,0.0,0.0
320,44.0,5.0,第2节,第2节,40.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,40.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,54.0,1.0,20180519010654.0,21077.0,0.0,0.0
321,44.0,5.0,第2节,第2节,40.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,40.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,54.0,1.0,20180519010657.0,21077.0,0.0,0.0
322,44.0,5.0,第2节,第2节,40.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,40.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,40.0,1.0,1.0,6.0,GD,54.0,1.0,20180519010657.0,21077.0,0.0,0.0
323,44.0,5.0,第2节,第2节,40.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,40.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,40.0,1.0,0.0,6.0,GD,51.0,1.0,20180519010658.0,21077.0,0.0,0.0
324,44.0,5.0,第2节,第2节,40.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,40.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,40.0,0.0,0.0,6.0,GD,51.0,1.0,20180519010658.0,21077.0,0.0,0.0
325,44.0,5.0,第2节,第2节,-39.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-39.5,2.0,0.8,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,40.0,0.0,0.0,6.0,GD,51.0,1.0,20180519010658.0,21077.0,0.0,0.0
326,44.0,5.0,第2节,第2节,39.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,39.5,2.0,0.87,,2.0,2.0,1.0,4.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,51.0,0.0,20180519010700.0,21077.0,0.0,0.0
327,44.0,5.0,第2节,第2节,-41.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-41.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,51.0,0.0,20180519010700.0,21081.0,0.0,0.0
328,44.0,5.0,第2节,第2节,41.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,41.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,51.0,1.0,20180519010824.0,21081.0,0.0,0.0
329,44.0,5.0,第2节,第2节,41.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,41.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,51.0,1.0,20180519010824.0,21081.0,0.0,0.0
330,44.0,5.0,第2节,第2节,41.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,41.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,50.0,1.0,20180519010826.0,21081.0,0.0,0.0
331,44.0,5.0,第2节,第2节,-42.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-42.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,50.0,1.0,20180519010826.0,21077.0,0.0,0.0
332,44.0,5.0,第2节,第2节,42.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,42.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,32.0,1.0,20180519010843.0,21077.0,0.0,0.0
333,44.0,5.0,第2节,第2节,-43.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-43.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,32.0,1.0,20180519010843.0,11077.0,0.0,0.0
334,44.0,5.0,第2节,第2节,43.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,43.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,40.0,0.0,1.0,6.0,GD,32.0,1.0,20180519010843.0,11074.0,0.0,0.0
335,44.0,5.0,第2节,第2节,43.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,43.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,32.0,1.0,20180519010843.0,21077.0,0.0,0.0
336,44.0,5.0,第2节,第2节,-44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-44.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,32.0,1.0,20180519010843.0,21077.0,0.0,0.0
337,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,28.0,1.0,20180519010847.0,21077.0,0.0,0.0
338,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,28.0,1.0,20180519010847.0,21077.0,0.0,0.0
339,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,27.0,1.0,20180519010850.0,21077.0,0.0,0.0
340,44.0,5.0,第2节,第2节,-45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-45.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,27.0,1.0,20180519010850.0,21077.0,0.0,0.0
341,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,16.0,1.0,20180519010900.0,21077.0,0.0,0.0
342,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,16.0,1.0,20180519010900.0,21077.0,0.0,0.0
343,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,12.0,1.0,20180519010904.0,11077.0,0.0,0.0
344,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,12.0,1.0,20180519010904.0,11077.0,0.0,0.0
345,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,12.0,1.0,20180519010907.0,11077.0,0.0,0.0
346,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,12.0,1.0,20180519010907.0,21077.0,0.0,0.0
347,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,6.0,1.0,20180519010910.0,21077.0,0.0,0.0
348,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,6.0,1.0,20180519010910.0,21077.0,0.0,0.0
349,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,6.0,1.0,20180519010911.0,21077.0,0.0,0.0
350,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,6.0,GD,6.0,1.0,20180519010911.0,21077.0,0.0,0.0
351,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,54.0,1.0,20180519010921.0,21077.0,0.0,0.0
352,44.0,5.0,第2节,第2节,-44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-44.5,2.0,0.8,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,54.0,1.0,20180519010921.0,21077.0,0.0,0.0
353,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,46.0,1.0,20180519010929.0,21077.0,0.0,0.0
354,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,46.0,0.0,20180519010929.0,21077.0,0.0,0.0
355,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,41.0,0.0,20180519010935.0,21077.0,0.0,0.0
356,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,41.0,1.0,20180519010935.0,21077.0,0.0,0.0
357,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,41.0,1.0,20180519010951.0,21077.0,0.0,0.0
358,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,41.0,1.0,20180519010951.0,21077.0,0.0,0.0
359,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,40.0,1.0,20180519010952.0,21077.0,0.0,0.0
360,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,40.0,1.0,20180519010952.0,11077.0,0.0,0.0
361,44.0,5.0,第2节,第2节,44.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,44.5,2.0,0.87,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,39.0,1.0,20180519010954.0,11077.0,0.0,0.0
362,44.0,5.0,第2节,第2节,-45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,-45.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,39.0,1.0,20180519010954.0,11077.0,0.0,0.0
363,44.0,5.0,第2节,第2节,45.5,13.5,0.83,-13.5,0.83,151.5,0.83,151.5,0.83,45.5,2.0,0.83,,2.0,2.0,1.0,3.0,0.0,33.3,11.0,42.0,0.0,1.0,5.0,GD,39.0,1.0,20180519010955.0,11077.0,0.0,0.0
