,AM,AS,CP,DC,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
316,44.0,5.0,,1.0,第1节,-10.5,0.83,10.5,0.83,147.5,0.83,147.5,0.83,-10.5,1.0,,1.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,5.0,7.0,66.7,66.7,25.0,16.0,0.0,1.0,0.0,GD,2.0,0,,11077.0,0.0,0.0
317,44.0,5.0,,1.0,第1节,-10.5,0.83,10.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,,1.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,5.0,7.0,66.7,66.7,25.0,16.0,0.0,1.0,0.0,GD,2.0,0,,11077.0,0.0,0.0
318,44.0,5.0,,1.0,第1节,-10.5,0.83,10.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,1.0,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,7.0,66.7,66.7,25.0,16.0,0.0,1.0,0.0,GD,2.0,0,,1082.0,0.0,0.0
319,44.0,5.0,,1.0,第2节,-10.5,0.83,10.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,1.0,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,0.0,GD,2.0,0,,1082.0,0.0,0.0
320,44.0,5.0,第2节,1.0,第2节,-10.5,0.83,10.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,1.0,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,0.0,0,,1082.0,0.0,0.0
321,44.0,5.0,第2节,1.0,第2节,-10.5,0.8,10.5,0.87,146.5,0.83,146.5,0.83,146.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,0.0,0,,21077.0,0.0,0.0
322,44.0,5.0,第2节,1.0,第2节,-10.5,0.8,10.5,0.87,146.5,0.83,146.5,0.83,146.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,0.0,0,,11077.0,0.0,0.0
323,44.0,5.0,第2节,1.0,第2节,-10.5,0.8,10.5,0.87,146.5,0.83,146.5,0.83,146.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,0.0,0,,21077.0,0.0,0.0
324,44.0,5.0,第2节,1.0,第2节,-10.5,0.8,10.5,0.87,146.5,0.83,146.5,0.83,146.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,0.0,0,,1088.0,0.0,0.0
325,44.0,5.0,第2节,1.0,第2节,-10.5,0.83,12.5,0.83,146.5,0.83,146.5,0.83,12.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,0.0,0,,21077.0,0.0,0.0
326,44.0,5.0,第2节,1.0,第2节,-12.5,0.83,12.5,0.83,146.5,0.83,146.5,0.83,-12.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,0.0,0,,21077.0,0.0,0.0
327,44.0,5.0,第2节,1.0,第2节,-12.5,0.83,12.5,0.83,146.5,0.83,146.5,0.83,146.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,0.0,0,,21077.0,0.0,0.0
328,44.0,5.0,第2节,1.0,第2节,-12.5,0.83,12.5,0.83,146.5,0.83,146.5,0.83,146.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,34.0,0,,21077.0,0.0,0.0
329,44.0,5.0,第2节,1.0,第2节,-12.5,0.83,12.5,0.83,146.5,0.83,146.5,0.83,146.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,34.0,0,,21077.0,0.0,0.0
330,44.0,5.0,第2节,1.0,第2节,-12.5,0.83,12.5,0.83,146.5,0.83,146.5,0.83,146.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,29.0,0,,21077.0,0.0,0.0
331,44.0,5.0,第2节,1.0,第2节,-12.5,0.83,14.5,0.83,146.5,0.83,146.5,0.83,14.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,29.0,0,,21077.0,0.0,0.0
332,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,146.5,0.83,148.5,0.83,-14.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,29.0,0,,21077.0,0.0,0.0
333,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,,0.0,0.0,3.0,4.0,7.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,16.0,0.0,1.0,10.0,GD,29.0,0,,21077.0,0.0,0.0
334,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,,0.0,0.0,3.0,4.0,9.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,25.0,29.0,0.0,1.0,10.0,GD,29.0,0,,21074.0,0.0,0.0
335,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,,0.0,0.0,3.0,4.0,9.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,29.0,16.0,0.0,1.0,10.0,GD,29.0,0,,11077.0,0.0,0.0
336,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,,0.0,0.0,3.0,4.0,9.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,29.0,16.0,0.0,0.0,10.0,GD,18.0,0,,11077.0,0.0,0.0
337,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,147.5,0.83,147.5,0.83,147.5,2.0,,0.0,0.0,3.0,4.0,9.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,29.0,16.0,0.0,0.0,10.0,GD,18.0,0,,11077.0,0.0,0.0
338,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,147.5,0.83,147.5,0.83,147.5,2.0,,0.0,0.0,3.0,4.0,9.0,8.0,2.0,4.0,5.0,0.0,0.0,66.7,66.7,29.0,16.0,0.0,1.0,10.0,GD,8.0,0,,11077.0,0.0,0.0
339,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,147.5,0.83,147.5,0.83,147.5,2.0,,0.0,0.0,3.0,4.0,9.0,8.0,2.0,4.0,5.0,0.0,1.0,66.7,66.7,29.0,16.0,0.0,1.0,10.0,GD,8.0,0,,21086.0,0.0,0.0
340,44.0,5.0,第2节,1.0,第2节,-14.5,0.83,14.5,0.83,147.5,0.83,147.5,0.83,147.5,2.0,,0.0,0.0,3.0,4.0,9.0,8.0,2.0,4.0,5.0,0.0,1.0,66.7,66.7,29.0,16.0,0.0,1.0,10.0,GD,8.0,0,,11077.0,0.0,0.0
341,44.0,5.0,第2节,1.0,第2节,-14.5,0.8,13.5,0.87,147.5,0.83,147.5,0.83,13.5,2.0,1:1,0.0,0.0,3.0,4.0,9.0,8.0,2.0,4.0,5.0,0.0,1.0,66.7,66.7,29.0,16.0,0.0,1.0,10.0,GD,8.0,0,,11078.0,0.0,0.0
342,44.0,5.0,第2节,1.0,第2节,-13.5,0.8,13.5,0.87,147.5,0.83,147.5,0.83,-13.5,2.0,,0.0,0.0,3.0,5.0,9.0,8.0,2.0,4.0,5.0,0.0,1.0,66.7,66.7,18.0,16.0,0.0,1.0,10.0,GD,8.0,0,,11074.0,0.0,0.0
343,44.0,5.0,第2节,1.0,第2节,-13.5,0.8,13.5,0.87,147.5,0.83,147.5,0.83,-13.5,2.0,,0.0,0.0,3.0,5.0,9.0,8.0,2.0,4.0,5.0,0.0,1.0,66.7,66.7,29.0,18.0,0.0,1.0,10.0,GD,8.0,0,,21077.0,0.0,0.0
344,44.0,5.0,第2节,1.0,第2节,-13.5,0.87,12.5,0.8,147.5,0.83,147.5,0.83,12.5,2.0,,0.0,0.0,3.0,5.0,9.0,8.0,2.0,4.0,5.0,0.0,1.0,66.7,66.7,29.0,18.0,0.0,1.0,10.0,GD,8.0,0,,21077.0,0.0,0.0
345,44.0,5.0,第2节,1.0,第2节,-12.5,0.87,12.5,0.8,147.5,0.83,150.5,0.83,-12.5,2.0,,0.0,0.0,3.0,5.0,9.0,8.0,2.0,4.0,5.0,0.0,1.0,66.7,66.7,29.0,18.0,0.0,1.0,10.0,GD,8.0,0,,21077.0,0.0,0.0
346,44.0,5.0,第2节,1.0,第2节,-12.5,0.87,12.5,0.8,150.5,0.83,150.5,0.83,150.5,2.0,,0.0,0.0,3.0,5.0,9.0,8.0,2.0,4.0,5.0,0.0,1.0,66.7,66.7,29.0,18.0,0.0,1.0,10.0,GD,8.0,0,,21077.0,0.0,0.0
347,44.0,5.0,第2节,1.0,第2节,-12.5,0.87,12.5,0.8,150.5,0.83,150.5,0.83,150.5,2.0,1:1,0.0,0.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,1.0,69.2,66.7,19.0,18.0,0.0,1.0,10.0,GD,8.0,0,,11079.0,0.0,0.0
348,44.0,5.0,第2节,1.0,第2节,-12.5,0.8,11.5,0.87,150.5,0.83,150.5,0.83,11.5,2.0,,0.0,0.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,1.0,69.2,66.7,19.0,18.0,0.0,1.0,10.0,GD,8.0,0,,21077.0,0.0,0.0
349,44.0,5.0,第2节,1.0,第2节,-11.5,0.8,11.5,0.87,150.5,0.83,150.5,0.83,-11.5,2.0,,0.0,0.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,1.0,69.2,66.7,29.0,19.0,0.0,1.0,10.0,GD,8.0,0,,21077.0,0.0,0.0
350,44.0,5.0,第2节,1.0,第2节,-11.5,0.8,11.5,0.87,150.5,0.83,150.5,0.83,-11.5,2.0,,0.0,0.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,1.0,69.2,66.7,29.0,19.0,0.0,1.0,8.0,GD,58.0,0,,21077.0,0.0,0.0
351,44.0,5.0,第2节,1.0,第2节,-11.5,0.8,11.5,0.87,150.5,0.83,150.5,0.83,-11.5,2.0,,0.0,0.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,19.0,0.0,1.0,8.0,GD,58.0,0,,21086.0,0.0,0.0
352,44.0,5.0,第2节,1.0,第2节,-11.5,0.83,11.5,0.83,150.5,0.83,150.5,0.83,-11.5,2.0,,0.0,0.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,19.0,0.0,1.0,8.0,GD,57.0,0,,11077.0,0.0,0.0
353,44.0,5.0,第2节,1.0,第2节,-11.5,0.83,11.5,0.83,150.5,0.83,150.5,0.83,-11.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,22.0,19.0,0.0,1.0,8.0,GD,57.0,0,,11075.0,0.0,0.0
354,44.0,5.0,第2节,1.0,第2节,-11.5,0.83,11.5,0.83,150.5,0.83,150.5,0.83,-11.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,57.0,0,,21077.0,0.0,0.0
355,44.0,5.0,第2节,1.0,第2节,-11.5,0.8,8.5,0.87,150.5,0.83,150.5,0.83,8.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,57.0,0,,21077.0,0.0,0.0
356,44.0,5.0,第2节,1.0,第2节,-8.5,0.8,8.5,0.87,150.5,0.83,152.5,0.83,-8.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,57.0,0,,21077.0,0.0,0.0
357,44.0,5.0,第2节,1.0,第2节,-8.5,0.8,8.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,57.0,0,,21077.0,0.0,0.0
358,44.0,5.0,第2节,1.0,第2节,-8.5,0.8,8.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,38.0,0,,21077.0,0.0,0.0
359,44.0,5.0,第2节,1.0,第2节,-8.5,0.8,8.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,38.0,0,,21077.0,0.0,0.0
360,44.0,5.0,第2节,1.0,第2节,-8.5,0.8,8.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,0.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,31.0,0,,21077.0,0.0,0.0
361,44.0,5.0,第2节,1.0,第2节,-8.5,0.8,8.5,0.87,152.5,0.83,152.5,0.83,152.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,31.0,0,,11086.0,0.0,0.0
362,44.0,5.0,第2节,1.0,第2节,-8.5,0.8,8.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,31.0,0,,21077.0,0.0,0.0
363,44.0,5.0,第2节,1.0,第2节,-8.5,0.8,8.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,22.0,0.0,0.0,8.0,GD,28.0,0,,21077.0,0.0,0.0
364,44.0,5.0,第2节,1.0,第2节,-8.5,0.83,8.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,22.0,0.0,0.0,8.0,GD,28.0,0,,21077.0,0.0,0.0
365,44.0,5.0,第2节,1.0,第2节,-8.5,0.83,8.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,22.0,0.0,1.0,8.0,GD,24.0,0,,21077.0,0.0,0.0
366,44.0,5.0,第2节,1.0,第2节,-8.5,0.83,8.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,5.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,24.0,22.0,0.0,1.0,8.0,GD,24.0,0,,11077.0,0.0,0.0
367,44.0,5.0,第2节,1.0,第2节,-8.5,0.83,8.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,24.0,22.0,0.0,1.0,8.0,GD,24.0,0,,11074.0,0.0,0.0
368,44.0,5.0,第2节,1.0,第2节,-8.5,0.83,8.5,0.83,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,17.0,0,,21077.0,0.0,0.0
369,44.0,5.0,第2节,1.0,第2节,-8.5,0.87,7.5,0.8,151.5,0.83,151.5,0.83,7.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,17.0,0,,21077.0,0.0,0.0
370,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,151.5,0.83,153.5,0.83,-7.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,17.0,0,,21077.0,0.0,0.0
371,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,153.5,0.83,153.5,0.83,153.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,17.0,0,,21077.0,0.0,0.0
372,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,153.5,0.83,153.5,0.83,153.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,5.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,15.0,0,,21077.0,0.0,0.0
373,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,153.5,0.83,153.5,0.83,153.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,15.0,0,,21081.0,0.0,0.0
374,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,153.5,0.83,153.5,0.83,153.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,0.0,8.0,GD,17.0,0,,21077.0,0.0,0.0
375,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,153.5,0.83,153.5,0.83,153.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,0.0,8.0,GD,17.0,0,,21077.0,0.0,0.0
376,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,153.5,0.83,153.5,0.83,153.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,17.0,0,,21077.0,0.0,0.0
377,44.0,5.0,第2节,1.0,第2节,-7.5,0.8,6.5,0.87,153.5,0.83,153.5,0.83,6.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,17.0,0,,11077.0,0.0,0.0
378,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,153.5,0.83,151.5,0.83,-6.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,17.0,0,,11077.0,0.0,0.0
379,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,8.0,GD,17.0,0,,11077.0,0.0,0.0
380,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,56.0,0,,11077.0,0.0,0.0
381,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,56.0,0,,11077.0,0.0,0.0
382,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,53.0,0,,11077.0,0.0,0.0
383,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,53.0,0,,11077.0,0.0,0.0
384,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,0.0,7.0,GD,48.0,0,,11077.0,0.0,0.0
385,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,0.0,7.0,GD,48.0,0,,21077.0,0.0,0.0
386,44.0,5.0,第2节,1.0,第2节,-6.5,0.8,6.5,0.87,151.5,0.83,151.5,0.83,151.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
387,44.0,5.0,第2节,1.0,第2节,-6.5,0.87,7.5,0.8,151.5,0.83,151.5,0.83,7.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
388,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,151.5,0.83,149.5,0.83,-7.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
389,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,149.5,0.83,149.5,0.83,149.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
390,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,149.5,0.83,149.5,0.83,149.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,17.0,0,,21077.0,0.0,0.0
391,44.0,5.0,第2节,1.0,第2节,-7.5,0.83,6.5,0.83,149.5,0.83,149.5,0.83,6.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,7.0,GD,17.0,0,,11077.0,0.0,0.0
392,44.0,5.0,第2节,1.0,第2节,-6.5,0.83,6.5,0.83,149.5,0.83,149.5,0.83,-6.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,55.0,0,,11077.0,0.0,0.0
393,44.0,5.0,第2节,1.0,第2节,-6.5,0.83,6.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,55.0,0,,11077.0,0.0,0.0
394,44.0,5.0,第2节,1.0,第2节,-6.5,0.83,6.5,0.83,148.5,0.83,148.5,0.83,148.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,51.0,0,,21077.0,0.0,0.0
395,44.0,5.0,第2节,1.0,第2节,-6.5,0.87,7.5,0.8,148.5,0.83,148.5,0.83,7.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,51.0,0,,21077.0,0.0,0.0
396,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,148.5,0.83,147.5,0.83,-7.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,51.0,0,,21077.0,0.0,0.0
397,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,147.5,0.83,147.5,0.83,147.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,51.0,0,,21077.0,0.0,0.0
398,44.0,5.0,第2节,1.0,第2节,-7.5,0.87,7.5,0.8,147.5,0.83,147.5,0.83,147.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,43.0,0,,11077.0,0.0,0.0
399,44.0,5.0,第2节,1.0,第2节,-7.5,0.83,6.5,0.83,147.5,0.83,147.5,0.83,6.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,43.0,0,,11077.0,0.0,0.0
400,44.0,5.0,第2节,1.0,第2节,-6.5,0.83,6.5,0.83,147.5,0.83,147.5,0.83,-6.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,2.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,42.0,0,,11077.0,0.0,0.0
401,44.0,5.0,第2节,1.0,第2节,-6.5,0.83,6.5,0.83,147.5,0.83,147.5,0.83,-6.5,2.0,,0.0,1.0,3.0,6.0,9.0,9.0,2.0,4.0,4.0,1.0,3.0,69.2,66.7,29.0,24.0,0.0,1.0,6.0,GD,42.0,0,,21086.0,0.0,0.0
