,AM,AS,CP,DC,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,1.5
1,,,,0.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,1.5
2,,,,0.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,1.5
3,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,1.5
4,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,1087.0,0.0,1.5
5,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,59.0,0,,11077.0,0.0,1.5
6,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,59.0,0,,11077.0,0.0,1.5
7,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,59.0,0,,11077.0,0.0,1.5
8,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,59.0,0,,11077.0,0.0,1.5
9,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,59.0,0,,11077.0,0.0,1.5
10,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,59.0,0,,11077.0,0.0,1.5
11,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,43.0,0,,21077.0,0.0,1.5
12,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,43.0,0,,21077.0,0.0,1.5
13,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,39.0,0,,21077.0,0.0,1.5
14,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,39.0,0,,11086.0,0.0,1.5
15,,,,1.0,第1节,-4.5,0.83,5.5,0.83,138.5,0.83,138.5,0.83,5.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,39.0,0,,21077.0,0.0,1.5
16,,,,1.0,第1节,-5.5,0.83,5.5,0.83,138.5,0.83,139.5,0.83,-5.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,39.0,0,,21077.0,0.0,1.5
17,,,,1.0,第1节,-5.5,0.83,5.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,39.0,0,,21077.0,0.0,1.5
18,,,,1.0,第1节,-5.5,0.83,5.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,39.0,0,,21078.0,0.0,0.0
19,,,,1.0,第1节,-5.5,0.83,5.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,1:2,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1,9.0,GD,39.0,0,,21078.0,0.0,0.0
20,,,,1.0,第1节,-5.5,0.83,5.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,0.0,9.0,GD,39.0,0,,21077.0,0.0,0.0
21,,,,1.0,第1节,-5.5,0.83,5.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,2:2,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,0.0,9.0,GD,39.0,0,,21080.0,0.0,0.0
22,,,,1.0,第1节,-5.5,0.83,5.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,2:2,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1.0,9.0,GD,39.0,0,,21080.0,0.0,0.0
23,,,,1.0,第1节,-5.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,4.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1.0,9.0,GD,39.0,0,,21077.0,0.0,0.0
24,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,138.5,0.83,-4.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1.0,9.0,GD,39.0,0,,21077.0,0.0,0.0
25,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1.0,9.0,GD,39.0,0,,21077.0,0.0,0.0
26,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,137.5,0.83,138.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1.0,9.0,GD,39.0,0,,21077.0,0.0,1.5
27,,,,1.0,第1节,-4.5,0.83,4.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1.0,9.0,GD,39.0,0,,21077.0,0.0,1.5
28,,,,1.0,第1节,-4.5,0.83,4.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,0.0,9.0,GD,34.0,0,,21077.0,0.0,1.5
29,,,,1.0,第1节,-4.5,0.83,4.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,0.0,9.0,GD,34.0,0,,21077.0,0.0,1.5
30,,,,1.0,第1节,-4.5,0.83,4.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,0.0,9.0,GD,30.0,0,,21077.0,0.0,1.5
31,,,,1.0,第1节,-4.5,0.83,4.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,0.0,9.0,GD,30.0,0,,21077.0,0.0,1.5
32,,,,1.0,第1节,-4.5,0.83,4.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,,1.0,1.0,9.0,GD,25.0,0,,21077.0,0.0,1.5
33,,,,1.0,第1节,-4.5,0.83,4.5,0.83,137.5,0.83,137.5,0.83,137.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,9.0,GD,25.0,0,,21074.0,0.0,1.5
34,,,,1.0,第1节,-4.5,0.8,5.5,0.87,137.5,0.83,137.5,0.83,5.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,9.0,GD,25.0,0,,11077.0,0.0,1.5
35,,,,1.0,第1节,-5.5,0.8,5.5,0.87,137.5,0.83,139.5,0.83,-5.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,9.0,GD,25.0,0,,11077.0,0.0,1.5
36,,,,1.0,第1节,-5.5,0.8,5.5,0.87,139.5,0.83,139.5,0.83,139.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,,2.0,1.0,1.0,9.0,GD,25.0,0,,11077.0,0.0,1.5
37,,,,1.0,第1节,-5.5,0.8,5.5,0.87,139.5,0.83,139.5,0.83,139.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,25.0,0,,11077.0,0.0,1.5
38,,,,1.0,第1节,-5.5,0.8,5.5,0.87,139.5,0.83,139.5,0.83,139.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,9.0,GD,12.0,0,,11077.0,0.0,1.75
39,,,,1.0,第1节,-5.5,0.8,5.5,0.87,139.5,0.83,139.5,0.83,139.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,GD,12.0,0,,11077.0,0.0,1.75
40,,,,1.0,第1节,-5.5,0.8,5.5,0.87,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,GD,12.0,0,,11077.0,0.0,1.75
41,,,,1.0,第1节,-5.5,0.8,5.5,0.87,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,9.0,GD,12.0,0,,11074.0,0.0,1.75
42,,,,1.0,第1节,-5.5,0.8,5.5,0.87,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,9.0,GD,2.0,0,,21077.0,0.0,1.75
43,,,,1.0,第1节,-5.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,4.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,9.0,GD,2.0,0,,21077.0,0.0,1.75
44,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,140.5,0.83,-4.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,9.0,GD,2.0,0,,21077.0,0.0,1.75
45,,,,1.0,第1节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,9.0,GD,2.0,0,,21077.0,0.0,1.75
46,,,,1.0,第1节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,48.0,0,,21077.0,0.0,1.5
47,,,,1.0,第1节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,48.0,0,,11086.0,0.0,1.5
48,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,48.0,0,,21077.0,0.0,1.5
49,,,,1.0,第1节,-4.5,0.83,4.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,39.0,0,,11077.0,0.47,0.0
50,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,39.0,0,,11077.0,0.47,0.0
51,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,8.0,GD,34.0,0,,11077.0,0.47,0.0
52,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,8.0,GD,34.0,0,,11077.0,0.47,0.0
53,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,32.0,0,,11077.0,0.47,0.0
54,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,32.0,0,,21086.0,0.47,0.0
55,,,,1.0,第1节,-4.5,0.83,4.5,0.83,138.5,0.83,138.5,0.83,138.5,1.0,,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,31.0,0,,11077.0,0.47,0.0
56,,,,1.0,第1节,-4.5,0.83,3.5,0.83,138.5,0.83,138.5,0.83,3.5,1.0,1:2,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,31.0,0,,11078.0,0.47,0.0
57,,,,1.0,第1节,-3.5,0.83,3.5,0.83,138.5,0.83,139.5,0.83,-3.5,1.0,1:2,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,31.0,0,,11078.0,0.47,0.0
58,,,,1.0,第1节,-3.5,0.83,3.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,1:2,,0.0,0.0,1.0,1.0,0.0,0.0,5.0,5.0,2.0,1.0,0.0,0.0,2.0,2.0,1.0,1.0,8.0,GD,31.0,0,,11078.0,0.47,0.0
59,,,,1.0,第1节,-3.5,0.83,3.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,1:2,,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,3.0,2.0,1.0,1.0,8.0,GD,31.0,0,,11079.0,0.56,1.3
60,,,,1.0,第1节,-3.5,0.83,3.5,0.83,139.5,0.83,139.5,0.83,139.5,1.0,2:2,,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,2.0,3.0,1.0,1.0,8.0,GD,31.0,0,,11078.0,0.56,1.3
61,,,,1.0,第1节,-3.5,0.83,3.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,2:2,,0.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,2.0,3.0,1.0,1.0,8.0,GD,31.0,0,,11078.0,0.56,1.3
62,,,,1.0,第1节,-3.5,0.83,3.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,2:2,,0.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,3.0,1.0,1.0,8.0,GD,31.0,0,,11079.0,0.0,1.25
63,,,,1.0,第1节,-3.5,0.83,3.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,2.0,4.0,1.0,1.0,8.0,GD,31.0,0,,21077.0,0.0,1.25
64,,,,1.0,第1节,-3.5,0.83,3.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,0.0,1.0,1.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,2.0,4.0,1.0,0.0,8.0,GD,25.0,0,,21077.0,0.0,1.25
65,,,,1.0,第1节,-3.5,0.83,3.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,2.0,4.0,1.0,0.0,8.0,GD,25.0,0,,21074.0,0.0,1.25
66,,,,1.0,第1节,-3.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,4.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,2.0,4.0,1.0,0.0,8.0,GD,25.0,0,,11077.0,0.0,1.25
67,,,,1.0,第1节,-4.5,0.83,4.5,0.83,140.5,0.83,142.5,0.83,-4.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,2.0,4.0,1.0,0.0,8.0,GD,25.0,0,,11077.0,0.0,1.25
68,,,,1.0,第1节,-4.5,0.83,4.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,2.0,4.0,1.0,0.0,8.0,GD,25.0,0,,11077.0,0.0,1.25
69,,,,1.0,第1节,-4.5,0.83,4.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,4.0,1.0,1.0,8.0,GD,20.0,0,,11077.0,0.0,1.25
70,,,,1.0,第1节,-4.5,0.83,4.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,4.0,1.0,1.0,8.0,GD,20.0,0,,11077.0,0.47,0.0
71,,,,1.0,第1节,-4.5,0.83,4.5,0.83,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,4.0,1.0,1.0,8.0,GD,4.0,0,,11077.0,0.47,0.0
72,,,,1.0,第1节,-4.5,0.83,4.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,4.0,1.0,1.0,8.0,GD,4.0,0,,11077.0,0.47,0.0
73,,,,1.0,第1节,-4.5,0.83,4.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,4.0,1.0,0.0,8.0,GD,0.0,0,,21077.0,0.47,0.0
74,,,,1.0,第1节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,4.0,1.0,0.0,8.0,GD,0.0,0,,21077.0,0.47,0.0
75,,,,1.0,第1节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,0.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,4.0,1.0,1.0,7.0,GD,52.0,0,,21077.0,0.47,0.0
76,,,,1.0,第1节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,4.0,7.0,1.0,1.0,7.0,GD,52.0,0,,21075.0,0.47,0.0
77,,,,1.0,第1节,-4.5,0.83,4.5,0.83,140.5,0.83,140.5,0.83,140.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,52.0,0,,11077.0,0.47,0.0
78,,,,1.0,第1节,-4.5,0.83,6.5,0.83,140.5,0.83,140.5,0.83,6.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,52.0,0,,11077.0,0.47,0.0
79,,,,1.0,第1节,-6.5,0.83,6.5,0.83,140.5,0.83,143.5,0.83,-6.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,52.0,0,,11077.0,0.47,0.0
80,,,,1.0,第1节,-6.5,0.83,6.5,0.83,143.5,0.83,143.5,0.83,143.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,52.0,0,,11077.0,0.47,0.0
81,,,,1.0,第1节,-6.5,0.83,6.5,0.83,143.5,0.83,143.5,0.83,143.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,29.0,0,,11077.0,0.0,0.0
82,,,,1.0,第1节,-6.5,0.83,6.5,0.83,143.5,0.83,143.5,0.83,143.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,29.0,0,,21077.0,0.0,0.0
83,,,,1.0,第1节,-6.5,0.83,6.5,0.83,143.5,0.83,143.5,0.83,143.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,28.0,0,,21077.0,0.0,0.0
84,,,,1.0,第1节,-6.5,0.8,6.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,28.0,0,,21077.0,0.0,0.0
85,,,,1.0,第1节,-6.5,0.8,6.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,0.0,7.0,GD,30.0,0,,21077.0,0.0,0.0
86,,,,1.0,第1节,-6.5,0.8,6.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,0.0,7.0,GD,30.0,0,,21077.0,0.0,0.0
87,,,,1.0,第1节,-6.5,0.8,6.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,30.0,0,,21077.0,0.0,0.0
88,,,,1.0,第1节,-6.5,0.8,6.5,0.87,142.5,0.83,142.5,0.83,142.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
89,,,,1.0,第1节,-6.5,0.8,6.5,0.87,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
90,,,,1.0,第1节,-6.5,0.8,6.5,0.83,141.5,0.83,141.5,0.83,141.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
91,,,,1.0,第1节,-6.5,0.83,8.5,0.83,141.5,0.83,141.5,0.83,8.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
92,,,,1.0,第1节,-8.5,0.83,8.5,0.83,141.5,0.83,143.5,0.83,-8.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
93,,,,1.0,第1节,-8.5,0.83,8.5,0.83,143.5,0.83,143.5,0.83,143.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,23.0,0,,21077.0,0.0,0.0
94,,,,1.0,第1节,-8.5,0.83,8.5,0.83,143.5,0.83,143.5,0.83,143.5,1.0,,,0.0,1.0,1.0,2.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,4.0,1.0,1.0,7.0,GD,13.0,0,,21077.0,0.0,0.0
95,,,,1.0,第1节,-8.5,0.83,8.5,0.83,143.5,0.83,143.5,0.83,143.5,1.0,,,0.0,1.0,1.0,3.0,2.0,0.0,5.0,5.0,2.0,1.0,100.0,0.0,7.0,9.0,1.0,1.0,7.0,GD,13.0,0,,21074.0,0.0,0.0
