,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,-3.5,0.83,3.5,0.83,153.5,0.83,153.5,0.83,,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,7.0,11.0,0.0,1,6.0,21.0,0,,11077,0.0,1.25,
1,,,,第1节,-3.5,0.83,3.5,0.83,153.5,0.83,153.5,0.83,,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,7.0,11.0,0.0,1,6.0,21.0,0,,11094.0,0.0,1.25,"0.76,0.09"
2,,,,第1节,-3.5,0.83,3.5,0.83,153.5,0.83,153.5,0.83,,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,7.0,11.0,0.0,1,6.0,7.0,0,,21077.0,0.0,1.25,
3,,,,第1节,-3.5,0.83,3.5,0.83,152.5,0.83,152.5,0.83,152.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,7.0,11.0,0.0,1,6.0,7.0,0,,21077.0,0.0,1.25,
4,,,,第1节,-3.5,0.83,3.5,0.83,152.5,0.83,152.5,0.83,152.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,56.0,0,,21077.0,0.56,1.3,
5,,,,第1节,-3.5,0.83,3.5,0.83,152.5,0.83,152.5,0.83,152.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,56.0,0,,11086.0,0.56,1.3,
6,,,,第1节,-3.5,0.83,3.5,0.83,151.5,0.83,151.5,0.83,151.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,56.0,0,,21077.0,0.56,1.3,
7,,,,第1节,-3.5,0.83,3.5,0.83,151.5,0.83,150.5,0.83,151.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,56.0,0,,21077.0,0.56,1.3,
8,,,,第1节,-3.5,0.83,3.5,0.83,150.5,0.83,150.5,0.83,150.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,56.0,0,,21077.0,0.56,1.3,
9,,,,第1节,-3.5,0.83,3.5,0.83,150.5,0.83,150.5,0.83,150.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,56.0,0,,21094.0,0.0,1.25,"0.17,0.09"
10,,,,第1节,-3.5,0.83,3.5,0.83,150.5,0.83,150.5,0.83,150.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,42.0,0,,11077.0,0.0,1.25,
11,,,,第1节,-3.5,0.83,3.5,0.83,148.5,0.83,148.5,0.83,148.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,42.0,0,,11077.0,0.0,1.25,
12,,,,第1节,-3.5,0.83,3.5,0.83,148.5,0.83,148.5,0.83,148.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,25.0,0,,21077.0,0.0,1.25,
13,,,,第1节,-3.5,0.83,3.5,0.83,148.5,0.83,148.5,0.83,148.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,25.0,0,,21077.0,0.56,1.3,
14,,,,第1节,-3.5,0.83,3.5,0.83,148.5,0.83,148.5,0.83,148.5,,,,1.0,3.0,2.0,1.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,11.0,0.0,1,5.0,11.0,0,,21077.0,0.56,1.3,
15,,,,第1节,-3.5,0.83,3.5,0.83,148.5,0.83,148.5,0.83,148.5,,,,1.0,3.0,2.0,2.0,0.0,0.0,4.0,4.0,1.0,1.0,0.0,0.0,7.0,13.0,0.0,1,5.0,11.0,0,,21074.0,0.56,1.3,"0.26,0.47"
