,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0
1,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.0
2,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.0
3,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.0
4,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.0
5,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,,,,,,1.0,1,10.0,,0.0,0,,,0.0,0.0
6,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,1.0,,,,,1.0,1,10.0,,0.0,0,,1087.0,0.0,0.0
7,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,1.0,,,,,1.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
8,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,1.0,,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
9,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,1.0,,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
10,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,1.0,,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
11,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,1.0,,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
12,,,,第1节,,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,,1.0,,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
13,,,,第1节,-19.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-19.5,1.0,0.8,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
14,,,,第1节,19.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,19.5,1.0,0.87,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
15,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.87,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
16,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.0,,,,0.0,1,9.0,GD,58.0,0,,21077.0,0.0,0.0
17,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.0,,,,0.0,1,9.0,GD,58.0,0,,11074.0,0.0,0.0
18,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.0,,0.0,2.0,0.0,1,9.0,GD,52.0,0,,21077.0,0.0,0.0
19,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.0,,0.0,2.0,0.0,1,9.0,GD,52.0,0,,21077.0,0.0,0.0
20,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.0,,0.0,2.0,0.0,1,9.0,GD,29.0,0,,21077.0,0.0,0.0
21,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.0,,0.0,2.0,0.0,1,9.0,GD,29.0,0,,11086.0,0.0,0.0
22,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.0,,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21077.0,0.0,0.0
23,,,,第1节,146.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,146.5,1.0,0.83,,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21077.0,0.0,0.0
24,,,,第1节,144.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,144.5,1.0,0.83,,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21077.0,0.0,0.0
25,,,,第1节,144.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,144.5,1.0,0.83,1:2,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21078.0,0.0,0.0
26,,,,第1节,-18.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-18.5,1.0,0.83,1:2,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21078.0,0.0,0.0
27,,,,第1节,18.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,18.5,1.0,0.83,1:2,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21078.0,0.0,0.0
28,,,,第1节,145.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,145.5,1.0,0.83,1:2,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21078.0,0.0,0.0
29,,,,第1节,145.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,145.5,1.0,0.0,1:2,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21078.0,0.0,0.0
30,,,,第1节,145.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,145.5,1.0,0.0,1:2,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21079.0,0.0,0.0
31,,,,第1节,145.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,145.5,1.0,0.0,2:2,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21078.0,0.0,0.0
32,,,,第1节,145.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,145.5,1.0,0.0,2:2,0.0,2.0,0.0,1,9.0,GD,30.0,0,,21079.0,0.0,0.0
33,,,,第1节,145.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,145.5,1.0,0.0,,2.0,2.0,0.0,1,9.0,GD,30.0,0,,11077.0,0.0,0.0
34,,,,第1节,147.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,147.5,1.0,0.0,,2.0,2.0,0.0,1,9.0,GD,30.0,0,,11077.0,0.0,0.0
35,,,,第1节,147.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,147.5,1.0,0.0,,2.0,2.0,0.0,1,9.0,GD,29.0,0,,11077.0,0.0,0.0
36,,,,第1节,147.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,147.5,1.0,0.0,,2.0,2.0,0.0,1,9.0,GD,29.0,0,,11077.0,0.0,0.0
37,,,,第1节,147.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,147.5,1.0,0.0,,2.0,2.0,0.0,1,9.0,GD,23.0,0,,11077.0,0.0,0.0
38,,,,第1节,147.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,147.5,1.0,0.0,,2.0,2.0,0.0,1,9.0,GD,23.0,0,,11075.0,0.0,0.0
39,,,,第1节,147.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,147.5,1.0,0.0,,2.0,5.0,0.0,1,9.0,GD,23.0,0,,21077.0,0.0,0.0
40,,,,第1节,-20.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-20.5,1.0,0.0,,2.0,5.0,0.0,1,9.0,GD,23.0,0,,21077.0,0.0,0.0
41,,,,第1节,20.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,20.5,1.0,0.0,,2.0,5.0,0.0,1,9.0,GD,23.0,0,,21077.0,0.0,0.0
42,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.0,,2.0,5.0,0.0,1,9.0,GD,23.0,0,,21077.0,0.0,0.0
43,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.0,,2.0,5.0,0.0,1,9.0,GD,23.0,0,,21077.0,0.0,0.0
44,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.0,,2.0,5.0,0.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
45,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.0,,2.0,5.0,0.0,1,9.0,GD,15.0,0,,11086.0,0.0,0.0
46,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.0,,2.0,5.0,0.0,1,9.0,GD,16.0,0,,21077.0,0.0,0.0
47,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.87,,2.0,5.0,0.0,1,9.0,GD,16.0,0,,21077.0,0.0,0.0
48,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.8,,2.0,5.0,0.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
49,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.8,,2.0,5.0,1.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
50,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.8,,2.0,5.0,1.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
51,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.8,,2.0,5.0,1.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
52,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.8,,2.0,5.0,1.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
53,,,,第1节,150.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,150.5,1.0,0.8,,2.0,5.0,1.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
54,,,,第1节,-22.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-22.5,1.0,0.8,,2.0,5.0,1.0,1,9.0,GD,15.0,0,,11075.0,0.0,0.0
55,,,,第1节,22.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,22.5,1.0,0.8,,2.0,5.0,1.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
56,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.8,,2.0,5.0,1.0,1,9.0,GD,15.0,0,,21077.0,0.0,0.0
57,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.8,,2.0,8.0,1.0,1,8.0,GD,21.0,0,,21077.0,0.0,0.0
58,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,8.0,1.0,1,8.0,GD,21.0,0,,21077.0,0.0,0.0
59,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,8.0,1.0,1,8.0,GD,21.0,0,,11074.0,0.0,0.0
60,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,8.0,1.0,1,8.0,GD,21.0,0,,21077.0,0.0,0.0
61,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,8.0,1.0,1,8.0,GD,21.0,0,,11075.0,0.0,0.0
62,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,8.0,1.0,1,8.0,GD,21.0,0,,21077.0,0.0,0.0
63,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,8.0,1.0,1,8.0,GD,21.0,0,,11074.0,0.0,0.0
64,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,15.0,1.0,1,8.0,GD,54.0,0,,21077.0,0.0,0.0
65,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,15.0,1.0,1,7.0,GD,54.0,0,,21077.0,0.0,0.0
66,,,,第1节,149.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,149.5,1.0,0.0,,2.0,15.0,1.0,1,7.0,GD,54.0,0,,11074.0,0.0,0.0
67,,,,第1节,-29.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-29.5,1.0,0.83,,2.0,15.0,1.0,1,7.0,GD,54.0,0,,21077.0,0.0,0.0
68,,,,第1节,29.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,29.5,1.0,0.83,,2.0,15.0,1.0,1,7.0,GD,54.0,0,,21077.0,0.0,0.0
69,,,,第1节,158.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,158.5,1.0,0.83,,2.0,15.0,1.0,1,7.0,GD,54.0,0,,21077.0,0.0,0.0
70,,,,第1节,158.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,158.5,1.0,0.0,,2.0,15.0,1.0,1,7.0,GD,54.0,0,,21077.0,0.0,0.0
71,,,,第1节,158.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,158.5,1.0,0.0,,2.0,17.0,1.0,1,7.0,GD,45.0,0,,21077.0,0.0,0.0
72,,,,第1节,158.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,158.5,1.0,0.0,,2.0,17.0,1.0,1,7.0,GD,45.0,0,,21075.0,0.0,0.0
73,,,,第1节,158.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,158.5,1.0,0.0,,5.0,17.0,1.0,1,7.0,GD,45.0,0,,11077.0,0.0,0.0
74,,,,第1节,158.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,158.5,1.0,0.0,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,11077.0,0.0,0.0
75,,,,第1节,-27.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-27.5,1.0,0.87,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,11077.0,0.0,0.0
76,,,,第1节,27.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,27.5,1.0,0.8,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,11077.0,0.0,0.0
77,,,,第1节,161.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,161.5,1.0,0.8,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,11077.0,0.0,0.0
78,,,,第1节,161.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,161.5,1.0,0.83,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,11077.0,0.0,0.0
79,,,,第1节,-24.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-24.5,1.0,0.83,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,11077.0,0.0,0.0
80,,,,第1节,24.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,24.5,1.0,0.83,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,11077.0,0.0,0.0
81,,,,第1节,164.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,164.5,1.0,0.83,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,11077.0,0.0,0.0
82,,,,第1节,164.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,164.5,1.0,0.83,,5.0,17.0,1.0,1,7.0,GD,37.0,0,,21075.0,0.0,0.0
83,,,,第1节,164.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,164.5,1.0,0.83,,8.0,17.0,1.0,1,7.0,GD,31.0,0,,11077.0,0.0,0.0
84,,,,第1节,164.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,164.5,1.0,0.83,,8.0,17.0,1.0,1,7.0,GD,31.0,0,,11077.0,0.0,0.0
85,,,,第1节,164.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,164.5,1.0,0.83,,8.0,17.0,1.0,1,7.0,GD,26.0,0,,11077.0,0.0,0.0
86,,,,第1节,164.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,164.5,1.0,0.83,,8.0,17.0,1.0,1,7.0,GD,26.0,0,,21074.0,0.0,0.0
87,,,,第1节,164.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,164.5,1.0,0.83,,10.0,17.0,1.0,1,7.0,GD,26.0,0,,11077.0,0.0,0.0
88,,,,第1节,-22.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-22.5,1.0,0.83,,10.0,17.0,1.0,1,7.0,GD,26.0,0,,11077.0,0.0,0.0
89,,,,第1节,22.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,22.5,1.0,0.83,,10.0,17.0,1.0,1,7.0,GD,26.0,0,,11077.0,0.0,0.0
90,,,,第1节,166.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,166.5,1.0,0.83,,10.0,17.0,1.0,1,7.0,GD,26.0,0,,11077.0,0.0,0.0
91,,,,第1节,166.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,166.5,1.0,0.83,,10.0,17.0,0.0,1,7.0,GD,26.0,0,,11077.0,0.0,0.0
92,,,,第1节,166.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,166.5,1.0,0.83,,10.0,17.0,0.0,1,7.0,GD,26.0,0,,11077.0,0.0,0.0
93,,,,第1节,166.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,166.5,1.0,0.83,,10.0,17.0,0.0,1,7.0,GD,26.0,0,,11077.0,0.0,0.0
94,,,,第1节,166.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,166.5,1.0,0.83,,10.0,17.0,0.0,1,7.0,GD,17.0,0,,11077.0,0.0,0.0
95,,,,第1节,166.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,166.5,1.0,0.83,,10.0,17.0,0.0,1,7.0,GD,17.0,0,,21074.0,0.0,0.0
96,,,,第1节,166.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,166.5,1.0,0.83,,12.0,17.0,0.0,1,7.0,GD,17.0,0,,11077.0,0.0,0.0
97,,,,第1节,-20.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,-20.5,1.0,0.8,,12.0,17.0,0.0,1,7.0,GD,17.0,0,,11077.0,0.0,0.0
98,,,,第1节,20.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,20.5,1.0,0.87,,12.0,17.0,0.0,1,7.0,GD,17.0,0,,11077.0,0.0,0.0
99,,,,第1节,168.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,168.5,1.0,0.87,,12.0,17.0,0.0,1,7.0,GD,17.0,0,,11077.0,0.0,0.0
100,,,,第1节,168.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,168.5,1.0,0.87,,12.0,17.0,0.0,1,7.0,GD,1.0,0,,21077.0,0.0,0.0
101,,,,第1节,168.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,168.5,1.0,0.83,,12.0,17.0,0.0,1,7.0,GD,1.0,0,,21077.0,0.0,0.0
102,,,,第1节,167.5,18.5,0.83,-18.5,0.83,144.5,0.83,144.5,0.83,167.5,1.0,0.83,,12.0,17.0,0.0,1,7.0,GD,1.0,0,,21077.0,0.0,0.0
