,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,KI,MD,MS,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD,XY
582,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
583,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
584,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
585,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
586,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
587,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
588,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
589,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
590,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
591,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
592,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
593,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
594,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
595,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
596,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
597,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
598,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
599,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
600,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
601,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,0.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
602,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
603,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
604,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
605,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
606,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,2.0,9242213.0,1.0,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1083.0,,0.0,0.0,
607,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,10.0,GD,0.0,0,,1089.0,,0.0,0.0,
608,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.87,151.5,0.87,151.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,59.0,0,,11077.0,,0.0,0.0,
609,44.0,5.0,第3节,第3节,9.5,0.87,-10.5,0.87,151.5,0.83,151.5,0.91,-10.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,59.0,0,,11077.0,,0.0,0.0,
610,44.0,5.0,第3节,第3节,10.5,0.87,-10.5,0.87,151.5,0.91,151.5,0.83,10.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,1:1,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,100.0,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,59.0,0,,11078.0,,0.0,0.0,
611,44.0,5.0,第3节,第3节,10.5,0.91,-9.5,0.83,151.5,0.91,151.5,0.83,-9.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,1:1,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,59.0,0,,11080.0,,0.0,0.0,"0.20,0.50"
612,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,151.5,0.83,151.5,0.91,9.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,57.0,0,,21077.0,,0.0,0.0,
613,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,57.0,0,,21077.0,,0.0,0.0,
614,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,56.0,0,,11077.0,,0.0,0.0,
615,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,56.0,0,,11077.0,,0.0,0.0,
616,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,1.0,#0A0A0A,1,9.0,GD,52.0,0,,11077.0,,0.0,0.0,
617,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,52.0,0,,11077.0,,0.0,0.0,
618,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,52.0,0,,11077.0,,0.0,0.0,
619,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,52.0,0,,11077.0,,0.0,0.0,
620,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,52.0,0,,11077.0,,0.0,0.0,
621,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,52.0,0,,11077.0,,0.0,0.0,
622,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,32.0,0,,11077.0,,0.0,0.0,
623,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,150.5,0.91,150.5,0.83,150.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,32.0,0,,21095.0,,0.0,0.0,"0.23,0.35"
624,44.0,5.0,第3节,第3节,9.5,0.8,-10.5,0.95,150.5,0.91,150.5,0.83,-10.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,32.0,0,,11077.0,,0.0,0.0,
625,44.0,5.0,第3节,第3节,10.5,0.8,-10.5,0.95,150.5,0.91,149.5,0.91,10.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,32.0,0,,11077.0,,0.0,0.0,
626,44.0,5.0,第3节,第3节,10.5,0.8,-10.5,0.95,149.5,0.83,149.5,0.91,149.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,32.0,0,,11077.0,,0.0,0.0,
627,44.0,5.0,第3节,第3节,10.5,0.8,-10.5,0.95,149.5,0.83,149.5,0.91,149.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,32.0,0,,11094.0,,0.0,0.0,"0.70,0.40"
628,44.0,5.0,第3节,第3节,10.5,0.8,-10.5,0.95,149.5,0.83,149.5,0.91,149.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,17.0,0,,21077.0,,0.0,0.0,
629,44.0,5.0,第3节,第3节,10.5,0.91,-9.5,0.83,149.5,0.83,149.5,0.91,-9.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,17.0,0,,21077.0,,0.0,0.0,
630,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,149.5,0.83,147.5,0.83,9.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,17.0,0,,21077.0,,0.0,0.0,
631,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,147.5,0.91,147.5,0.83,147.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,17.0,0,,21077.0,,0.0,0.0,
632,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,147.5,0.91,147.5,0.83,147.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,9.0,GD,17.0,0,,21095.0,,0.0,0.0,"0.21,0.31"
633,44.0,5.0,第3节,第3节,9.5,0.91,-9.5,0.83,147.5,0.91,147.5,0.83,147.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,8.0,GD,52.0,0,,11077.0,,0.0,0.0,
634,44.0,5.0,第3节,第3节,9.5,0.83,-10.5,0.91,147.5,0.91,147.5,0.83,-10.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,8.0,GD,52.0,0,,11077.0,,0.0,0.0,
635,44.0,5.0,第3节,第3节,10.5,0.83,-10.5,0.91,147.5,0.91,145.5,0.83,10.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,8.0,GD,52.0,0,,11077.0,,0.0,0.0,
636,44.0,5.0,第3节,第3节,10.5,0.83,-10.5,0.91,145.5,0.91,145.5,0.83,145.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,14.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,39.0,0.0,#0A0A0A,1,8.0,GD,52.0,0,,11077.0,,0.0,0.0,
637,44.0,5.0,第3节,第3节,10.5,0.83,-10.5,0.91,145.5,0.91,145.5,0.83,145.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,15.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,41.0,39.0,0.0,#0A0A0A,1,8.0,GD,52.0,0,,11074.0,,0.0,0.0,"0.82,0.39"
638,44.0,5.0,第3节,第3节,10.5,0.83,-10.5,0.91,145.5,0.91,145.5,0.83,145.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,15.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,41.0,0.0,#0A0A0A,1,8.0,GD,38.0,0,,21077.0,,0.0,0.0,
639,44.0,5.0,第3节,第3节,10.5,0.83,-11.5,0.91,145.5,0.91,145.5,0.83,-11.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,15.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,41.0,0.0,#0A0A0A,1,8.0,GD,38.0,0,,21077.0,,0.0,0.0,
640,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.91,145.5,0.91,146.5,0.83,11.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,15.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,41.0,0.0,#0A0A0A,1,8.0,GD,38.0,0,,21077.0,,0.0,0.0,
641,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.91,146.5,0.91,146.5,0.83,146.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,15.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,41.0,0.0,#0A0A0A,1,8.0,GD,38.0,0,,21077.0,,0.0,0.0,
642,44.0,5.0,第3节,第3节,11.5,0.83,-11.5,0.91,146.5,0.91,146.5,0.83,146.5,"#2B2B2B,#BFFFBF,#BFFFBF,#2B2B2B,#C40010,#0046A8,#3D4A4E",1.0,3.0,9242213.0,,2.0,2.0,15.0,10.0,5.0,2.0,4.0,5.0,0.0,0.0,83.3,66.7,28.0,41.0,0.0,#0A0A0A,1,8.0,GD,33.0,0,,21077.0,,0.0,0.0,
