,AM,AS,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,MD,OD,PG,PI,RO,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
371,,,第2节,,第2节,11.5,0.87,-11.5,0.8,153.5,0.83,153.5,0.83,153.5,,2.0,0.0,,0.0,,5.0,4.0,3.0,4.0,0.0,50.0,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122052.0,21086.0,,1.25,0.0
372,,,第2节,,第2节,11.5,0.87,-11.5,0.8,154.5,0.83,153.5,0.83,154.5,,2.0,0.0,,0.0,,5.0,4.0,3.0,4.0,0.0,50.0,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122052.0,21086.0,,1.25,0.0
373,,,第2节,,第2节,11.5,0.87,-11.5,0.8,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,,0.0,,5.0,4.0,3.0,4.0,0.0,50.0,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122053.0,21086.0,,1.25,0.0
374,,,第2节,,第2节,13.5,0.8,-13.5,0.8,154.5,0.83,154.5,0.83,13.5,,2.0,0.0,1:2,0.0,,5.0,4.0,3.0,4.0,0.0,50.0,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122053.0,11078.0,,1.25,0.0
375,,,第2节,,第2节,13.5,0.8,-13.5,0.87,154.5,0.87,154.5,0.83,-13.5,,2.0,0.0,1:2,0.0,,5.0,4.0,3.0,4.0,0.0,50.0,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122053.0,11078.0,,1.25,0.0
376,,,第2节,,第2节,13.5,0.8,-13.5,0.87,153.5,0.87,154.5,0.8,153.5,,2.0,0.0,1:2,0.0,,5.0,4.0,3.0,4.0,0.0,50.0,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122053.0,11078.0,,1.25,0.0
377,,,第2节,,第2节,13.5,0.8,-13.5,0.87,153.5,0.87,153.5,0.8,153.5,,2.0,0.0,1:2,0.0,,5.0,4.0,3.0,4.0,0.0,50.0,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122113.0,11078.0,,1.25,0.0
378,,,第2节,,第2节,12.5,0.83,-12.5,0.87,153.5,0.87,153.5,0.8,12.5,,2.0,0.0,1:2^2:2,0.0,,5.0,4.0,3.0,4.0,0.0,42.9,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122113.0,11080^11078,,1.25,0.0
379,,,第2节,,第2节,12.5,0.83,-12.5,0.83,153.5,0.8,153.5,0.8,-12.5,,2.0,0.0,1:2^2:2,0.0,,5.0,4.0,3.0,4.0,0.0,42.9,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122113.0,11080^11078,,1.25,0.0
380,,,第2节,,第2节,12.5,0.83,-12.5,0.83,154.5,0.8,153.5,0.87,154.5,,2.0,0.0,1:2^2:2,0.0,,5.0,4.0,3.0,4.0,0.0,42.9,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,32.0,0.0,20180721122113.0,11080^11078,,1.25,0.0
381,,,第2节,,第2节,12.5,0.83,-12.5,0.83,154.5,0.8,154.5,0.87,154.5,,2.0,0.0,1:2^2:2,0.0,,5.0,4.0,3.0,4.0,0.0,42.9,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,34.0,0.0,20180721122117.0,11080^11078,,1.25,0.0
382,,,第2节,,第2节,12.5,0.83,-12.5,0.83,154.5,0.83,154.5,0.87,154.5,,2.0,0.0,1:2^2:2,0.0,,5.0,4.0,3.0,4.0,0.0,42.9,26.0,26.0,15.0,0.0,0.0,1,9.0,1~GD,34.0,0.0,20180721122117.0,11080^11078,,1.25,0.0
383,,,第2节,,第2节,12.5,0.83,-12.5,0.83,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,1:2^2:2,0.0,,5.0,4.0,3.0,4.0,0.0,42.9,27.0,27.0,15.0,0.0,0.0,1,9.0,1~GD,34.0,0.0,20180721122131.0,11080^11078,,1.25,0.0
384,,,第2节,,第2节,12.5,0.87,-12.5,0.8,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,2:2,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,15.0,0.0,0.0,1,9.0,1~GD,34.0,0.0,20180721122131.0,11079.0,,1.25,0.0
385,,,第2节,,第2节,12.5,0.87,-12.5,0.8,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,2:2,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,15.0,0.0,0.0,1,9.0,1~GD,34.0,1.0,20180721122133.0,11079.0,,1.25,0.0
386,,,第2节,,第2节,12.5,0.87,-12.5,0.8,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,2:2,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,15.0,0.0,0.0,1,9.0,1~GD,34.0,1.0,20180721122133.0,11079.0,,1.25,0.0
387,,,第2节,,第2节,12.5,0.87,-12.5,0.8,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,2:2,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,15.0,0.0,0.0,1,9.0,1~GD,34.0,1.0,20180721122134.0,11079.0,,1.25,0.0
388,,,第2节,,第2节,12.5,0.83,-12.5,0.83,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,15.0,0.0,0.0,1,9.0,1~GD,34.0,1.0,20180721122134.0,21077.0,,1.25,0.0
389,,,第2节,,第2节,12.5,0.83,-12.5,0.83,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,15.0,0.0,0.0,1,9.0,1~GD,26.0,1.0,20180721122142.0,21077.0,,1.25,0.0
390,,,第2节,,第2节,12.5,0.83,-12.5,0.83,154.5,0.83,154.5,0.83,154.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,15.0,0.0,0.0,1,9.0,1~GD,26.0,1.0,20180721122142.0,21077.0,,1.25,0.0
391,,,第2节,,第2节,12.5,0.83,-12.5,0.83,156.5,0.83,154.5,0.83,156.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,19.0,1.0,20180721122148.0,21077.0,,1.25,0.0
392,,,第2节,,第2节,10.5,0.83,-12.5,0.83,156.5,0.83,156.5,0.83,156.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,19.0,1.0,20180721122148.0,21077.0,,1.25,0.0
393,,,第2节,,第2节,10.5,0.87,-10.5,0.83,156.5,0.83,156.5,0.83,10.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,19.0,1.0,20180721122148.0,21074.0,,1.25,0.0
394,,,第2节,,第2节,10.5,0.87,-10.5,0.8,156.5,0.8,156.5,0.87,-10.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,16.0,1.0,20180721122151.0,21074.0,,1.25,0.0
395,,,第2节,,第2节,10.5,0.87,-10.5,0.8,155.5,0.83,156.5,0.87,155.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,16.0,1.0,20180721122151.0,11077.0,,1.25,0.0
396,,,第2节,,第2节,10.5,0.87,-10.5,0.8,155.5,0.83,155.5,0.83,155.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,8.0,1.0,20180721122200.0,11077.0,,1.25,0.0
397,,,第2节,,第2节,11.5,0.8,-11.5,0.8,155.5,0.83,155.5,0.83,11.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,8.0,1.0,20180721122200.0,11077.0,,1.25,0.0
398,,,第2节,,第2节,11.5,0.8,-11.5,0.87,155.5,0.83,155.5,0.83,-11.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,8.0,1.0,20180721122200.0,11077.0,,1.25,0.0
399,,,第2节,,第2节,11.5,0.8,-11.5,0.87,158.5,0.83,155.5,0.83,158.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,27.0,27.0,17.0,0.0,0.0,1,9.0,1~GD,8.0,1.0,20180721122200.0,11077.0,,1.25,0.0
400,,,第2节,,第2节,11.5,0.8,-11.5,0.87,158.5,0.83,158.5,0.83,158.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,9.0,1~GD,0.0,1.0,20180721122207.0,11077.0,,1.25,0.0
401,,,第2节,,第2节,13.5,0.83,-13.5,0.87,158.5,0.83,158.5,0.83,13.5,,2.0,0.0,,0.0,,5.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,9.0,1~GD,0.0,1.0,20180721122207.0,11077.0,,1.25,0.0
402,,,第2节,,第2节,13.5,0.83,-13.5,0.83,158.5,0.83,158.5,0.83,-13.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,9.0,1~GD,0.0,1.0,20180721122207.0,11075.0,,1.25,0.0
403,,,第2节,,第2节,13.5,0.83,-13.5,0.83,158.5,0.83,158.5,0.83,-13.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,58.0,1.0,20180721122209.0,11075.0,,1.25,0.0
404,,,第2节,,第2节,13.5,0.83,-13.5,0.83,157.5,0.83,158.5,0.83,157.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,58.0,1.0,20180721122209.0,21077.0,,1.25,0.0
405,,,第2节,,第2节,13.5,0.83,-13.5,0.83,157.5,0.83,157.5,0.83,157.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,50.0,1.0,20180721122217.0,21077.0,,1.25,0.0
406,,,第2节,,第2节,13.5,0.83,-13.5,0.83,156.5,0.87,157.5,0.8,156.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,50.0,1.0,20180721122217.0,21077.0,,1.25,0.0
407,,,第2节,,第2节,13.5,0.83,-13.5,0.83,156.5,0.87,156.5,0.8,156.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,42.0,1.0,20180721122225.0,21077.0,,1.25,0.0
408,,,第2节,,第2节,13.5,0.83,-13.5,0.83,156.5,0.87,156.5,0.8,156.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,42.0,1.0,20180721122225.0,21077.0,,1.25,0.0
409,,,第2节,,第2节,13.5,0.83,-13.5,0.83,156.5,0.83,156.5,0.83,156.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180721122233.0,21077.0,,1.25,0.0
410,,,第2节,,第2节,13.5,0.87,-13.5,0.8,156.5,0.8,156.5,0.87,156.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,34.0,1.0,20180721122233.0,11077.0,,1.25,0.0
411,,,第2节,,第2节,13.5,0.87,-13.5,0.8,156.5,0.8,156.5,0.87,156.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,30.0,1.0,20180721122239.0,11077.0,,1.25,0.0
412,,,第2节,,第2节,13.5,0.87,-13.5,0.8,155.5,0.83,156.5,0.87,155.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,30.0,1.0,20180721122239.0,11077.0,,1.25,0.0
413,,,第2节,,第2节,13.5,0.87,-13.5,0.8,155.5,0.83,155.5,0.83,155.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,22.0,1.0,20180721122247.0,11077.0,,1.25,0.0
414,,,第2节,,第2节,13.5,0.87,-13.5,0.8,157.5,0.83,155.5,0.83,157.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,30.0,30.0,17.0,0.0,0.0,1,8.0,1~GD,22.0,1.0,20180721122247.0,11077.0,,1.25,0.0
415,,,第2节,,第2节,13.5,0.87,-13.5,0.8,157.5,0.83,157.5,0.83,157.5,,2.0,0.0,,0.0,,6.0,4.0,4.0,4.0,0.0,50.0,32.0,32.0,17.0,0.0,0.0,1,8.0,1~GD,18.0,1.0,20180721122250.0,11077.0,,1.25,0.0
416,,,第2节,,第2节,15.5,0.83,-15.5,0.8,157.5,0.83,157.5,0.83,15.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,17.0,0.0,0.0,1,8.0,1~GD,18.0,1.0,20180721122250.0,11074.0,,1.25,0.0
417,,,第2节,,第2节,15.5,0.83,-15.5,0.83,157.5,0.83,157.5,0.83,-15.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,17.0,0.0,0.0,1,8.0,1~GD,17.0,1.0,20180721122252.0,11074.0,,1.25,0.0
418,,,第2节,,第2节,15.5,0.83,-15.5,0.83,156.5,0.83,157.5,0.83,156.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,17.0,0.0,0.0,1,8.0,1~GD,17.0,1.0,20180721122252.0,21077.0,,1.25,0.0
419,,,第2节,,第2节,15.5,0.83,-15.5,0.83,156.5,0.83,156.5,0.83,156.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,17.0,0.0,0.0,1,8.0,1~GD,9.0,1.0,20180721122300.0,21077.0,,1.25,0.0
420,,,第2节,,第2节,15.5,0.83,-15.5,0.83,159.5,0.87,156.5,0.83,159.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,17.0,0.0,0.0,1,8.0,1~GD,9.0,1.0,20180721122300.0,21077.0,,1.25,0.0
421,,,第2节,,第2节,15.5,0.83,-15.5,0.83,159.5,0.87,159.5,0.8,159.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,20.0,0.0,0.0,1,8.0,1~GD,0.0,1.0,20180721122308.0,21077.0,,1.25,0.0
422,,,第2节,,第2节,12.5,0.83,-12.5,0.83,159.5,0.87,159.5,0.8,12.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,20.0,0.0,0.0,1,8.0,1~GD,0.0,1.0,20180721122308.0,21077.0,,1.25,0.0
423,,,第2节,,第2节,12.5,0.83,-12.5,0.83,159.5,0.83,159.5,0.8,-12.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,20.0,0.0,0.0,1,7.0,1~GD,58.0,1.0,20180721122310.0,21075.0,,1.25,0.0
424,,,第2节,,第2节,12.5,0.87,-12.5,0.8,159.5,0.83,159.5,0.83,-12.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,20.0,0.0,0.0,1,7.0,1~GD,58.0,1.0,20180721122310.0,11077.0,,1.25,0.0
425,,,第2节,,第2节,12.5,0.87,-12.5,0.8,159.5,0.83,159.5,0.83,-12.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,20.0,0.0,0.0,1,7.0,1~GD,50.0,1.0,20180721122318.0,11077.0,,1.25,0.0
426,,,第2节,,第2节,12.5,0.87,-12.5,0.8,162.5,0.83,159.5,0.83,162.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,32.0,32.0,20.0,0.0,0.0,1,7.0,1~GD,50.0,1.0,20180721122318.0,11077.0,,1.25,0.0
427,,,第2节,,第2节,12.5,0.87,-12.5,0.8,162.5,0.83,162.5,0.83,162.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,44.0,1.0,20180721122324.0,11077.0,,1.25,0.0
428,,,第2节,,第2节,15.5,0.83,-15.5,0.8,162.5,0.83,162.5,0.83,15.5,,2.0,0.0,,0.0,,6.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,44.0,1.0,20180721122324.0,11077.0,,1.25,0.0
429,,,第2节,,第2节,15.5,0.83,-15.5,0.83,162.5,0.83,162.5,0.83,-15.5,,2.0,0.0,,0.0,,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,44.0,1.0,20180721122324.0,11075.0,,1.25,0.0
430,,,第2节,,第2节,15.5,0.83,-15.5,0.83,162.5,0.83,162.5,0.83,-15.5,,2.0,0.0,,0.0,,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,42.0,1.0,20180721122326.0,11075.0,,1.25,0.0
431,,,第2节,,第2节,15.5,0.83,-15.5,0.83,161.5,0.87,162.5,0.8,161.5,,2.0,0.0,,0.0,,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,42.0,1.0,20180721122326.0,21077.0,,1.25,0.0
432,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,161.5,0.87,161.5,0.8,161.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,39.0,1.0,20180721122329.0,21077.0,,1.25,0.0
433,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,39.0,1.0,20180721122329.0,21077.0,,1.25,0.0
434,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,31.0,1.0,20180721122337.0,21077.0,,1.25,0.0
435,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.87,161.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,31.0,1.0,20180721122337.0,21077.0,,1.25,0.0
436,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.87,160.5,0.8,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,26.0,1.0,20180721122342.0,21077.0,,1.25,0.0
437,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,26.0,1.0,20180721122342.0,11077.0,,1.25,0.0
438,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122346.0,11077.0,,1.25,0.0
439,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122346.0,11077.0,,1.25,0.0
440,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122350.0,11077.0,,1.25,0.0
441,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122350.0,21086.0,,1.25,0.0
442,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122351.0,21086.0,,1.25,0.0
443,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122351.0,21086.0,,1.25,0.0
444,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,2.0,0.0,,0.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122410.0,21086.0,,1.25,0.0
445,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,161.5,0.83,160.5,0.83,161.5,1.0,2.0,0.0,,1.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122410.0,21086.0,,1.25,0.0
446,,,第2节,1.0,第2节,15.5,0.83,-15.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,2.0,0.0,,1.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122411.0,21086.0,,1.25,0.0
447,,,第2节,1.0,第2节,16.5,0.83,-16.5,0.83,161.5,0.83,161.5,0.83,16.5,1.0,2.0,0.0,1:2,1.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122411.0,11078.0,,1.25,0.0
448,,,第2节,1.0,第2节,16.5,0.83,-16.5,0.83,161.5,0.83,161.5,0.83,-16.5,1.0,2.0,0.0,1:2,1.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122411.0,11078.0,,1.25,0.0
449,,,第2节,1.0,第2节,16.5,0.83,-16.5,0.83,162.5,0.83,161.5,0.83,162.5,1.0,2.0,0.0,1:2,1.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,35.0,35.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122411.0,11078.0,,1.25,0.0
450,,,第2节,1.0,第2节,16.5,0.83,-16.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,2.0,0.0,1:2,1.0,1.0,7.0,5.0,4.0,4.0,0.0,50.0,36.0,36.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122428.0,11078.0,,1.25,0.0
451,,,第2节,1.0,第2节,16.5,0.87,-16.5,0.8,163.5,0.8,162.5,0.83,163.5,1.0,2.0,0.0,1:2^2:2,1.0,1.0,7.0,5.0,5.0,4.0,0.0,55.6,36.0,36.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122428.0,11079^11078,,1.25,0.0
452,,,第2节,1.0,第2节,16.5,0.87,-16.5,0.8,163.5,0.8,163.5,0.87,163.5,1.0,2.0,0.0,1:2^2:2,1.0,1.0,7.0,5.0,5.0,4.0,0.0,55.6,37.0,37.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122439.0,11079^11078,,1.25,0.0
453,,,第2节,1.0,第2节,17.5,0.83,-17.5,0.8,163.5,0.8,163.5,0.87,17.5,1.0,2.0,0.0,2:2,1.0,1.0,7.0,5.0,6.0,4.0,0.0,60.0,37.0,37.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,0.0,20180721122439.0,11079.0,,1.25,0.0
454,,,第2节,1.0,第2节,17.5,0.83,-17.5,0.83,163.5,0.8,163.5,0.87,-17.5,1.0,2.0,0.0,2:2,1.0,1.0,7.0,5.0,6.0,4.0,0.0,60.0,37.0,37.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,1.0,20180721122452.0,11079.0,,1.25,0.0
455,,,第2节,1.0,第2节,17.5,0.83,-17.5,0.83,162.5,0.83,163.5,0.83,162.5,1.0,2.0,0.0,2:2,1.0,1.0,7.0,5.0,6.0,4.0,0.0,60.0,37.0,37.0,20.0,0.0,0.0,1,7.0,1~GD,22.0,1.0,20180721122452.0,11079.0,,1.25,0.0
456,,,第2节,1.0,第2节,17.5,0.83,-17.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,2.0,0.0,2:2,1.0,1.0,7.0,5.0,6.0,4.0,0.0,60.0,37.0,37.0,20.0,0.0,0.0,1,7.0,1~GD,14.0,1.0,20180721122500.0,11079.0,,1.25,0.0
457,,,第2节,1.0,第2节,17.5,0.83,-17.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,2.0,0.0,2:2,1.0,1.0,7.0,5.0,6.0,4.0,0.0,60.0,37.0,37.0,20.0,0.0,0.0,1,7.0,1~GD,14.0,1.0,20180721122500.0,11079.0,,1.25,0.0
458,,,第2节,1.0,第2节,17.5,0.83,-17.5,0.83,162.5,0.8,162.5,0.87,162.5,1.0,2.0,0.0,2:2,1.0,1.0,7.0,5.0,6.0,4.0,0.0,60.0,37.0,37.0,20.0,0.0,0.0,1,7.0,1~GD,10.0,1.0,20180721122504.0,11079.0,,1.25,0.0
459,,,第2节,1.0,第2节,17.5,0.83,-17.5,0.83,161.5,0.83,162.5,0.83,161.5,1.0,2.0,0.0,,1.0,1.0,7.0,5.0,6.0,4.0,0.0,60.0,37.0,37.0,20.0,0.0,0.0,1,7.0,1~GD,10.0,1.0,20180721122504.0,21077.0,,1.25,0.0
