,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
96,,第1节,2.5,0.83,-2.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,0.0,2.0,3.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,8.0,0.0,1,6.0,GD,44.0,0,,21077.0,1.2,0.63,
97,,第1节,2.5,0.83,-2.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,0.0,2.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,8.0,0.0,1,6.0,GD,44.0,0,,21074.0,1.2,0.63,"0.09,0.47"
98,,第1节,2.5,0.83,-1.5,0.83,160.5,0.83,160.5,0.83,-1.5,1.0,,,1.0,0.0,2.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,8.0,0.0,1,6.0,GD,44.0,0,,11077.0,1.2,0.63,
99,,第1节,1.5,0.83,-1.5,0.83,160.5,0.83,160.5,0.83,1.5,1.0,,,1.0,0.0,2.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,8.0,8.0,0.0,1,6.0,GD,34.0,0,,11077.0,1.2,0.63,
100,,第1节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,,,1.0,0.0,2.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,8.0,8.0,0.0,1,6.0,GD,34.0,0,,11077.0,1.2,0.63,
101,,第1节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,,,1.0,0.0,3.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,8.0,0.0,1,6.0,GD,34.0,0,,11074.0,0.91,0.77,"0.95,0.65"
102,,第1节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,,,1.0,0.0,3.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,8.0,10.0,0.0,1,6.0,GD,34.0,0,,21077.0,0.91,0.77,
103,,第1节,1.5,0.83,-2.5,0.83,162.5,0.83,162.5,0.83,-2.5,1.0,,,1.0,0.0,3.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,8.0,10.0,0.0,1,6.0,GD,34.0,0,,21077.0,0.91,0.77,
104,,第1节,2.5,0.83,-2.5,0.83,162.5,0.83,163.5,0.83,2.5,1.0,,,1.0,0.0,3.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,8.0,10.0,0.0,1,6.0,GD,34.0,0,,21077.0,0.91,0.77,
105,,第1节,2.5,0.83,-2.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,,,1.0,0.0,3.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,8.0,10.0,0.0,1,6.0,GD,34.0,0,,21077.0,0.91,0.77,
106,,第1节,2.5,0.83,-2.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,,,1.0,0.0,3.0,4.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,8.0,10.0,0.0,1,6.0,GD,13.0,0,,21077.0,0.91,0.77,
107,,第1节,2.5,0.83,-2.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,8.0,10.0,0.0,1,6.0,GD,13.0,0,,21074.0,1.2,0.63,"0.14,0.54"
108,,第1节,2.5,0.83,-2.5,0.83,163.5,0.83,163.5,0.83,163.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,6.0,GD,13.0,0,,11077.0,1.2,0.63,
109,,第1节,2.5,0.83,-1.5,0.83,163.5,0.83,163.5,0.83,-1.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,6.0,GD,13.0,0,,11077.0,1.2,0.63,
110,,第1节,1.5,0.83,-1.5,0.83,163.5,0.83,164.5,0.83,1.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,6.0,GD,13.0,0,,11077.0,1.2,0.63,
111,,第1节,1.5,0.83,-1.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,6.0,GD,13.0,0,,11077.0,1.2,0.63,
112,,第1节,1.5,0.83,-1.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,55.0,0,,11077.0,1.2,0.77,
113,,第1节,1.5,0.83,-1.5,0.83,164.5,0.83,164.5,0.83,164.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,55.0,0,,11094.0,0.91,0.77,"0.88,0.93"
114,,第1节,1.5,0.8,-1.5,0.87,162.5,0.83,162.5,0.83,162.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,55.0,0,,21077.0,0.91,0.77,
115,,第1节,1.5,0.8,-1.5,0.87,162.5,0.83,162.5,0.83,162.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,28.0,0,,21077.0,0.87,0.8,
116,,第1节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,28.0,0,,11077.0,0.91,0.77,
117,,第1节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,28.0,0,,11095.0,0.91,0.77,"0.91,0.46"
118,,第1节,1.5,0.83,-1.5,0.83,162.5,0.83,162.5,0.83,162.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,24.0,0,,21077.0,0.91,0.77,
119,,第1节,1.5,0.8,-1.5,0.87,161.5,0.83,161.5,0.83,161.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,24.0,0,,21077.0,0.91,0.77,
120,,第1节,1.5,0.8,-1.5,0.87,161.5,0.83,161.5,0.83,161.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,17.0,0,,21077.0,0.87,0.8,
121,,第1节,1.5,0.83,-1.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,17.0,0,,11077.0,0.91,0.77,
122,,第1节,1.5,0.83,-1.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,17.0,0,,11094.0,0.91,0.77,"0.72,0.72"
123,,第1节,1.5,0.83,-1.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,2.0,0,,21077.0,0.91,0.77,
124,,第1节,1.5,0.8,-1.5,0.87,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,5.0,GD,2.0,0,,21077.0,0.91,0.77,
125,,第1节,1.5,0.8,-1.5,0.87,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,43.0,0,,21077.0,0.87,0.8,
126,,第1节,1.5,0.83,-1.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,43.0,0,,11077.0,0.87,0.8,
127,,第1节,1.5,0.83,-1.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,41.0,0,,11077.0,0.91,0.77,
128,,第1节,1.5,0.83,-1.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,41.0,0,,11077.0,0.91,0.77,
129,,第1节,1.5,0.83,-1.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,28.0,0,,11077.0,0.91,0.77,
130,,第1节,1.5,0.83,-1.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,28.0,0,,11077.0,0.91,0.77,
131,,第1节,1.5,0.83,-1.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,28.0,0,,21086.0,0.91,0.77,
132,,第1节,1.5,0.87,-2.5,0.8,157.5,0.83,157.5,0.83,-2.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,28.0,0,,11077.0,1.0,0.71,
133,,第1节,2.5,0.87,-2.5,0.8,157.5,0.83,159.5,0.83,2.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,28.0,0,,11077.0,1.0,0.71,
134,,第1节,2.5,0.87,-2.5,0.8,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,28.0,0,,11077.0,1.0,0.71,
135,,第1节,2.5,0.87,-2.5,0.8,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,3.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,10.0,0.0,1,4.0,GD,16.0,0,,11077.0,1.0,0.71,
136,,第1节,2.5,0.87,-2.5,0.8,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,10.0,0.0,1,4.0,GD,16.0,0,,11074.0,1.0,0.71,"0.89,0.54"
137,,第1节,2.5,0.87,-2.5,0.8,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,16.0,0,,21077.0,1.0,0.71,
138,,第1节,2.5,0.87,-2.5,0.8,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,15.0,0,,21077.0,1.2,0.63,
139,,第1节,2.5,0.87,-2.5,0.8,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,15.0,0,,21094.0,1.2,0.63,"0.24,0.19"
140,,第1节,2.5,0.87,-2.5,0.8,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,2.0,0,,11077.0,1.2,0.63,
141,,第1节,2.5,0.8,-3.5,0.87,159.5,0.83,159.5,0.83,-3.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,2.0,0,,11077.0,1.2,0.63,
142,,第1节,3.5,0.8,-3.5,0.87,159.5,0.83,158.5,0.83,3.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,2.0,0,,11077.0,1.2,0.63,
143,,第1节,3.5,0.8,-3.5,0.87,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,2.0,0,,11077.0,1.2,0.63,
144,,第1节,3.5,0.8,-3.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,2.0,0,,11077.0,1.25,0.0,
145,,第1节,3.5,0.83,-2.5,0.83,158.5,0.83,158.5,0.83,-2.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,2.0,0,,11077.0,1.25,0.0,
146,,第1节,2.5,0.83,-2.5,0.83,158.5,0.83,158.5,0.83,2.5,1.0,,,1.0,0.0,4.0,5.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,2.0,0,,21077.0,1.2,0.63,
147,,第1节,2.5,0.83,-2.5,0.83,158.5,0.83,158.5,0.83,2.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,10.0,12.0,0.0,1,4.0,GD,2.0,0,,21074.0,1.2,0.63,"0.10,0.47"
148,,第1节,2.5,0.83,-2.5,0.83,158.5,0.83,158.5,0.83,2.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,11077.0,1.2,0.63,
149,,第1节,2.5,0.83,-3.5,0.83,158.5,0.83,158.5,0.83,-3.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,11077.0,1.2,0.63,
150,,第1节,3.5,0.83,-3.5,0.83,158.5,0.83,160.5,0.83,3.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,11077.0,1.2,0.63,
151,,第1节,3.5,0.83,-3.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,11077.0,1.2,0.63,
152,,第1节,3.5,0.83,-3.5,0.87,160.5,0.83,160.5,0.83,160.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,11077.0,1.25,0.0,
153,,第1节,3.5,0.8,-4.5,0.87,160.5,0.83,160.5,0.83,-4.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,11077.0,1.25,0.0,
154,,第1节,4.5,0.8,-4.5,0.87,160.5,0.83,160.5,0.83,4.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,11094.0,1.5,0.0,"0.73,0.74"
155,,第1节,4.5,0.87,-3.5,0.8,160.5,0.83,160.5,0.83,-3.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,21077.0,1.5,0.0,
156,,第1节,3.5,0.87,-3.5,0.8,160.5,0.83,158.5,0.83,3.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,21077.0,1.5,0.0,
157,,第1节,3.5,0.87,-3.5,0.8,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,4.0,GD,0.0,0,,21077.0,1.5,0.0,
158,,第1节,3.5,0.87,-3.5,0.8,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,4.0,6.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,12.0,0.0,1,3.0,GD,39.0,0,,21077.0,1.5,0.0,
159,,第1节,3.5,0.87,-3.5,0.8,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,12.0,14.0,0.0,1,3.0,GD,39.0,0,,21074.0,0.0,0.0,"0.09,0.33"
160,,第1节,3.5,0.87,-3.5,0.8,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,39.0,0,,11077.0,0.0,0.0,
161,,第1节,3.5,0.87,-3.5,0.8,158.5,0.83,158.5,0.83,158.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,18.0,0,,11077.0,0.0,0.0,
162,,第1节,3.5,0.83,-2.5,0.83,158.5,0.83,158.5,0.83,-2.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,18.0,0,,11077.0,0.0,0.0,
163,,第1节,2.5,0.83,-2.5,0.83,158.5,0.83,159.5,0.83,2.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,18.0,0,,11077.0,0.0,0.0,
164,,第1节,2.5,0.83,-2.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,18.0,0,,11077.0,0.0,0.0,
165,,第1节,2.5,0.83,-2.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,18.0,0,,11077.0,1.2,0.63,
166,,第1节,2.5,0.83,-4.5,0.83,159.5,0.83,159.5,0.83,-4.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,18.0,0,,11077.0,1.2,0.63,
167,,第1节,4.5,0.83,-4.5,0.83,159.5,0.83,161.5,0.83,4.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,18.0,0,,11077.0,1.2,0.63,
168,,第1节,4.5,0.83,-4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,3.0,GD,18.0,0,,11077.0,1.2,0.63,
169,,第1节,4.5,0.83,-4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,1.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,12.0,0.0,1,2.0,GD,57.0,0,,11077.0,1.2,0.63,
170,,第1节,4.5,0.83,-4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,15.0,12.0,0.0,1,2.0,GD,57.0,0,,11075.0,1.2,0.63,"0.67,0.37"
171,,第1节,4.5,0.83,-4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,57.0,0,,21077.0,1.2,0.63,
172,,第1节,4.5,0.83,-4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,1.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,42.0,0,,21077.0,0.0,0.47,
173,,第1节,4.5,0.83,-4.5,0.83,161.5,0.83,161.5,0.83,161.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,42.0,0,,11086.0,0.0,0.47,
174,,第1节,4.5,0.83,-4.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,42.0,0,,21077.0,0.0,0.47,
175,,第1节,4.5,0.83,-4.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,35.0,0,,21077.0,0.0,0.47,
176,,第1节,4.5,0.83,-4.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,35.0,0,,21077.0,0.0,0.47,
177,,第1节,4.5,0.83,-4.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,35.0,0,,11077.0,0.0,0.47,
178,,第1节,4.5,0.83,-4.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,35.0,0,,11094.0,0.0,0.47,"0.68,0.44"
179,,第1节,4.5,0.83,-4.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,17.0,0,,21077.0,0.0,0.47,
180,,第1节,4.5,0.8,-4.5,0.87,158.5,0.83,158.5,0.83,158.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,17.0,0,,21077.0,0.0,0.47,
181,,第1节,4.5,0.8,-4.5,0.87,158.5,0.83,158.5,0.83,158.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,17.0,0,,21095.0,0.0,0.47,"0.12,0.33"
182,,第1节,4.5,0.83,-4.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,17.0,0,,11077.0,0.0,0.47,
183,,第1节,4.5,0.83,-4.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,5.0,0,,11077.0,0.0,0.47,
184,,第1节,4.5,0.83,-4.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,5.0,0,,11077.0,0.0,0.47,
185,,第1节,4.5,0.83,-4.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,3.0,0,,11077.0,0.0,0.47,
186,,第1节,4.5,0.8,-4.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,3.0,0,,11077.0,0.0,0.47,
187,,第1节,4.5,0.8,-4.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,2.0,GD,3.0,0,,11095.0,1.5,0.0,"0.92,0.50"
188,,第1节,4.5,0.8,-4.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,1.0,GD,58.0,0,,21077.0,1.5,0.0,
189,,第1节,4.5,0.8,-4.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,1.0,GD,58.0,0,,21077.0,1.5,0.0,
190,,第1节,4.5,0.8,-4.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,1.0,GD,57.0,0,,21077.0,1.5,0.0,
191,,第1节,4.5,0.8,-4.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,1.0,GD,57.0,0,,21077.0,1.5,0.0,
192,,第1节,4.5,0.8,-4.5,0.87,156.5,0.83,156.5,0.83,156.5,1.0,,,2.0,0.0,4.0,7.0,1.0,0.0,5.0,5.0,2.0,3.0,100.0,0.0,14.0,15.0,0.0,1,1.0,GD,47.0,0,,21077.0,1.5,0.0,
