,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
115,第1节,3.5,0.87,-3.5,0.8,199.5,0.83,192.5,0.83,3.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,1.0,7.0,20.0,0,,21077.0,0.0,0.0
116,第1节,3.5,0.87,-3.5,0.8,192.5,0.83,192.5,0.83,192.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,1.0,7.0,20.0,0,,21077.0,0.0,0.0
117,第1节,3.5,0.87,-3.5,0.8,192.5,0.83,192.5,0.83,192.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,0.0,6.0,11.0,0,,21077.0,0.0,0.0
118,第1节,3.5,0.87,-3.5,0.8,192.5,0.83,192.5,0.83,192.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,0.0,6.0,11.0,0,,21077.0,0.0,0.0
119,第1节,3.5,0.87,-3.5,0.8,192.5,0.83,192.5,0.83,192.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,0.0,3.0,10.0,0,,21077.0,0.0,0.0
120,第1节,3.5,0.83,-3.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,0.0,3.0,10.0,0,,21077.0,0.0,0.0
121,第1节,3.5,0.83,-3.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,1.0,2.0,8.0,0,,21077.0,0.0,0.0
122,第1节,3.5,0.83,-3.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,1.0,2.0,8.0,0,,21077.0,0.0,0.0
123,第1节,3.5,0.83,-3.5,0.83,176.5,0.83,176.5,0.83,176.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,0.0,0.0,6.0,0,,21077.0,0.0,0.0
124,第1节,3.5,0.83,-3.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,0.0,0.0,6.0,0,,21077.0,0.0,0.0
125,第1节,3.5,0.83,-3.5,0.83,160.5,0.83,160.5,0.83,160.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,0.0,0.0,4.0,0,,21077.0,1.3,0.56
126,第1节,3.5,0.83,-3.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,0.0,0.0,4.0,0,,21077.0,1.3,0.56
127,第1节,3.5,0.83,-3.5,0.83,159.5,0.83,159.5,0.83,159.5,1.0,0,9.0,8.0,0,0,5,5,0,0,0.0,0.0,17.0,17.0,1.0,1.0,0.0,4.0,0,,21077.0,1.3,0.56
