,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
1,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
2,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
3,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
4,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
5,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,,,,,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.0,0.0,
6,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,,0.0,0,,1087.0,0.0,0.0,
7,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,21077.0,0.0,0.0,
8,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,21095.0,0.0,0.0,"0.18,0.26"
9,,,,第1节,9.5,0.8,-9.5,0.87,155.5,0.83,155.5,0.83,,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.0,
10,,,,第1节,9.5,0.87,-8.5,0.8,155.5,0.83,155.5,0.83,-8.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.0,
11,,,,第1节,8.5,0.87,-8.5,0.8,155.5,0.83,153.5,0.83,8.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.0,
12,,,,第1节,8.5,0.87,-8.5,0.8,153.5,0.83,153.5,0.83,153.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,39.0,0,,11077.0,0.0,0.0,
13,,,,第1节,8.5,0.87,-8.5,0.8,153.5,0.83,153.5,0.83,153.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,37.0,0,,11077.0,0.0,0.0,
14,,,,第1节,8.5,0.87,-8.5,0.8,153.5,0.83,153.5,0.83,153.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,37.0,0,,21077.0,0.0,0.0,
15,,,,第1节,8.5,0.87,-8.5,0.8,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,37.0,0,,11077.0,0.0,0.0,
16,,,,第1节,8.5,0.87,-8.5,0.8,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,29.0,0,,11077.0,0.0,0.0,
17,,,,第1节,8.5,0.87,-8.5,0.8,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,29.0,0,,11077.0,0.0,0.0,
18,,,,第1节,8.5,0.87,-8.5,0.8,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,,,0.0,1,9.0,GD,17.0,0,,11077.0,0.0,0.0,
19,,,,第1节,8.5,0.87,-8.5,0.8,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1,9.0,GD,17.0,0,,21086.0,0.0,0.0,
20,,,,第1节,8.5,0.87,-8.5,0.8,151.5,0.83,151.5,0.83,151.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1,9.0,GD,17.0,0,,11077.0,0.0,0.0,
21,,,,第1节,8.5,0.87,-8.5,0.8,151.5,0.83,151.5,0.83,151.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1,9.0,GD,17.0,0,,11094.0,0.0,0.0,"0.65,0.61"
22,,,,第1节,8.5,0.87,-8.5,0.8,151.5,0.83,151.5,0.83,151.5,1.0,,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,1,9.0,GD,11.0,0,,21077.0,0.0,0.0,
23,,,,第1节,8.5,0.83,-8.5,0.83,151.5,0.83,151.5,0.83,151.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,2.0,0.0,1,9.0,GD,11.0,0,,21074.0,0.0,0.0,"0.12,0.29"
24,,,,第1节,8.5,0.83,-8.5,0.83,151.5,0.83,151.5,0.83,151.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,11.0,0,,11077.0,0.0,0.0,
25,,,,第1节,8.5,0.83,-7.5,0.83,151.5,0.83,151.5,0.83,-7.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,11.0,0,,11077.0,0.0,0.0,
26,,,,第1节,7.5,0.83,-7.5,0.83,151.5,0.83,152.5,0.83,7.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,11.0,0,,11077.0,0.0,0.0,
27,,,,第1节,7.5,0.83,-7.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,9.0,GD,11.0,0,,11077.0,0.0,0.0,
28,,,,第1节,7.5,0.83,-7.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,54.0,0,,11077.0,0.0,0.0,
29,,,,第1节,7.5,0.83,-7.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,54.0,0,,11077.0,0.0,0.0,
30,,,,第1节,7.5,0.83,-7.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
31,,,,第1节,7.5,0.83,-7.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,38.0,0,,21086.0,0.0,0.0,
32,,,,第1节,7.5,0.87,-7.5,0.8,151.5,0.83,151.5,0.83,151.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
33,,,,第1节,7.5,0.87,-7.5,0.8,151.5,0.83,151.5,0.83,151.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
34,,,,第1节,7.5,0.87,-8.5,0.8,151.5,0.83,151.5,0.83,-8.5,1.0,,,0.0,0.0,0.0,1.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
