,ED,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,11,11,18,20,20,9,3,1,6,10,71.4,100.0,89,82,0,1,0,0,0,20180915141530,11077
1,,11,11,18,20,20,9,3,1,6,10,71.4,100.0,89,82,0,1,0,0,0,20180915141530,1084.0
