,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
0,,,,第1节,,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,,,,,,,,,,,,,,0.0,1,10.0,,0.0,0,,,0.8,0.87,
1,,,,第1节,,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,10.0,GD,0.0,0,,1087.0,0.8,0.87,
2,,,,第1节,,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,,1.0,,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,57.0,0,,21077.0,0.8,0.87,
3,,,,第1节,-1.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,-1.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,57.0,0,,11077.0,0.8,0.87,
4,,,,第1节,1.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,1.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,57.0,0,,11077.0,0.8,0.87,
5,,,,第1节,155.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,155.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,57.0,0,,11077.0,0.8,0.87,
6,,,,第1节,155.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,155.5,1.0,0.83,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,57.0,0,,11074.0,0.8,0.87,"0.92,0.88"
7,,,,第1节,155.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,155.5,1.0,0.77,,,0.0,0.0,0.0,5.0,0.0,0.0,,,0.0,1,9.0,GD,57.0,0,,21077.0,0.8,0.87,
8,,,,第1节,155.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,155.5,1.0,0.91,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,42.0,0,,21077.0,0.8,0.87,
9,,,,第1节,155.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,155.5,1.0,0.91,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,42.0,0,,21095.0,0.8,0.87,"0.22,0.85"
10,,,,第1节,153.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,153.5,1.0,0.91,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,42.0,0,,11077.0,0.8,0.87,
11,,,,第1节,153.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,153.5,1.0,0.91,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,21.0,0,,11077.0,0.8,0.87,
12,,,,第1节,153.5,-1.5,0.87,1.5,0.8,154.5,0.83,154.5,0.83,153.5,1.0,0.91,,,0.0,0.0,0.0,5.0,0.0,0.0,0.0,2.0,0.0,1,9.0,GD,21.0,0,,11094.0,0.8,0.87,"0.82,0.82"
