,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,17.5,0.8,-17.5,0.87,151.5,0.83,151.5,0.83,,,,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,9.0,21.0,1,20180721012706,21077,0.0,0.0
1,,,,,17.5,0.8,-17.5,0.87,150.5,0.87,151.5,0.8,150.5,,,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,9.0,21.0,1,20180721012706,21077,0.0,0.0
2,,,,,17.5,0.8,-17.5,0.87,150.5,0.87,150.5,0.8,150.5,,,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,9.0,13.0,1,20180721012714.0,21077,0.0,0.0
3,,,,,17.5,0.8,-17.5,0.87,150.5,0.87,150.5,0.8,150.5,,,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,9.0,13.0,1,20180721012714.0,21077,0.0,0.0
4,,,,,17.5,0.8,-17.5,0.87,150.5,0.87,150.5,0.8,150.5,,,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,9.0,11.0,1,20180721012716.0,21077,0.0,0.0
5,,,,,17.5,0.8,-17.5,0.87,150.5,0.87,150.5,0.8,150.5,,0.0,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,9.0,11.0,1,20180721012716.0,21094.0,0.0,0.0
6,,,,,17.5,0.83,-17.5,0.83,150.5,0.8,150.5,0.87,150.5,,0.0,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,9.0,3.0,1,20180721012724.0,11077.0,0.0,0.0
7,,,,,17.5,0.83,-17.5,0.83,149.5,0.83,150.5,0.83,149.5,,0.0,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,9.0,3.0,1,20180721012724.0,11077.0,0.0,0.0
8,,,,,17.5,0.83,-17.5,0.83,149.5,0.83,149.5,0.83,149.5,,0.0,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,8.0,57.0,1,20180721012730.0,11077.0,0.0,0.0
9,,,,,17.5,0.83,-17.5,0.83,149.5,0.83,149.5,0.83,149.5,,0.0,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,8.0,57.0,1,20180721012730.0,11095.0,0.0,0.0
10,,,,,17.5,0.8,-17.5,0.87,149.5,0.8,149.5,0.87,149.5,,0.0,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,8.0,49.0,1,20180721012739.0,21077.0,0.0,0.0
11,,,,,17.5,0.8,-17.5,0.87,148.5,0.83,149.5,0.83,148.5,,0.0,,,,3,,17,,2,,3,,0,,40.0,,45,,0.0,1,8.0,49.0,1,20180721012739.0,21077.0,0.0,0.0
