,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,SC_a,SC_h,SD,SU,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
401,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518141956.0,21077.0,,0.0,0.0
402,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.83,^,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518141956.0,11086^21077,,0.0,0.0
403,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.0,^,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518141959.0,11086^21077,,0.0,0.0
404,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.0,^,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518141959.0,11086^21077,,0.0,0.0
405,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.8,^,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518141959.0,11086^21077,,0.0,0.0
406,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.87,1:2,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518141959.0,21078.0,,0.0,0.0
407,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.87,1:2,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518141959.0,21078.0,,0.0,0.0
408,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.8,1:2,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518141959.0,21078.0,,0.0,0.0
409,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.0,1:2,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518142021.0,21078.0,,0.0,0.0
410,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.0,1:2,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518142021.0,21078.0,,0.0,0.0
411,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,1:2,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518142021.0,21078.0,,0.0,0.0
412,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,1:2^2:2,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518142021.0,21080^21078,,0.0,0.0
413,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.83,1:2^2:2,14.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518142021.0,21080^21078,,0.0,0.0
414,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.83,1:2^2:2,15.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,0.0,20180518142037.0,21080^21078,,0.0,0.0
415,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.83,2:2^,15.0,20.0,0.0,0.0,1,1.0,1~GD,4.0,1.0,20180518142037.0,21079^11077,,0.0,0.0
416,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.83,,15.0,20.0,0.0,0.0,1,1.0,1~GD,3.0,1.0,20180518142038.0,11077.0,,0.0,0.0
417,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.83,,15.0,20.0,0.0,0.0,1,1.0,1~GD,3.0,0.0,20180518142038.0,11077.0,,0.0,0.0
418,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.83,,15.0,20.0,0.0,0.0,1,1.0,1~GD,3.0,0.0,20180518142047.0,11077.0,,0.0,0.0
419,,,,,165.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,165.5,,0.83,,15.0,20.0,0.0,0.0,1,1.0,1~GD,3.0,1.0,20180518142047.0,11077.0,,0.0,0.0
420,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,,15.0,20.0,0.0,0.0,1,1.0,1~GD,3.0,1.0,20180518142047.0,11077.0,,0.0,0.0
421,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,,15.0,20.0,0.0,0.0,1,0.0,1~GD,55.0,1.0,20180518142055.0,11077.0,,0.0,0.0
422,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,,15.0,20.0,0.0,0.0,1,0.0,1~GD,55.0,1.0,20180518142055.0,11077.0,,0.0,0.0
423,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,,15.0,20.0,0.0,0.0,1,0.0,1~GD,47.0,1.0,20180518142103.0,11077.0,,0.0,0.0
424,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.0,,15.0,20.0,0.0,0.0,1,0.0,1~GD,47.0,1.0,20180518142103.0,11094.0,,0.0,0.0
425,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.0,,15.0,20.0,0.0,0.0,1,0.0,1~GD,47.0,1.0,20180518142103.0,11094.0,,0.0,0.0
426,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.8,,15.0,20.0,0.0,0.0,1,0.0,1~GD,47.0,1.0,20180518142103.0,11094.0,,0.0,0.0
427,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.87,,15.0,20.0,0.0,0.0,1,0.0,1~GD,47.0,1.0,20180518142103.0,21077.0,,0.0,0.0
428,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.0,,15.0,20.0,0.0,0.0,1,0.0,1~GD,47.0,1.0,20180518142103.0,21077.0,,0.0,0.0
429,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.0,,15.0,20.0,0.0,0.0,1,0.0,1~GD,42.0,1.0,20180518142109.0,21077.0,,0.0,0.0
430,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.83,,15.0,20.0,0.0,0.0,1,0.0,1~GD,42.0,1.0,20180518142109.0,21077.0,,0.0,0.0
431,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.83,,15.0,20.0,0.0,0.0,1,0.0,1~GD,42.0,1.0,20180518142109.0,11077.0,,0.0,0.0
432,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.8,,15.0,20.0,0.0,0.0,1,0.0,1~GD,42.0,1.0,20180518142109.0,11077.0,,0.0,0.0
433,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.87,,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142116.0,11077.0,,0.0,0.0
434,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.87,,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142116.0,11077.0,,0.0,0.0
435,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.87,,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142118.0,11077.0,,0.0,0.0
436,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,^,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142118.0,21086^11077,,0.0,0.0
437,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,^,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142118.0,21086^11077,,0.0,0.0
438,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.0,^,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142118.0,21086^11077,,0.0,0.0
439,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.0,^,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142119.0,21086^11077,,0.0,0.0
440,,,,,10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,10.5,,0.8,^,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142119.0,21086^11077,,0.0,0.0
441,,,,,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,,0.87,1:2,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142119.0,11078.0,,0.0,0.0
442,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.87,1:2,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142150.0,11078.0,,0.0,0.0
443,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.0,1:2,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142150.0,11078.0,,0.0,0.0
444,,,,,9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,9.5,,0.0,1:2,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142150.0,11078.0,,0.0,0.0
445,,,,,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,,0.83,1:2,15.0,20.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142150.0,11078.0,,0.0,0.0
446,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.83,1:2^2:2,15.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142207.0,11080^11078,,0.0,0.0
447,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.0,1:2^2:2,15.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142207.0,11080^11078,,0.0,0.0
448,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.0,1:2^2:2,15.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142207.0,11080^11078,,0.0,0.0
449,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.87,1:2^2:2,15.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,0.0,20180518142207.0,11080^11078,,0.0,0.0
450,,,,,164.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,164.5,,0.8,2:2^,15.0,21.0,0.0,0.0,1,0.0,1~GD,35.0,1.0,20180518142207.0,11079^21077,,0.0,0.0
451,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.8,,15.0,21.0,0.0,0.0,1,0.0,1~GD,27.0,1.0,20180518142216.0,21077.0,,0.0,0.0
452,,,,,163.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,163.5,,0.87,,15.0,21.0,0.0,0.0,1,0.0,1~GD,27.0,1.0,20180518142216.0,21077.0,,0.0,0.0
453,,,,,162.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,162.5,,0.8,,15.0,21.0,0.0,0.0,1,0.0,1~GD,27.0,1.0,20180518142216.0,21077.0,,0.0,0.0
454,,,,,162.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,162.5,,0.8,,15.0,21.0,0.0,0.0,1,0.0,1~GD,19.0,1.0,20180518142224.0,21077.0,,0.0,0.0
455,,,,,162.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,162.5,,0.8,,15.0,21.0,0.0,0.0,1,0.0,1~GD,19.0,1.0,20180518142224.0,21077.0,,0.0,0.0
456,,,,,162.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,162.5,,0.83,,15.0,21.0,0.0,0.0,1,0.0,1~GD,11.0,1.0,20180518142231.0,21077.0,,0.0,0.0
457,,,,,10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,10.5,,0.83,,15.0,21.0,0.0,0.0,1,0.0,1~GD,11.0,1.0,20180518142231.0,21077.0,,0.0,0.0
458,,,,,-10.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-10.5,,0.8,,15.0,21.0,0.0,0.0,1,0.0,1~GD,11.0,1.0,20180518142231.0,21077.0,,0.0,0.0
459,,,,,161.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,161.5,,0.87,,15.0,21.0,0.0,0.0,1,0.0,1~GD,11.0,1.0,20180518142231.0,11077.0,,0.0,0.0
460,,,,,161.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,161.5,,0.87,,15.0,21.0,0.0,0.0,1,0.0,1~GD,3.0,1.0,20180518142239.0,11077.0,,0.0,0.0
461,,,,,161.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,161.5,,0.87,,15.0,21.0,0.0,0.0,1,0.0,1~GD,3.0,1.0,20180518142239.0,11077.0,,0.0,0.0
462,,,,,161.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,161.5,,0.87,,15.0,21.0,0.0,0.0,1,0.0,1~GD,2.0,1.0,20180518142240.0,11077.0,,0.0,0.0
463,,,,,9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,9.5,,0.83,,15.0,21.0,0.0,0.0,1,0.0,1~GD,2.0,1.0,20180518142240.0,11095.0,,0.0,0.0
464,,,,,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,,0.83,,15.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180518142243.0,21077.0,,0.0,0.0
465,,,,,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,,0.87,,15.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180518142243.0,21077.0,,0.0,0.0
466,,,,,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,,0.8,,15.0,21.0,0.0,0.0,1,0.0,1~GD,0.0,0.0,20180518142249.0,21077.0,,0.0,0.0
467,,,第2节,第2节,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180518142249.0,21077.0,,0.0,0.0
468,,,第2节,第2节,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,10.0,1~GD,0.0,0.0,20180518142520.0,1082.0,,0.0,0.0
469,,,第2节,第2节,-9.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-9.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180518142520.0,1082.0,,0.0,0.0
470,,,第2节,第2节,160.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,160.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,10.0,1~GD,0.0,1.0,20180518142520.0,11077.0,,0.0,0.0
471,,,第2节,第2节,160.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,160.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,52.0,1.0,20180518142528.0,11077.0,,0.0,0.0
472,,,第2节,第2节,160.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,160.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,52.0,1.0,20180518142528.0,11077.0,,0.0,0.0
473,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,44.0,1.0,20180518142537.0,11077.0,,0.0,0.0
474,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,44.0,1.0,20180518142537.0,11077.0,,0.0,0.0
475,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,38.0,1.0,20180518142542.0,11077.0,,0.0,0.0
476,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,38.0,1.0,20180518142542.0,21095.0,,0.0,0.0
477,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,36.0,1.0,20180518142544.0,11077.0,,0.0,0.0
478,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,36.0,1.0,20180518142544.0,11095.0,,0.0,0.0
479,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180518142549.0,21077.0,,0.0,0.0
480,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,31.0,1.0,20180518142549.0,21095.0,,0.0,0.0
481,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.8,,15.0,21.0,0.0,0.0,1,9.0,1~GD,24.0,1.0,20180518142556.0,11077.0,,0.0,0.0
482,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.83,,15.0,21.0,0.0,0.0,1,9.0,1~GD,24.0,1.0,20180518142556.0,11077.0,,0.0,0.0
483,,,第2节,第2节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,2.0,0.83,,15.0,21.0,0.0,0.0,1,9.0,1~GD,24.0,1.0,20180518142556.0,21077.0,,0.0,0.0
484,,,第2节,第2节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,2.0,0.83,,15.0,21.0,0.0,0.0,1,9.0,1~GD,16.0,1.0,20180518142604.0,21077.0,,0.0,0.0
485,,,第2节,第2节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,2.0,0.83,,15.0,21.0,0.0,0.0,1,9.0,1~GD,16.0,1.0,20180518142604.0,21077.0,,0.0,0.0
486,,,第2节,第2节,160.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,160.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,9.0,1~GD,10.0,1.0,20180518142610.0,21077.0,,0.0,0.0
487,,,第2节,第2节,7.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,7.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,9.0,1~GD,10.0,1.0,20180518142610.0,21077.0,,0.0,0.0
488,,,第2节,第2节,160.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,160.5,2.0,0.0,,18.0,21.0,0.0,0.0,1,9.0,1~GD,10.0,1.0,20180518142610.0,21077.0,,0.0,0.0
489,,,第2节,第2节,-7.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-7.5,2.0,0.0,^,18.0,21.0,0.0,0.0,1,9.0,1~GD,10.0,1.0,20180518142610.0,21075^11077,,0.0,0.0
490,,,第2节,第2节,-7.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-7.5,2.0,0.8,,18.0,21.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180518142618.0,11077.0,,0.0,0.0
491,,,第2节,第2节,-7.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,-7.5,2.0,0.87,,18.0,21.0,0.0,0.0,1,9.0,1~GD,2.0,1.0,20180518142618.0,11077.0,,0.0,0.0
492,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,57.0,1.0,20180518142623.0,11077.0,,0.0,0.0
493,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,57.0,1.0,20180518142623.0,11095.0,,0.0,0.0
494,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.0,,18.0,21.0,0.0,0.0,1,8.0,1~GD,57.0,1.0,20180518142624.0,11095.0,,0.0,0.0
495,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.0,,18.0,21.0,0.0,0.0,1,8.0,1~GD,57.0,1.0,20180518142624.0,21077.0,,0.0,0.0
496,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.8,,18.0,21.0,0.0,0.0,1,8.0,1~GD,57.0,1.0,20180518142624.0,21077.0,,0.0,0.0
497,,,第2节,第2节,159.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,159.5,2.0,0.87,,18.0,21.0,0.0,0.0,1,8.0,1~GD,49.0,1.0,20180518142632.0,21077.0,,0.0,0.0
498,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,49.0,1.0,20180518142632.0,21077.0,,0.0,0.0
499,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,47.0,1.0,20180518142634.0,21077.0,,0.0,0.0
500,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.0,,18.0,21.0,0.0,0.0,1,8.0,1~GD,47.0,1.0,20180518142634.0,21094.0,,0.0,0.0
501,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.0,,18.0,21.0,0.0,0.0,1,8.0,1~GD,47.0,1.0,20180518142634.0,11077.0,,0.0,0.0
502,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.8,,18.0,21.0,0.0,0.0,1,8.0,1~GD,47.0,1.0,20180518142634.0,11077.0,,0.0,0.0
503,,,第2节,第2节,158.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,158.5,2.0,0.87,,18.0,21.0,0.0,0.0,1,8.0,1~GD,39.0,1.0,20180518142642.0,11077.0,,0.0,0.0
504,,,第2节,第2节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,39.0,1.0,20180518142642.0,11077.0,,0.0,0.0
505,,,第2节,第2节,157.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,157.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,31.0,1.0,20180518142650.0,11077.0,,0.0,0.0
506,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.87,,18.0,21.0,0.0,0.0,1,8.0,1~GD,31.0,1.0,20180518142650.0,11077.0,,0.0,0.0
507,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.8,,18.0,21.0,0.0,0.0,1,8.0,1~GD,25.0,1.0,20180518142655.0,11077.0,,0.0,0.0
508,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.0,,18.0,21.0,0.0,0.0,1,8.0,1~GD,25.0,1.0,20180518142655.0,11095.0,,0.0,0.0
509,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.0,,18.0,21.0,0.0,0.0,1,8.0,1~GD,25.0,1.0,20180518142655.0,21077.0,,0.0,0.0
510,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,25.0,1.0,20180518142655.0,21077.0,,0.0,0.0
511,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,21.0,0.0,20180518142659.0,21077.0,,0.0,0.0
512,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,21.0,0.0,20180518142659.0,21077.0,,0.0,0.0
513,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.83,,18.0,21.0,0.0,0.0,1,8.0,1~GD,21.0,0.0,20180518142703.0,21077.0,,0.0,0.0
514,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.83,^,18.0,21.0,0.0,0.0,1,8.0,1~GD,21.0,0.0,20180518142703.0,11086^21077,,0.0,0.0
515,,,第2节,第2节,156.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,156.5,2.0,0.83,^,18.0,21.0,0.0,0.0,1,8.0,1~GD,21.0,1.0,20180518142722.0,11086^21077,,0.0,0.0
516,,,第2节,第2节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,2.0,0.87,^,18.0,21.0,0.0,0.0,1,8.0,1~GD,21.0,1.0,20180518142722.0,11086^21077,,0.0,0.0
517,,,第2节,第2节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,2.0,0.8,^,18.0,21.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518142731.0,11086^21077,,0.0,0.0
518,,,第2节,第2节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,2.0,0.83,^,18.0,21.0,0.0,0.0,1,8.0,1~GD,13.0,1.0,20180518142731.0,11086^21077,,0.0,0.0
519,,,第2节,第2节,155.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,155.5,2.0,0.83,^,18.0,21.0,0.0,0.0,1,8.0,1~GD,5.0,1.0,20180518142739.0,11086^21077,,0.0,0.0
520,,,第2节,第2节,154.5,7.5,0.0,-7.5,0.0,169.5,0.83,169.5,0.83,154.5,2.0,0.83,^,18.0,21.0,0.0,0.0,1,8.0,1~GD,5.0,1.0,20180518142739.0,11086^21077,,0.0,0.0
