,AM,AS,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,KC,KI,MD,OD,PG,PI,RO,S1,S2,S3,S4,S5,S6,SC,SC_a,SC_h,SD,SU,TC,TD,TM,TO,TS,TT,TU,VC,VS,WA_ODD,WH_ODD
867,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.87,145.5,0.8,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,2.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,49.0,1.0,20180721124835.0,11077.0,,0.47,0.0
868,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.8,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,2.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,49.0,1.0,20180721124835.0,11077.0,,0.47,0.0
869,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,2.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,0.0,20180721124841.0,11077.0,,0.47,0.0
870,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,2.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,0.0,20180721124841.0,11086.0,,0.47,0.0
871,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,2.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,0.0,20180721124852.0,11086.0,,0.47,0.0
872,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,2.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,0.0,20180721124852.0,11086.0,,0.47,0.0
873,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,2.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,0.0,20180721124853.0,11086.0,,0.47,0.0
874,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,0.0,20180721124853.0,11086.0,,0.47,0.0
875,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,1.0,20180721124903.0,11086.0,,0.47,0.0
876,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,1.0,20180721124903.0,11086.0,,0.47,0.0
877,,,第3节,1.0,第3节,-5.5,0.83,5.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,1.0,20180721124904.0,11086.0,,0.47,0.0
878,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,145.5,0.83,145.5,0.83,-6.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,1.0,20180721124904.0,11086.0,,0.47,0.0
879,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,145.5,0.87,145.5,0.83,6.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,1.0,20180721124904.0,21077.0,,0.47,0.0
880,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,144.5,0.87,145.5,0.8,144.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,43.0,1.0,20180721124904.0,21077.0,,0.47,0.0
881,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,144.5,0.87,144.5,0.8,144.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,35.0,1.0,20180721124912.0,21077.0,,0.47,0.0
882,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,144.5,0.83,144.5,0.83,144.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,35.0,1.0,20180721124912.0,21077.0,,0.47,0.0
883,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,144.5,0.83,144.5,0.83,144.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124915.0,21077.0,,0.47,0.0
884,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,145.5,0.83,144.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124915.0,11086.0,,0.47,0.0
885,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124915.0,11086.0,,0.47,0.0
886,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124924.0,11086.0,,0.47,0.0
887,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124924.0,21078.0,,0.47,0.0
888,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,145.5,0.83,145.5,0.83,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,3.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124925.0,21078.0,,0.47,0.0
889,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,146.5,0.83,145.5,0.83,146.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124925.0,21078.0,,0.47,0.0
890,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,47.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124925.0,21078.0,,0.47,0.0
891,,,第3节,1.0,第3节,-6.5,0.83,6.5,0.83,146.5,0.83,146.5,0.83,146.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,48.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124936.0,21078.0,,0.47,0.0
892,,,第3节,1.0,第3节,-6.5,0.77,6.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2^2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,48.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124936.0,21079^21078,,0.47,0.0
893,,,第3节,1.0,第3节,-6.5,0.77,6.5,0.91,146.5,0.87,146.5,0.8,146.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2^2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124946.0,21079^21078,,0.47,0.0
894,,,第3节,1.0,第3节,-8.5,0.87,8.5,0.91,146.5,0.87,146.5,0.8,-8.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2^2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,0.0,20180721124946.0,21079^21078,,0.47,0.0
895,,,第3节,1.0,第3节,-8.5,0.87,8.5,0.8,146.5,0.87,146.5,0.8,8.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,1.0,20180721124949.0,21079.0,,0.47,0.0
896,,,第3节,1.0,第3节,-8.5,0.87,8.5,0.8,146.5,0.87,146.5,0.8,8.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,1.0,20180721124949.0,21079.0,,0.47,0.0
897,,,第3节,1.0,第3节,-8.5,0.87,8.5,0.8,146.5,0.87,146.5,0.8,8.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,1.0,20180721124950.0,21079.0,,0.47,0.0
898,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,146.5,0.87,146.5,0.8,-7.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,31.0,1.0,20180721124950.0,21079.0,,0.47,0.0
899,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,146.5,0.83,146.5,0.83,7.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,23.0,1.0,20180721124958.0,11077.0,,0.47,0.0
900,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.91,146.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,23.0,1.0,20180721124958.0,11077.0,,0.47,0.0
901,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125003.0,11077.0,,0.47,0.0
902,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125003.0,11077.0,,0.47,0.0
903,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125004.0,11077.0,,0.47,0.0
904,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,147.5,0.8,145.5,0.87,147.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125004.0,21086.0,,0.47,0.0
905,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,147.5,0.8,147.5,0.87,147.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125004.0,21086.0,,0.47,0.0
906,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,147.5,0.8,147.5,0.87,147.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125011.0,21086.0,,0.47,0.0
907,,,第3节,1.0,第3节,-6.5,0.8,6.5,0.8,147.5,0.8,147.5,0.87,-6.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125011.0,21086.0,,0.47,0.0
908,,,第3节,1.0,第3节,-6.5,0.8,6.5,0.87,147.5,0.83,147.5,0.87,6.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125011.0,11078.0,,0.47,0.0
909,,,第3节,1.0,第3节,-6.5,0.8,6.5,0.87,146.5,0.83,147.5,0.83,146.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125011.0,11078.0,,0.47,0.0
910,,,第3节,1.0,第3节,-6.5,0.8,6.5,0.87,146.5,0.83,146.5,0.83,146.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125011.0,11078.0,,0.47,0.0
911,,,第3节,1.0,第3节,-6.5,0.8,6.5,0.87,146.5,0.83,146.5,0.83,146.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125032.0,11078.0,,0.47,0.0
912,,,第3节,1.0,第3节,-7.5,0.83,7.5,0.87,146.5,0.83,146.5,0.83,-7.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,75.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125032.0,11078.0,,0.47,0.0
913,,,第3节,1.0,第3节,-7.5,0.83,7.5,0.83,146.5,0.91,146.5,0.83,7.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2^2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,66.7,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125032.0,11080^11078,,0.47,0.0
914,,,第3节,1.0,第3节,-7.5,0.83,7.5,0.83,145.5,0.91,146.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2^2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,66.7,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125032.0,11080^11078,,0.47,0.0
915,,,第3节,1.0,第3节,-7.5,0.83,7.5,0.83,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2^2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,66.7,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,0.0,20180721125032.0,11080^11078,,0.47,0.0
916,,,第3节,1.0,第3节,-7.5,0.83,7.5,0.83,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,1:2^2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,66.7,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,1.0,20180721125047.0,11080^11078,,0.47,0.0
917,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,1.0,20180721125047.0,11080.0,,0.47,0.0
918,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,1.0,20180721125054.0,11080.0,,0.47,0.0
919,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,1.0,20180721125054.0,11080.0,,0.47,0.0
920,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.91,145.5,0.77,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,1.0,20180721125059.0,11080.0,,0.47,0.0
921,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.87,145.5,0.8,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,1.0,20180721125059.0,11080.0,,0.47,0.0
922,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.87,145.5,0.8,145.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,1.0,20180721125100.0,11080.0,,0.47,0.0
923,,,第3节,1.0,第3节,-8.5,0.87,8.5,0.8,145.5,0.87,145.5,0.8,-8.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,2:2,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,18.0,1.0,20180721125100.0,11080.0,,0.47,0.0
924,,,第3节,1.0,第3节,-8.5,0.87,8.5,0.8,145.5,0.83,145.5,0.83,8.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,10.0,1.0,20180721125108.0,21077.0,,0.47,0.0
925,,,第3节,1.0,第3节,-8.5,0.87,8.5,0.8,145.5,0.83,145.5,0.83,8.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,10.0,1.0,20180721125108.0,21077.0,,0.47,0.0
926,,,第3节,1.0,第3节,-8.5,0.87,8.5,0.8,145.5,0.8,145.5,0.87,8.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,4.0,1.0,20180721125112.0,21077.0,,0.47,0.0
927,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.8,145.5,0.87,-7.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,4.0,1.0,20180721125112.0,21077.0,,0.47,0.0
928,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,145.5,0.83,145.5,0.87,7.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,4.0,1.0,20180721125112.0,11077.0,,0.47,0.0
929,,,第3节,1.0,第3节,-7.5,0.87,7.5,0.8,144.5,0.83,145.5,0.83,144.5,1.0,"#C40010,#0A0A0A,#0A0A0A,#0A0A0A,#C40010,#0046A8,#3D4A4E",1.0,3.0,0.0,,0.0,1.0,3.0,14.0,6.0,3.0,4.0,60.0,43.0,43.0,49.0,0.0,0.0,#C40010,1,5.0,1~GD,4.0,1.0,20180721125112.0,11077.0,,0.47,0.0
