,AM,AS,CP,ED,HA,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KI,MD,OD,PG,PI,S1_h,S2_h,S3_h,S4_h,S5_h,S6_h,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD
569,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,,,2.0,12.0,4.0,2.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,20.0,0,,21081.0,0.66,1.1
570,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,,,2.0,12.0,4.0,2.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,20.0,0,,21081.0,0.66,1.1
571,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,,,2.0,12.0,4.0,2.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,19.0,0,,21081.0,0.66,1.1
572,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,,,2.0,12.0,4.0,1.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,19.0,0,,21081.0,0.66,1.1
573,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,,,2.0,12.0,4.0,1.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,24.0,0,,21081.0,0.66,1.1
574,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.47,,,2.0,12.0,4.0,1.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,24.0,0,,21081.0,0.66,1.1
575,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.47,,,2.0,12.0,4.0,1.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,26.0,0,,21081.0,0.66,1.1
576,44.0,5.0,第2节,第2节,5.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,5.5,1.0,2.0,0.8,,,2.0,12.0,4.0,1.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,26.0,0,,21077.0,0.66,1.1
577,44.0,5.0,第2节,第2节,-5.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-5.5,1.0,2.0,0.87,,,2.0,12.0,4.0,1.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,26.0,0,,21077.0,0.66,1.1
578,44.0,5.0,第2节,第2节,147.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,147.5,1.0,2.0,0.87,,,2.0,12.0,4.0,1.0,4.0,100.0,34.0,31.0,0.0,1,1.0,GD,26.0,0,,21077.0,0.66,1.1
579,44.0,5.0,第2节,第2节,147.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,147.5,1.0,2.0,0.0,,,2.0,12.0,4.0,1.0,4.0,100.0,34.0,36.0,0.0,1,1.0,GD,26.0,0,,21077.0,0.66,1.1
580,44.0,5.0,第2节,第2节,147.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,147.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,34.0,36.0,0.0,1,1.0,GD,26.0,0,,21074.0,0.66,1.1
581,44.0,5.0,第2节,第2节,147.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,147.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,1.0,GD,7.0,0,,11077.0,0.66,1.1
582,44.0,5.0,第2节,第2节,147.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,147.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,1.0,GD,7.0,0,,11077.0,0.66,1.1
583,44.0,5.0,第2节,第2节,147.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,147.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,1.0,GD,5.0,0,,11077.0,0.66,1.1
584,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,1.0,GD,5.0,0,,11077.0,0.66,1.1
585,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,46.0,0,,11077.0,0.66,1.1
586,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.83,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,46.0,0,,21077.0,0.66,1.1
587,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.83,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,46.0,0,,21077.0,0.66,1.1
588,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,46.0,0,,21077.0,0.66,1.1
589,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,44.0,0,,21077.0,0.66,1.1
590,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,44.0,0,,11077.0,0.66,1.1
591,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,30.0,0,,11077.0,0.66,1.1
592,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.8,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,30.0,0,,11077.0,0.66,1.1
593,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.87,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,30.0,0,,11077.0,0.66,1.1
594,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,30.0,0,,11077.0,0.66,1.1
595,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,32.0,0,,11081.0,0.66,1.1
596,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,32.0,0,,11077.0,0.66,1.1
597,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,4.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11077.0,0.66,1.1
598,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,21086.0,0.66,1.1
599,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.83,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11077.0,0.66,1.1
600,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.83,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11077.0,0.66,1.1
601,44.0,5.0,第2节,第2节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11077.0,0.66,1.1
602,44.0,5.0,第2节,第2节,4.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,4.5,1.0,2.0,0.0,1:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
603,44.0,5.0,第2节,第2节,-4.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-4.5,1.0,2.0,0.0,1:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
604,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,1:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
605,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,1.75,1:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
606,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,1:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,31.0,0.0,1,0.0,GD,20.0,0,,11079.0,0.66,1.1
607,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,2:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,32.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
608,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,2:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,32.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
609,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,2:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,32.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
610,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.8,2:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,32.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
611,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.87,2:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,32.0,0.0,1,0.0,GD,20.0,0,,11078.0,0.66,1.1
612,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.87,2:2,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,32.0,0.0,1,0.0,GD,20.0,0,,11079.0,0.66,1.1
613,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.87,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
614,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
615,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,1.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
616,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,1.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
617,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,1.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
618,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,1.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
619,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
620,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
621,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,20.0,0,,21077.0,0.66,1.1
622,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,19.0,0,,21077.0,0.66,1.1
623,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,19.0,0,,21077.0,0.66,1.1
624,44.0,5.0,第2节,第2节,146.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,146.5,1.0,2.0,0.45,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,8.0,0,,21077.0,0.66,1.1
625,44.0,5.0,第2节,第2节,3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,3.5,1.0,2.0,0.83,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,8.0,0,,11077.0,0.66,1.1
626,44.0,5.0,第2节,第2节,-3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-3.5,1.0,2.0,0.83,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,8.0,0,,11077.0,0.66,1.1
627,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.83,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,8.0,0,,11077.0,0.66,1.1
628,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.0,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,8.0,0,,11077.0,0.66,1.1
629,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,3.0,0,,11077.0,0.66,1.1
630,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,3.0,0,,1083.0,0.66,1.1
631,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,5.0,100.0,36.0,33.0,0.0,1,0.0,GD,3.0,0,,1083.0,0.66,1.1
632,44.0,5.0,第2节,第2节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,0.0,GD,3.0,0,,1083.0,0.66,1.1
633,44.0,5.0,第2节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,0.0,GD,3.0,0,,1083.0,0.66,1.1
634,44.0,5.0,第2节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,0.0,GD,3.0,0,,1083.0,0.66,1.1
635,44.0,5.0,第3节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,0.0,GD,3.0,0,,1083.0,0.66,1.1
636,44.0,5.0,第3节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,3.0,0,,1083.0,0.66,1.1
637,44.0,5.0,第3节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
638,44.0,5.0,第3节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
639,44.0,5.0,第3节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.47,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
640,44.0,5.0,第3节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.87,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
641,44.0,5.0,第3节,第3节,145.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.87,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
642,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,145.5,1.0,2.0,0.8,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
643,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.8,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
644,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.8,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
645,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.8,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
646,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.0,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
647,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,2.0,0.0,1.0,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,10.0,GD,0.0,0,,1083.0,0.66,1.1
648,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,3.0,0.45,,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,9.0,GD,59.0,0,,1089.0,0.66,1.1
649,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,3.0,0.45,,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,9.0,GD,59.0,0,,11077.0,0.66,1.1
650,44.0,5.0,第3节,第3节,144.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,144.5,1.0,3.0,0.45,,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,9.0,GD,38.0,0,,21077.0,0.66,1.1
651,44.0,5.0,第3节,第3节,4.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,4.5,1.0,3.0,0.77,,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,9.0,GD,38.0,0,,21077.0,0.66,1.1
652,44.0,5.0,第3节,第3节,-4.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-4.5,1.0,3.0,0.91,,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,9.0,GD,15.0,0,,11077.0,0.66,1.1
653,44.0,5.0,第3节,第3节,3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,3.5,1.0,3.0,0.87,,,2.0,13.0,4.0,1.0,0.0,100.0,36.0,33.0,0.0,1,9.0,GD,15.0,0,,11077.0,0.66,1.1
654,44.0,5.0,第3节,第3节,-3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-3.5,1.0,3.0,0.8,,,2.0,13.0,4.0,1.0,1.0,100.0,36.0,33.0,0.0,1,9.0,GD,15.0,0,,21086.0,0.66,1.1
655,44.0,5.0,第3节,第3节,-3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-3.5,1.0,3.0,0.8,,,2.0,13.0,4.0,1.0,1.0,100.0,36.0,33.0,0.0,1,9.0,GD,14.0,0,,11077.0,0.66,1.1
656,44.0,5.0,第3节,第3节,2.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,2.5,1.0,3.0,0.83,,,2.0,13.0,4.0,1.0,1.0,100.0,36.0,33.0,0.0,1,9.0,GD,14.0,0,,11077.0,0.66,1.1
657,44.0,5.0,第3节,第3节,-2.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-2.5,1.0,3.0,0.83,,,2.0,13.0,4.0,1.0,1.0,100.0,36.0,33.0,0.0,1,9.0,GD,1.0,0,,11077.0,0.66,1.1
658,44.0,5.0,第3节,第3节,-2.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-2.5,1.0,3.0,0.83,,,2.0,13.0,4.0,1.0,1.0,100.0,36.0,33.0,0.0,1,9.0,GD,1.0,0,,11074.0,0.66,1.1
659,44.0,5.0,第3节,第3节,-2.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-2.5,1.0,3.0,0.83,,,2.0,13.0,4.0,1.0,1.0,100.0,36.0,35.0,0.0,1,9.0,GD,1.0,0,,21077.0,0.66,1.1
660,44.0,5.0,第3节,第3节,-2.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-2.5,1.0,3.0,0.83,,,2.0,13.0,4.0,1.0,1.0,100.0,36.0,35.0,0.0,1,9.0,GD,0.0,0,,21077.0,0.66,1.1
661,44.0,5.0,第3节,第3节,-2.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-2.5,1.0,3.0,0.83,,,2.0,14.0,4.0,1.0,1.0,100.0,36.0,38.0,0.0,1,9.0,GD,0.0,0,,21074.0,0.66,1.1
662,44.0,5.0,第3节,第3节,-2.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-2.5,1.0,3.0,0.83,,,2.0,14.0,4.0,1.0,1.0,100.0,38.0,35.0,0.0,1,9.0,GD,0.0,0,,11077.0,0.66,1.1
663,44.0,5.0,第3节,第3节,-2.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-2.5,1.0,3.0,0.83,,,2.0,14.0,4.0,1.0,1.0,100.0,38.0,35.0,0.0,1,8.0,GD,43.0,0,,11077.0,0.66,1.1
664,44.0,5.0,第3节,第3节,3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,3.5,1.0,3.0,0.83,,,2.0,14.0,4.0,1.0,1.0,100.0,38.0,35.0,0.0,1,8.0,GD,43.0,0,,11077.0,0.66,1.1
665,44.0,5.0,第3节,第3节,-3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-3.5,1.0,3.0,0.83,,,2.0,14.0,4.0,1.0,1.0,100.0,38.0,35.0,0.0,1,8.0,GD,40.0,0,,11077.0,0.66,1.1
666,44.0,5.0,第3节,第3节,-3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-3.5,1.0,3.0,0.83,,,2.0,14.0,4.0,1.0,1.0,100.0,38.0,35.0,0.0,1,8.0,GD,40.0,0,,11077.0,0.66,1.1
667,44.0,5.0,第3节,第3节,-3.5,-2.5,0.83,2.5,0.83,143.5,0.83,143.5,0.83,-3.5,1.0,3.0,0.83,,,2.0,14.0,4.0,1.0,1.0,100.0,38.0,35.0,0.0,1,8.0,GD,27.0,0,,11077.0,0.66,1.1
