,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,PG,SC_a,SC_h,SU,TD,TM,TO,TS,TT,TU,VC
134,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,147.5,0.83,147.5,0.83,147.5,1.0,,12.0,4.0,0.0,1,6.0,GD,29.0,1.0,20180627165654.0,11077.0
135,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,147.5,0.83,147.5,0.83,147.5,1.0,,12.0,4.0,0.0,1,6.0,GD,29.0,0.0,20180627165654.0,11077.0
136,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,147.5,0.83,147.5,0.83,147.5,1.0,,12.0,4.0,0.0,0.0,6.0,GD,23.0,0.0,20180627165700.0,11077.0
137,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,147.5,0.83,147.5,0.83,147.5,1.0,,12.0,4.0,0.0,0.0,6.0,GD,23.0,0.0,20180627165700.0,11077.0
138,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,147.5,0.83,147.5,0.83,147.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,23.0,0.0,20180627165700.0,11077.0
139,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,147.5,0.83,147.5,0.83,147.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,23.0,1.0,20180627165715.0,11077.0
140,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,147.5,0.83,147.5,0.83,147.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,23.0,1.0,20180627165715.0,11077.0
141,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,147.5,0.83,147.5,0.83,147.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,22.0,1.0,20180627165716.0,11077.0
142,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,22.0,1.0,20180627165716.0,11077.0
143,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,11.0,1.0,20180627165727.0,11077.0
144,44.0,5.0,,第1节,-1.5,0.87,1.5,0.8,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,11.0,0.0,20180627165727.0,21077.0
145,44.0,5.0,,第1节,-1.5,0.87,1.5,0.8,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,0.0,6.0,GD,7.0,0.0,20180627165730.0,21077.0
146,44.0,5.0,,第1节,-1.5,0.87,1.5,0.8,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,0.0,6.0,GD,7.0,0.0,20180627165730.0,21077.0
147,44.0,5.0,,第1节,-1.5,0.87,1.5,0.8,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,7.0,0.0,20180627165730.0,21077.0
148,44.0,5.0,,第1节,-1.5,0.87,1.5,0.8,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,7.0,1.0,20180627165732.0,21077.0
149,44.0,5.0,,第1节,-1.5,0.87,1.5,0.8,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,7.0,1.0,20180627165732.0,21077.0
150,44.0,5.0,,第1节,-1.5,0.87,1.5,0.8,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,6.0,1.0,20180627165733.0,21077.0
151,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,146.5,0.8,146.5,0.87,146.5,1.0,,12.0,4.0,0.0,1.0,6.0,GD,6.0,0.0,20180627165733.0,11077.0
152,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,146.5,0.8,146.5,0.87,146.5,1.0,,12.0,4.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,11077.0
153,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,146.5,0.8,146.5,0.87,146.5,1.0,,12.0,4.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,11086.0
154,44.0,5.0,,第1节,-1.5,0.83,1.5,0.83,145.5,0.8,145.5,0.87,145.5,1.0,,12.0,4.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
155,44.0,5.0,,第1节,-1.5,0.83,1.5,0.83,145.5,0.8,145.5,0.87,145.5,1.0,,12.0,4.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21086.0
156,44.0,5.0,,第1节,-1.5,0.91,1.5,0.77,145.5,0.83,145.5,0.83,145.5,1.0,,12.0,4.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,11077.0
157,44.0,5.0,,第1节,-1.5,0.77,-1.5,0.91,145.5,0.83,145.5,0.83,-1.5,1.0,,12.0,4.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,11077.0
158,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,145.5,0.83,145.5,0.83,1.5,1.0,1:1,12.0,4.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,11078.0
159,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,145.5,0.83,145.5,0.83,1.5,1.0,1:1,12.0,4.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,11079.0
160,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,145.5,0.83,145.5,0.83,1.5,1.0,,12.0,5.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
161,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,5.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
162,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,5.0,1.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
163,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,5.0,1.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
164,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,5.0,1.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
165,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,7.0,1.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
166,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
167,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
168,44.0,5.0,,第1节,1.5,0.77,-1.5,0.91,146.5,0.83,146.5,0.83,146.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
169,44.0,5.0,,第1节,1.5,0.83,-2.5,0.83,146.5,0.83,146.5,0.83,-2.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
170,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,146.5,0.83,148.5,0.8,2.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
171,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,148.5,0.87,148.5,0.8,148.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,52.0,0.0,20180627165747.0,21077.0
172,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,148.5,0.87,148.5,0.8,148.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,52.0,1.0,20180627165826.0,21077.0
173,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,148.5,0.87,148.5,0.8,148.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,52.0,1.0,20180627165826.0,21077.0
174,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,148.5,0.87,148.5,0.8,148.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,51.0,1.0,20180627165827.0,21077.0
175,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,148.5,0.87,148.5,0.8,148.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,51.0,1.0,20180627165827.0,21074.0
176,44.0,5.0,,第1节,2.5,0.8,-1.5,0.87,148.5,0.87,148.5,0.8,-1.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,51.0,1.0,20180627165827.0,11077.0
177,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,148.5,0.87,150.5,0.83,1.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,51.0,1.0,20180627165827.0,11077.0
178,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,12.0,7.0,0.0,1.0,5.0,GD,51.0,1.0,20180627165827.0,11077.0
179,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,40.0,1.0,20180627165838.0,11077.0
180,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,40.0,1.0,20180627165838.0,11077.0
181,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,40.0,1.0,20180627165839.0,11077.0
182,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,40.0,1.0,20180627165839.0,11077.0
183,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,36.0,1.0,20180627165842.0,11077.0
184,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,36.0,0.0,20180627165842.0,11077.0
185,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11077.0
186,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,21086.0
187,44.0,5.0,,第1节,1.5,0.8,-1.5,0.87,150.5,0.83,150.5,0.83,150.5,1.0,,14.0,7.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11077.0
188,44.0,5.0,,第1节,1.5,0.83,-2.5,0.83,150.5,0.8,150.5,0.87,-2.5,1.0,1:2,14.0,7.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11078.0
189,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,150.5,0.8,151.5,0.87,2.5,1.0,1:2,14.0,7.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11078.0
190,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,151.5,0.8,151.5,0.87,151.5,1.0,1:2,14.0,7.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11078.0
191,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,151.5,0.8,151.5,0.87,151.5,1.0,1:2,14.0,7.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11079.0
192,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,151.5,0.8,151.5,0.87,151.5,1.0,2:2,14.0,8.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11078.0
193,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,2:2,14.0,8.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11078.0
194,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,2:2,14.0,8.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,11079.0
195,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,29.0,0.0,20180627165849.0,21077.0
196,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,29.0,1.0,20180627170020.0,21077.0
197,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,152.5,0.83,152.5,0.83,152.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,28.0,1.0,20180627170020.0,21077.0
198,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,28.0,1.0,20180627170020.0,21077.0
199,44.0,5.0,,第1节,2.5,0.83,-2.5,0.83,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,12.0,1.0,20180627170037.0,21077.0
200,44.0,5.0,,第1节,2.5,0.87,-2.5,0.8,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,12.0,1.0,20180627170037.0,21077.0
201,44.0,5.0,,第1节,2.5,0.87,-2.5,0.8,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,11.0,1.0,20180627170037.0,21077.0
202,44.0,5.0,,第1节,2.5,0.87,-2.5,0.8,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,11.0,1.0,20180627170037.0,11077.0
203,44.0,5.0,,第1节,2.5,0.87,-3.5,0.8,151.5,0.83,151.5,0.83,-3.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,11.0,1.0,20180627170037.0,11074.0
204,44.0,5.0,,第1节,3.5,0.87,-3.5,0.8,151.5,0.83,153.5,0.87,3.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,11.0,1.0,20180627170037.0,21077.0
205,44.0,5.0,,第1节,3.5,0.87,-3.5,0.8,153.5,0.8,153.5,0.87,153.5,1.0,,14.0,9.0,0.0,1.0,5.0,GD,11.0,1.0,20180627170037.0,21077.0
206,44.0,5.0,,第1节,3.5,0.87,-3.5,0.8,153.5,0.8,153.5,0.87,153.5,1.0,,14.0,11.0,0.0,1.0,5.0,GD,2.0,1.0,20180627170046.0,21077.0
207,44.0,5.0,,第1节,3.5,0.87,-3.5,0.8,153.5,0.8,153.5,0.87,153.5,1.0,,14.0,11.0,0.0,1.0,5.0,GD,2.0,1.0,20180627170046.0,21077.0
208,44.0,5.0,,第1节,3.5,0.87,-3.5,0.8,153.5,0.8,153.5,0.87,153.5,1.0,,14.0,11.0,0.0,1.0,5.0,GD,1.0,1.0,20180627170047.0,21077.0
209,44.0,5.0,,第1节,3.5,0.87,-3.5,0.8,152.5,0.87,152.5,0.8,152.5,1.0,,14.0,11.0,0.0,1.0,5.0,GD,1.0,1.0,20180627170047.0,21077.0
210,44.0,5.0,,第1节,3.5,0.87,-3.5,0.87,152.5,0.87,152.5,0.8,152.5,1.0,,14.0,11.0,0.0,1.0,5.0,GD,1.0,1.0,20180627170047.0,11077.0
211,44.0,5.0,,第1节,3.5,0.8,-4.5,0.87,152.5,0.87,152.5,0.8,-4.5,1.0,,14.0,11.0,0.0,1.0,5.0,GD,1.0,1.0,20180627170047.0,11077.0
212,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,152.5,0.87,151.5,0.83,4.5,1.0,,14.0,11.0,0.0,1.0,5.0,GD,1.0,1.0,20180627170047.0,11077.0
213,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,11.0,0.0,1.0,5.0,GD,1.0,1.0,20180627170047.0,11077.0
214,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,11.0,0.0,1.0,4.0,GD,41.0,1.0,20180627170107.0,11077.0
215,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,11.0,0.0,1.0,4.0,GD,41.0,1.0,20180627170107.0,11074.0
216,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,11.0,0.0,1.0,4.0,GD,35.0,1.0,20180627170113.0,21077.0
217,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,151.5,0.83,151.5,0.83,151.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,35.0,1.0,20180627170113.0,21077.0
218,44.0,5.0,,第1节,4.5,0.83,-5.5,0.83,151.5,0.83,151.5,0.83,-5.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,35.0,1.0,20180627170113.0,21077.0
219,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,151.5,0.83,153.5,0.83,5.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,35.0,1.0,20180627170113.0,21077.0
220,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,35.0,1.0,20180627170113.0,21077.0
221,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,14.0,13.0,0.0,0.0,4.0,GD,35.0,0.0,20180627170114.0,21077.0
222,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,14.0,13.0,0.0,0.0,4.0,GD,35.0,0.0,20180627170114.0,21077.0
223,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,35.0,0.0,20180627170114.0,21077.0
224,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,35.0,0.0,20180627170114.0,21081.0
225,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,34.0,1.0,20180627170242.0,11077.0
226,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,34.0,1.0,20180627170242.0,11077.0
227,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,153.5,0.83,153.5,0.83,153.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,28.0,1.0,20180627170248.0,11077.0
228,44.0,5.0,,第1节,5.5,0.83,-5.5,0.83,152.5,0.87,152.5,0.8,152.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,28.0,1.0,20180627170248.0,11077.0
229,44.0,5.0,,第1节,5.5,0.83,-5.5,0.87,152.5,0.87,152.5,0.8,152.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,28.0,1.0,20180627170248.0,21077.0
230,44.0,5.0,,第1节,5.5,0.8,-4.5,0.87,152.5,0.87,152.5,0.8,-4.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,28.0,1.0,20180627170248.0,21077.0
231,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,152.5,0.87,152.5,0.8,4.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,19.0,1.0,20180627170257.0,21077.0
232,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,19.0,1.0,20180627170257.0,21077.0
233,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,18.0,1.0,20180627170258.0,21077.0
234,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,14.0,13.0,0.0,1.0,4.0,GD,18.0,1.0,20180627170258.0,21074.0
235,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,16.0,13.0,0.0,1.0,4.0,GD,18.0,1.0,20180627170258.0,11077.0
236,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,16.0,13.0,0.0,1.0,4.0,GD,18.0,1.0,20180627170258.0,11075.0
237,44.0,5.0,,第1节,4.5,0.8,-4.5,0.87,154.5,0.83,154.5,0.83,154.5,1.0,,16.0,16.0,0.0,1.0,4.0,GD,18.0,1.0,20180627170258.0,21077.0
238,44.0,5.0,,第1节,4.5,0.87,-5.5,0.8,154.5,0.83,154.5,0.83,-5.5,1.0,,16.0,16.0,0.0,1.0,4.0,GD,18.0,1.0,20180627170258.0,21077.0
239,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,154.5,0.83,157.5,0.83,5.5,1.0,,16.0,16.0,0.0,1.0,4.0,GD,18.0,1.0,20180627170258.0,21077.0
240,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,16.0,0.0,1.0,4.0,GD,18.0,1.0,20180627170258.0,21077.0
241,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,16.0,0.0,1.0,4.0,GD,7.0,1.0,20180627170309.0,21077.0
242,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,16.0,0.0,1.0,4.0,GD,7.0,1.0,20180627170309.0,21077.0
243,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,16.0,0.0,1.0,4.0,GD,6.0,1.0,20180627170310.0,21077.0
244,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,16.0,0.0,1.0,4.0,GD,6.0,1.0,20180627170310.0,21077.0
245,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,16.0,0.0,1.0,3.0,GD,45.0,1.0,20180627170331.0,21077.0
246,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,16.0,0.0,1.0,3.0,GD,45.0,1.0,20180627170331.0,21074.0
247,44.0,5.0,,第1节,5.5,0.87,-5.5,0.8,157.5,0.83,157.5,0.83,157.5,1.0,,18.0,16.0,0.0,1.0,3.0,GD,45.0,1.0,20180627170331.0,11077.0
248,44.0,5.0,,第1节,5.5,0.83,-4.5,0.83,157.5,0.83,157.5,0.83,-4.5,1.0,,18.0,16.0,0.0,1.0,3.0,GD,45.0,1.0,20180627170331.0,11077.0
249,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,157.5,0.83,158.5,0.83,4.5,1.0,,18.0,16.0,0.0,1.0,3.0,GD,45.0,1.0,20180627170331.0,11077.0
250,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,16.0,0.0,1.0,3.0,GD,45.0,1.0,20180627170331.0,11077.0
251,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,16.0,0.0,1.0,3.0,GD,45.0,1.0,20180627170332.0,11077.0
252,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,16.0,0.0,1.0,3.0,GD,39.0,0.0,20180627170332.0,11077.0
253,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,16.0,0.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
254,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,16.0,1.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
255,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,16.0,1.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
256,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,16.0,1.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
257,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,18.0,1.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
258,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,18.0,18.0,1.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
259,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,16.0,18.0,1.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
260,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
261,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
262,44.0,5.0,,第1节,4.5,0.83,-4.5,0.83,158.5,0.83,158.5,0.83,158.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
263,44.0,5.0,,第1节,4.5,0.83,-7.5,0.83,158.5,0.83,158.5,0.83,-7.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
264,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,158.5,0.83,157.5,0.83,7.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
265,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,0.0,20180627170337.0,11077.0
266,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,1.0,20180627170354.0,11077.0
267,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,1.0,20180627170354.0,11077.0
268,44.0,5.0,,第1节,7.5,0.83,-7.5,0.83,157.5,0.83,157.5,0.83,157.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,1.0,20180627170355.0,11077.0
269,44.0,5.0,,第1节,7.5,0.8,-6.5,0.87,157.5,0.83,157.5,0.83,-6.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,1.0,20180627170355.0,21077.0
270,44.0,5.0,,第1节,6.5,0.8,-6.5,0.87,157.5,0.83,160.5,0.87,6.5,1.0,,16.0,18.0,0.0,1.0,3.0,GD,39.0,1.0,20180627170355.0,21077.0
