,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,PI,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
86,44.0,5.0,4.0,8.5,0.0,-8.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,3.0,1:3^2:3,1.0,6,,22.0,31.0,17.0,2.0,1.0,5.0,8.0,81.6,77.3,87.0,79.0,0,1,1.0,25.0,0.0,20180924174727.0,11079^11078,15.0,0.006666666666666667
87,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,3.0,2:3^3:3,1.0,6,,22.0,32.0,17.0,2.0,1.0,5.0,8.0,82.1,77.3,88.0,79.0,0,1,1.0,25.0,0.0,20180924174737.0,11079^11078,17.0,0.004
88,44.0,5.0,4.0,8.5,0.0,-8.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,3.0,3:3^,1.0,6,,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,88.0,79.0,0,1,1.0,25.0,1.0,20180924174748.0,11080^21077,15.0,0.006666666666666667
89,44.0,5.0,4.0,8.5,0.0,-8.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,3.0,,1.0,6,,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,88.0,79.0,0,1,1.0,16.0,1.0,20180924174757.0,21077.0,17.0,0.004
90,44.0,5.0,4.0,8.5,0.0,-8.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,2.0,,1.0,6,,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,88.0,79.0,0,1,1.0,8.0,1.0,20180924174805.0,21077.0,17.0,0.004
91,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,,1.0,6,,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,88.0,79.0,0,1,1.0,7.0,1.0,20180924174806.0,11077.0,17.0,0.004
92,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,,1.0,6,,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,88.0,79.0,0,1,0.0,58.0,1.0,20180924174814.0,11077.0,17.0,0.004
93,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,,1.0,6,,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,88.0,79.0,0,1,0.0,50.0,1.0,20180924174822.0,11077.0,17.0,0.004
94,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,^,1.0,6,17.0,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,90.0,79.0,0,1,0.0,44.0,1.0,20180924174830.0,11074^21077,17.0,0.004
95,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,,1.0,6,17.0,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,90.0,79.0,0,1,0.0,44.0,1.0,20180924174831.0,21077.0,17.0,0.004
96,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,,1.0,6,17.0,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,90.0,79.0,0,1,0.0,43.0,0.0,20180924174833.0,21077.0,17.0,0.004
97,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,,1.0,6,17.0,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,90.0,79.0,0,1,0.0,43.0,1.0,20180924174835.0,21077.0,17.0,0.004
98,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,,1.0,6,17.0,22.0,32.0,17.0,2.0,1.0,5.0,8.0,80.0,77.3,90.0,79.0,0,1,0.0,35.0,0.0,20180924174840.0,21077.0,17.0,0.004
99,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,^,1.0,6,17.0,22.0,32.0,17.0,2.0,1.0,6.0,8.0,80.0,77.3,90.0,79.0,0,1,0.0,35.0,0.0,20180924174847.0,11086^21077,17.0,0.004
100,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,1:2,1.0,6,17.0,22.0,32.0,17.0,2.0,1.0,6.0,8.0,80.0,77.3,90.0,79.0,0,1,0.0,35.0,0.0,20180924174848.0,21078.0,17.0,0.004
101,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,1:2^2:2,1.0,6,17.0,22.0,32.0,18.0,2.0,1.0,6.0,8.0,80.0,78.3,90.0,80.0,0,1,0.0,35.0,0.0,20180924174901.0,21079^21078,17.0,0.004
102,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,32.0,19.0,2.0,1.0,6.0,8.0,80.0,79.2,90.0,81.0,0,1,0.0,35.0,0.0,20180924174909.0,21079^11077,17.0,0.004
103,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,32.0,19.0,2.0,1.0,6.0,8.0,80.0,79.2,90.0,81.0,0,1,0.0,35.0,1.0,20180924174911.0,21079^11077,17.0,0.004
104,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,32.0,19.0,2.0,1.0,6.0,8.0,80.0,79.2,90.0,81.0,0,1,0.0,34.0,0.0,20180924174911.0,21079^11077,17.0,0.004
105,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,32.0,19.0,2.0,1.0,6.0,8.0,80.0,79.2,90.0,81.0,0,1,0.0,34.0,1.0,20180924174934.0,21079^11077,17.0,0.004
106,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,32.0,19.0,2.0,1.0,6.0,8.0,80.0,79.2,90.0,81.0,0,1,0.0,25.0,1.0,20180924174942.0,21079^11077,17.0,0.004
107,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,32.0,19.0,2.0,1.0,6.0,8.0,80.0,79.2,90.0,81.0,0,1,0.0,20.0,0.0,20180924174948.0,21079^11077,17.0,0.004
108,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,^,1.0,6,17.0,22.0,32.0,19.0,2.0,1.0,6.0,9.0,80.0,79.2,90.0,81.0,0,1,0.0,20.0,0.0,20180924175000.0,21086^11077,17.0,0.004
109,44.0,5.0,4.0,9.5,0.0,-9.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,1:2,1.0,6,17.0,22.0,32.0,19.0,2.0,1.0,6.0,9.0,80.0,79.2,90.0,81.0,0,1,0.0,20.0,0.0,20180924175002.0,11078.0,17.0,0.004
110,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,1:2^2:2,1.0,6,17.0,22.0,33.0,19.0,2.0,1.0,6.0,9.0,80.5,79.2,91.0,81.0,0,1,0.0,20.0,0.0,20180924175011.0,11079^11078,17.0,0.004
111,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,20.0,0.0,20180924175023.0,11079^21077,17.0,0.004
112,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,20.0,1.0,20180924175023.0,11079^21077,17.0,0.004
113,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,19.0,0.0,20180924175025.0,11079^21077,17.0,0.004
114,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,19.0,1.0,20180924175028.0,11079^21077,17.0,0.004
115,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,10.0,1.0,20180924175036.0,11079^21077,17.0,0.004
116,44.0,5.0,4.0,10.5,0.0,-10.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,4.0,1.0,20180924175041.0,21094.0,17.0,0.004
117,44.0,5.0,4.0,11.5,0.0,-11.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,0.0,0.0,20180924175047.0,11077.0,17.0,0.004
118,44.0,5.0,4.0,11.5,0.0,-11.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,0.0,0.0,20180924175047.0,1084.0,17.0,0.004
119,44.0,5.0,4.0,11.5,0.0,-11.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,0.0,0.0,20180924175050.0,1084.0,17.0,0.004
120,44.0,5.0,4.0,11.5,0.0,-11.5,0.0,174.5,0.9090909090909091,174.5,0.7692307692307693,1.0,2:2^,1.0,6,17.0,22.0,34.0,19.0,2.0,1.0,6.0,9.0,81.0,79.2,92.0,81.0,0,1,0.0,0.0,0.0,20180924175050.0,1084.0,17.0,0.004
