,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,LM,PG,S1_a,S1_h,S2,S2_a,S2_h,S3,S3_a,S3_h,S4,S4_a,S4_h,S5,S5_a,S5_h,S6,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
28,,,4.0,-2.5,0.0,2.5,0.0,1.0,,9,7,29.0,28,32,,13,16,1.0,1,2,,5,4,,72.2,66.7,99,101,0,1,0.0,7.0,1.0,20181018023519.0,21077.0
29,,,4.0,-2.5,0.0,2.5,0.0,1.0,^,9,7,29.0,28,32,,13,16,1.0,1,2,6.0,5,4,,72.2,66.7,99,101,0,1,0.0,4.0,0.0,20181018023523.0,11086^21077
30,,,4.0,-3.5,0.0,3.5,0.0,2.0,1:2,9,7,29.0,28,32,,13,16,1.0,1,2,6.0,5,4,64.0,72.2,66.7,99,101,0,1,0.0,4.0,0.0,20181018023523.0,21078.0
31,,,4.0,-3.5,0.0,3.5,0.0,1.0,2:2^,9,7,29.0,28,32,17.0,13,16,1.0,1,2,6.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,4.0,0.0,20181018023618.0,21079^11077
32,,,4.0,-3.5,0.0,3.5,0.0,1.0,,9,7,29.0,28,32,17.0,13,16,1.0,1,2,6.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,4.0,0.0,20181018023619.0,11077.0
33,44.0,5.0,4.0,-3.5,0.0,3.5,0.0,1.0,,9,7,29.0,28,32,17.0,13,16,0.0,1,2,6.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,4.0,0.0,20181018023624.0,11081.0
34,44.0,5.0,4.0,-3.5,0.0,3.5,0.0,1.0,,9,7,29.0,28,32,17.0,13,16,0.0,1,2,6.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,4.0,0.0,20181018023632.0,11081.0
35,44.0,5.0,4.0,-3.5,0.0,3.5,0.0,1.0,,9,7,29.0,28,32,17.0,13,16,0.0,1,2,6.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,0.0,0.0,20181018023637.0,11081.0
36,,,4.0,-3.5,0.0,3.5,0.0,1.0,,9,7,29.0,28,32,17.0,13,16,0.0,1,2,6.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,12.0,0.0,20181018023751.0,11077.0
37,,,4.0,-3.5,0.0,3.5,0.0,1.0,,9,7,29.0,28,32,17.0,13,16,0.0,1,2,6.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,12.0,1.0,20181018023808.0,11077.0
38,,,4.0,-3.5,0.0,3.5,0.0,1.0,,9,7,29.0,28,32,17.0,13,16,0.0,1,2,6.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,11.0,1.0,20181018023808.0,11077.0
39,,,4.0,-3.5,0.0,3.5,0.0,1.0,^,9,7,29.0,28,32,17.0,13,16,0.0,1,2,5.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,3.0,0.0,20181018023816.0,21086^11077
40,,,4.0,-3.5,0.0,3.5,0.0,2.0,1:2,9,7,29.0,28,32,17.0,13,16,0.0,1,2,5.0,5,4,65.4,72.2,66.7,99,102,0,1,0.0,3.0,0.0,20181018023817.0,11078.0
41,,,4.0,-1.5,0.0,1.5,0.0,2.0,1:2^2:2,9,7,29.0,28,32,14.0,13,16,0.0,1,2,5.0,5,4,73.7,72.2,66.7,100,102,0,1,0.0,3.0,0.0,20181018023838.0,11079^11078
42,,,4.0,-1.5,0.0,1.5,0.0,1.0,1:2^2:2,9,7,29.0,28,32,14.0,13,16,0.0,1,2,5.0,5,4,73.7,72.2,66.7,100,102,0,1,0.0,0.0,0.0,20181018023847.0,11079^11078
43,,,4.0,-1.5,0.0,1.5,0.0,1.0,2:2^,9,7,29.0,28,32,15.0,13,16,0.0,1,2,5.0,5,4,75.0,72.2,66.7,101,102,0,1,0.0,6.0,0.0,20181018023906.0,11079^21077
44,,,4.0,-1.5,0.0,1.5,0.0,1.0,,9,7,29.0,28,32,15.0,13,16,0.0,1,2,5.0,5,4,75.0,72.2,66.7,101,102,0,1,0.0,6.0,0.0,20181018023908.0,21077.0
45,,,4.0,-1.5,0.0,1.5,0.0,1.0,,9,7,29.0,28,32,15.0,13,16,0.0,1,2,5.0,5,4,75.0,72.2,66.7,101,102,0,1,0.0,6.0,1.0,20181018023913.0,21077.0
46,,,4.0,-1.5,0.0,1.5,0.0,1.0,^,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,75.0,72.2,66.7,101,102,0,1,0.0,1.0,0.0,20181018023918.0,11086^21077
47,,,4.0,-2.5,0.0,2.5,0.0,2.0,1:2,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,75.0,72.2,66.7,101,102,0,1,0.0,1.0,0.0,20181018023918.0,21078.0
48,,,4.0,-2.5,0.0,2.5,0.0,2.0,1:2,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,75.0,72.2,66.7,101,102,0,1,0.0,1.0,0.0,20181018023943.0,21078.0
49,,,4.0,-1.5,0.0,1.5,0.0,2.0,1:2^2:2,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,63.0,72.2,66.7,101,102,0,1,0.0,5.0,0.0,20181018023946.0,21080^21078
50,,,4.0,-1.5,0.0,1.5,0.0,2.0,2:2^,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,5.0,1.0,20181018024009.0,21080^11077
51,,,4.0,-1.5,0.0,1.5,0.0,2.0,,9,7,29.0,28,32,15.0,13,16,-1.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,5.0,1.0,20181018024009.0,11077.0
52,,,4.0,-1.5,0.0,1.5,0.0,2.0,,9,7,29.0,28,32,15.0,13,16,-1.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,5.0,1.0,20181018024149.0,11077.0
53,,,4.0,-1.5,0.0,1.5,0.0,2.0,,9,7,29.0,28,32,15.0,13,16,-1.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,5.0,1.0,20181018024149.0,11077.0
54,,,4.0,-1.5,0.0,1.5,0.0,2.0,,9,7,29.0,28,32,15.0,13,16,-1.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,2.0,0.0,20181018024151.0,11077.0
55,,,4.0,-1.5,0.0,1.5,0.0,1.0,,9,7,29.0,28,32,15.0,13,16,-1.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,2.0,0.0,20181018024159.0,21077.0
56,44.0,5.0,4.0,-1.5,0.0,1.5,0.0,1.0,,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,2.0,0.0,20181018024224.0,21081.0
57,,,4.0,-1.5,0.0,1.5,0.0,1.0,,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,2.0,0.0,20181018024355.0,21077.0
58,,,4.0,-1.5,0.0,1.5,0.0,1.0,,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,2.0,1.0,20181018024355.0,21077.0
59,,,4.0,-1.5,0.0,1.5,0.0,1.0,,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,0.0,0.0,20181018024356.0,21077.0
60,,,4.0,-1.5,0.0,1.5,0.0,1.0,,9,7,29.0,28,32,15.0,13,16,0.0,1,2,7.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,0.0,0.0,20181018024406.0,21077.0
61,,,4.0,-1.5,0.0,1.5,0.0,1.0,1:2,9,7,29.0,28,32,15.0,13,16,0.0,1,2,8.0,5,4,60.7,72.2,66.7,101,102,0,1,0.0,0.0,0.0,20181018024406.0,21078.0
62,,,4.0,-2.5,0.0,2.5,0.0,1.0,1:2^2:2,9,7,29.0,28,32,18.0,13,16,0.0,1,2,8.0,5,4,62.1,72.2,66.7,101,103,0,1,0.0,1.0,0.0,20181018024419.0,21079^21078
63,,,4.0,-2.5,0.0,2.5,0.0,1.0,2:2^,9,7,29.0,28,32,19.0,13,16,0.0,1,2,8.0,5,4,63.3,72.2,66.7,101,104,0,1,0.0,1.0,0.0,20181018024505.0,21079^11077
64,,,4.0,-2.5,0.0,2.5,0.0,1.0,,9,7,29.0,28,32,19.0,13,16,0.0,1,2,8.0,5,4,63.3,72.2,66.7,101,104,0,1,0.0,1.0,0.0,20181018024506.0,11077.0
65,,,4.0,-2.5,0.0,2.5,0.0,1.0,,9,7,29.0,28,32,19.0,13,16,0.0,1,2,8.0,5,4,63.3,72.2,66.7,101,104,0,1,0.0,1.0,1.0,20181018024511.0,11077.0
66,,,4.0,-2.5,0.0,2.5,0.0,1.0,,9,7,29.0,28,32,19.0,13,16,0.0,1,2,8.0,5,4,63.3,72.2,66.7,101,104,0,1,0.0,0.0,0.0,20181018024513.0,11077.0
67,,,4.0,-2.5,0.0,2.5,0.0,1.0,,9,7,29.0,28,32,19.0,13,16,0.0,1,2,8.0,5,4,63.3,72.2,66.7,101,104,0,1,0.0,0.0,0.0,20181018024517.0,11094.0
68,,,4.0,-2.5,0.0,2.5,0.0,1.0,,9,7,29.0,28,32,19.0,13,16,0.0,1,2,8.0,5,4,63.3,72.2,66.7,101,104,0,1,0.0,0.0,0.0,20181018024518.0,21077.0
69,,,4.0,-2.5,0.0,2.5,0.0,1.0,,9,7,29.0,28,32,19.0,13,16,0.0,1,2,8.0,5,4,63.3,72.2,66.7,101,104,0,1,0.0,0.0,0.0,20181018024523.0,21077.0
70,,,4.0,-2.5,0.0,2.5,0.0,1.0,,9,7,29.0,28,32,19.0,13,16,0.0,1,2,8.0,5,4,63.3,72.2,66.7,101,104,0,1,0.0,0.0,0.0,20181018024523.0,1084.0
