,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,PG,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,4.0,-13.5,0.8695652173913043,13.5,0.8,139.5,0.8,139.5,0.8695652173913043,,,4.0,8,9.0,19.0,24.0,7,3,1.0,2.0,5.0,96.0,70.0,54,69,0,1,4.0,46.0,0,20181021062920,21086^11077
1,,,4.0,-12.5,0.7692307692307693,12.5,0.9090909090909091,140.5,0.8333333333333334,140.5,0.8333333333333334,6.0,1:2,4.0,8,9.0,19.0,24.0,7,3,1.0,2.0,5.0,96.0,70.0,54,69,0,1,4.0,46.0,0,20181021062921.0,11078.0
2,,,4.0,-12.5,0.8333333333333334,12.5,0.8333333333333334,141.5,0.7142857142857143,141.5,1.0,6.0,1:2^2:2,4.0,8,9.0,19.0,25.0,7,3,1.0,2.0,5.0,96.2,70.0,55,69,0,1,4.0,46.0,0,20181021062930.0,11079^11078
3,,,4.0,-12.5,0.8695652173913043,12.5,0.8,141.5,0.8333333333333334,141.5,0.8333333333333334,7.0,2:2^,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,46.0,0,20181021062944.0,11079^21077
4,,,4.0,-12.5,0.8695652173913043,12.5,0.8,141.5,0.8333333333333334,141.5,0.8333333333333334,7.0,2:2^,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,45.0,0,20181021062944.0,11079^21077
5,,,4.0,-12.5,0.8695652173913043,12.5,0.8,141.5,0.8,141.5,0.8695652173913043,7.0,,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,44.0,0,20181021062948.0,21077.0
6,,,4.0,-12.5,0.8695652173913043,12.5,0.8,140.5,0.9090909090909091,140.5,0.7692307692307693,6.0,,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,35.0,0,20181021062956.0,21077.0
7,,,4.0,-12.5,0.8695652173913043,12.5,0.8,140.5,0.8,140.5,0.8695652173913043,6.0,,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,27.0,0,20181021063004.0,21077.0
8,,,4.0,-11.5,0.8695652173913043,11.5,0.8,140.5,1.0,140.5,0.8695652173913043,5.0,,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,22.0,0,20181021063013.0,21077.0
9,,,4.0,-11.5,0.8695652173913043,11.5,0.8,140.5,1.0,140.5,0.7142857142857143,7.0,,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,22.0,0,20181021063013.0,11077.0
10,,,4.0,-11.5,0.8695652173913043,11.5,0.8,140.5,0.7142857142857143,140.5,1.0,7.0,,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,6.0,0,20181021063027.0,11077.0
11,,,4.0,-11.5,0.8695652173913043,11.5,0.8,138.5,1.0,138.5,0.7142857142857143,7.0,,4.0,8,9.0,19.0,26.0,7,3,1.0,2.0,5.0,96.3,70.0,56,69,0,1,4.0,5.0,0.0,20181021063028.0,11077.0
12,,,4.0,-11.5,0.8695652173913043,11.5,0.8,138.5,1.0,138.5,0.7142857142857143,7.0,^,4.0,8,9.0,19.0,26.0,7,3,1.0,3.0,5.0,96.3,70.0,56,69,0,1,4.0,6.0,0.0,20181021063050.0,11086^21077
13,44.0,5.0,4.0,-11.5,0.8695652173913043,11.5,0.8,138.5,1.0,138.5,0.7142857142857143,7.0,,4.0,8,9.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,56,69,0,1,4.0,6.0,0.0,20181021063051.0,21081.0
14,,,4.0,-11.5,0.8695652173913043,11.5,0.8,138.5,1.0,138.5,0.7142857142857143,7.0,,4.0,8,9.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,56,69,0,1,4.0,6.0,0.0,20181021063201.0,21077.0
15,,,4.0,-11.5,0.8695652173913043,11.5,0.8,138.5,1.0,138.5,0.7142857142857143,7.0,,4.0,8,9.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,56,69,0,1,4.0,5.0,0.0,20181021063201.0,21077.0
16,,,4.0,-11.5,0.8695652173913043,11.5,0.8,138.5,1.0,138.5,0.7142857142857143,7.0,,4.0,8,9.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,56,69,0,1,4.0,4.0,0.0,20181021063205.0,21077.0
17,,,4.0,-11.5,0.8695652173913043,11.5,0.8,138.5,0.8333333333333334,138.5,0.8333333333333334,7.0,,4.0,8,9.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,56,69,0,1,3.0,55.0,0.0,20181021063213.0,21077.0
18,,,4.0,-11.5,0.8695652173913043,11.5,0.8,137.5,1.0,137.5,0.7142857142857143,7.0,,4.0,8,9.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,56,69,0,1,3.0,47.0,0.0,20181021063221.0,21077.0
19,,,4.0,-11.5,0.8695652173913043,11.5,0.8,137.5,1.0,137.5,0.7142857142857143,7.0,,4.0,8,9.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,56,69,0,1,3.0,47.0,0.0,20181021063222.0,11077.0
20,,,4.0,-11.5,0.8695652173913043,11.5,0.8,137.5,0.8333333333333334,137.5,0.8333333333333334,6.0,,4.0,8,9.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,56,69,0,1,3.0,38.0,0.0,20181021063231.0,11077.0
21,,,4.0,-10.5,0.8695652173913043,10.5,0.8,139.5,0.8,139.5,0.8695652173913043,7.0,^,4.0,8,10.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,69,0,1,3.0,36.0,0.0,20181021063233.0,11074^21077
22,,,4.0,-10.5,0.8695652173913043,10.5,0.8,139.5,0.7692307692307693,139.5,0.9090909090909091,7.0,,4.0,8,10.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,69,0,1,3.0,34.0,0.0,20181021063235.0,21077.0
23,,,4.0,-10.5,0.8695652173913043,10.5,0.8,138.5,0.9090909090909091,138.5,0.7692307692307693,7.0,,4.0,8,10.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,69,0,1,3.0,25.0,0.0,20181021063243.0,21077.0
24,,,4.0,-10.5,0.8,10.5,0.8695652173913043,138.5,0.7692307692307693,138.5,0.9090909090909091,7.0,,4.0,8,10.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,69,0,1,3.0,17.0,0.0,20181021063251.0,21077.0
25,,,4.0,-10.5,0.8,10.5,0.8695652173913043,137.5,0.9090909090909091,137.5,0.7692307692307693,7.0,,4.0,8,10.0,19.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,69,0,1,3.0,9.0,0.0,20181021063300.0,21077.0
26,,,4.0,-11.5,0.8,11.5,0.8695652173913043,139.5,1.0,139.5,0.7142857142857143,5.0,^,4.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,71,0,1,3.0,12.0,0.0,20181021063300.0,21074^11077
27,,,4.0,-11.5,0.8,11.5,0.8695652173913043,139.5,1.0,139.5,0.7142857142857143,5.0,,4.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,71,0,1,3.0,11.0,0.0,20181021063302.0,11077.0
28,,,4.0,-11.5,0.8,11.5,0.8695652173913043,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,,4.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,71,0,1,3.0,2.0,0.0,20181021063310.0,11077.0
29,,,4.0,-11.5,0.7692307692307693,11.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,,4.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,58,71,0,1,2.0,54.0,0.0,20181021063318.0,11077.0
30,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,,4.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,54.0,0.0,20181021063318.0,11077.0
31,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,^,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,54.0,0.0,20181021063318.0,11075^21077
32,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,^,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,37.0,0.0,20181021063336.0,11075^21077
33,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,^,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,37.0,0.0,20181021063350.0,11075^21077
34,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,^,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,37.0,0.0,20181021063351.0,11075^21077
35,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,^,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,37.0,1.0,20181021063353.0,11075^21077
36,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,^,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,36.0,1.0,20181021063353.0,11075^21077
37,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,36.0,1.0,20181021063354.0,21077.0
38,,,4.0,-9.5,0.7692307692307693,9.5,0.9090909090909091,139.5,0.8333333333333334,139.5,0.8333333333333334,5.0,,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,27.0,1.0,20181021063402.0,21077.0
39,,,4.0,-9.5,0.7142857142857143,9.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,4.0,,5.0,8,10.0,20.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,71,0,1,2.0,19.0,1.0,20181021063410.0,21077.0
40,,,4.0,-10.5,0.7142857142857143,10.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,^,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,2.0,25.0,1.0,20181021063413.0,21074^11077
41,,,4.0,-10.5,0.7142857142857143,10.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,2.0,24.0,1.0,20181021063415.0,11077.0
42,,,4.0,-10.5,0.7142857142857143,10.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,2.0,15.0,1.0,20181021063423.0,11077.0
43,,,4.0,-10.5,0.7142857142857143,10.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,2.0,7.0,1.0,20181021063431.0,11077.0
44,,,4.0,-10.5,0.7142857142857143,10.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,2.0,7.0,1.0,20181021063437.0,11077.0
45,,,4.0,-10.5,0.7142857142857143,10.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,2.0,7.0,1.0,20181021063446.0,11077.0
46,,,4.0,-10.5,0.7142857142857143,10.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,2.0,7.0,1.0,20181021063447.0,11077.0
47,,,4.0,-11.5,0.7142857142857143,11.5,1.0,139.5,0.8333333333333334,139.5,0.8333333333333334,3.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,2.0,1.0,1.0,20181021063448.0,11077.0
48,,,4.0,-12.5,0.0,12.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,1.0,52.0,1.0,20181021063456.0,21077.0
49,,,4.0,-12.5,0.0,12.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,1.0,44.0,1.0,20181021063504.0,21077.0
50,,,4.0,-12.5,0.0,12.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,1.0,39.0,0.0,20181021063509.0,21077.0
51,,,4.0,-12.5,0.0,12.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,1.0,39.0,1.0,20181021063531.0,21077.0
52,,,4.0,-12.5,0.0,12.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,21.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,73,0,1,1.0,41.0,1.0,20181021063532.0,21077.0
53,,,4.0,-13.5,0.0,13.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,^,5.0,8,10.0,22.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,75,0,1,1.0,37.0,1.0,20181021063536.0,21074^11077
54,,,4.0,-13.5,0.0,13.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,22.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,75,0,1,1.0,37.0,1.0,20181021063537.0,11077.0
55,,,4.0,-13.5,0.0,13.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,22.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,75,0,1,1.0,28.0,1.0,20181021063545.0,11077.0
56,,,4.0,-13.5,0.0,13.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,22.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,75,0,1,1.0,20.0,1.0,20181021063553.0,11077.0
57,,,4.0,-13.5,0.0,13.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,,5.0,8,10.0,22.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,61,75,0,1,1.0,19.0,0.0,20181021063554.0,11077.0
58,,,4.0,-12.5,0.0,12.5,0.0,139.5,0.8333333333333334,139.5,0.8333333333333334,1.0,^,5.0,8,11.0,22.0,26.0,7,3,0.0,3.0,5.0,96.3,70.0,63,75,0,1,1.0,20.0,0.0,20181021063607.0,11074^21077
