,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,MD,OD,PG,PI,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,-3.5,0.83,3.5,0.83,172.5,0.8,172.5,0.87,,,,,,,2,,3,,2,,4,,4,,100.0,,14,,0.0,1,1.0,30.0,0,20180721012900,21086^11077,0.0,0.0
1,,,,,-3.5,0.83,3.5,0.83,172.5,0.8,172.5,0.87,,,,,,,2,,3,,2,,4,,4,,100.0,,14,,0.0,1,1.0,30.0,1.0,20180721012928.0,21086^11077,0.0,0.0
2,,,,,-3.5,0.83,3.5,0.83,171.5,0.87,172.5,0.8,171.5,,,,,,2,,3,,2,,4,,4,,100.0,,14,,0.0,1,1.0,30.0,1.0,20180721012928.0,21086^11077,0.0,0.0
3,,,,,-3.5,0.83,3.5,0.83,171.5,0.87,171.5,0.8,171.5,,,,,,2,,3,,2,,4,,4,,100.0,,14,,0.0,1,1.0,29.0,1.0,20180721012928.0,21086^11077,0.0,0.0
4,,,,,-3.5,0.83,3.5,0.83,171.5,0.83,171.5,0.83,171.5,,,,,,2,,3,,2,,4,,4,,100.0,,14,,0.0,1,1.0,29.0,1.0,20180721012937.0,11077.0,0.0,0.0
5,,,,,-3.5,0.83,3.5,0.83,171.5,0.83,171.5,0.83,171.5,,,,,,2,,3,,2,,4,,4,,100.0,,14,,0.0,1,1.0,21.0,1.0,20180721012937.0,11077.0,0.0,0.0
6,,,,,-3.5,0.83,3.5,0.83,174.5,0.83,171.5,0.83,174.5,,,,,,2,,3,,2,,4,,4,,100.0,,14,,0.0,1,1.0,21.0,1.0,20180721012937.0,11077.0,0.0,0.0
7,,,,,-3.5,0.83,3.5,0.83,174.5,0.83,174.5,0.83,174.5,,0.71,,,,2,,3,,2,,4,,4,,100.0,,14,,0.0,1,1.0,21.0,1.0,20180721012937.0,11077.0,0.0,0.0
8,,,,,-3.5,0.83,3.5,0.83,174.5,0.83,174.5,0.83,174.5,,1.0,,,,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,14.0,1.0,20180721012943.0,11077.0,0.0,0.0
9,,,,,-1.5,0.83,1.5,0.83,174.5,0.83,174.5,0.83,-1.5,,1.0,,,,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,14.0,1.0,20180721012943.0,11077.0,0.0,0.0
10,,,,,-1.5,0.83,1.5,0.83,174.5,0.83,174.5,0.83,1.5,,1.0,^,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,14.0,1.0,20180721012944.0,11075^21077,0.0,0.0
11,,,,,-1.5,0.83,1.5,0.83,174.5,0.83,174.5,0.83,1.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,14.0,1.0,20180721012944.0,21077.0,0.0,0.0
12,,,,,-1.5,0.83,1.5,0.83,174.5,0.83,174.5,0.83,1.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,13.0,0.0,20180721012946.0,21077.0,0.0,0.0
13,,,,,-1.5,0.83,1.5,0.83,174.5,0.83,174.5,0.83,1.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,13.0,0.0,20180721012946.0,21077.0,0.0,0.0
14,,,,,-1.5,0.83,1.5,0.83,174.5,0.83,174.5,0.83,1.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,13.0,1.0,20180721013007.0,21077.0,0.0,0.0
15,,,,,-1.5,0.83,1.5,0.83,174.5,0.83,174.5,0.83,1.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,12.0,1.0,20180721013007.0,21077.0,0.0,0.0
16,,,,,-1.5,0.83,1.5,0.83,174.5,0.8,174.5,0.87,1.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,12.0,1.0,20180721013008.0,21077.0,0.0,0.0
17,,,,,-1.5,0.83,1.5,0.83,174.5,0.8,174.5,0.87,1.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,11.0,1.0,20180721013008.0,21077.0,0.0,0.0
18,,,,,-1.5,0.83,1.5,0.83,173.5,0.83,174.5,0.87,173.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,11.0,1.0,20180721013016.0,21077.0,0.0,0.0
19,,,,,-1.5,0.83,1.5,0.83,173.5,0.83,173.5,0.83,173.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,3.0,1.0,20180721013016.0,21077.0,0.0,0.0
20,,,,,-1.5,0.83,1.5,0.83,172.5,0.83,173.5,0.83,172.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,1.0,3.0,1.0,20180721013016.0,21077.0,0.0,0.0
21,,,,,-1.5,0.83,1.5,0.83,172.5,0.83,172.5,0.83,172.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,0.0,55.0,1.0,20180721013024.0,21077.0,0.0,0.0
22,,,,,-1.5,0.83,1.5,0.83,175.5,0.8,172.5,0.87,175.5,,1.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,0.0,55.0,1.0,20180721013024.0,21077.0,0.0,0.0
23,,,,,-1.5,0.83,1.5,0.83,175.5,0.8,175.5,0.87,175.5,,0.0,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,19.0,0.0,1,0.0,55.0,1.0,20180721013024.0,21077.0,0.0,0.0
24,,,,,-1.5,0.83,1.5,0.83,175.5,0.8,175.5,0.87,175.5,,1.25,,,3.0,2,,3,,2,,4,,4,,100.0,17.0,17,21.0,0.0,1,0.0,54.0,1.0,20180721013025.0,21077.0,0.0,0.0
