,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
11,,3.0,17.5,0.8,-17.5,0.8695652173913043,121.5,0.8695652173913043,121.5,0.8,,,,,2,1.0,10.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,36.0,23.0,0,1,9.0,20.0,0.0,20181020105043.0,21077.0,10.0,0.02
12,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,121.5,0.8695652173913043,121.5,0.8,,,,,2,1.0,10.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,36.0,23.0,0,1,9.0,20.0,0.0,20181020105108.0,11077.0,10.5,0.016666666666666666
13,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,121.5,0.8695652173913043,121.5,0.8,,,,,2,1.0,10.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,36.0,23.0,0,1,9.0,20.0,0.0,20181020105111.0,11077.0,10.5,0.016666666666666666
14,,3.0,19.5,0.7692307692307693,-19.5,0.9090909090909091,124.5,0.8,124.5,0.8695652173913043,13.0,,,,2,1.0,10.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,23.0,0,1,9.0,20.0,0.0,20181020105115.0,11077.0,13.0,0.011111111111111112
15,,3.0,19.5,0.7692307692307693,-19.5,0.9090909090909091,124.5,0.8,124.5,0.8695652173913043,13.0,,,,2,1.0,11.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,23.0,0,1,9.0,20.0,0.0,20181020105115.0,21077.0,13.0,0.011111111111111112
16,,3.0,19.5,0.7692307692307693,-19.5,0.9090909090909091,124.5,0.8,124.5,0.8695652173913043,13.0,,,,2,1.0,11.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,23.0,0,1,9.0,20.0,0.0,20181020105129.0,21095.0,13.0,0.011111111111111112
17,,3.0,19.5,0.8333333333333334,-19.5,0.8333333333333334,124.5,0.8,124.5,0.8695652173913043,13.0,,,,2,1.0,11.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,23.0,0,1,9.0,20.0,0.0,20181020105132.0,11077.0,13.0,0.011111111111111112
18,,3.0,19.5,0.8333333333333334,-19.5,0.8333333333333334,124.5,0.8,124.5,0.8695652173913043,13.0,,,,2,1.0,11.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,23.0,0,1,9.0,20.0,0.0,20181020105138.0,11095.0,13.0,0.011111111111111112
19,,3.0,19.5,0.7692307692307693,-19.5,0.9090909090909091,124.5,0.8,124.5,0.8695652173913043,13.0,,,,2,1.0,11.0,8.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,23.0,0,1,9.0,20.0,0.0,20181020105141.0,21077.0,13.0,0.011111111111111112
20,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,^,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,20.0,0.0,20181020105150.0,21074^11077,10.0,0.02
21,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,20.0,0.0,20181020105151.0,11077.0,10.0,0.02
22,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,20.0,0.0,20181020105207.0,11095.0,10.0,0.02
23,,3.0,17.5,0.8,-17.5,0.8695652173913043,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,20.0,0.0,20181020105210.0,21077.0,10.0,0.02
24,,3.0,17.5,0.8,-17.5,0.8695652173913043,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,20.0,0.0,20181020105214.0,21094.0,10.0,0.02
25,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,20.0,0.0,20181020105217.0,11077.0,10.0,0.02
26,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,20.0,1.0,20181020105233.0,11077.0,10.0,0.02
27,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,19.0,1.0,20181020105233.0,11077.0,10.0,0.02
28,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,15.0,1.0,20181020105239.0,11095.0,10.0,0.02
29,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,126.5,0.8,126.5,0.8695652173913043,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,9.0,11.0,1.0,20181020105242.0,11095.0,10.0,0.02
30,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,121.5,0.8695652173913043,121.5,0.8,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,8.0,5.0,1.0,20181020105248.0,11077.0,11.0,0.015151515151515152
31,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,121.5,0.8333333333333334,121.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,7.0,56.0,1.0,20181020105256.0,11077.0,11.0,0.015151515151515152
32,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,121.5,0.8,121.5,0.8695652173913043,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,7.0,56.0,0.0,20181020105257.0,11077.0,11.0,0.015151515151515152
33,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,121.5,0.8,121.5,0.8695652173913043,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,0.0,71.4,83.3,38.0,25.0,0,1,7.0,56.0,0.0,20181020105303.0,11077.0,11.0,0.015151515151515152
34,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,121.5,0.8,121.5,0.8695652173913043,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,1.0,71.4,83.3,38.0,25.0,0,1,7.0,56.0,0.0,20181020105305.0,21086.0,11.0,0.015151515151515152
35,,3.0,17.5,0.8695652173913043,-17.5,0.8,122.5,0.8333333333333334,122.5,0.8333333333333334,14.0,,1:2,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,1.0,71.4,83.3,38.0,25.0,0,1,7.0,56.0,0.0,20181020105308.0,11078.0,11.5,0.013333333333333334
36,,3.0,17.5,0.8,-17.5,0.8695652173913043,121.5,0.8695652173913043,121.5,0.8,14.0,,1:2^2:2,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,1.0,66.7,83.3,38.0,25.0,0,1,7.0,56.0,0.0,20181020105317.0,11080^11078,10.5,0.016666666666666666
37,,3.0,17.5,0.9090909090909091,-17.5,0.7692307692307693,121.5,0.8695652173913043,121.5,0.8,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,38.0,25.0,0,1,7.0,56.0,0.0,20181020105317.0,1077.0,10.5,0.016666666666666666
38,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,121.5,0.8,121.5,0.8695652173913043,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,38.0,25.0,0,1,7.0,54.0,0.0,20181020105328.0,21077.0,10.0,0.02
39,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,120.5,0.8333333333333334,120.5,0.8333333333333334,14.0,,,,2,1.0,11.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,38.0,25.0,0,1,7.0,45.0,0.0,20181020105336.0,21077.0,10.0,0.02
40,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,120.5,0.8333333333333334,120.5,0.8333333333333334,14.0,,,,2,2.0,11.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,38.0,25.0,0,1,7.0,45.0,0.0,20181020105336.0,11077.0,10.0,0.02
41,,3.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,^,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,38.0,0.0,20181020105344.0,11074^21077,9.5,0.025
42,,3.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,126.5,0.8333333333333334,126.5,0.8333333333333334,14.0,,,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,38.0,0.0,20181020105345.0,21077.0,9.5,0.025
43,,3.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,125.5,0.8333333333333334,125.5,0.8333333333333334,14.0,,,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,29.0,0.0,20181020105353.0,21077.0,9.5,0.025
44,,3.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,125.5,0.8,125.5,0.8695652173913043,14.0,,,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,21.0,0.0,20181020105401.0,21077.0,9.5,0.025
45,,3.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,124.5,0.8695652173913043,124.5,0.8,14.0,,,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,19.0,0.0,20181020105403.0,21077.0,9.5,0.025
46,,3.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,124.5,0.8695652173913043,124.5,0.8,14.0,,,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,19.0,1.0,20181020105411.0,21077.0,9.5,0.025
47,,3.0,15.5,0.8333333333333334,-15.5,0.8333333333333334,124.5,0.8695652173913043,124.5,0.8,14.0,,,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,18.0,1.0,20181020105411.0,21077.0,9.5,0.025
48,,3.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,124.5,0.8333333333333334,124.5,0.8333333333333334,14.0,,,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,13.0,1.0,20181020105417.0,11077.0,10.0,0.02
49,,3.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,124.5,0.8333333333333334,124.5,0.8333333333333334,14.0,,,,2,2.0,12.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,13.0,1.0,20181020105419.0,11077.0,10.0,0.02
50,,3.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,124.5,0.8333333333333334,124.5,0.8333333333333334,14.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,7.0,13.0,1.0,20181020105419.0,21077.0,10.0,0.02
51,,3.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,124.5,0.8333333333333334,124.5,0.8333333333333334,14.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,59.0,1.0,20181020105430.0,21077.0,10.0,0.02
52,,3.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,124.5,0.8333333333333334,124.5,0.8333333333333334,14.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,51.0,1.0,20181020105438.0,21077.0,10.0,0.02
53,,3.0,16.5,0.8333333333333334,-16.5,0.8333333333333334,124.5,0.8,124.5,0.8695652173913043,14.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,46.0,0.0,20181020105444.0,21077.0,10.0,0.02
54,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,124.5,0.7692307692307693,124.5,0.9090909090909091,12.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,46.0,0.0,20181020105446.0,11077.0,13.0,0.011111111111111112
55,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,124.5,0.7692307692307693,124.5,0.9090909090909091,12.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,46.0,1.0,20181020105458.0,11077.0,13.0,0.011111111111111112
56,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,124.5,0.8333333333333334,124.5,0.8333333333333334,12.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,37.0,1.0,20181020105506.0,11077.0,14.0,0.01
57,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,124.5,0.7692307692307693,124.5,0.9090909090909091,12.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,29.0,1.0,20181020105514.0,11077.0,14.0,0.01
58,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,12.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,25.0,0.0,20181020105518.0,11077.0,14.0,0.01
59,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,123.5,0.8695652173913043,123.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,25.0,0.0,20181020105522.0,21077.0,11.5,0.013333333333333334
60,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,123.5,0.8695652173913043,123.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,25.0,1.0,20181020105534.0,21077.0,11.5,0.013333333333333334
61,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,19.0,0.0,20181020105539.0,21077.0,11.5,0.013333333333333334
62,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,12.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,19.0,0.0,20181020105542.0,11077.0,14.0,0.01
63,,3.0,18.5,0.8333333333333334,-18.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,12.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,0.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,19.0,0.0,20181020105544.0,11077.0,14.0,0.01
64,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,19.0,0.0,20181020105544.0,21077.0,11.5,0.013333333333333334
65,,3.0,17.5,0.8333333333333334,-17.5,0.8333333333333334,123.5,0.8333333333333334,123.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,19.0,1.0,20181020105550.0,21077.0,11.5,0.013333333333333334
66,,3.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,122.5,0.8695652173913043,122.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,10.0,1.0,20181020105558.0,21077.0,11.5,0.013333333333333334
67,,3.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,122.5,0.8695652173913043,122.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,6.0,10.0,1.0,20181020105602.0,11077.0,11.5,0.013333333333333334
68,,3.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,124.5,0.8333333333333334,124.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,59.0,1.0,20181020105610.0,11077.0,11.5,0.013333333333333334
69,,3.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,124.5,0.7692307692307693,124.5,0.9090909090909091,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,51.0,1.0,20181020105618.0,11077.0,11.5,0.013333333333333334
70,,3.0,17.5,0.7692307692307693,-17.5,0.9090909090909091,123.5,0.8695652173913043,123.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,48.0,0.0,20181020105621.0,11077.0,11.5,0.013333333333333334
71,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,123.5,0.8695652173913043,123.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,48.0,0.0,20181020105623.0,21077.0,9.5,0.025
72,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,123.5,0.8695652173913043,123.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,48.0,0.0,20181020105639.0,11094.0,9.5,0.025
73,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,123.5,0.8695652173913043,123.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,48.0,0.0,20181020105643.0,21077.0,9.5,0.025
74,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,123.5,0.8695652173913043,123.5,0.8,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,48.0,1.0,20181020105644.0,21077.0,9.5,0.025
75,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,123.5,0.8333333333333334,123.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,45.0,0.0,20181020105646.0,21077.0,9.5,0.025
76,,3.0,15.5,0.7692307692307693,-15.5,0.9090909090909091,123.5,0.8333333333333334,123.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,46.0,0.0,20181020105652.0,21077.0,9.5,0.025
77,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,123.5,0.8333333333333334,123.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,46.0,0.0,20181020105653.0,11077.0,10.5,0.016666666666666666
78,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,123.5,0.8333333333333334,123.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,1.0,62.5,83.3,40.0,28.0,0,1,5.0,46.0,0.0,20181020105657.0,11077.0,10.5,0.016666666666666666
79,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,123.5,0.8333333333333334,123.5,0.8333333333333334,13.0,,1:2,,2,2.0,13.0,9.0,10.0,5,5,5,1.0,2.0,62.5,83.3,40.0,28.0,0,1,5.0,46.0,0.0,20181020105657.0,21086.0,10.5,0.016666666666666666
80,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,125.5,0.8333333333333334,125.5,0.8333333333333334,13.0,,1:2^2:2,,2,2.0,13.0,9.0,11.0,5,5,5,1.0,2.0,64.7,83.3,43.0,30.0,0,1,5.0,45.0,0.0,20181020105714.0,11079^11078,11.0,0.015151515151515152
81,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,125.5,0.8333333333333334,125.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,12.0,5,5,5,1.0,2.0,66.7,83.3,43.0,30.0,0,1,5.0,45.0,0.0,20181020105714.0,21077.0,11.0,0.015151515151515152
82,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,125.5,0.8333333333333334,125.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,12.0,5,5,5,1.0,2.0,66.7,83.3,43.0,30.0,0,1,5.0,45.0,1.0,20181020105732.0,21077.0,11.0,0.015151515151515152
83,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,125.5,0.8333333333333334,125.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,12.0,5,5,5,1.0,2.0,66.7,83.3,43.0,30.0,0,1,5.0,44.0,0.0,20181020105733.0,21077.0,11.0,0.015151515151515152
84,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,125.5,0.8333333333333334,125.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,12.0,5,5,5,1.0,2.0,66.7,83.3,43.0,30.0,0,1,5.0,44.0,1.0,20181020105737.0,21077.0,11.0,0.015151515151515152
85,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,125.5,0.8333333333333334,125.5,0.8333333333333334,13.0,,,,2,2.0,13.0,9.0,12.0,5,5,5,1.0,2.0,66.7,83.3,43.0,30.0,0,1,5.0,35.0,1.0,20181020105746.0,21077.0,11.0,0.015151515151515152
86,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,124.5,0.9090909090909091,124.5,0.7692307692307693,13.0,,,,2,2.0,13.0,9.0,12.0,5,5,5,1.0,2.0,66.7,83.3,43.0,30.0,0,1,5.0,31.0,0.0,20181020105750.0,21077.0,11.0,0.015151515151515152
87,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,124.5,0.9090909090909091,124.5,0.7692307692307693,13.0,,,,2,2.0,13.0,9.0,12.0,5,5,5,1.0,2.0,66.7,83.3,43.0,30.0,0,1,5.0,31.0,0.0,20181020105752.0,21095.0,11.0,0.015151515151515152
88,,3.0,16.5,0.7692307692307693,-16.5,0.9090909090909091,124.5,0.9090909090909091,124.5,0.7692307692307693,13.0,,,,2,2.0,13.0,9.0,12.0,5,5,5,1.0,2.0,66.7,83.3,43.0,30.0,0,1,5.0,31.0,0.0,20181020105755.0,21077.0,11.0,0.015151515151515152
