,AM,AS,CP,ED,FS,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,MS,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SD,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
10,,,,1.0,1.0,5.5,0.8333333333333334,-5.5,0.8333333333333334,150.5,0.8,150.5,0.8695652173913043,,,0.0,^,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,0,1,9.0,30.0,0.0,20181103003305.0,21086^11077,1.65,0.43478260869565216
11,,,,1.0,1.0,5.5,0.8333333333333334,-5.5,0.8333333333333334,150.5,0.8,150.5,0.8695652173913043,,,0.0,^,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,0,1,9.0,30.0,1.0,20181103003324.0,21086^11077,1.65,0.43478260869565216
12,,,,1.0,1.0,5.5,0.8333333333333334,-5.5,0.8333333333333334,150.5,0.8,150.5,0.8695652173913043,,,0.0,^,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,,,0.0,0,1,9.0,21.0,1.0,20181103003332.0,21086^11077,1.65,0.43478260869565216
13,,,,1.0,1.0,7.5,0.8333333333333334,-7.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,,,0.0,^,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1,9.0,15.0,1.0,20181103003339.0,11075^21077,2.3,0.3125
14,,,,1.0,1.0,7.5,0.8333333333333334,-7.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1,9.0,15.0,1.0,20181103003340.0,21077.0,2.3,0.3125
15,,,,1.0,1.0,7.5,0.8333333333333334,-7.5,0.8333333333333334,151.5,0.8,151.5,0.8695652173913043,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1,9.0,6.0,1.0,20181103003348.0,21077.0,2.3,0.3125
16,,,,1.0,1.0,7.5,0.8333333333333334,-7.5,0.8333333333333334,150.5,0.8,150.5,0.8695652173913043,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1,8.0,58.0,1.0,20181103003356.0,21077.0,2.3,0.3125
17,,,,1.0,1.0,7.5,0.8333333333333334,-7.5,0.8333333333333334,150.5,0.8,150.5,0.8695652173913043,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1,8.0,57.0,0.0,20181103003357.0,21077.0,2.3,0.3125
18,,,,1.0,1.0,7.5,0.8333333333333334,-7.5,0.8333333333333334,150.5,0.8,150.5,0.8695652173913043,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1,8.0,57.0,0.0,20181103003358.0,21094.0,2.3,0.3125
19,,,,1.0,1.0,7.5,0.8333333333333334,-7.5,0.8333333333333334,150.5,0.8,150.5,0.8695652173913043,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1,8.0,57.0,1.0,20181103003402.0,11077.0,2.3,0.3125
20,,,,1.0,1.0,7.5,0.8333333333333334,-7.5,0.8333333333333334,149.5,0.8,149.5,0.8695652173913043,,,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0,1,8.0,49.0,0.0,20181103003409.0,11077.0,2.3,0.3125
21,,,,1.0,1.0,9.5,0.8,-9.5,0.8695652173913043,152.5,0.8,152.5,0.8695652173913043,,,0.0,^,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,1.0,0.0,0.0,5.0,0.0,0.0,0,1,8.0,49.0,0.0,20181103003412.0,11074^21077,2.75,0.25
22,,,,1.0,1.0,9.5,0.8333333333333334,-9.5,0.8333333333333334,152.5,0.8,152.5,0.8695652173913043,,,0.0,^,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0,1,8.0,49.0,0.0,20181103003413.0,21086^11077,2.75,0.25
23,,,,1.0,1.0,9.5,0.8333333333333334,-9.5,0.8333333333333334,152.5,0.8,152.5,0.8695652173913043,,,0.0,1:1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,5.0,5.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,0,1,8.0,49.0,0.0,20181103003414.0,11078.0,2.85,0.23529411764705882
24,,,,1.0,1.0,9.5,0.8695652173913043,-9.5,0.8,153.5,0.8,153.5,0.8695652173913043,20.0,,0.0,1:1^,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,2.0,100.0,0.0,6.0,0.0,0.0,0,1,8.0,49.0,0.0,20181103003428.0,11079^21077,3.0,0.2222222222222222
25,,,,1.0,1.0,9.5,0.8695652173913043,-9.5,0.8,153.5,0.8,153.5,0.8695652173913043,20.0,,0.0,1:1^,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,2.0,100.0,0.0,6.0,0.0,0.0,0,1,8.0,49.0,1.0,20181103003428.0,11079^21077,3.0,0.2222222222222222
26,,,,1.0,1.0,9.5,0.8695652173913043,-9.5,0.8,152.5,0.8,152.5,0.8695652173913043,20.0,,0.0,1:1^,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,2.0,100.0,0.0,6.0,0.0,0.0,0,1,8.0,40.0,1.0,20181103003437.0,11079^21077,3.0,0.2222222222222222
27,,,,1.0,1.0,9.5,0.8695652173913043,-9.5,0.8,152.5,0.8,152.5,0.8695652173913043,20.0,,0.0,1:1^,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,2.0,100.0,0.0,6.0,0.0,0.0,0,1,8.0,32.0,1.0,20181103003445.0,11079^21077,3.0,0.2222222222222222
28,,,,1.0,1.0,9.5,0.8695652173913043,-9.5,0.8,151.5,0.8695652173913043,151.5,0.8,20.0,,0.0,1:1^,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,0.0,2.0,100.0,0.0,6.0,0.0,0.0,0,1,8.0,30.0,0.0,20181103003447.0,11079^21077,3.0,0.2222222222222222
29,,,,1.0,1.0,9.5,0.8695652173913043,-9.5,0.8,151.5,0.8695652173913043,151.5,0.8,20.0,,0.0,^,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,0.0,0.0,0,1,8.0,30.0,0.0,20181103003450.0,11086^21077,3.0,0.2222222222222222
30,,,,1.0,1.0,9.5,0.8695652173913043,-9.5,0.8,151.5,0.8695652173913043,151.5,0.8,20.0,,0.0,^,0.0,1.0,0.0,1.0,0.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,0.0,0.0,0,1,8.0,30.0,1.0,20181103003500.0,11086^21077,3.0,0.2222222222222222
31,,,,1.0,1.0,8.5,0.8333333333333334,-8.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,20.0,,0.0,^,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,2.0,0.0,0,1,8.0,26.0,1.0,20181103003503.0,21074^11077,2.5,0.2857142857142857
32,,,,1.0,1.0,8.5,0.8333333333333334,-8.5,0.8333333333333334,154.5,0.8333333333333334,154.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,2.0,0.0,0,1,8.0,27.0,1.0,20181103003503.0,11077.0,2.5,0.2857142857142857
33,,,,1.0,1.0,8.5,0.8333333333333334,-8.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,2.0,0.0,0,1,8.0,18.0,1.0,20181103003512.0,11077.0,2.5,0.2857142857142857
34,,,,1.0,1.0,8.5,0.8333333333333334,-8.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,1.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,2.0,0.0,0,1,8.0,18.0,1.0,20181103003515.0,21077.0,2.5,0.2857142857142857
35,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,^,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,8.0,8.0,1.0,20181103003522.0,21074^11077,2.15,0.3448275862068966
36,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,8.0,7.0,0.0,20181103003524.0,11077.0,2.15,0.3448275862068966
37,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,8.0,7.0,1.0,20181103003533.0,11077.0,2.15,0.3448275862068966
38,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,7.0,58.0,1.0,20181103003541.0,11077.0,2.15,0.3448275862068966
39,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,7.0,53.0,1.0,20181103003547.0,11095.0,2.15,0.3448275862068966
40,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,7.0,52.0,1.0,20181103003547.0,11095.0,2.15,0.3448275862068966
41,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,7.0,43.0,1.0,20181103003555.0,11095.0,2.15,0.3448275862068966
42,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,1.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,7.0,39.0,0.0,20181103003600.0,11095.0,2.15,0.3448275862068966
43,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,^,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,7.0,39.0,0.0,20181103003602.0,11086^21077,2.15,0.3448275862068966
44,,,,1.0,1.0,6.5,0.8695652173913043,-6.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,^,0.0,1.0,0.0,1.0,2.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,4.0,0.0,0,1,7.0,39.0,1.0,20181103003618.0,11086^21077,2.15,0.3448275862068966
45,,,,1.0,1.0,5.5,0.8695652173913043,-5.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,^,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,7.0,31.0,1.0,20181103003618.0,21074^11077,1.65,0.43478260869565216
46,,,,1.0,1.0,5.5,0.8695652173913043,-5.5,0.8,155.5,0.8333333333333334,155.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,7.0,31.0,1.0,20181103003627.0,11077.0,1.65,0.43478260869565216
47,,,,1.0,1.0,5.5,0.8695652173913043,-5.5,0.8,154.5,0.8333333333333334,154.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,7.0,22.0,1.0,20181103003635.0,11077.0,1.65,0.43478260869565216
48,,,,1.0,1.0,5.5,0.8695652173913043,-5.5,0.8,153.5,0.8695652173913043,153.5,0.8,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,7.0,15.0,1.0,20181103003642.0,11095.0,1.65,0.43478260869565216
49,,,,1.0,1.0,5.5,0.8695652173913043,-5.5,0.8,153.5,0.8695652173913043,153.5,0.8,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,7.0,15.0,1.0,20181103003643.0,11095.0,1.65,0.43478260869565216
50,,,,1.0,1.0,5.5,0.8695652173913043,-5.5,0.8,153.5,0.8333333333333334,153.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,7.0,8.0,0.0,20181103003649.0,11095.0,1.65,0.43478260869565216
51,,,,1.0,1.0,5.5,0.8333333333333334,-5.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,7.0,8.0,0.0,20181103003650.0,11077.0,1.65,0.43478260869565216
52,,,,1.0,1.0,5.5,0.8333333333333334,-5.5,0.8333333333333334,153.5,0.8333333333333334,153.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,7.0,8.0,1.0,20181103003657.0,11077.0,1.65,0.43478260869565216
53,,,,1.0,1.0,5.5,0.8333333333333334,-5.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,59.0,1.0,20181103003705.0,11077.0,1.65,0.43478260869565216
54,,,,1.0,1.0,5.5,0.8333333333333334,-5.5,0.8333333333333334,152.5,0.8333333333333334,152.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,51.0,1.0,20181103003713.0,11077.0,1.65,0.43478260869565216
55,,,,1.0,1.0,5.5,0.8,-5.5,0.8695652173913043,152.5,0.8,152.5,0.8695652173913043,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,51.0,1.0,20181103003714.0,21077.0,1.6,0.45454545454545453
56,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,151.5,0.8333333333333334,151.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,42.0,1.0,20181103003722.0,21077.0,1.6,0.45454545454545453
57,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,150.5,0.8333333333333334,150.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,34.0,1.0,20181103003731.0,21077.0,1.6,0.45454545454545453
58,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,150.5,0.8333333333333334,150.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,31.0,1.0,20181103003734.0,21094.0,1.6,0.45454545454545453
59,,,,1.0,1.0,5.5,0.8,-5.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,22.0,1.0,20181103003742.0,11077.0,1.65,0.43478260869565216
60,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,149.5,0.8333333333333334,149.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,17.0,1.0,20181103003748.0,21077.0,1.6,0.45454545454545453
61,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,148.5,0.8695652173913043,148.5,0.8,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,11.0,1.0,20181103003754.0,21095.0,1.6,0.45454545454545453
62,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,10.0,1.0,20181103003754.0,21095.0,1.6,0.45454545454545453
63,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,6.0,1.0,1.0,20181103003803.0,21095.0,1.6,0.45454545454545453
64,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,147.5,0.8333333333333334,147.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,5.0,53.0,1.0,20181103003811.0,21095.0,1.6,0.45454545454545453
65,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,147.5,0.8333333333333334,147.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,5.0,53.0,1.0,20181103003817.0,21077.0,1.6,0.45454545454545453
66,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,147.5,0.8,147.5,0.8695652173913043,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,5.0,40.0,1.0,20181103003825.0,21077.0,1.6,0.45454545454545453
67,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,148.5,0.8333333333333334,148.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,5.0,32.0,1.0,20181103003833.0,21077.0,2.0,0.36363636363636365
68,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,147.5,0.8333333333333334,147.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,5.0,24.0,1.0,20181103003841.0,21077.0,2.0,0.36363636363636365
69,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,147.5,0.8333333333333334,147.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,5.0,19.0,0.0,20181103003846.0,21077.0,2.0,0.36363636363636365
70,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,147.5,0.8333333333333334,147.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,5.0,19.0,1.0,20181103003910.0,11077.0,2.15,0.3448275862068966
71,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,146.5,0.8333333333333334,146.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,1.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,6.0,6.0,0.0,0,1,5.0,10.0,1.0,20181103003918.0,11077.0,2.15,0.3448275862068966
72,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,146.5,0.8333333333333334,146.5,0.8333333333333334,20.0,,0.0,^,0.0,1.0,0.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,10.0,6.0,0.0,0,1,5.0,10.0,1.0,20181103003925.0,11074^21077,2.15,0.3448275862068966
73,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,146.5,0.8333333333333334,146.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,0.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,10.0,6.0,0.0,0,1,5.0,10.0,1.0,20181103003925.0,21077.0,2.15,0.3448275862068966
74,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,146.5,0.8333333333333334,146.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,10.0,6.0,0.0,0,1,5.0,10.0,1.0,20181103003925.0,11077.0,2.15,0.3448275862068966
75,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,146.5,0.8333333333333334,146.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,10.0,6.0,0.0,0,1,5.0,47.0,1.0,20181103003925.0,11077.0,2.15,0.3448275862068966
76,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,150.5,0.8333333333333334,150.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,10.0,6.0,0.0,0,1,5.0,39.0,1.0,20181103003950.0,11077.0,1.75,0.4
77,,,,1.0,1.0,4.5,0.8695652173913043,-4.5,0.8,150.5,0.8333333333333334,150.5,0.8333333333333334,20.0,,0.0,,0.0,1.0,1.0,3.0,3.0,1.0,0.0,5.0,5.0,2.0,2.0,100.0,0.0,10.0,6.0,0.0,0,1,5.0,35.0,1.0,20181103003954.0,21077.0,1.75,0.4
