,AM,AS,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,MD,OD,PG,PI,RO,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
0,,,,,,-2.5,0.87,2.5,0.8,127.5,0.83,127.5,0.83,,,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,59.0,1,20180721112043,11077,0.71,1.0
1,,,,,,-2.5,0.87,2.5,0.8,126.5,0.87,127.5,0.8,126.5,,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,59.0,1,20180721112043,11077,0.71,1.0
2,,,,,,-2.5,0.87,2.5,0.8,126.5,0.87,126.5,0.8,126.5,,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,51.0,1,20180721112051.0,11077,0.71,1.0
3,,,,,,-1.5,0.8,1.5,0.8,126.5,0.87,126.5,0.8,-1.5,,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,51.0,1,20180721112051.0,11077,0.71,1.0
4,,,,,,-1.5,0.8,1.5,0.87,126.5,0.83,126.5,0.83,1.5,,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,46.0,0.0,20180721112057.0,11077,0.71,1.0
5,,,,,,-1.5,0.8,1.5,0.87,126.5,0.83,126.5,0.83,1.5,,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,46.0,0.0,20180721112057.0,11077,0.71,1.0
6,,,,,,-1.5,0.8,1.5,0.87,126.5,0.83,126.5,0.83,1.5,,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,46.0,1.0,20180721112114.0,11077,0.71,1.0
7,,,,,,-1.5,0.8,1.5,0.87,126.5,0.83,126.5,0.83,1.5,,,,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,45.0,1.0,20180721112114.0,11077,0.71,1.0
8,,,,,,-1.5,0.8,1.5,0.87,126.5,0.83,126.5,0.83,1.5,,,0.66,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,45.0,1.0,20180721112115.0,11077,0.71,1.0
9,,,,,,-1.5,0.8,1.5,0.87,126.5,0.83,126.5,0.83,1.5,,,1.1,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,48.0,1.0,20180721112115.0,11077,0.71,1.0
10,,,,,,-2.5,0.87,2.5,0.87,126.5,0.83,126.5,0.83,-2.5,,,1.1,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,48.0,1.0,20180721112115.0,11077,0.71,1.0
11,,,,,,-2.5,0.87,2.5,0.8,126.5,0.83,126.5,0.83,2.5,,,0.71,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,48.0,1.0,20180721112115.0,21077.0,0.71,1.0
12,,,,,,-2.5,0.87,2.5,0.8,126.5,0.83,126.5,0.83,2.5,,,1.0,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,40.0,1.0,20180721112123.0,21077.0,0.71,1.0
13,,,,,,-1.5,0.8,1.5,0.8,126.5,0.83,126.5,0.83,-1.5,,,1.0,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,40.0,1.0,20180721112123.0,21077.0,0.71,1.0
14,,,,,,-1.5,0.8,1.5,0.87,126.5,0.83,126.5,0.83,1.5,,,0.0,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,40.0,1.0,20180721112123.0,21077.0,0.71,1.0
15,,,,,,-1.5,0.8,1.5,0.87,129.5,0.83,126.5,0.83,129.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,,0.0,1,9.0,40.0,1.0,20180721112123.0,21077.0,0.71,1.0
16,,,,,,-1.5,0.8,1.5,0.87,129.5,0.83,129.5,0.83,129.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,32.0,1.0,20180721112131.0,21077.0,0.71,1.0
17,,,,,,-4.5,0.87,4.5,0.87,129.5,0.83,129.5,0.83,-4.5,,,1.5,^,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,32.0,1.0,20180721112131.0,21075^11077,0.71,1.0
18,,,,,,-4.5,0.87,4.5,0.8,129.5,0.83,129.5,0.83,4.5,,,1.5,^,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,31.0,1.0,20180721112131.0,21075^11077,0.71,1.0
19,,,,,,-4.5,0.87,4.5,0.8,128.5,0.87,129.5,0.8,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,31.0,1.0,20180721112131.0,11077.0,0.71,1.0
20,,,,,,-4.5,0.87,4.5,0.8,128.5,0.87,128.5,0.8,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,25.0,0.0,20180721112138.0,11077.0,0.71,1.0
21,,,,,,-4.5,0.87,4.5,0.8,128.5,0.87,128.5,0.8,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,25.0,0.0,20180721112138.0,11077.0,0.71,1.0
22,,,,,,-4.5,0.87,4.5,0.8,128.5,0.87,128.5,0.8,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,25.0,0.0,20180721112139.0,11077.0,0.71,1.0
23,,,,,,-4.5,0.87,4.5,0.8,128.5,0.87,128.5,0.8,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,25.0,0.0,20180721112139.0,11077.0,0.71,1.0
24,,,,,,-4.5,0.87,4.5,0.8,128.5,0.87,128.5,0.8,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,25.0,1.0,20180721112156.0,11077.0,0.71,1.0
25,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,25.0,1.0,20180721112156.0,11077.0,0.71,1.0
26,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,24.0,1.0,20180721112157.0,11077.0,0.71,1.0
27,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,24.0,1.0,20180721112157.0,11077.0,0.71,1.0
28,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112158.0,11077.0,0.71,1.0
29,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112158.0,11077.0,0.71,1.0
30,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,128.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112201.0,11077.0,0.71,1.0
31,,,,,,-4.5,0.87,4.5,0.8,129.5,0.83,128.5,0.83,129.5,,,0.0,^,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112201.0,21086^11077,0.71,1.0
32,,,,,,-4.5,0.87,4.5,0.8,129.5,0.83,129.5,0.83,129.5,,,1.25,^,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112207.0,21086^11077,0.71,1.0
33,,,,,,-3.5,0.87,3.5,0.8,129.5,0.83,129.5,0.83,-3.5,,,1.25,^,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112207.0,21086^11077,0.71,1.0
34,,,,,,-3.5,0.87,3.5,0.8,129.5,0.83,129.5,0.83,3.5,,,0.56,1:2,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112207.0,11078.0,0.71,1.0
35,,,,,,-3.5,0.87,3.5,0.8,129.5,0.83,129.5,0.83,3.5,,,1.3,1:2,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112220.0,11078.0,0.71,1.0
36,,,,,,-3.5,0.83,3.5,0.83,128.5,0.83,129.5,0.83,128.5,,,0.0,1:2^2:2,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,0.0,20180721112220.0,11080^11078,0.71,1.0
37,,,,,,-3.5,0.83,3.5,0.83,128.5,0.83,128.5,0.83,128.5,,,1.5,1:2^2:2,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,1.0,20180721112242.0,11080^11078,0.71,1.0
38,,,,,,-4.5,0.87,4.5,0.83,128.5,0.83,128.5,0.83,-4.5,,,1.5,1:2^2:2,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,1.0,20180721112242.0,11080^11078,0.71,1.0
39,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,4.5,,,1.5,2:2^,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,1.0,20180721112243.0,11080^21077,0.71,1.0
40,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,4.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,23.0,1.0,20180721112243.0,21077.0,0.71,1.0
41,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,4.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,19.0,0.0,20180721112248.0,21077.0,0.71,1.0
42,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,4.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,19.0,0.0,20180721112248.0,21077.0,0.71,1.0
43,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,4.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,19.0,1.0,20180721112305.0,21077.0,0.71,1.0
44,,,,,,-4.5,0.87,4.5,0.8,128.5,0.83,128.5,0.83,4.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,18.0,1.0,20180721112305.0,21077.0,0.71,1.0
45,,,,,,-4.5,0.87,4.5,0.8,127.5,0.87,128.5,0.8,127.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,18.0,1.0,20180721112305.0,21077.0,0.71,1.0
46,,,,,,-4.5,0.87,4.5,0.8,127.5,0.87,127.5,0.8,127.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,10.0,1.0,20180721112314.0,21077.0,0.71,1.0
47,,,,,,-4.5,0.87,4.5,0.8,127.5,0.83,127.5,0.83,127.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,10.0,1.0,20180721112314.0,21077.0,0.71,1.0
48,,,,,,-4.5,0.87,4.5,0.8,127.5,0.83,127.5,0.83,127.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,4.0,1.0,20180721112314.0,21077.0,0.71,1.0
49,,,,,,-4.5,0.87,4.5,0.8,127.5,0.83,127.5,0.83,127.5,,,1.5,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,4.0,1.0,20180721112315.0,21077.0,0.71,1.0
50,,,,,,-4.5,0.87,4.5,0.8,129.5,0.83,127.5,0.83,129.5,,,0.0,,,,,0,,0,,0,,5,,0,,0.0,,0,3.0,0.0,1,9.0,4.0,1.0,20180721112315.0,21077.0,0.71,1.0
51,,,,,,-4.5,0.87,4.5,0.8,129.5,0.83,129.5,0.83,129.5,,,1.7,,,,,0,,0,,0,,5,,0,,0.0,,0,5.0,0.0,1,9.0,0.0,1.0,20180721112319.0,21077.0,0.71,1.0
52,,,,,,-5.5,0.83,5.5,0.8,129.5,0.83,129.5,0.83,-5.5,,,1.7,,,,,0,,0,,0,,5,,0,,0.0,,0,5.0,0.0,1,9.0,0.0,1.0,20180721112319.0,21077.0,0.71,1.0
53,,,,,,-5.5,0.83,5.5,0.83,129.5,0.83,129.5,0.83,5.5,,,1.7,^,,,,0,,0,,0,,5,,0,,0.0,,0,5.0,0.0,1,8.0,59.0,1.0,20180721112320.0,21074^11077,0.71,1.0
54,,,,,,-5.5,0.83,5.5,0.83,129.5,0.8,129.5,0.87,5.5,,,1.7,,,,,0,,0,,0,,5,,0,,0.0,,0,5.0,0.0,1,8.0,59.0,1.0,20180721112320.0,11077.0,0.71,1.0
55,,,,,,-5.5,0.83,5.5,0.83,129.5,0.8,129.5,0.87,5.5,,,1.7,,,,,0,,0,,0,,5,,0,,0.0,,0,5.0,0.0,1,8.0,51.0,1.0,20180721112328.0,11077.0,0.71,1.0
56,,,,,,-5.5,0.83,5.5,0.83,128.5,0.83,129.5,0.87,128.5,,,0.0,,,,,0,,0,,0,,5,,0,,0.0,,0,5.0,0.0,1,8.0,51.0,1.0,20180721112328.0,11077.0,0.71,1.0
57,,,,,,-5.5,0.83,5.5,0.83,128.5,0.83,128.5,0.83,128.5,,,1.75,,,,,0,,0,,0,,5,,0,,0.0,,0,5.0,0.0,1,8.0,44.0,1.0,20180721112335.0,11077.0,0.71,1.0
58,,,,,,-5.5,0.83,5.5,0.83,130.5,0.83,128.5,0.83,130.5,,,0.0,,,,,0,,0,,0,,5,,0,,0.0,,0,5.0,0.0,1,8.0,44.0,1.0,20180721112335.0,21077.0,0.71,1.0
59,,,,,,-5.5,0.83,5.5,0.83,130.5,0.83,130.5,0.83,130.5,,,0.0,,,,,0,,0,,0,,5,,0,,0.0,,0,7.0,0.0,1,8.0,40.0,1.0,20180721112339.0,21077.0,0.71,1.0
60,,,,,,-7.5,0.87,7.5,0.83,130.5,0.83,130.5,0.83,-7.5,,,0.0,,,,,0,,0,,0,,5,,0,,0.0,,0,7.0,0.0,1,8.0,40.0,1.0,20180721112339.0,21077.0,0.71,1.0
61,,,,,,-7.5,0.87,7.5,0.8,130.5,0.83,130.5,0.83,7.5,,,0.0,^,,,,0,,0,,0,,5,,0,,0.0,,0,7.0,0.0,1,8.0,39.0,0.0,20180721112341.0,21074^11077,0.71,1.0
62,,,,,,-7.5,0.87,7.5,0.8,130.5,0.83,130.5,0.83,7.5,,,0.0,^,,,,0,,0,,0,,5,,0,,0.0,,0,7.0,0.0,1,8.0,39.0,0.0,20180721112341.0,21074^11077,0.71,1.0
63,44.0,5.0,,,,-7.5,0.87,7.5,0.8,130.5,0.83,130.5,0.83,7.5,,,0.0,^,,,,0,,0,,0,,5,,0,,0.0,,0,7.0,0.0,1,8.0,38.0,0.0,20180721112347.0,21074^11077,0.71,1.0
64,,,,,,-7.5,0.87,7.5,0.8,130.5,0.83,130.5,0.83,7.5,,,0.0,,,,,0,,0,,0,4.0,5,,0,,0.0,,0,7.0,0.0,1,8.0,38.0,0.0,20180721112347.0,11081.0,0.71,1.0
65,,,,,,-7.5,0.87,7.5,0.8,130.5,0.83,130.5,0.83,7.5,,,0.0,,,,,0,,0,,0,4.0,5,,0,,0.0,,0,7.0,0.0,1,8.0,38.0,1.0,20180721112451.0,11081.0,0.71,1.0
66,,,,,,-7.5,0.87,7.5,0.8,130.5,0.83,130.5,0.83,7.5,,,0.0,,,,,0,,0,,0,4.0,5,,0,,0.0,,0,7.0,0.0,1,8.0,38.0,1.0,20180721112451.0,11077.0,0.71,1.0
67,,,,,,-7.5,0.87,7.5,0.8,130.5,0.83,130.5,0.83,7.5,,,0.0,,,,,0,,0,,0,4.0,5,,0,,0.0,,0,7.0,0.0,1,8.0,37.0,1.0,20180721112452.0,11077.0,0.71,1.0
68,,,,,,-7.5,0.87,7.5,0.8,130.5,0.8,130.5,0.87,7.5,,,0.0,,,,,0,,0,,0,4.0,5,,0,,0.0,,0,7.0,0.0,1,8.0,37.0,1.0,20180721112452.0,11077.0,0.71,1.0
69,,,,,,-7.5,0.87,7.5,0.8,130.5,0.8,130.5,0.87,7.5,,,0.0,,,,,0,,0,,0,4.0,5,,0,,0.0,,0,7.0,0.0,1,8.0,29.0,1.0,20180721112500.0,11077.0,0.71,1.0
70,,,,,,-7.5,0.87,7.5,0.8,132.5,0.8,130.5,0.87,132.5,,,0.0,,,,,0,,0,,0,4.0,5,,0,,0.0,,0,7.0,0.0,1,8.0,29.0,1.0,20180721112500.0,11077.0,0.71,1.0
71,,,,,,-7.5,0.87,7.5,0.8,132.5,0.8,132.5,0.87,132.5,,,1.75,,,,,0,,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,20.0,1.0,20180721112507.0,11077.0,0.71,1.0
72,,,,,,-5.5,0.83,5.5,0.8,132.5,0.8,132.5,0.87,-5.5,,,1.75,,,,,0,,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,20.0,1.0,20180721112507.0,11077.0,0.71,1.0
73,,,,,,-5.5,0.83,5.5,0.83,132.5,0.8,132.5,0.87,5.5,,,1.75,^,,,,0,1.0,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,19.0,1.0,20180721112508.0,11074^21077,0.71,1.0
74,,,,,,-5.5,0.83,5.5,0.83,131.5,0.83,132.5,0.83,131.5,,,1.75,,,,,0,1.0,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,19.0,1.0,20180721112508.0,21077.0,0.71,1.0
75,,,,,,-5.5,0.83,5.5,0.83,131.5,0.83,131.5,0.83,131.5,,,1.75,,,,,0,1.0,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,11.0,1.0,20180721112516.0,21077.0,0.71,1.0
76,,,,,,-5.5,0.83,5.5,0.83,131.5,0.8,131.5,0.87,131.5,,,1.75,,,,,0,1.0,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,11.0,1.0,20180721112516.0,21077.0,0.71,1.0
77,,,,,,-5.5,0.83,5.5,0.83,131.5,0.8,131.5,0.87,131.5,,,1.75,,,,,0,1.0,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,4.0,0.0,20180721112524.0,21077.0,0.71,1.0
78,,,,,,-5.5,0.83,5.5,0.83,130.5,0.87,131.5,0.8,130.5,,,1.75,,,,,0,1.0,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,4.0,0.0,20180721112524.0,21077.0,0.71,1.0
79,,,,,,-5.5,0.83,5.5,0.83,130.5,0.87,130.5,0.8,130.5,,,1.75,,,,,0,1.0,0,,0,4.0,5,,0,,0.0,2.0,2,7.0,0.0,1,8.0,3.0,0.0,20180721112526.0,21077.0,0.71,1.0
80,,,,,,-5.5,0.83,5.5,0.83,131.5,0.87,130.5,0.8,131.5,,,0.0,^,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,7.0,0.0,1,8.0,3.0,0.0,20180721112526.0,11086^21077,0.71,1.0
81,,,,,,-5.5,0.83,5.5,0.83,131.5,0.87,131.5,0.8,131.5,,,0.0,^,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,7.0,0.0,1,8.0,3.0,0.0,20180721112538.0,11086^21077,0.71,1.0
82,,,,,,-6.5,0.83,6.5,0.83,131.5,0.87,131.5,0.8,-6.5,,,0.0,^,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,7.0,0.0,1,8.0,3.0,0.0,20180721112538.0,11086^21077,0.71,1.0
83,,,,,,-6.5,0.83,6.5,0.83,131.5,0.83,131.5,0.8,6.5,,,0.0,1:2,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,7.0,0.0,1,8.0,3.0,0.0,20180721112538.0,21078.0,0.71,1.0
84,,,,,,-6.5,0.83,6.5,0.83,132.5,0.83,131.5,0.83,132.5,,,0.0,1:2,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,7.0,0.0,1,8.0,3.0,0.0,20180721112538.0,21078.0,0.71,1.0
85,,,,,,-6.5,0.83,6.5,0.83,132.5,0.83,132.5,0.83,132.5,,,0.0,1:2,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,8.0,0.0,1,8.0,3.0,0.0,20180721112550.0,21078.0,0.71,1.0
86,,,,,,-6.5,0.8,6.5,0.87,133.5,0.83,132.5,0.83,133.5,,,0.0,1:2^2:2,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,8.0,0.0,1,8.0,3.0,0.0,20180721112550.0,21079^21078,0.71,1.0
87,,,,,,-6.5,0.8,6.5,0.87,133.5,0.83,133.5,0.83,133.5,,,0.0,1:2^2:2,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,8.0,3.0,0.0,20180721112602.0,21079^21078,0.71,1.0
88,,,,,,-7.5,0.87,7.5,0.87,133.5,0.83,133.5,0.83,-7.5,,,0.0,2:2^,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,8.0,3.0,0.0,20180721112602.0,21079^11077,0.71,1.0
89,,,,,,-7.5,0.87,7.5,0.8,133.5,0.83,133.5,0.83,7.5,,,0.0,2:2^,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,8.0,3.0,1.0,20180721112604.0,21079^11077,0.71,1.0
90,,,,,,-7.5,0.87,7.5,0.8,133.5,0.83,133.5,0.83,7.5,,,0.0,2:2^,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,8.0,3.0,1.0,20180721112604.0,21079^11077,0.71,1.0
91,,,,,,-7.5,0.87,7.5,0.8,133.5,0.83,133.5,0.83,7.5,,,0.0,2:2^,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,8.0,1.0,1.0,20180721112606.0,21079^11077,0.71,1.0
92,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,133.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,8.0,1.0,1.0,20180721112606.0,11077.0,0.71,1.0
93,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,53.0,1.0,20180721112614.0,11077.0,0.71,1.0
94,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,53.0,1.0,20180721112614.0,11077.0,0.71,1.0
95,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,46.0,0.0,20180721112621.0,11077.0,0.71,1.0
96,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,46.0,0.0,20180721112621.0,11077.0,0.71,1.0
97,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,46.0,0.0,20180721112622.0,11077.0,0.71,1.0
98,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,46.0,0.0,20180721112622.0,11077.0,0.71,1.0
99,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,46.0,1.0,20180721112636.0,11077.0,0.71,1.0
100,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,45.0,1.0,20180721112636.0,11077.0,0.71,1.0
101,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,45.0,1.0,20180721112636.0,11077.0,0.71,1.0
102,,,,,,-7.5,0.87,7.5,0.8,132.5,0.83,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,44.0,1.0,20180721112636.0,11077.0,0.71,1.0
103,,,,,,-7.5,0.87,7.5,0.8,132.5,0.8,132.5,0.83,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,44.0,1.0,20180721112636.0,11077.0,0.71,1.0
104,,,,,,-7.5,0.87,7.5,0.8,132.5,0.8,132.5,0.87,132.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,42.0,1.0,20180721112639.0,11077.0,0.71,1.0
105,,,,,,-7.5,0.83,7.5,0.83,131.5,0.83,132.5,0.83,131.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,42.0,1.0,20180721112639.0,21077.0,0.71,1.0
106,,,,,,-7.5,0.83,7.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,34.0,1.0,20180721112647.0,21077.0,0.71,1.0
107,,,,,,-7.5,0.83,7.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,34.0,1.0,20180721112647.0,21077.0,0.71,1.0
108,,,,,,-7.5,0.83,7.5,0.83,131.5,0.83,131.5,0.83,131.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,33.0,1.0,20180721112648.0,21077.0,0.71,1.0
109,,,,,,-7.5,0.87,7.5,0.8,131.5,0.83,131.5,0.83,131.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,33.0,0.0,20180721112648.0,11077.0,0.71,1.0
110,,,,,,-7.5,0.87,7.5,0.8,131.5,0.83,131.5,0.83,131.5,,,0.0,,,,,0,1.0,0,,0,4.0,5,1.0,0,,0.0,2.0,2,9.0,0.0,1,7.0,33.0,0.0,20180721112648.0,11077.0,0.71,1.0
