,AM,AS,CP,DO,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,HO,MD,OD,PG,PI,RO,S1,S1_a,S2,S2_a,S3,S3_a,S4,S4_a,S5,S5_a,S6,S6_a,SC,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC,WA_ODD,WH_ODD
401,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,32.0,1.0,20180721114254.0,21077.0,0.71,1.0
402,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,32.0,1.0,20180721114254.0,21077.0,0.71,1.0
403,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,30.0,0.0,20180721114257.0,21077.0,0.71,1.0
404,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,30.0,0.0,20180721114257.0,21077.0,0.71,1.0
405,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,30.0,1.0,20180721114310.0,21077.0,0.71,1.0
406,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,29.0,1.0,20180721114310.0,21077.0,0.71,1.0
407,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,29.0,1.0,20180721114311.0,21077.0,0.71,1.0
408,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,28.0,1.0,20180721114311.0,21077.0,0.71,1.0
409,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,28.0,1.0,20180721114312.0,11077.0,0.71,1.0
410,,,第2节,,第2节,-17.5,0.83,17.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,27.0,1.0,20180721114312.0,11077.0,0.71,1.0
411,,,第2节,,第2节,-17.5,0.83,17.5,0.83,124.5,0.83,122.5,0.83,124.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,24.0,0.0,1,9.0,27.0,1.0,20180721114312.0,21077.0,0.71,1.0
412,,,第2节,,第2节,-17.5,0.83,17.5,0.83,124.5,0.83,124.5,0.83,124.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,21.0,1.0,20180721114318.0,21077.0,0.71,1.0
413,,,第2节,,第2节,-19.5,0.83,19.5,0.83,124.5,0.83,124.5,0.83,-19.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,21.0,1.0,20180721114318.0,21074^11077,0.71,1.0
414,,,第2节,,第2节,-19.5,0.83,19.5,0.83,124.5,0.83,124.5,0.83,19.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,20.0,1.0,20180721114319.0,21074^11077,0.71,1.0
415,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.87,124.5,0.8,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,20.0,1.0,20180721114319.0,11077.0,0.71,1.0
416,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.87,123.5,0.8,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,12.0,1.0,20180721114328.0,11077.0,0.71,1.0
417,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.83,123.5,0.83,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,12.0,1.0,20180721114328.0,11077.0,0.71,1.0
418,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.83,123.5,0.83,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,8.0,0.0,20180721114332.0,11077.0,0.71,1.0
419,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.83,123.5,0.83,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,8.0,0.0,20180721114332.0,11077.0,0.71,1.0
420,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.83,123.5,0.83,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,7.0,0.0,20180721114335.0,11077.0,0.71,1.0
421,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.83,123.5,0.83,123.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,7.0,0.0,20180721114335.0,21086^11077,0.71,1.0
422,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.83,123.5,0.83,123.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,7.0,0.0,20180721114341.0,21086^11077,0.71,1.0
423,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.83,123.5,0.83,123.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,7.0,0.0,20180721114341.0,21086^11077,0.71,1.0
424,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.83,123.5,0.83,123.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,7.0,1.0,20180721114349.0,21086^11077,0.71,1.0
425,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.8,123.5,0.87,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,9.0,7.0,1.0,20180721114349.0,11077.0,0.71,1.0
426,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.8,123.5,0.87,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,59.0,1.0,20180721114358.0,11077.0,0.71,1.0
427,,,第2节,,第2节,-19.5,0.83,19.5,0.83,123.5,0.8,123.5,0.87,123.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,59.0,1.0,20180721114358.0,11077.0,0.71,1.0
428,,,第2节,,第2节,-19.5,0.83,19.5,0.83,122.5,0.83,123.5,0.87,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,51.0,1.0,20180721114406.0,11077.0,0.71,1.0
429,,,第2节,,第2节,-19.5,0.83,19.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,51.0,1.0,20180721114406.0,21077.0,0.71,1.0
430,,,第2节,,第2节,-19.5,0.83,19.5,0.83,122.5,0.8,122.5,0.87,122.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,43.0,1.0,20180721114414.0,21077.0,0.71,1.0
431,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.83,122.5,0.87,121.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,43.0,1.0,20180721114414.0,21077.0,0.71,1.0
432,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.83,121.5,0.83,121.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,37.0,1.0,20180721114419.0,21077.0,0.71,1.0
433,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.8,121.5,0.87,121.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,37.0,1.0,20180721114419.0,11077.0,0.71,1.0
434,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.8,121.5,0.87,121.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,29.0,1.0,20180721114428.0,11077.0,0.71,1.0
435,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.8,121.5,0.87,121.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,29.0,0.0,20180721114428.0,11077.0,0.71,1.0
436,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.8,121.5,0.87,121.5,,2.0,0.0,,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,28.0,0.0,20180721114429.0,11077.0,0.71,1.0
437,,,第2节,,第2节,-19.5,0.83,19.5,0.83,122.5,0.8,121.5,0.87,122.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,28.0,0.0,20180721114429.0,21086^11077,0.71,1.0
438,,,第2节,,第2节,-19.5,0.83,19.5,0.83,122.5,0.8,122.5,0.87,122.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,28.0,0.0,20180721114435.0,21086^11077,0.71,1.0
439,,,第2节,,第2节,-18.5,0.87,18.5,0.83,122.5,0.8,122.5,0.87,-18.5,,2.0,0.0,^,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,28.0,0.0,20180721114435.0,21086^11077,0.71,1.0
440,,,第2节,,第2节,-18.5,0.87,18.5,0.8,122.5,0.83,122.5,0.87,18.5,,2.0,0.0,1:2,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,28.0,0.0,20180721114435.0,11078.0,0.71,1.0
441,,,第2节,,第2节,-18.5,0.87,18.5,0.8,121.5,0.83,122.5,0.83,121.5,,2.0,0.0,1:2,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,28.0,0.0,20180721114435.0,11078.0,0.71,1.0
442,,,第2节,,第2节,-18.5,0.87,18.5,0.8,121.5,0.83,121.5,0.83,121.5,,2.0,0.0,1:2,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,28.0,0.0,20180721114451.0,11078.0,0.71,1.0
443,,,第2节,,第2节,-18.5,0.8,18.5,0.87,122.5,0.83,121.5,0.83,122.5,,2.0,0.0,1:2^2:2,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,6.0,6,26.0,0.0,1,8.0,28.0,0.0,20180721114451.0,11080^11078,0.71,1.0
444,,,第2节,,第2节,-18.5,0.8,18.5,0.87,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,1:2^2:2,,,,0,3.0,0,,0,4.0,5,0.0,0,,0.0,7.0,7,26.0,0.0,1,8.0,28.0,0.0,20180721114509.0,11080^11078,0.71,1.0
445,,,第2节,,第2节,-18.5,0.83,18.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,2:2^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,28.0,0.0,20180721114509.0,11079^21077,0.71,1.0
446,,,第2节,,第2节,-18.5,0.83,18.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,2:2^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,28.0,1.0,20180721114514.0,11079^21077,0.71,1.0
447,,,第2节,,第2节,-18.5,0.83,18.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,2:2^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,28.0,1.0,20180721114514.0,11079^21077,0.71,1.0
448,,,第2节,,第2节,-18.5,0.83,18.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,2:2^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,28.0,1.0,20180721114515.0,11079^21077,0.71,1.0
449,,,第2节,,第2节,-18.5,0.83,18.5,0.83,122.5,0.8,122.5,0.87,122.5,,2.0,0.0,2:2^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,28.0,1.0,20180721114515.0,11079^21077,0.71,1.0
450,,,第2节,,第2节,-18.5,0.83,18.5,0.83,122.5,0.8,122.5,0.87,122.5,,2.0,0.0,2:2^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,26.0,1.0,20180721114516.0,11079^21077,0.71,1.0
451,,,第2节,,第2节,-18.5,0.83,18.5,0.83,121.5,0.83,122.5,0.87,121.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,26.0,1.0,20180721114516.0,21077.0,0.71,1.0
452,,,第2节,,第2节,-18.5,0.83,18.5,0.83,121.5,0.83,121.5,0.83,121.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,18.0,1.0,20180721114524.0,21077.0,0.71,1.0
453,,,第2节,,第2节,-18.5,0.83,18.5,0.83,121.5,0.8,121.5,0.83,121.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,18.0,1.0,20180721114524.0,11077.0,0.71,1.0
454,,,第2节,,第2节,-18.5,0.83,18.5,0.83,121.5,0.8,121.5,0.87,121.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,10.0,1.0,20180721114532.0,11077.0,0.71,1.0
455,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,121.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,10.0,1.0,20180721114532.0,21077.0,0.71,1.0
456,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,2.0,1.0,20180721114540.0,21077.0,0.71,1.0
457,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,2.0,1.0,20180721114540.0,21077.0,0.71,1.0
458,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114542.0,21077.0,0.71,1.0
459,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114542.0,21077.0,0.71,1.0
460,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114543.0,21077.0,0.71,1.0
461,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114543.0,21086^11077,0.71,1.0
462,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114545.0,21086^11077,0.71,1.0
463,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114545.0,21086^11077,0.71,1.0
464,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114546.0,21086^11077,0.71,1.0
465,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,0.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114546.0,21086^11077,0.71,1.0
466,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114547.0,11086^21077,0.71,1.0
467,,,第2节,,第2节,-18.5,0.83,18.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114547.0,11086^21077,0.71,1.0
468,,,第2节,,第2节,-18.5,0.83,18.5,0.83,121.5,0.83,120.5,0.83,121.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114555.0,11086^21077,0.71,1.0
469,,,第2节,,第2节,-19.5,0.83,18.5,0.83,121.5,0.83,121.5,0.83,121.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114555.0,11086^21077,0.71,1.0
470,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.83,121.5,0.83,-19.5,,2.0,0.0,^,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114555.0,11086^21077,0.71,1.0
471,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.83,121.5,0.83,19.5,,2.0,0.0,1:2,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114555.0,21078.0,0.71,1.0
472,,,第2节,,第2节,-19.5,0.83,19.5,0.83,122.5,0.83,121.5,0.83,122.5,,2.0,0.0,1:2,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,26.0,0.0,1,8.0,1.0,0.0,20180721114555.0,21078.0,0.71,1.0
473,,,第2节,,第2节,-19.5,0.83,19.5,0.83,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,1:2,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,8.0,1.0,0.0,20180721114604.0,21078.0,0.71,1.0
474,,,第2节,,第2节,-19.5,0.8,19.5,0.87,122.5,0.83,122.5,0.83,122.5,,2.0,0.0,1:2^2:2,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,8.0,1.0,0.0,20180721114604.0,21079^21078,0.71,1.0
475,,,第2节,,第2节,-19.5,0.8,19.5,0.87,121.5,0.83,122.5,0.83,121.5,,2.0,0.0,1:2^2:2,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,8.0,1.0,1.0,20180721114618.0,21079^21078,0.71,1.0
476,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.83,121.5,0.83,121.5,,2.0,0.0,2:2^,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,8.0,1.0,1.0,20180721114618.0,21080^11077,0.71,1.0
477,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.83,121.5,0.83,121.5,,2.0,0.0,2:2^,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,8.0,1.0,1.0,20180721114619.0,21080^11077,0.71,1.0
478,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.83,121.5,0.83,121.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,8.0,1.0,1.0,20180721114619.0,11077.0,0.71,1.0
479,,,第2节,,第2节,-19.5,0.83,19.5,0.83,121.5,0.83,121.5,0.83,121.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,53.0,1.0,20180721114628.0,11077.0,0.71,1.0
480,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.83,121.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,53.0,1.0,20180721114628.0,11077.0,0.71,1.0
481,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,45.0,1.0,20180721114636.0,11077.0,0.71,1.0
482,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.83,120.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,45.0,1.0,20180721114636.0,11077.0,0.71,1.0
483,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.8,120.5,0.87,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,34.0,1.0,20180721114641.0,11077.0,0.71,1.0
484,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.8,120.5,0.87,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,34.0,1.0,20180721114641.0,21077.0,0.71,1.0
485,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.8,120.5,0.87,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,34.0,1.0,20180721114642.0,21077.0,0.71,1.0
486,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.8,120.5,0.87,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,34.0,0.0,20180721114642.0,21077.0,0.71,1.0
487,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.8,120.5,0.87,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,34.0,0.0,20180721114724.0,21077.0,0.71,1.0
488,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.8,120.5,0.87,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,34.0,1.0,20180721114724.0,21077.0,0.71,1.0
489,,,第2节,,第2节,-19.5,0.83,19.5,0.83,119.5,0.87,120.5,0.8,119.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,32.0,1.0,20180721114725.0,21077.0,0.71,1.0
490,,,第2节,,第2节,-19.5,0.87,19.5,0.8,119.5,0.8,119.5,0.87,119.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,32.0,1.0,20180721114725.0,11077.0,0.71,1.0
491,,,第2节,,第2节,-19.5,0.87,19.5,0.8,119.5,0.8,119.5,0.87,119.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,19.0,1.0,20180721114733.0,11077.0,0.71,1.0
492,,,第2节,,第2节,-19.5,0.83,19.5,0.83,119.5,0.8,119.5,0.87,119.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,19.0,1.0,20180721114733.0,21077.0,0.71,1.0
493,,,第2节,,第2节,-19.5,0.83,19.5,0.83,118.5,0.83,119.5,0.83,118.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,11.0,1.0,20180721114741.0,21077.0,0.71,1.0
494,,,第2节,,第2节,-19.5,0.83,19.5,0.83,118.5,0.83,118.5,0.83,118.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,11.0,1.0,20180721114741.0,21077.0,0.71,1.0
495,,,第2节,,第2节,-19.5,0.83,19.5,0.83,120.5,0.83,118.5,0.83,120.5,,2.0,0.0,,,,,0,3.0,0,1.0,0,4.0,5,1.0,0,25.0,0.0,7.0,7,27.0,0.0,1,7.0,11.0,1.0,20180721114741.0,21077.0,0.71,1.0
