,AM,AS,CP,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,HD,KC,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TC,TD,TM,TO,TS,TT,TU,VC,WA_ODD,WH_ODD,XY
302,44.0,5.0,第2节,第2节,9.5,0.8,-9.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,1.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,10.0,13.0,0.0,#F0F0F0,1,9.0,GD,39.0,0,,21077.0,0.0,0.0,
303,44.0,5.0,第2节,第2节,9.5,0.8,-9.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,10.0,13.0,0.0,#F0F0F0,1,9.0,GD,39.0,0,,21075.0,0.0,0.0,"0.24,0.24"
304,44.0,5.0,第2节,第2节,9.5,0.87,-6.5,0.8,131.5,0.83,131.5,0.83,-6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,10.0,13.0,0.0,#F0F0F0,1,9.0,GD,39.0,0,,11077.0,0.0,0.0,
305,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,131.5,0.83,134.5,0.83,6.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,10.0,13.0,0.0,#F0F0F0,1,9.0,GD,39.0,0,,11077.0,0.0,0.0,
306,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,134.5,0.83,134.5,0.83,134.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,10.0,13.0,0.0,#F0F0F0,1,9.0,GD,39.0,0,,11077.0,0.0,0.0,
307,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,134.5,0.83,134.5,0.83,134.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,13.0,13.0,0.0,#F0F0F0,1,9.0,GD,25.0,0,,11077.0,0.0,0.0,
308,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,134.5,0.83,134.5,0.83,134.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,13.0,13.0,0.0,#F0F0F0,1,9.0,GD,25.0,0,,11077.0,0.0,0.0,
309,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,134.5,0.83,134.5,0.83,134.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,13.0,13.0,0.0,#F0F0F0,1,9.0,GD,14.0,0,,11077.0,0.0,0.0,
310,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,134.5,0.83,134.5,0.83,134.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,13.0,13.0,0.0,#F0F0F0,1,9.0,GD,14.0,0,,11077.0,0.0,0.0,
311,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,134.5,0.83,134.5,0.83,134.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,0.0,66.7,25.0,13.0,13.0,0.0,#F0F0F0,1,9.0,GD,10.0,0,,11077.0,0.0,0.0,
312,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,134.5,0.83,134.5,0.83,134.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,0.0,#F0F0F0,1,9.0,GD,10.0,0,,21086.0,0.0,0.0,
313,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,0.0,#F0F0F0,1,9.0,GD,10.0,0,,11077.0,0.0,0.0,
314,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,0.0,#F0F0F0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
315,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
316,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
317,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
318,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
319,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,38.0,0,,11077.0,0.0,0.0,
320,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,38.0,0,,11095.0,0.0,0.0,"0.89,0.51"
321,44.0,5.0,第2节,第2节,6.5,0.87,-6.5,0.8,133.5,0.83,133.5,0.83,133.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,21077.0,0.0,0.0,
322,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,21077.0,0.0,0.0,
323,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,13.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,11095.0,0.0,0.0,"0.89,0.51"
324,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,2.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,16.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,11077.0,0.0,0.0,
325,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,16.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,21075.0,0.0,0.0,"0.28,0.77"
326,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,16.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,11077.0,0.0,0.0,
327,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,16.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,21077.0,0.0,0.0,
328,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,13.0,16.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,21094.0,0.0,0.0,"0.23,0.21"
329,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,52.0,0,,11077.0,0.0,0.0,
330,44.0,5.0,第2节,第2节,6.5,0.83,-6.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,9.0,0,,11077.0,0.0,0.0,
331,44.0,5.0,第2节,第2节,6.5,0.83,-4.5,0.83,131.5,0.83,131.5,0.83,-4.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,9.0,0,,11077.0,0.0,0.0,
332,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,131.5,0.83,132.5,0.83,4.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,9.0,0,,11077.0,0.0,0.0,
333,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,132.5,0.83,132.5,0.83,132.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,9.0,0,,11077.0,0.0,0.0,
334,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,132.5,0.83,131.5,0.83,132.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,9.0,0,,11077.0,0.0,0.0,
335,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,9.0,0,,11077.0,0.0,0.0,
336,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,1.0,0,,11077.0,0.0,0.0,
337,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,8.0,GD,1.0,0,,11095.0,0.0,0.0,"0.92,0.40"
338,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,57.0,0,,21077.0,0.0,0.0,
339,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,57.0,0,,21077.0,0.0,0.47,
340,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,39.0,0,,21077.0,0.0,0.47,
341,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,39.0,0,,21077.0,0.0,0.47,
342,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,49.0,0,,21077.0,0.0,0.47,
343,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,49.0,0,,21086.0,0.0,0.47,
344,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,47.0,0,,11077.0,1.7,0.0,
345,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,47.0,0,,11095.0,1.7,0.0,"0.90,0.65"
346,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,130.5,0.83,130.5,0.83,130.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,47.0,0,,21077.0,1.7,0.0,
347,44.0,5.0,第2节,第2节,4.5,0.8,-4.5,0.87,130.5,0.83,130.5,0.83,130.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,33.0,0,,21077.0,1.7,0.0,
348,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,130.5,0.83,130.5,0.83,130.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,33.0,0,,11077.0,0.0,0.45,
349,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,130.5,0.83,130.5,0.83,130.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,2.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,11077.0,1.7,0.0,
350,44.0,5.0,第2节,第2节,4.5,0.83,-4.5,0.83,130.5,0.83,130.5,0.83,130.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,21086.0,1.7,0.0,
351,44.0,5.0,第2节,第2节,4.5,0.83,-5.5,0.83,130.5,0.83,130.5,0.83,-5.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,11077.0,1.7,0.0,
352,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.8,130.5,0.83,131.5,0.83,5.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,1:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,11078.0,0.0,0.0,
353,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.8,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,1:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,11078.0,0.0,0.0,
354,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.8,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,1:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,11078.0,0.0,0.0,
355,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.8,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,1:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,11078.0,0.0,0.0,
356,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.8,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,1:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,11078.0,0.0,0.0,
357,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.8,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,1:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,11078.0,0.0,0.0,
358,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.8,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,1:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,66.7,25.0,16.0,13.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,11078.0,0.0,0.0,
359,44.0,5.0,第2节,第2节,5.5,0.87,-5.5,0.8,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,1:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,50.0,25.0,16.0,13.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,11080.0,0.0,0.0,"0.80,0.50"
360,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,2:2,0.0,1.0,3.0,4.0,3.0,2.0,1.0,4.0,4.0,1.0,3.0,50.0,25.0,14.0,13.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,11078.0,0.0,0.0,"0.80,0.50"
361,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,2:2,0.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,60.0,25.0,14.0,13.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,11079.0,0.0,0.0,"0.80,0.50"
362,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,60.0,25.0,16.0,14.0,0.0,#F0F0F0,1,7.0,GD,32.0,0,,21077.0,0.0,0.0,
363,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,60.0,25.0,16.0,14.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,21077.0,0.0,0.0,
364,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,60.0,25.0,16.0,14.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,21077.0,0.0,0.0,
365,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,60.0,25.0,16.0,14.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,21077.0,0.0,0.0,
366,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,60.0,25.0,16.0,14.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,21077.0,0.0,0.0,
367,44.0,5.0,第2节,第2节,5.5,0.83,-5.5,0.83,131.5,0.83,131.5,0.83,131.5,"#F0F0F0,#C40010,#C40010,#C40010,#C40010,#0046A8,#3D4A4E",2.0,,0.0,1.0,3.0,4.0,3.0,3.0,1.0,4.0,4.0,1.0,3.0,60.0,25.0,16.0,14.0,1.0,#F0F0F0,1,7.0,GD,32.0,0,,21077.0,0.0,0.0,
