,AM,AS,ED,HASA,HASA_ODD,HASH,HASH_ODD,HATD,HATD_ODD,HATU,HATU_ODD,LM,MD,PG,PI,S1_a,S1_h,S2_a,S2_h,S3_a,S3_h,S4_a,S4_h,S5_a,S5_h,S6_a,S6_h,SC_a,SC_h,SU,TD,TM,TS,TT,TU,VC
0,,,3.0,24.5,0.8,-24.5,0.8695652173913043,146.5,0.9090909090909091,146.5,0.7692307692307693,,,,,3.0,3.0,21.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,62.0,39.0,0,1,3.0,25.0,1,20181027142527,11077
1,,,3.0,24.5,0.8,-24.5,0.8695652173913043,146.5,0.8333333333333334,146.5,0.8333333333333334,9.0,,,,3.0,3.0,21.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,62.0,39.0,0,1,3.0,17.0,1,20181027142536.0,11077
2,,,3.0,24.5,0.8,-24.5,0.8695652173913043,145.5,0.8695652173913043,145.5,0.8,9.0,,,,3.0,3.0,21.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,62.0,39.0,0,1,3.0,9.0,1,20181027142544.0,11077
3,,,3.0,25.5,0.8,-25.5,0.8695652173913043,148.5,0.7692307692307693,148.5,0.9090909090909091,8.0,,^,,3.0,3.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,39.0,0,1,3.0,9.0,1,20181027142544.0,11074^21077
4,,,3.0,25.5,0.8,-25.5,0.8695652173913043,148.5,0.7692307692307693,148.5,0.9090909090909091,8.0,,,,3.0,3.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,39.0,0,1,3.0,8.0,1,20181027142545.0,21077.0
5,,,3.0,25.5,0.8,-25.5,0.8695652173913043,147.5,0.8333333333333334,147.5,0.8333333333333334,8.0,,,,3.0,3.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,39.0,0,1,2.0,59.0,1,20181027142553.0,21077.0
6,,,3.0,25.5,0.8,-25.5,0.8695652173913043,146.5,0.9090909090909091,146.5,0.7692307692307693,8.0,,,,3.0,3.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,39.0,0,1,2.0,51.0,1,20181027142601.0,21077.0
7,,,3.0,23.5,0.8,-23.5,0.8695652173913043,150.5,0.8,150.5,0.8695652173913043,9.0,,,,3.0,3.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,42.0,0,1,2.0,48.0,1,20181027142605.0,21077.0
8,,,3.0,23.5,0.8,-23.5,0.8695652173913043,150.5,0.8,150.5,0.8695652173913043,9.0,,^,,3.0,4.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,42.0,0,1,2.0,48.0,1,20181027142605.0,21075^11077
9,,,3.0,23.5,0.8,-23.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,8.0,,^,,3.0,4.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,42.0,0,1,2.0,37.0,1,20181027142615.0,21075^11077
10,,,3.0,22.5,0.8,-22.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,9.0,,^,,3.0,4.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,42.0,0,1,2.0,30.0,1,20181027142615.0,21077.0
11,,,3.0,23.5,0.8,-23.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,8.0,,^,,3.0,4.0,22.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,64.0,42.0,0,1,2.0,24.0,1,20181027142629.0,11077.0
12,,,3.0,24.5,0.8,-24.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,8.0,,^,,3.0,4.0,23.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,66.0,42.0,0,1,2.0,19.0,1,20181027142633.0,11074^21077
13,,,3.0,24.5,0.8,-24.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,8.0,,,,3.0,4.0,23.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,66.0,42.0,0,1,2.0,19.0,1,20181027142634.0,21077.0
14,,,3.0,24.5,0.8,-24.5,0.8695652173913043,149.5,0.9090909090909091,149.5,0.7692307692307693,8.0,,,,3.0,4.0,23.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,66.0,42.0,0,1,2.0,10.0,1,20181027142642.0,21077.0
15,,,3.0,24.5,0.8,-24.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,8.0,,,,3.0,4.0,23.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,66.0,42.0,0,1,2.0,4.0,0.0,20181027142649.0,21077.0
16,,,3.0,24.5,0.8,-24.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,8.0,,,,3.0,4.0,23.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,66.0,42.0,0,1,2.0,4.0,1.0,20181027142725.0,21077.0
17,,,3.0,24.5,0.8,-24.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,8.0,,,,3.0,4.0,23.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,66.0,42.0,0,1,2.0,3.0,1.0,20181027142726.0,21077.0
18,,,3.0,26.5,0.8,-26.5,0.8695652173913043,151.5,0.8333333333333334,151.5,0.8333333333333334,7.0,,^,,3.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,68.0,42.0,0,1,2.0,2.0,1.0,20181027142726.0,11074^21077
19,,,3.0,27.5,0.8,-27.5,0.8695652173913043,151.5,0.8333333333333334,151.5,0.8333333333333334,5.0,,,,3.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,68.0,42.0,0,1,1.0,59.0,1.0,20181027142730.0,11077.0
20,,,3.0,27.5,0.8,-27.5,0.8695652173913043,151.5,0.8333333333333334,151.5,0.8333333333333334,5.0,,,,3.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,68.0,42.0,0,1,1.0,58.0,1.0,20181027142730.0,11077.0
21,,,3.0,27.5,0.8,-27.5,0.8695652173913043,150.5,0.9090909090909091,150.5,0.7692307692307693,5.0,,,,3.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,68.0,42.0,0,1,1.0,50.0,1.0,20181027142738.0,11077.0
22,,,3.0,27.5,0.8,-27.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,5.0,,,,3.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,68.0,42.0,0,1,1.0,47.0,1.0,20181027142742.0,11077.0
23,,,3.0,29.5,0.8,-29.5,0.8695652173913043,153.5,0.8695652173913043,153.5,0.8,5.0,,^,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,71.0,42.0,0,1,1.0,44.0,1.0,20181027142745.0,11075^21077
24,,,3.0,29.5,0.8,-29.5,0.8695652173913043,153.5,0.8695652173913043,153.5,0.8,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,71.0,42.0,0,1,1.0,43.0,1.0,20181027142746.0,21077.0
25,,,3.0,29.5,0.8,-29.5,0.8695652173913043,153.5,0.8,153.5,0.8695652173913043,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,71.0,42.0,0,1,1.0,34.0,1.0,20181027142754.0,21077.0
26,,,3.0,29.5,0.8,-29.5,0.8695652173913043,153.5,0.7692307692307693,153.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,71.0,42.0,0,1,1.0,31.0,1.0,20181027142757.0,21077.0
27,,,3.0,29.5,0.8,-29.5,0.8695652173913043,153.5,0.7692307692307693,153.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,71.0,42.0,0,1,1.0,31.0,0.0,20181027142758.0,21077.0
28,,,3.0,26.5,0.8,-26.5,0.8695652173913043,149.5,0.8695652173913043,149.5,0.8,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,68.0,42.0,0,1,1.0,31.0,0.0,20181027142758.0,21077.0
29,,,3.0,27.5,0.8,-27.5,0.8695652173913043,150.5,0.8695652173913043,150.5,0.8,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,69.0,42.0,0,1,1.0,31.0,0.0,20181027142758.0,21077.0
30,,,3.0,27.5,0.8,-27.5,0.8695652173913043,150.5,0.8695652173913043,150.5,0.8,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,69.0,42.0,0,1,1.0,31.0,1.0,20181027142825.0,21077.0
31,,,3.0,27.5,0.8,-27.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,69.0,42.0,0,1,1.0,28.0,1.0,20181027142828.0,21077.0
32,,,3.0,27.5,0.8,-27.5,0.8695652173913043,150.5,0.7692307692307693,150.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,69.0,42.0,0,1,1.0,20.0,1.0,20181027142836.0,21077.0
33,,,3.0,27.5,0.8,-27.5,0.8695652173913043,150.5,0.7692307692307693,150.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,69.0,42.0,0,1,1.0,19.0,0.0,20181027142837.0,21077.0
34,,,3.0,27.5,0.8,-27.5,0.8695652173913043,150.5,0.7692307692307693,150.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,1.0,78.6,83.3,69.0,42.0,0,1,1.0,19.0,0.0,20181027142838.0,21077.0
35,,,3.0,28.5,0.8,-28.5,0.8695652173913043,149.5,0.9090909090909091,149.5,0.7692307692307693,5.0,,^,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,1.0,19.0,0.0,20181027142842.0,21086^11077
36,,,3.0,28.5,0.8,-28.5,0.8695652173913043,149.5,0.9090909090909091,149.5,0.7692307692307693,5.0,,^,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,1.0,19.0,0.0,20181027142843.0,21086^11077
37,,,3.0,28.5,0.8,-28.5,0.8695652173913043,149.5,0.9090909090909091,149.5,0.7692307692307693,5.0,,^,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,1.0,19.0,1.0,20181027142848.0,21086^11077
38,,,3.0,28.5,0.8,-28.5,0.8695652173913043,149.5,0.9090909090909091,149.5,0.7692307692307693,5.0,,^,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,1.0,18.0,1.0,20181027142849.0,21086^11077
39,,,3.0,28.5,0.8,-28.5,0.8695652173913043,149.5,0.8695652173913043,149.5,0.8,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,1.0,17.0,1.0,20181027142850.0,11077.0
40,,,3.0,28.5,0.8,-28.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,1.0,8.0,1.0,20181027142858.0,11077.0
41,,,3.0,27.5,0.8,-27.5,0.8695652173913043,149.5,0.7692307692307693,149.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,1.0,4.0,1.0,20181027142903.0,21077.0
42,,,3.0,27.5,0.8,-27.5,0.8695652173913043,149.5,0.7692307692307693,149.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,1.0,3.0,1.0,20181027142903.0,21077.0
43,,,3.0,27.5,0.8,-27.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,0.0,2.0,78.6,83.3,69.0,42.0,0,1,0.0,55.0,0.0,20181027142912.0,21077.0
44,,,3.0,27.5,0.8,-27.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,5.0,,^,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,42.0,0,1,0.0,55.0,0.0,20181027142913.0,11086^21077
45,,,3.0,27.5,0.8,-27.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,5.0,,^,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,42.0,0,1,0.0,55.0,0.0,20181027142916.0,11086^21077
46,,,3.0,27.5,0.8,-27.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,5.0,,^,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,42.0,0,1,0.0,54.0,0.0,20181027142916.0,11086^21077
47,,,3.0,27.5,0.8,-27.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,10.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,42.0,0,1,0.0,54.0,0.0,20181027142923.0,21077.0
48,,,3.0,26.5,0.8,-26.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,5.0,,^,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,52.0,0.0,20181027142924.0,21074^11077
49,,,3.0,26.5,0.8,-26.5,0.8695652173913043,150.5,0.8333333333333334,150.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,51.0,0.0,20181027142926.0,11077.0
50,,,3.0,25.5,0.9090909090909091,-25.5,0.7692307692307693,149.5,0.9090909090909091,149.5,0.7692307692307693,5.0,,,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,42.0,0.0,20181027142934.0,11077.0
51,,,3.0,25.5,0.9090909090909091,-25.5,0.7692307692307693,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,34.0,0.0,20181027142942.0,11077.0
52,,,3.0,25.5,0.9090909090909091,-25.5,0.7692307692307693,149.5,0.8,149.5,0.8695652173913043,5.0,,,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,32.0,0.0,20181027142944.0,11077.0
53,,,3.0,25.5,0.9090909090909091,-25.5,0.7692307692307693,149.5,0.8,149.5,0.8695652173913043,5.0,,,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,32.0,1.0,20181027142959.0,11077.0
54,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,149.5,0.8,149.5,0.8695652173913043,5.0,,,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,32.0,1.0,20181027143000.0,21077.0
55,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.8695652173913043,148.5,0.8,5.0,,,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,23.0,1.0,20181027143009.0,21077.0
56,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.8333333333333334,148.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,1.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,19.0,0.0,20181027143013.0,21077.0
57,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,5.0,,^,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,17.0,0.0,20181027143015.0,11086^21077
58,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,5.0,,^,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,17.0,0.0,20181027143016.0,11086^21077
59,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,5.0,,^,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,17.0,0.0,20181027143022.0,11086^21077
60,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,5.0,,^,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,17.0,1.0,20181027143037.0,11086^21077
61,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.8,148.5,0.8695652173913043,5.0,,^,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,16.0,1.0,20181027143037.0,11086^21077
62,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.7692307692307693,148.5,0.9090909090909091,5.0,,^,,4.0,4.0,24.0,11.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,13.0,1.0,20181027143039.0,11086^21077
63,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.7692307692307693,148.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,13.0,1.0,20181027143039.0,21077.0
64,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,148.5,0.7692307692307693,148.5,0.9090909090909091,5.0,,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,11.0,1.0,20181027143041.0,11077.0
65,,,3.0,24.5,0.9090909090909091,-24.5,0.7692307692307693,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,2.0,1.0,20181027143049.0,11077.0
66,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,0.0,0.0,20181027143052.0,11077.0
67,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,0.0,0.0,0.0,20181027143057.0,11077.0
68,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,4.0,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,10.0,0.0,0.0,20181027143113.0,11077.0
69,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,4.0,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,10.0,0.0,0.0,20181027143252.0,11077.0
70,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,4.0,^,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,10.0,0.0,1.0,20181027143252.0,01090^11077
71,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,4.0,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,9.0,59.0,1.0,20181027143254.0,21077.0
72,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,148.5,0.8695652173913043,148.5,0.8,5.0,4.0,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,9.0,50.0,1.0,20181027143302.0,21077.0
73,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,148.5,0.8695652173913043,148.5,0.8,5.0,4.0,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,9.0,49.0,1.0,20181027143303.0,11077.0
74,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,148.5,0.8695652173913043,148.5,0.8,5.0,4.0,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,9.0,48.0,1.0,20181027143303.0,11077.0
75,,,3.0,24.5,0.8333333333333334,-24.5,0.8333333333333334,148.5,0.8,148.5,0.8695652173913043,5.0,4.0,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,69.0,44.0,0,1,9.0,40.0,1.0,20181027143312.0,11077.0
76,,,3.0,25.5,0.8333333333333334,-25.5,0.8333333333333334,149.5,0.9090909090909091,149.5,0.7692307692307693,5.0,4.0,,,4.0,4.0,24.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,46.0,0,1,9.0,34.0,1.0,20181027143318.0,11077.0
77,,,3.0,25.5,0.8333333333333334,-25.5,0.8333333333333334,149.5,0.9090909090909091,149.5,0.7692307692307693,5.0,4.0,^,,4.0,4.0,25.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,46.0,0,1,9.0,34.0,1.0,20181027143318.0,11074^21077
78,,,3.0,25.5,0.8,-25.5,0.8695652173913043,149.5,0.8333333333333334,149.5,0.8333333333333334,5.0,4.0,^,,4.0,4.0,25.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,46.0,0,1,9.0,24.0,1.0,20181027143327.0,11074^21077
79,,,3.0,25.5,0.8,-25.5,0.8695652173913043,148.5,0.9090909090909091,148.5,0.7692307692307693,5.0,4.0,^,,4.0,4.0,25.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,46.0,0,1,9.0,16.0,1.0,20181027143335.0,11074^21077
80,,,3.0,25.5,0.8333333333333334,-25.5,0.8333333333333334,148.5,0.8695652173913043,148.5,0.8,5.0,4.0,^,,4.0,4.0,25.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,46.0,0,1,9.0,15.0,1.0,20181027143337.0,11077.0
81,,,3.0,25.5,0.8333333333333334,-25.5,0.8333333333333334,148.5,0.8695652173913043,148.5,0.8,5.0,4.0,^,,4.0,4.0,25.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,46.0,0,1,9.0,14.0,1.0,20181027143337.0,11077.0
82,,,3.0,25.5,0.8,-25.5,0.8695652173913043,148.5,0.8333333333333334,148.5,0.8333333333333334,5.0,4.0,^,,4.0,4.0,25.0,12.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,46.0,0,1,9.0,13.0,1.0,20181027143340.0,21077.0
83,,,3.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,5.0,4.0,^,,4.0,4.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,48.0,0,1,9.0,9.0,1.0,20181027143343.0,21074^11077
84,,,3.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,150.5,0.8333333333333334,150.5,0.8333333333333334,5.0,4.0,,,4.0,4.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,48.0,0,1,9.0,9.0,1.0,20181027143344.0,11077.0
85,,,3.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,150.5,0.7692307692307693,150.5,0.9090909090909091,5.0,4.0,,,4.0,4.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,48.0,0,1,9.0,0.0,1.0,20181027143352.0,11077.0
86,,,3.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,150.5,0.7692307692307693,150.5,0.9090909090909091,5.0,4.0,,,4.0,4.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,48.0,0,1,9.0,53.0,1.0,20181027143352.0,11077.0
87,,,3.0,23.5,0.8333333333333334,-23.5,0.8333333333333334,150.5,0.7692307692307693,150.5,0.9090909090909091,5.0,4.0,,,4.0,4.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,48.0,0,1,9.0,45.0,1.0,20181027143407.0,11077.0
88,,,3.0,23.5,0.7692307692307693,-23.5,0.9090909090909091,148.5,0.9090909090909091,148.5,0.7692307692307693,5.0,4.0,,,4.0,4.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,48.0,0,1,9.0,42.0,1.0,20181027143411.0,11077.0
89,,,3.0,23.5,0.7692307692307693,-23.5,0.9090909090909091,148.5,0.9090909090909091,148.5,0.7692307692307693,5.0,4.0,,,4.0,4.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,48.0,0,1,9.0,41.0,1.0,20181027143411.0,11077.0
90,,,3.0,20.5,0.8333333333333334,-20.5,0.8333333333333334,151.5,0.9090909090909091,151.5,0.7692307692307693,5.0,4.0,^,,4.0,5.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,51.0,0,1,9.0,39.0,1.0,20181027143414.0,21075^11077
91,,,3.0,20.5,0.8333333333333334,-20.5,0.8333333333333334,151.5,0.9090909090909091,151.5,0.7692307692307693,5.0,4.0,,,4.0,5.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,51.0,0,1,9.0,38.0,1.0,20181027143415.0,11077.0
92,,,3.0,20.5,0.8333333333333334,-20.5,0.8333333333333334,151.5,0.8333333333333334,151.5,0.8333333333333334,5.0,4.0,,,4.0,5.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,51.0,0,1,9.0,29.0,1.0,20181027143423.0,11077.0
93,,,3.0,20.5,0.8695652173913043,-20.5,0.8,150.5,0.9090909090909091,150.5,0.7692307692307693,5.0,4.0,,,4.0,5.0,25.0,13.0,11.0,10.0,3,2,2.0,2.0,78.6,83.3,71.0,51.0,0,1,9.0,21.0,1.0,20181027143431.0,11077.0
